순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
17,"아이, 로봇",2004.7.30,"7,097,789,000",1.6%,"1,108,063",117,"12,827",미국,미국,이십세기폭스필름코퍼레이션
18,S 다이어리,2004.10.22,"7,024,070,500",1.6%,"1,098,583",169,"20,150",한국,한국,"씨제이엔터테인먼트,아이러브시네마"
19,알포인트,2004.8.20,"6,792,339,000",1.5%,"1,068,087",100,"15,833",한국,한국,(주)시네마서비스
20,주홍글씨,2004.10.29,"6,648,786,000",1.5%,"1,030,259",190,"18,777",한국,한국,(주)쇼박스
21,연인,2004.9.10,"6,644,463,500",1.5%,"1,027,354",157,"16,630",중국,중국,쇼이스트(주)
22,브리짓 존스의 일기2 : 열정과 애정,2004.12.8,"6,622,706,500",1.5%,"1,022,262",132,"16,082",영국,영국,UIP코리아
23,어린 신부,2004.4.2,"6,240,174,500",1.4%,"991,674",70,"12,895",한국,한국,코리아픽쳐스(주)
24,터미널,2004.8.27,"6,377,300,000",1.4%,"986,903",127,"13,929",미국,미국,씨제이엔터테인먼트
25,하울의 움직이는 성,2004.12.23,"6,019,224,000",1.4%,"965,797",176,"8,749",일본,일본,"(주)이수C&E,(주)시네마서비스"
26,나비효과,2004.11.12,"6,259,548,500",1.4%,"957,116",108,"16,973",미국,미국,(주)쇼박스
27,역도산,2004.12.15,"6,050,131,500",1.4%,"951,646",223,"14,789",한국,한국,씨제이엔터테인먼트
28,범죄의 재구성,2004.4.15,"6,132,904,000",1.4%,"942,198",73,"11,397",한국,한국,(주)쇼박스
29,반 헬싱,2004.7.30,"5,586,373,000",1.3%,"872,828",98,"9,790",미국,미국,(주)스튜디오이쩜영
30,이프 온리,2004.10.29,"5,518,745,500",1.3%,"859,051",82,"17,831",미국,미국,씨제이엔터테인먼트
31,여선생 VS 여제자,2004.11.17,"5,261,476,506",1.2%,"846,020",182,"20,893",한국,한국,씨제이엔터테인먼트
32,패션 오브 크라이스트,2004.4.2,"5,338,827,500",1.2%,"841,006",66,"9,902",미국,미국,이십세기폭스필름코퍼레이션
33,아라한 장풍대작전,2004.4.30,"5,207,905,000",1.2%,"810,406",82,"12,593",한국,한국,(주)시네마서비스
34,킹 아더,2004.7.23,"5,137,581,500",1.2%,"807,850",104,"9,335",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
35,내 남자의 로맨스,2004.7.16,"4,895,975,500",1.1%,"765,720",102,"9,658",한국,한국,씨제이엔터테인먼트
36,효자동 이발사,2004.5.5,"4,855,872,900",1.1%,"748,380",83,"10,745",한국,한국,(주)쇼박스
37,아는 여자,2004.6.25,"4,686,101,500",1.1%,"736,296",81,"10,941",한국,한국,(주)시네마서비스
38,"달마야, 서울 가자",2004.7.9,"4,469,579,500",1.0%,"703,507",128,"10,918",한국,한국,(주)시네마서비스
39,신부수업,2004.8.5,"4,255,753,000",1.0%,"675,521",113,"9,931",한국,한국,코리아픽쳐스(주)
40,블레이드 3,2004.12.15,"4,327,368,500",1.0%,"665,676",131,"10,879",미국,미국,(주)쇼박스
41,슈퍼스타 감사용,2004.9.17,"4,073,017,000",0.9%,"627,199",128,"15,185",한국,한국,씨제이엔터테인먼트
42,인크레더블,2004.12.15,"3,875,392,500",0.9%,"620,749",189,"11,725",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
43,분신사바,2004.8.5,"3,828,714,000",0.9%,"608,479",97,"9,877",한국,한국,브에나비스타인터내셔널코리아
44,말죽거리 잔혹사,2004.1.16,"3,837,152,000",0.9%,"604,969",40,"5,513",한국,한국,씨제이엔터테인먼트
45,콜래트럴,2004.10.15,"3,752,632,000",0.9%,"576,262",114,"12,803",미국,미국,UIP코리아
46,투 가이즈,2004.7.9,"3,584,851,500",0.8%,"568,230",93,"8,311",한국,한국,쇼이스트(주)
47,령,2004.6.17,"3,554,937,000",0.8%,"558,807",74,"8,781",한국,한국,(주)쇼박스
48,돈 텔 파파,2004.9.3,"3,481,025,000",0.8%,"558,745",81,"10,664",한국,한국,씨제이엔터테인먼트
49,누구나 비밀은 있다,2004.7.30,"3,529,353,500",0.8%,"542,955",88,"7,650",한국,한국,(주)시네마서비스
50,꽃피는 봄이 오면,2004.9.23,"3,201,626,000",0.7%,"497,689",117,"11,734",한국,한국,영화사청어람(주)
51,80일간의 세계 일주,2004.9.17,"3,016,226,000",0.7%,"477,424",104,"10,915",미국,미국,(주)쇼박스
52,인어 공주,2004.6.30,"2,828,706,500",0.6%,"437,225",105,"8,794",한국,한국,씨제이엔터테인먼트
53,목포는 항구다,2004.2.20,"2,673,832,500",0.6%,"425,725",25,"6,239",한국,한국,코리아픽쳐스(주)
54,노트북,2004.11.26,"2,736,255,500",0.6%,"423,719",101,"10,161",미국,미국,씨제이엔터테인먼트
55,반지의 제왕 : 왕의 귀환,2003.12.17,"2,484,836,500",0.6%,"400,353",44,"3,504",미국,"미국,뉴질랜드",씨제이엔터테인먼트
56,빌리지,2004.9.24,"2,507,016,000",0.6%,"378,950",81,"9,005",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
57,그놈은 멋있었다,2004.7.22,"2,309,055,500",0.5%,"372,591",77,"5,425",한국,한국,프라임픽쳐스
58,본 슈프리머시,2004.8.20,"2,439,904,500",0.6%,"370,894",90,"7,478",미국,미국,UIP코리아
59,레지던트 이블 2-아포칼립스,2004.11.5,"2,367,612,000",0.5%,"363,273",100,"11,218",미국,미국,(주)시네마서비스
60,얼굴 없는 미녀,2004.8.6,"2,228,765,000",0.5%,"346,015",72,"5,594",한국,한국,"씨제이엔터테인먼트,아이러브시네마"
61,세상의 중심에서 사랑을 외치다,2004.10.8,"2,010,292,500",0.5%,"315,133",102,"8,701",일본,일본,(주)동아수출공사
62,맨 온 파이어,2004.9.24,"1,984,024,500",0.5%,"307,751",61,"7,364",미국,미국,이십세기폭스필름코퍼레이션
63,라스트 사무라이,2004.1.9,"1,902,811,000",0.4%,"298,882",35,"3,090",미국,미국,워너브러더스 코리아(주)
64,그녀를 믿지 마세요,2004.2.20,"1,859,615,500",0.4%,"298,221",25,"4,664",한국,한국,(주)시네마서비스
65,내사랑 싸가지,2004.1.16,"1,836,153,500",0.4%,"296,125",22,"2,967",한국,한국,(주)시네마서비스
66,리딕 - 헬리온 최후의 빛,2004.8.13,"1,856,785,000",0.4%,"288,900",96,"6,148",미국,미국,씨제이엔터테인먼트
67,가필드,2004.8.19,"1,464,283,500",0.3%,"240,021",76,"5,432",미국,미국,이십세기폭스필름코퍼레이션
68,알렉산더,2004.12.31,"1,495,476,000",0.3%,"239,615",182,"1,651",미국,미국,(주)시네마서비스
69,페이스,2004.6.11,"1,534,151,500",0.3%,"238,950",69,"5,674",한국,한국,(주)시네마서비스
70,썸,2004.10.22,"1,488,328,000",0.3%,"237,763",121,"8,366",한국,한국,(주)시네마서비스
71,착신아리,2004.7.9,"1,464,246,500",0.3%,"235,077",49,"3,543",일본,일본,(주)쇼박스
72,맹부삼천지교,2004.3.26,"1,424,995,500",0.3%,"229,240",56,"5,254",한국,한국,씨제이엔터테인먼트
73,하류인생,2004.5.21,"1,470,927,500",0.3%,"224,794",88,"6,039",한국,한국,(주)시네마서비스
74,인형사,2004.7.30,"1,324,401,000",0.3%,"214,709",60,"4,035",한국,한국,롯데쇼핑㈜롯데시네마
75,폴라 익스프레스,2004.12.23,"1,261,680,000",0.3%,"200,858",92,"4,052",미국,미국,워너브러더스 코리아(주)
76,포가튼,2004.12.3,"1,281,609,500",0.3%,"198,010",65,"5,343",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
77,나두야 간다,2004.6.25,"1,215,167,500",0.3%,"193,554",60,"5,005",한국,한국,롯데쇼핑㈜롯데시네마
78,캣우먼,2004.9.24,"1,211,731,000",0.3%,"184,929",79,"6,023",미국,미국,워너브러더스 코리아(주)
79,첫키스만 50번째,2004.4.15,"1,199,579,500",0.3%,"182,614",37,"4,066",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
80,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,2004.3.12,"1,158,210,500",0.3%,"181,510",28,"3,570",한국,한국,(주)시네마서비스
81,에이리언 VS 프레데터,2004.9.3,"1,151,500,000",0.3%,"180,626",79,"5,788",미국,미국,이십세기폭스필름코퍼레이션
82,쓰리 몬스터,2004.8.20,"1,161,290,500",0.3%,"180,377",60,"3,970",한국,"한국,홍콩,일본",씨제이엔터테인먼트
83,화씨 911,2004.7.22,"1,162,115,500",0.3%,"177,255",48,"2,896",미국,미국,스튜디오플러스(주)
84,스텝포드 와이프,2004.10.1,"1,139,648,500",0.3%,"171,805",39,"4,377",미국,미국,씨제이엔터테인먼트
85,까불지마,2004.12.3,"999,160,000",0.2%,"155,308",90,"6,418",한국,한국,영화사청어람(주)
86,디 아이2,2004.5.26,"964,130,500",0.2%,"150,477",68,"4,454",홍콩,홍콩,쇼이스트(주)
87,옹박 - 무에타이의 후예,2004.5.26,"947,199,300",0.2%,"147,900",57,"4,790",태국,태국,(주)쇼박스
88,동해물과 백두산이,2003.12.31,"935,988,000",0.2%,"146,740",21,"1,865",한국,한국,(주)쇼박스
89,피터 팬,2004.1.16,"850,564,000",0.2%,"141,716",15,"1,668",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
90,사랑할 때 버려야 할 아까운 것들,2004.2.13,"908,155,000",0.2%,"138,609",20,"1,579",미국,미국,워너브러더스 코리아(주)
91,킬 빌2,2004.5.14,"920,536,500",0.2%,"138,031",41,"2,964",미국,미국,씨제이엔터테인먼트
92,내셔널 트레져,2004.12.31,"876,114,500",0.2%,"137,663",128,"1,485",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
93,택시: 더 멕시멈,2004.11.17,"849,676,500",0.2%,"134,885",57,"4,455",미국,미국,이십세기폭스필름코퍼레이션
94,페이첵,2004.1.22,"840,196,500",0.2%,"131,390",17,"1,688",미국,미국,씨제이엔터테인먼트
95,프린세스 다이어리 2,2004.10.29,"792,040,500",0.2%,"128,615",70,"4,540",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
96,2046,2004.10.15,"795,840,500",0.2%,"122,913",69,"4,339",홍콩,홍콩,이십세기폭스필름코퍼레이션
97,어깨동무,2004.3.12,"753,985,500",0.2%,"119,884",26,"3,015",한국,한국,씨제이엔터테인먼트
98,여자는 남자의 미래다,2004.5.5,"778,685,500",0.2%,"116,639",34,"3,520",한국,한국,씨제이엔터테인먼트
99,헬보이,2004.8.20,"729,643,000",0.2%,"113,785",59,"3,471",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
100,라이어,2004.4.23,"706,033,000",0.2%,"108,156",51,"3,092",한국,한국,씨제이엔터테인먼트
101,새벽의 저주,2004.5.14,"694,533,500",0.2%,"106,515",27,"2,415",미국,"미국,캐나다,일본,프랑스",UIP코리아
102,비포 선셋,2004.10.22,"702,130,500",0.2%,"104,699",42,"3,733",미국,미국,"THE 픽쳐스,워너브러더스 코리아(주)"
103,"DMZ, 비무장지대",2004.11.26,"659,079,000",0.1%,"102,233",65,"4,649",한국,한국,영화사청어람(주)
104,바람의 전설,2004.4.9,"636,285,500",0.1%,"97,925",42,"2,889",한국,한국,(주)시네마서비스
105,"[통합]회고전, 기획전 등",,"449,723,300",0.1%,"95,296",7,"1,793",,,
106,하나와 앨리스,2004.11.17,"582,787,000",0.1%,"91,993",71,"3,659",일본,일본,"(주)팝엔터테인먼트,쇼이스트(주)"
107,저지 걸,2004.4.9,"582,966,500",0.1%,"91,127",35,"2,592",미국,미국,씨제이엔터테인먼트
108,모터사이클 다이어리,2004.11.12,"579,249,500",0.1%,"89,331",33,"2,181",영국,영국,UIP코리아
109,퀸카로 살아남는 법,2004.9.3,"575,148,500",0.1%,"88,261",49,"2,469",미국,미국,UIP코리아
110,발레 교습소,2004.12.3,"531,000,000",0.1%,"87,380",83,"3,551",한국,한국,씨제이엔터테인먼트
111,데스티네이션 2,2004.6.11,"576,664,000",0.1%,"87,267",55,"2,771",미국,미국,UIP코리아
112,아홉살 인생,2004.3.26,"527,412,000",0.1%,"85,312",27,"2,492",한국,한국,(주)시네마서비스
113,쉘 위 댄스,2004.11.12,"549,961,000",0.1%,"82,926",87,"3,971",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
114,화이트 칙스,2004.11.17,"497,455,500",0.1%,"79,181",53,"3,200",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
115,엑소시스트: 더 비기닝,2004.11.17,"506,528,500",0.1%,"77,126",67,"3,329",미국,미국,워너브러더스 코리아(주)
116,빅 피쉬,2004.3.5,"476,625,000",0.1%,"72,239",14,"1,154",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
117,빈집,2004.10.15,"455,157,000",0.1%,"71,342",60,"4,104",한국,한국,영화사청어람(주)
118,사랑에 빠지는 아주 특별한 법칙,2004.11.12,"428,449,500",0.1%,"65,383",76,"3,073",아일랜드,아일랜드,코리아픽쳐스(주)
119,21 그램,2004.10.23,"420,278,500",0.1%,"63,811",59,"3,092",미국,미국,(주)영화사한결
120,거미숲,2004.9.3,"412,069,500",0.1%,"63,270",61,"2,368",한국,한국,영화사청어람(주)
121,러브 액츄얼리,2003.12.5,"415,173,500",0.1%,"63,040",11,687,미국,"미국,영국","UIP코리아,(유)조이앤시네마"
122,노 브레인 레이스,2004.9.24,"382,766,500",0.1%,"62,026",40,"2,187",미국,미국,롯데쇼핑㈜롯데시네마
123,몬스터,2004.6.18,"384,667,000",0.1%,"58,659",30,"1,368",독일,독일,무비즈엔터테인먼트㈜
124,빙우,2004.1.16,"363,240,500",0.1%,"55,656",18,"1,015",한국,한국,(주)쇼박스
125,무간도3 - 종극무간,2004.7.2,"363,105,000",0.1%,"54,307",29,"1,663",홍콩,홍콩,이십세기폭스코리아(주)
126,블러디 선데이,2004.6.18,"331,392,500",0.1%,"53,738",13,"1,226",영국,영국,㈜영화사 백두대간
127,엘프,2004.12.15,"328,584,000",0.1%,"53,690",63,"2,679",미국,미국,이십세기폭스코리아(주)
128,콜드 마운틴,2004.2.20,"342,775,000",0.1%,"53,667",17,955,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
129,여고생 시집가기,2004.12.23,"323,778,500",0.1%,"52,356",51,"1,888",한국,한국,무비즈엔터테인먼트㈜
130,내 남자 친구는 왕자님,2004.6.18,"344,008,000",0.1%,"52,225",40,"1,754",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
131,귀여워,2004.11.26,"325,502,500",0.1%,"50,874",89,"3,316",한국,한국,(주)튜브엔터테인먼트
132,진주 귀걸이를 한 소녀,2004.9.3,"330,772,000",0.1%,"49,378",18,"1,116",영국,영국,필름뱅크(주)
133,신석기 블루스,2004.12.30,"303,966,500",0.1%,"48,907",85,"1,118",한국,한국,(주)쇼박스
134,마지막 늑대,2004.4.1,"303,851,500",0.1%,"47,731",26,"1,646",한국,한국,"(주)쇼박스,영화사풍년상회(주)"
135,프레디 대 제이슨-13일의 금요일11,2004.8.27,"304,298,500",0.1%,"47,430",58,"2,631",미국,미국,(주)영화사한결
136,사마리아,2004.3.5,"285,452,000",0.1%,"44,856",23,"1,674",한국,한국,쇼이스트(주)
137,완벽한 그녀에게 딱 한가지 없는 것,2004.11.5,"283,599,500",0.1%,"44,359",43,"2,133",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
138,돌려차기,2004.7.23,"253,837,000",0.1%,"41,295",53,"1,804",한국,한국,(주)시네마서비스
139,신암행어사,2004.11.26,"247,353,500",0.1%,"40,728",66,"2,547",한국,"한국,일본",(주)시네마서비스
140,안녕! 유에프오,2004.1.30,"250,534,000",0.1%,"40,361",17,864,한국,한국,(주)튜브엔터테인먼트
141,"조제, 호랑이 그리고 물고기들",2004.10.29,"257,541,500",0.1%,"40,155",11,"1,192",일본,일본,"(주)프레인글로벌,(주)스폰지이엔티"
142,테이킹 라이브즈,2004.4.15,"249,467,500",0.1%,"38,736",19,"1,551",미국,미국,워너브러더스 코리아(주)
143,폴리와 함께,2004.4.2,"252,615,500",0.1%,"37,807",25,"1,253",미국,미국,UIP코리아
144,모나리자 스마일,2004.3.19,"238,920,500",0.1%,"37,280",18,"1,153",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
145,[통합]영화패키지상영,,"306,097,000",0.1%,"34,932",23,533,,,
146,망치,2004.8.6,"209,407,500",0.0%,"34,805",32,"1,103",한국,한국,스폰지
147,사랑도 통역이 되나요?,2004.2.20,"221,802,000",0.1%,"33,668",15,880,미국,미국,씨제이엔터테인먼트
148,갓센드,2004.9.3,"217,199,000",0.0%,"33,405",47,"1,645",미국,미국,(주)시네마서비스
149,더 캣,2003.12.31,"194,763,000",0.0%,"32,070",12,690,미국,미국,씨제이엔터테인먼트
150,그녀를 모르면 간첩,2004.1.30,"187,798,000",0.0%,"30,435",22,822,한국,한국,(주)쇼박스
151,히달고,2004.3.19,"188,771,000",0.0%,"29,703",15,940,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
152,팜므 파탈,2004.11.17,"191,690,000",0.0%,"29,489",42,"1,779",프랑스,프랑스,(주)시네마서비스
153,헌티드,2004.3.12,"183,508,500",0.0%,"28,708",15,"1,041",미국,미국,(주)튜브엔터테인먼트
154,스쿨 오브 락,2004.2.27,"178,647,500",0.0%,"28,186",19,733,미국,미국,UIP코리아
155,허니,2004.3.26,"179,520,000",0.0%,"27,330",13,762,미국,미국,UIP코리아
156,서바이빙 크리스마스,2004.12.24,"174,371,500",0.0%,"27,082",35,886,미국,미국,씨제이엔터테인먼트
157,인 더 컷,2004.4.30,"177,743,000",0.0%,"26,973",24,804,미국,미국,씨제이엔터테인먼트
158,이노센스,2004.10.8,"169,824,500",0.0%,"25,751",56,"2,143",일본,일본,(주)시네마서비스
159,레이디킬러,2004.6.4,"167,859,500",0.0%,"25,005",22,"1,086",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
160,더티 댄싱 - 하바나 나이트,2004.4.23,"160,507,000",0.0%,"24,876",22,"1,100",미국,미국,아우라엔터테인먼트
161,자토이치,2004.1.30,"157,286,500",0.0%,"24,381",13,532,일본,일본,인터비스앤파트너스(주)
162,고티카,2004.4.2,"152,738,500",0.0%,"23,473",16,795,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
163,런어웨이,2004.1.30,"149,954,000",0.0%,"23,415",13,387,미국,미국,이십세기폭스필름코퍼레이션
164,타임라인,2004.2.27,"147,478,500",0.0%,"23,130",20,718,미국,미국,(주)튜브엔터테인먼트
165,영 아담,2004.12.3,"146,296,000",0.0%,"22,769",33,"1,509",영국,영국,롯데쇼핑㈜롯데엔터테인먼트
166,대단한 유혹,2004.6.25,"145,741,000",0.0%,"22,271",23,746,캐나다,캐나다,필름뱅크(주)
167,천공의 성 라퓨타,2004.4.30,"130,820,500",0.0%,"21,237",10,637,일본,일본,대원미디어(주)
168,도마 안중근,2004.9.10,"128,953,000",0.0%,"20,318",59,"1,814",한국,한국,(주)소스원프로덕션
169,나쁜 교육,2004.9.17,"132,891,500",0.0%,"20,050",18,701,스페인,스페인,(주)스폰지이엔티
170,스쿠비-두2 : 몬스터 대소동,2004.4.30,"118,785,500",0.0%,"18,954",12,605,미국,미국,워너브러더스 코리아(주)
171,올드보이,2003.11.21,"120,682,000",0.0%,"18,736",9,437,한국,한국,"쇼이스트(주),씨제이이앤엠(주)"
172,셧업,2004.8.27,"120,150,500",0.0%,"18,636",49,"1,790",프랑스,프랑스,쇼이스트(주)
173,내 생애 최고의 데이트,2004.3.19,"122,230,500",0.0%,"18,401",7,472,미국,미국,씨제이엔터테인먼트
174,휴먼 스테인,2004.3.5,"117,363,500",0.0%,"18,141",14,569,미국,미국,(주)쇼박스
175,8명의 여인들,2004.2.27,"117,192,000",0.0%,"17,900",10,427,프랑스,프랑스,무비즈엔터테인먼트㈜
176,브라더 베어,2004.1.16,"113,131,000",0.0%,"17,184",11,281,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
177,미치고 싶을 때,2004.11.12,"107,512,000",0.0%,"16,252",46,"1,274",독일,독일,제이에스필름
178,스타스키와 허치,2004.4.30,"93,939,500",0.0%,"14,212",28,909,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
179,열두명의 웬수들,2004.2.13,"86,271,500",0.0%,"13,537",12,429,미국,미국,이십세기폭스필름코퍼레이션
180,웨일 라이더,2004.10.8,"83,650,500",0.0%,"12,996",29,"1,226",뉴질랜드,뉴질랜드,무비즈엔터테인먼트㈜
181,강호,2004.10.22,"78,654,000",0.0%,"12,317",36,"1,584",홍콩,홍콩,쇼이스트(주)
182,엘리펀트,2004.8.27,"79,533,000",0.0%,"11,721",7,561,미국,미국,(주)동숭아트센터
183,베이직,2004.2.6,"74,752,500",0.0%,"11,646",12,500,미국,미국,코리아픽쳐스(주)
184,러브 미 이프 유 대어,2004.3.5,"72,375,500",0.0%,"11,266",12,472,프랑스,프랑스,(주)엔터모드
185,룩 앳 미,2004.12.23,"75,803,000",0.0%,"11,220",10,319,프랑스,프랑스,(주)스폰지이엔티
186,고독이 몸부림칠 때,2004.3.19,"68,938,500",0.0%,"10,745",20,826,한국,한국,"(주)쇼박스,영화사풍년상회(주)"
187,헌티드 맨션,2004.4.15,"65,121,000",0.0%,"9,883",14,727,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
188,노 맨스 랜드,2004.12.3,"59,961,500",0.0%,"8,916",8,434,프랑스,프랑스,㈜영화사 백두대간
189,팻 걸,2004.8.20,"54,722,500",0.0%,"8,548",7,336,프랑스,프랑스,㈜영화사 백두대간
190,피구의 제왕,2004.11.12,"50,122,500",0.0%,"7,901",19,487,미국,미국,이십세기폭스필름코퍼레이션
191,스파이 키드 3D,2004.2.13,"39,779,500",0.0%,"6,530",3,113,미국,미국,씨제이엔터테인먼트
192,배틀로얄 2 - 레퀴엠,2004.4.9,"40,402,500",0.0%,"6,421",14,356,일본,일본,(주)동아수출공사
193,클린,2004.11.26,"39,106,000",0.0%,"6,033",12,374,프랑스,프랑스,(주)스폰지이엔티
194,연애사진,2004.4.9,"39,402,500",0.0%,"6,021",18,399,일본,일본,(주)스폰지이엔티
195,영원과 하루,2004.11.17,"39,790,500",0.0%,"5,790",3,146,그리스,"그리스,프랑스,이탈리아",㈜영화사 백두대간
196,아웃 오브 타임,2004.3.12,"37,610,000",0.0%,"5,770",7,272,미국,미국,이십세기폭스필름코퍼레이션
197,퍼니셔,2004.9.10,"36,507,500",0.0%,"5,664",10,358,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
198,카우 삼총사,2004.8.6,"34,027,500",0.0%,"5,592",9,201,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
199,내겐 너무 아찔한 그녀,,"38,127,500",0.0%,"5,522",9,358,미국,미국,이십세기폭스코리아(주)
200,천년여우,2004.7.9,"33,891,000",0.0%,"5,472",10,263,일본,일본,무비즈엔터테인먼트㈜
201,날으는 돼지 - 해적 마테오,2004.7.24,"34,216,000",0.0%,"5,466",6,180,한국,한국,에이아이씨코리아(AIC KOREA)
202,[통합]단편영화,,"24,322,000",0.0%,"4,651",2,318,기타,기타,
203,러브 인 아프리카,2004.12.10,"29,207,000",0.0%,"4,590",6,198,독일,독일,(주)튜브엔터테인먼트
204,붙어야 산다,2004.2.27,"29,152,000",0.0%,"4,581",12,272,미국,미국,이십세기폭스필름코퍼레이션
205,더 블루스-소울 오브 맨,2004.5.14,"29,099,000",0.0%,"4,361",2,175,독일,독일,(주)스폰지이엔티
206,호텔 비너스,2004.9.10,"28,389,500",0.0%,"4,358",4,135,일본,일본,씨제이엔터테인먼트
207,섹스 이즈 코메디,2004.9.16,"28,148,500",0.0%,"4,139",2,129,프랑스,프랑스,㈜영화사 백두대간
208,슈퍼 사이즈 미,2004.11.12,"23,545,000",0.0%,"3,914",16,406,미국,미국,(주)스튜디오이쩜영
209,엄마는 여자를 좋아해,2004.4.30,"23,383,500",0.0%,"3,911",6,214,스페인,스페인,판씨네마(주)
210,머나먼 사랑,2004.2.13,"24,525,500",0.0%,"3,698",11,229,미국,미국,UIP코리아
211,클레멘타인,2004.5.21,"22,983,000",0.0%,"3,562",9,247,한국,한국,(주)엔터모드
212,해피 에로 크리스마스,2003.12.17,"23,827,500",0.0%,"3,505",6,136,한국,한국,(주)튜브엔터테인먼트
213,곰이 되고 싶어요,2004.1.30,"21,265,500",0.0%,"3,353",6,132,덴마크,덴마크,필름뱅크(주)
214,그 여름 가장 조용한 바다,2004.8.13,"18,894,000",0.0%,"3,102",1,56,일본,일본,(주)스폰지이엔티
215,마법경찰 갈갈이와 옥동자,2004.2.13,"18,446,500",0.0%,"3,074",13,252,한국,한국,콜럼비아트라이스타㈜
216,오토기리소우,2004.4.23,"18,603,500",0.0%,"2,959",8,279,일본,일본,무비즈엔터테인먼트㈜
217,프리키 프라이데이,2004.4.2,"18,798,500",0.0%,"2,862",11,279,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
218,맥덜,2004.9.3,"16,913,000",0.0%,"2,824",17,257,홍콩,홍콩,(주)스폰지이엔티
219,나에게 유일한,2004.8.6,"18,060,500",0.0%,"2,725",1,101,이탈리아,이탈리아,(주)동숭아트센터
220,6월의 뱀,2004.12.10,"17,850,000",0.0%,"2,718",7,292,일본,일본,(주)마블엔터테인먼트
221,베른의 기적,2004.9.10,"16,273,000",0.0%,"2,618",11,227,독일,독일,"무비즈엔터테인먼트㈜,팝엔터테인먼트"
