순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
31,좋아해줘,2016.2.17,"6,572,559,337",0.8%,"848,123",636,"27,122",한국,한국,씨제이이앤엠(주)
32,레전드 오브 타잔,2016.6.29,"7,087,191,917",0.9%,"844,412",593,"27,116",미국,미국,워너브러더스 코리아(주)
33,런던 해즈 폴른,2016.3.10,"5,908,071,979",0.7%,"731,532",525,"37,559",미국,"미국,영국",메가박스(주)플러스엠
34,앵그리버드 더 무비,2016.5.19,"5,216,236,744",0.6%,"680,382",661,"15,791",미국,"미국,핀란드",유니버설픽쳐스인터내셔널 코리아(유)
35,나우 유 씨 미 2,2016.7.13,"5,250,579,800",0.6%,"657,687",869,"11,556",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
36,그날의 분위기,2016.1.14,"5,149,370,612",0.6%,"653,226",592,"27,180",한국,한국,(주)쇼박스
37,사냥,2016.6.29,"4,906,442,015",0.6%,"645,073",695,"28,695",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
38,널 기다리며,2016.3.10,"5,233,982,336",0.6%,"635,173",551,"33,757",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
39,싱 스트리트,2016.5.19,"4,473,024,072",0.5%,"558,454",494,"22,681",아일랜드,"아일랜드,영국,미국",(주)이수C&E
40,몬스터 호텔 2,2015.12.24,"4,059,218,691",0.5%,"552,327",637,"13,162",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
41,해어화,2016.4.13,"3,767,969,759",0.5%,"485,662",572,"32,308",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
42,계춘할망,2016.5.19,"3,595,184,848",0.4%,"481,643",526,"19,593",한국,한국,(주)콘텐츠 난다긴다
43,"로봇, 소리",2016.1.27,"3,519,488,560",0.4%,"476,653",608,"25,492",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
44,스타워즈: 깨어난 포스,2015.12.17,"4,204,268,791",0.5%,"470,639",552,"12,801",미국,미국,월트디즈니컴퍼니코리아(주)
45,빅쇼트,2016.1.21,"3,622,652,707",0.4%,"446,712",489,"17,316",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
46,헌츠맨: 윈터스 워,2016.4.13,"3,543,713,706",0.4%,"444,927",557,"25,774",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
47,나를 잊지 말아요,2016.1.7,"3,398,271,000",0.4%,"425,715",558,"19,122",한국,한국,씨제이이앤엠(주)
48,나의 소녀시대,2016.5.12,"3,290,905,500",0.4%,"406,106",201,"12,285",대만,대만,오드
49,조선마술사,2015.12.30,"3,143,501,733",0.4%,"403,911",607,"13,705",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
50,클로버필드 10번지,2016.4.7,"2,928,389,655",0.4%,"357,730",574,"24,676",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
51,캐롤,2016.2.4,"2,630,946,116",0.3%,"317,628",288,"11,031",미국,"미국,영국",CGV아트하우스
52,위대한 소원,2016.4.21,"2,440,469,213",0.3%,"308,457",523,"22,753",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
53,스포트라이트,2016.2.24,"2,390,636,755",0.3%,"297,948",320,"13,435",미국,미국,(주)팝엔터테인먼트
54,구스범스,2016.1.14,"2,221,624,712",0.3%,"297,353",515,"13,477",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
55,포인트 브레이크,2016.1.7,"2,323,707,051",0.3%,"294,320",409,"12,111",미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
56,앨빈과 슈퍼밴드: 악동 어드벤처,2016.2.4,"2,125,770,200",0.3%,"292,495",380,"8,917",미국,미국,이십세기폭스코리아(주)
57,극장판 안녕 자두야,2016.5.4,"2,134,926,300",0.3%,"279,960",523,"7,705",한국,한국,씨제이이앤엠(주)
58,비밀은 없다,2016.6.23,"2,017,647,239",0.2%,"249,457",501,"14,680",한국,한국,씨제이이앤엠(주)
59,순정,2016.2.24,"1,738,105,033",0.2%,"240,458",467,"10,539",한국,한국,(주)리틀빅픽쳐스
60,닌자터틀 : 어둠의 히어로,2016.6.16,"1,934,052,000",0.2%,"235,207",517,"13,944",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
61,독수리 에디,2016.4.7,"1,799,240,120",0.2%,"226,318",527,"17,404",미국,미국,이십세기폭스코리아(주)
62,남과 여,2016.2.25,"1,651,018,533",0.2%,"203,763",448,"9,786",한국,한국,(주)쇼박스
63,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016.1.7,"1,472,866,700",0.2%,"202,538",350,"6,706",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
64,글로리데이,2016.3.24,"1,483,542,868",0.2%,"188,933",493,"12,539",한국,한국,(주)엣나인필름
65,대호,2015.12.16,"1,385,020,300",0.2%,"178,565",409,"5,222",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
66,부활,2016.3.17,"1,240,601,600",0.2%,"175,151",136,"8,572",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
67,조이,2016.3.10,"1,377,982,200",0.2%,"172,251",405,"12,860",미국,미국,이십세기폭스코리아(주)
68,매직브러시,2016.5.4,"1,292,868,800",0.2%,"172,107",460,"5,390",중국,중국,(주)영화사 빅
69,대배우,2016.3.30,"1,245,465,228",0.2%,"169,854",474,"16,512",한국,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
70,어린왕자,2015.12.23,"1,140,641,833",0.1%,"150,272",368,"3,972",프랑스,프랑스,씨네그루(주)다우기술
71,미스컨덕트,2016.3.30,"1,138,134,038",0.1%,"149,088",470,"12,014",미국,미국,"(주)박수엔터테인먼트,㈜코리아스크린"
72,13시간,2016.3.3,"1,170,520,514",0.1%,"145,954",380,"9,615",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
73,극장판 아이엠스타 : 꿈의 오디션!,2016.2.11,"1,048,246,100",0.1%,"141,351",254,"3,903",일본,일본,씨제이이앤엠(주)
74,제 5침공,2016.2.25,"1,041,049,900",0.1%,"135,874",312,"5,195",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
75,대니쉬 걸,2016.2.17,"1,074,429,884",0.1%,"133,984",246,"5,679",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
76,극장판 꼬마버스 타요의 에이스 구출작전,2016.1.21,"896,887,500",0.1%,"133,762",200,"5,308",한국,한국,(주)아이코닉스
77,500일의 썸머,2010.1.21,"1,063,900,800",0.1%,"129,135",156,"4,820",미국,미국,"(주)팝엔터테인먼트,이십세기폭스코리아(주)"
78,인생은 아름다워,1999.3.6,"837,054,300",0.1%,"124,365",147,"7,086",이탈리아,이탈리아,씨네그루(주)키다리이엔티
79,헤이트풀8,2016.1.7,"996,152,400",0.1%,"120,350",167,"4,758",미국,미국,(주)누리픽쳐스
80,최강전사 미니특공대: 영웅의 탄생,2016.2.4,"873,320,200",0.1%,"116,531",349,"4,780",한국,한국,(주)삼지애니메이션
81,다이노소어 어드벤처 : 백악기 공룡대백과,2016.5.4,"854,091,000",0.1%,"112,242",325,"3,643",영국,영국,"(주)박수엔터테인먼트,(주)애니플러스"
82,다이버전트 시리즈: 얼리전트,2016.5.12,"818,951,545",0.1%,"103,565",393,"7,593",미국,미국,씨네그루(주)키다리이엔티
83,무서운 이야기 3 : 화성에서 온 소녀,2016.6.1,"780,757,000",0.1%,"97,413",317,"6,400",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
84,일사각오,2016.3.17,"670,999,000",0.1%,"93,019",66,"2,585",한국,한국,파이오니아21
85,크리미널,2016.6.22,"738,727,181",0.1%,"92,322",351,"7,010",영국,"영국,미국",(주)영화사 빅
86,오베라는 남자,2016.5.25,"701,490,388",0.1%,"88,184",254,"4,353",스웨덴,스웨덴,"(주)싸이더스,(주)디스테이션"
87,본 투 비 블루,2016.6.9,"708,948,335",0.1%,"87,550",147,"4,599",캐나다,"캐나다,영국,미국",그린나래미디어(주)
88,룸,2016.3.3,"698,412,700",0.1%,"87,330",333,"6,916",아일랜드,"아일랜드,캐나다",(주)영화사 빅
89,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015.12.23,"628,234,300",0.1%,"86,193",270,"2,524",일본,일본,(주)이수C&E
90,유스,2016.1.7,"661,726,600",0.1%,"85,161",65,"3,196",이탈리아,"이탈리아,프랑스,스위스,영국",그린나래미디어(주)
91,다이노X 탐험대,2016.5.4,"641,282,900",0.1%,"83,085",348,"3,108",한국,한국,(주)이수C&E
92,오 마이 그랜파,2016.3.17,"632,806,532",0.1%,"79,701",396,"8,842",미국,미국,판씨네마(주)
93,엽기적인 그녀 2,2016.5.12,"594,224,900",0.1%,"77,118",387,"6,088",한국,한국,(주)리틀빅픽쳐스
94,라스트 위치 헌터,2015.12.30,"589,730,800",0.1%,"72,481",278,"2,843",미국,미국,TCO(주)더콘텐츠온
95,번개맨,2016.2.11,"516,736,500",0.1%,"69,303",393,"4,626",한국,한국,씨네그루(주)키다리이엔티
96,스티브 잡스,2016.1.21,"535,299,276",0.1%,"68,809",384,"6,396",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
97,레터스 투 갓,2016.2.25,"430,938,300",0.1%,"65,987",119,"2,294",미국,미국,(주)모멘텀엔터테인먼트
98,트럼보,2016.4.7,"486,936,100",0.1%,"61,955",309,"5,060",미국,미국,"그린나래미디어(주),(주)프레인글로벌"
99,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016.2.25,"361,596,000",0.0%,"60,977",155,"2,090",영국,영국,와이드 릴리즈(주)
100,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016.6.2,"350,321,000",0.0%,"58,518",162,"2,295",영국,영국,와이드 릴리즈(주)
101,언더 워터,2016.7.13,"442,317,300",0.1%,"58,033",400,"2,437",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
102,더 보이,2016.6.1,"449,986,821",0.1%,"56,865",186,"2,412",미국,미국,(주)리틀빅픽쳐스
103,극장판 프랭키와 친구들: 생명의 나무,2016.4.13,"409,158,600",0.0%,"56,569",258,"2,754",한국,한국,예지림엔터테인먼트
104,드레스메이커,2016.2.11,"447,353,000",0.1%,"56,316",176,"3,058",호주,호주,(주)리틀빅픽쳐스
105,파라노말 액티비티: 더 고스트 디멘션,2016.4.21,"454,055,200",0.1%,"54,972",353,"5,654",미국,미국,(주)박수엔터테인먼트
106,잡아야 산다,2016.1.7,"410,234,400",0.1%,"54,434",219,"3,185",한국,한국,오퍼스픽쳐스
107,뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,"390,004,100",0.0%,"53,506",151,"1,991",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
108,비포 선라이즈,1996.3.30,"433,993,200",0.1%,"53,252",142,"4,969",미국,"미국, 오스트리아,스위스",(주)드림팩트엔터테인먼트
109,브루클린,2016.4.21,"412,985,600",0.1%,"51,106",40,"2,148",미국,미국,이십세기폭스코리아(주)
110,포레스트: 죽음의 숲,2016.3.30,"391,633,862",0.0%,"50,631",312,"4,507",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
111,빅뱅 메이드,2016.6.30,"425,078,700",0.1%,"50,478",56,"1,509",한국,한국,씨제이 씨지브이(CJ CGV)(주)
112,마음이 외치고 싶어해,2016.3.30,"405,746,600",0.0%,"49,813",122,"3,714",일본,일본,스튜디오 프로그레시브 인큐베이터
113,바닷마을 다이어리,2015.12.17,"403,016,400",0.0%,"48,070",63,"1,610",일본,일본,(주)티캐스트
114,트리플 9,2016.4.20,"365,122,300",0.0%,"47,191",329,"5,789",미국,미국,(주)리틀빅픽쳐스
115,엽문3: 최후의 대결,2016.3.10,"393,068,600",0.0%,"46,970",130,"4,300",홍콩,홍콩,씨네그루(주)키다리이엔티
116,하드코어 헨리,2016.5.19,"399,211,211",0.0%,"46,373",239,"3,058",미국,"미국,러시아","㈜코리아스크린,와이드 릴리즈(주)"
117,이웃집에 신이 산다,2015.12.24,"370,388,350",0.0%,"44,648",85,"1,974",벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
118,냉정과 열정사이,2003.10.10,"353,518,000",0.0%,"44,069",119,"3,697",일본,일본,"하준사,월트디즈니컴퍼니코리아(주)"
119,플래그 더 문,2016.6.2,"325,037,000",0.0%,"43,843",244,"1,651",스페인,스페인,(주)박수엔터테인먼트
120,스푹스:MI5,2016.3.17,"316,642,549",0.0%,"41,416",341,"6,090",영국,영국,(주)영화사 빅
121,33,2016.4.7,"318,282,400",0.0%,"41,269",320,"4,299",미국,"미국,칠레",(주)나이너스엔터테인먼트
122,스누피: 더 피너츠 무비,2015.12.24,"311,897,200",0.0%,"40,859",161,"1,256",미국,미국,이십세기폭스코리아(주)
123,잔예 - 살아서는 안되는 방,2016.7.7,"332,070,700",0.0%,"40,477",287,"2,902",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
124,동급생,2016.5.19,"280,704,500",0.0%,"38,706",100,"2,154",일본,일본,(주)박수엔터테인먼트
125,나의 그리스식 웨딩 2,2016.3.30,"288,168,300",0.0%,"38,298",326,"5,235",미국,미국,(주)이수C&E
126,4등,2016.4.13,"281,535,200",0.0%,"37,796",212,"4,680",한국,한국,"(주)프레인글로벌,CGV아트하우스"
127,불의 전차,2016.6.16,"255,816,200",0.0%,"36,866",84,"1,773",영국,영국,(주)프레인글로벌
128,빌리와 용감한 녀석들: 치킨 히어로,2016.2.17,"249,547,600",0.0%,"35,709",241,"2,299",미국,"미국,멕시코","(주)박수엔터테인먼트,㈜코리아스크린"
129,브루클린의 멋진 주말,2016.1.21,"265,316,800",0.0%,"35,386",103,"2,095",미국,미국,(주)영화사 진진
130,"헤일, 시저!",2016.3.24,"271,436,300",0.0%,"34,330",253,"3,893",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
131,신은 죽지 않았다 2,2016.4.7,"248,208,600",0.0%,"34,285",96,"2,019",미국,미국,(주)에스와이코마드
132,시간을 달리는 소녀,2007.6.14,"267,814,600",0.0%,"34,267",74,"1,718",일본,일본,"THE 픽쳐스,씨제이엔터테인먼트"
133,태양 아래,2016.4.27,"203,408,400",0.0%,"32,489",120,"1,949",체코,"체코,러시아,독일",THE 픽쳐스
134,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016.6.9,"253,214,200",0.0%,"31,805",210,"1,500",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
135,우리들,2016.6.16,"241,728,260",0.0%,"31,457",76,"2,314",한국,한국,(주)엣나인필름
136,매드 맥스: 분노의 도로,2015.5.14,"376,448,800",0.0%,"28,105",31,"1,179",미국,"미국,호주",워너브러더스 코리아(주)
137,서프러제트,2016.6.23,"208,880,700",0.0%,"25,664",41,908,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
138,하이-라이즈,2016.3.30,"192,162,100",0.0%,"24,600",108,"2,129",영국,영국,찬란
139,러브레터,1999.11.20,"197,106,900",0.0%,"24,389",150,"1,673",일본,일본,"(유)조이앤시네마,(주)팝엔터테인먼트"
140,나이스 가이즈,2016.7.6,"187,864,838",0.0%,"24,243",249,"3,565",미국,미국,메가박스(주)플러스엠
141,45년 후,2016.5.5,"184,251,318",0.0%,"23,673",45,"1,174",영국,영국,판씨네마(주)
142,하이 스피드! –프리! 스타팅 데이즈-,2016.3.24,"172,018,500",0.0%,"23,496",60,"1,389",일본,일본,(주)박수엔터테인먼트
143,사울의 아들,2016.2.25,"186,704,643",0.0%,"23,274",50,"1,220",헝가리,헝가리,그린나래미디어(주)
144,피아니스트 세이모어의 뉴욕 소네트,2016.4.7,"179,421,700",0.0%,"22,049",20,927,미국,미국,(주)영화사 진진
145,시크릿 인 데어 아이즈,2016.4.27,"162,031,200",0.0%,"21,692",186,"2,184",미국,미국,판씨네마(주)
146,히야,2016.3.10,"173,844,100",0.0%,"21,687",124,"1,444",한국,한국,(주)라이크 콘텐츠
147,키즈모노가타리 I : 철혈편,2016.6.30,"159,430,500",0.0%,"20,923",74,"1,156",일본,일본,(주)박수엔터테인먼트
148,인터스텔라,2014.11.6,"241,759,500",0.0%,"20,727",17,303,미국,"미국,영국",워너브러더스 코리아(주)
149,세기의 매치,2016.1.28,"155,538,400",0.0%,"20,444",187,"2,349",미국,미국,판씨네마(주)
150,섬. 사라진 사람들,2016.3.3,"159,614,900",0.0%,"19,843",206,"2,450",한국,한국,(주)콘텐츠판다
151,커터,2016.3.30,"151,137,500",0.0%,"19,401",198,"3,091",한국,한국,(주)스톰픽쳐스코리아
152,프란치스코,2016.3.10,"131,154,849",0.0%,"18,804",184,"2,122",스페인,"스페인,아르헨티나,이탈리아",스튜디오 프로그레시브 인큐베이터
153,무간도,2003.2.21,"148,245,400",0.0%,"18,566",101,"2,281",홍콩,홍콩,"(주)디스테이션,태창엔터테인먼트(주)"
154,버스 657,2016.1.14,"143,676,000",0.0%,"18,042",161,"1,785",미국,미국,(주)스톰픽쳐스코리아
155,"조제, 호랑이 그리고 물고기들",2004.10.29,"145,055,108",0.0%,"17,560",90,"1,981",일본,일본,"(주)프레인글로벌,(주)스폰지이엔티"
156,미라클 프롬 헤븐,2016.5.25,"118,722,500",0.0%,"17,451",92,"1,765",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
157,내부자들,2015.11.19,"132,613,400",0.0%,"16,725",51,363,한국,한국,(주)쇼박스
158,트릭,2016.7.13,"120,700,000",0.0%,"16,221",390,"2,483",한국,한국,"(주)스톰픽쳐스코리아,(주)이수C&E"
159,리틀 폭스,2016.6.23,"118,610,500",0.0%,"16,082",150,931,중국,중국,예지림엔터테인먼트
160,벤허,1972.9.7,"143,189,800",0.0%,"15,944",92,937,미국,미국,(주)팝엔터테인먼트
161,무수단,2016.3.3,"126,155,400",0.0%,"15,882",228,"2,422",한국,한국,오퍼스픽쳐스
162,라스트 홈,2016.4.7,"118,479,000",0.0%,"15,258",163,"1,916",미국,미국,(주)브리즈픽처스
163,자객 섭은낭,2016.2.4,"117,277,700",0.0%,"15,093",52,979,대만,대만,(주)영화사 진진
164,하나와 미소시루,2016.4.27,"114,109,038",0.0%,"15,064",104,"1,451",일본,일본,(주)영화사 진진
165,트윈스터즈,2016.3.3,"120,002,100",0.0%,"15,016",126,"1,997",미국,"미국,프랑스,한국,영국",CGV아트하우스
166,나쁜놈은 죽는다,2016.2.4,"117,273,700",0.0%,"14,942",138,"1,725",한국,"한국,중국","TCO(주)더콘텐츠온,(유)조이앤시네마"
167,아노말리사,2016.3.30,"115,394,000",0.0%,"14,154",93,"1,400",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
168,산이 울다,2016.5.25,"100,740,700",0.0%,"13,124",105,"1,773",중국,중국,(주)팝엔터테인먼트
169,시카리오: 암살자의 도시,2015.12.3,"103,684,740",0.0%,"12,510",27,487,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
170,미스터 라잇,2016.6.16,"92,430,800",0.0%,"12,465",92,"1,181",미국,미국,(주)누리픽쳐스
171,겁쟁이 페달: 더 무비,2016.1.14,"83,591,192",0.0%,"11,777",52,905,일본,일본,(주)미디어캐슬
172,향수 : 어느 살인자의 이야기,2007.3.22,"77,123,000",0.0%,"11,710",101,"1,269",영국,영국,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트"
173,미니 자이언트,2016.1.28,"72,748,500",0.0%,"11,703",137,"1,480",영국,영국,(주)박수엔터테인먼트
174,썸니아,2016.5.25,"92,426,045",0.0%,"11,620",199,"1,548",미국,미국,(주)박수엔터테인먼트
175,멜리스,2016.2.11,"90,914,800",0.0%,"11,484",141,"1,465",한국,한국,(주)드림팩트엔터테인먼트
176,몽키킹2: 서유기 여정의 시작,2016.5.19,"49,077,600",0.0%,"11,156",54,416,중국,중국,THE 픽쳐스
177,최악의 이웃과 사랑에 빠지는 방법,2016.4.7,"84,288,300",0.0%,"10,523",121,"1,275",프랑스,프랑스,와이드 릴리즈(주)
178,레고 무비,2014.2.6,"78,525,600",0.0%,"9,997",122,731,미국,미국,워너브러더스 코리아(주)
179,바다의 노래: 벤과 셀키요정의 비밀,2016.1.14,"69,828,300",0.0%,"9,826",141,"1,097",아일랜드,"아일랜드,덴마크,벨기에,룩셈부르크,프랑스",(주)영화사 진진
180,오만과 편견 그리고 좀비,2016.5.25,"76,455,300",0.0%,"9,673",137,"1,365",미국,"미국,영국",(주)이수C&E
181,킬 미 달링,2016.1.28,"72,912,300",0.0%,"9,558",58,837,네덜란드,"네덜란드,벨기에,독일,아일랜드",(주)블룸즈베리리소시스리미티드
182,데몰리션,2016.7.13,"73,251,500",0.0%,"9,549",185,759,미국,미국,(주)리틀빅픽쳐스
183,이터널 선샤인,2005.11.10,"81,678,200",0.0%,"9,448",14,449,미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
184,초속5센티미터,2007.6.21,"41,183,000",0.0%,"9,388",35,525,일본,일본,"대원디지털엔터테인먼트,(주)팝엔터테인먼트"
185,사랑과 음악사이,2016.4.27,"65,718,700",0.0%,"9,148",143,"1,534",미국,"미국,캐나다",(주)영화사 빅
186,쇼생크 탈출,1995.2.4,"68,002,000",0.0%,"9,101",49,613,미국,미국,THE 픽쳐스
187,오픈 윈도우즈,,"46,632,000",0.0%,"9,072",5,32,미국,"미국,스페인",
188,미운 오리 새끼의 모험,2008.4.3,"67,760,300",0.0%,"9,016",78,432,프랑스,"프랑스,독일,덴마크","(주)드림팩트엔터테인먼트,예지림엔터테인먼트"
189,언어의 정원,2013.8.14,"35,095,100",0.0%,"8,613",35,471,일본,일본,"에이원엔터테인먼트,(주)팝엔터테인먼트"
190,비틀즈: 하드 데이즈 나이트,2016.5.5,"67,389,500",0.0%,"8,577",41,740,영국,영국,찬란
191,환상의 빛,2016.7.7,"68,375,700",0.0%,"8,493",37,400,일본,일본,주식회사 씨네룩스
192,극장판 프리즘스톤 올스타 셀렉션,2016.7.7,"69,132,800",0.0%,"8,200",109,583,일본,일본,(주)박수엔터테인먼트
193,제3의 사랑,2016.5.19,"58,347,400",0.0%,"8,108",138,"1,235",중국,중국,(주)쇼박스
194,백트랙,2016.1.21,"61,638,600",0.0%,"8,078",92,910,호주,호주,(주)디스테이션
195,유리의 꽃과 부수는 세계,2016.4.21,"50,232,000",0.0%,"8,028",57,590,일본,일본,주식회사 더쿱
196,꼬마기사 트랭크,2016.6.16,"57,403,200",0.0%,"7,930",174,738,독일,독일,(주)디스테이션
197,당신을 기다리는 시간,2016.1.28,"54,821,100",0.0%,"7,659",31,476,이탈리아,"이탈리아,프랑스",찬란
198,붕붕 달려라 깜이,2016.3.24,"53,398,100",0.0%,"7,556",174,797,독일,독일,예지림엔터테인먼트
199,신을 믿습니까?,2016.4.21,"51,732,900",0.0%,"7,285",81,794,미국,미국,와이드 릴리즈(주)
200,무스탕: 랄리의 여름,2016.3.17,"54,875,600",0.0%,"7,278",26,545,프랑스,"프랑스,독일,터키,카타르","(주)미로스페이스,THE 픽쳐스"
201,밀림의 왕자 레오: 세상을 바꾸는 용기,2012.2.29,"52,041,700",0.0%,"7,159",107,533,일본,일본,"(주)박수엔터테인먼트,에이원엔터테인먼트"
202,앱솔루틀리 애니씽,2016.1.14,"54,438,800",0.0%,"7,051",90,872,미국,"미국,영국",(주)모멘텀엔터테인먼트
203,헝거,2016.3.17,"51,551,100",0.0%,"6,921",56,807,영국,"영국,아일랜드",오드
204,마가렛트 여사의 숨길 수 없는 비밀,2016.3.17,"50,739,300",0.0%,"6,855",82,987,프랑스,"프랑스,체코,벨기에",그린나래미디어(주)
