영화명,최종관객수,Target,0누적관객수,0누적매출액,0스크린수,0상영횟수,1누적관객수,1누적매출액,1스크린수,1상영횟수,2누적관객수,2누적매출액,2스크린수,2상영횟수,3누적관객수,3누적매출액,3스크린수,3상영횟수,4누적관객수,4누적매출액,4스크린수,4상영횟수,5누적관객수,5누적매출액,5스크린수,5상영횟수,6누적관객수,6누적매출액,6스크린수,6상영횟수,7누적관객수,7누적매출액,7스크린수,7상영횟수,감독평균관객수,배우평균관객수,배급사개봉영화관객수합,기사수,대표국적_미국,대표국적_일본,대표국적_한국,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,장르_B,장르_C,장르_D,장르_E
라이트 아웃,1111284,2class,-0.204716566,-0.174155336,-0.179403439,-0.208565277,-0.201290081,-0.182195294,-0.0512669,-0.296314182,-0.217462599,-0.19274174,0.024864606,-0.264673695,-0.127138335,-0.102981424,0.360865645,-0.030490367,-0.047511644,-0.016978916,0.527703823,0.08195433,-0.05588932,-0.025827556,0.102397106,0.021476568,-0.068457535,-0.037357831,0.278187243,0.143577893,-0.036848377,-0.026348901,0.517332366,0.485836068,-0.070466335,-0.472389752,1.013626168,-0.43764807,1,0,0,1,0,0,0,0,1,0
라이프 오브 파이,1593463,2class,0.545012948,0.839723811,-0.305829651,-0.158230103,0.149916811,0.354869804,-0.377783109,-0.235508335,-0.117471412,0.019726019,-0.470347689,-0.29568774,-0.251859021,-0.139367696,-0.476817397,-0.271836255,-0.144124152,-0.014600012,-0.394217797,-0.166161105,-0.024991611,0.126771679,-0.361122092,-0.149439893,-0.042729744,0.110454573,-0.314713956,-0.115363604,-0.041523072,0.113033465,0.00702392,0.199597186,-0.253161089,0.122512748,0.118780396,-0.220808085,1,0,0,0,1,0,0,1,0,0
락아웃: 익스트림미션,462176,1class,-0.47288609,-0.477696894,-0.55101988,-0.099620654,-0.455797289,-0.464736752,-0.570724506,-0.123919583,-0.391638013,-0.406356661,-0.508981273,-0.166049029,-0.41687483,-0.433153758,-0.601292388,-0.228441551,-0.455425316,-0.470657533,-0.611749865,-0.174265378,-0.459942127,-0.474504064,-0.583757297,-0.162587313,-0.458908503,-0.473001162,-0.489310628,-0.075424041,-0.457575305,-0.471247785,-0.377556358,-0.205616292,-0.489449677,-0.517425789,-0.234746511,-0.220808085,1,0,0,1,0,0,0,1,0,0
러브 라이브! 더 스쿨 아이돌 무비,132215,1class,-0.655082927,-0.621477826,-1.573922867,-1.309043866,-0.735345346,-0.715637402,-1.587377247,-1.315981461,-0.78547733,-0.764538018,-1.590721605,-1.276351872,-0.80202324,-0.78346838,-1.573542988,-1.237814253,-0.796344836,-0.779544887,-1.561294604,-1.242782606,-0.793840464,-0.777966062,-1.591090358,-1.26434111,-0.789198264,-0.774067959,-1.504153783,-1.171099371,-0.77501605,-0.761986582,-1.235466209,-0.951656997,-0.703717222,-0.692504995,-1.311774297,-0.220808085,0,1,0,0,1,0,0,1,0,0
"러브, 로지",296730,1class,-0.472117426,-0.464424856,-0.474397933,-0.389909806,-0.514738091,-0.518822631,-0.492805865,-0.395207208,-0.570747724,-0.570937951,-0.508981273,-0.4172628,-0.578746876,-0.575175904,-0.517187664,-0.465626302,-0.555777644,-0.55124391,-0.494351606,-0.477863914,-0.550396579,-0.547418044,-0.463315301,-0.43671102,-0.541410173,-0.538786442,-0.354725693,-0.346347407,-0.543780069,-0.541213926,-0.769532411,-0.810287182,-0.59626878,-0.601113398,0.734560254,-0.532168063,0,0,0,1,0,0,1,0,0,0
러브픽션,1726227,2class,0.64146456,0.579622592,0.042800206,0.227902735,1.187107067,1.167166379,0.297511777,0.356513427,0.744998147,0.700883146,0.112668204,0.236513287,0.674321367,0.630760202,0.2834893,0.400484432,0.681659118,0.641924412,0.341247765,0.425450826,0.606418603,0.571330694,0.149843953,0.284424968,0.54765066,0.518447897,0.20907606,0.384546586,0.505084581,0.480742885,0.535821802,0.681094377,-0.4152684,3.71209803,0.734560254,-0.14852809,0,0,1,1,0,0,1,0,0,0
러시 : 더 라이벌,126994,1class,-0.515162595,-0.509595375,-0.842183277,-0.689162756,-0.634968801,-0.636610503,-0.919503183,-0.743337386,-0.712136359,-0.706826522,-0.937462833,-0.74787253,-0.732013757,-0.724844493,-0.883884258,-0.82288955,-0.715532469,-0.708717497,-0.867263722,-0.805151863,-0.71172241,-0.705974899,-0.886687167,-0.742388536,-0.706571315,-0.701419139,-0.802129665,-0.657875993,-0.691421315,-0.688139556,-0.499586639,-0.381978635,-0.461394083,-0.436159252,-0.234746511,-0.465448068,1,0,0,0,0,1,0,0,0,0
럭키,6975290,4class,2.06644164,2.230419812,1.602056819,1.715893209,2.191138959,2.378964839,1.729730603,1.821199321,2.786873344,2.983548543,1.970592346,2.214589135,2.881093815,3.059949766,2.10351551,2.16896723,2.521935709,2.642458154,1.66025173,1.990822331,2.466638713,2.574050043,1.992971473,2.186856645,2.404219511,2.507766748,1.824095275,2.04936068,2.356750645,2.459677782,2.173985872,2.458714817,0.969691047,4.471985496,2.323277266,0.540911861,0,0,1,1,0,0,1,0,0,0
런 올 나이트,289534,1class,-0.527649459,-0.51442913,-0.420762571,-0.226492873,-0.529516588,-0.513420839,-0.474253807,-0.248872258,-0.508602849,-0.485463524,-0.393080523,-0.280180717,-0.524758999,-0.503262698,-0.409533619,-0.295019727,-0.546555046,-0.529486581,-0.470181376,-0.290842229,-0.547504958,-0.531693862,-0.408568939,-0.274997754,-0.555334114,-0.540699595,-0.572971533,-0.696484237,-0.55603255,-0.542297013,-0.351671147,-0.522648599,-0.194198188,0.566361847,1.013626168,-0.509928065,1,0,0,0,0,1,0,0,0,0
런닝맨,1422844,2class,-0.181264478,-0.223486113,0.234355072,0.261689359,-0.092751613,-0.147492233,0.178778611,0.267643343,0.178274738,0.110487922,0.161838219,0.360569471,0.213447881,0.135810362,0.115279854,0.292294897,0.108373423,0.032490341,0.127168587,0.215986538,0.095598335,0.02022713,0.222839102,0.280480742,0.072668276,0.000459376,0.089040848,0.205484214,0.051466224,-0.016912612,0.077283779,0.227591209,0.165615056,-0.446769269,0.118780396,0.13503189,0,0,1,1,0,0,0,0,0,0
런던 해즈 폴른,731584,2class,-0.466172047,-0.454447909,-0.056808324,0.2478989,-0.431560199,-0.406412312,-0.0512669,0.249602047,-0.292158902,-0.25420317,0.014328174,0.224107669,-0.281259377,-0.247578812,-0.032744459,0.141899553,-0.333494347,-0.307471057,-0.090363481,0.182322635,-0.348742622,-0.324089615,-0.025344405,0.189106173,-0.355108346,-0.330880761,0.129052585,0.311989714,-0.354981016,-0.331798191,0.299157016,0.449443839,-0.551357237,0.098571606,-1.242022104,-0.493248066,1,0,0,1,0,0,0,0,0,0
레고 무비,246126,1class,-0.700779202,-0.690062391,-0.792379012,-1.011859485,-0.745305733,-0.742614271,-0.837874131,-1.01997058,-0.678976655,-0.68401797,-0.751319204,-0.924032311,-0.65022918,-0.661265776,-0.725767378,-0.890062174,-0.670082607,-0.677946299,-0.915604181,-1.023967235,-0.676023543,-0.682589058,-0.886687167,-1.033603889,-0.677574247,-0.683307513,-0.809404526,-0.926136721,-0.672945089,-0.678826323,-1.035780296,-0.911765515,-0.496913311,-0.557193394,1.013626168,-0.515488064,1,0,0,0,1,0,0,1,0,0
레고 배트맨 무비,148760,1class,-0.46886237,-0.434059844,-0.347971721,-0.992552843,-0.608480299,-0.586998599,-0.433439281,-1.012620423,-0.649234502,-0.626560967,-0.322837644,-0.928374277,-0.664022863,-0.643652868,-0.362434974,-0.907895614,-0.678739154,-0.661165376,-0.508163166,-0.969730946,-0.680992602,-0.664729087,-0.445066514,-0.97509787,-0.683151533,-0.667682125,-0.925802307,-1.064593871,-0.678560672,-0.664683441,-1.050571845,-0.936960135,-0.691752042,-0.648323574,1.013626168,-0.532168063,1,0,0,0,1,0,0,1,0,0
레드: 더 레전드,3004649,3class,0.283596684,0.179387793,0.096435569,0.176878039,0.561996189,0.453414709,0.390272064,0.47478414,0.919746863,0.783658596,0.730805537,0.771195439,0.941799195,0.794477084,0.693920349,0.704841808,0.827120782,0.675763724,0.396494004,0.791389923,0.851905279,0.695836786,0.536718244,0.886576805,0.858174183,0.702858183,0.681942046,0.883791116,0.859634227,0.707675273,0.813163349,1.032419361,-0.016261235,-0.482273818,-0.234746511,0.451951868,1,0,0,1,0,0,0,0,0,0
레드카펫,316953,1class,-0.49842455,-0.484930584,-0.370958305,-0.247868083,-0.522638015,-0.513834502,-0.388914344,-0.230830963,-0.552048601,-0.541151821,-0.494932697,-0.294447179,-0.579916909,-0.569816941,-0.547465365,-0.341386671,-0.59789841,-0.589880696,-0.577220965,-0.375001987,-0.597932439,-0.590759861,-0.53631045,-0.344021709,-0.592121313,-0.587878736,-0.3911,-0.366317188,-0.588687105,-0.585122869,-0.403441569,-0.503052783,-0.583187573,-0.611601805,-1.383090584,0.362991874,0,0,1,1,0,0,1,0,0,0
레미제라블,5920520,4class,1.932694149,1.855263497,0.448896523,0.182394222,1.308012756,1.192210396,0.453349059,0.157390983,0.951707084,0.811482913,0.467394741,0.168902667,0.937068597,0.795453362,0.451698747,0.242361265,1.044454493,0.89915932,0.576044282,0.323212304,1.257631761,1.091985572,0.75935345,0.45008246,1.49300423,1.329000419,0.521895097,0.323305923,1.46268857,1.305850161,0.853840109,0.587314401,0.686529315,-0.285873577,-0.555015454,-0.059568096,1,0,0,0,0,0,1,0,0,0
레버넌트: 죽음에서 돌아온 자,2007665,3class,0.235853254,0.257938912,0.889472716,0.246519854,0.342254862,0.393040308,1.221404232,0.432687784,0.687392381,0.744170009,1.478892195,0.709167347,0.674209223,0.71337315,1.460955425,0.684630576,0.506664229,0.532940306,1.349491633,0.673566261,0.470501731,0.49758088,1.514853245,0.746556782,0.442225502,0.472037228,1.63131145,0.90109826,0.418725574,0.451299236,1.223628838,0.800768824,-0.308160769,-0.015348406,0.118780396,-0.365368075,1,0,0,1,0,0,0,1,0,0
레전드,180082,1class,-0.505115062,-0.492531712,-0.144923563,-0.292687074,-0.527300702,-0.511247978,-0.184841713,-0.316360066,-0.553395584,-0.531590215,-0.245570477,-0.364538922,-0.592880728,-0.572720302,-0.285058629,-0.402020366,-0.609601776,-0.59291484,-0.283725318,-0.411782919,-0.610029278,-0.594228068,-0.288126943,-0.401870357,-0.619665637,-0.603619396,-0.834866541,-0.944109524,-0.621593959,-0.606575162,-1.290934519,-0.983850123,-0.705796944,0.32513147,-1.334257439,-0.448768069,0,0,0,0,0,1,0,0,0,0
레전드 오브 타잔,858402,2class,-0.072875048,-0.134832171,0.261172754,0.387872054,-0.15966783,-0.184661517,0.182489022,0.316421659,-0.247048903,-0.23475995,0.123204636,0.2588434,-0.128289677,-0.080323209,0.169106877,0.269111425,-0.021041666,0.045656119,0.299813085,0.365603886,-0.040951497,0.024335508,0.142544438,0.332413051,-0.051276363,0.014440215,0.241812936,0.451112523,-0.074694344,-0.011375973,0.173428848,0.00643843,1.347870653,-0.585297332,1.013626168,-0.387608073,1,0,0,0,0,0,0,0,0,0
레지던트 이블 5 : 최후의 심판,558443,2class,-0.301270144,-0.22510814,-0.474397933,-0.063075939,-0.28274944,-0.198534453,-0.526199568,-0.081823228,-0.241076538,-0.146338709,-0.530054136,-0.077348857,-0.292342919,-0.209301706,-0.604656577,-0.147596623,-0.34692723,-0.277328148,-0.587579635,-0.146212126,-0.358696729,-0.292347098,-0.55090948,-0.096850213,-0.368826301,-0.304297181,-0.452936321,-0.008858104,-0.374784843,-0.314251129,-0.296202838,-0.049549616,-0.207369117,-0.519034391,0.993231351,-0.476568067,1,0,0,0,0,1,0,0,0,0
레지던트 이블: 파멸의 날,765259,2class,-0.19768094,-0.246632195,0.28032824,0.024493472,-0.169193033,-0.187327699,0.208461902,0.001033091,-0.234269267,-0.218210819,0.20749609,-0.28204156,-0.28996921,-0.257862673,0.175835254,-0.311664271,-0.2340247,-0.188151847,0.320530425,-0.274010277,-0.172666856,-0.114220031,0.321382554,-0.277627238,-0.171724055,-0.115512315,0.281824673,0.043728986,-0.180810905,-0.126756923,0.432280958,0.195398083,-0.207369117,-0.519034391,-0.555015454,-0.476568067,1,0,0,0,0,1,0,0,0,0
로건,2169109,3class,2.02862809,2.456238312,1.444981828,1.206335767,1.174948556,1.411859461,1.213983409,0.989295152,0.725077278,0.874956404,1.169823529,0.928126511,0.702086294,0.848236836,1.323023679,1.068049536,0.767126844,0.922235654,1.546306361,1.204084442,0.71647745,0.861450586,1.452807368,1.197513289,0.670249763,0.80945026,1.504001377,1.305819159,0.630747161,0.764994087,1.634094328,1.305361083,0.401152311,-0.285873577,0.118780396,0.023831898,1,0,0,0,0,1,0,0,0,0
로그 원: 스타워즈 스토리,1019300,2class,0.398378574,0.357287631,1.667185473,1.344929875,0.284961543,0.305255191,1.447739332,1.21180446,0.210733121,0.278134376,1.190896392,1.054663818,0.252799128,0.352573772,0.993333164,0.805897968,0.304239016,0.426010789,1.049090207,0.760219642,0.253568818,0.372172769,0.978338898,0.741297814,0.199472628,0.315858222,1.074784558,0.753321879,0.145582602,0.260574813,0.376812649,-0.118834822,-0.415523363,-0.44352013,-1.442012194,-0.387608073,1,0,0,0,0,0,0,0,0,0
로렉스,298780,1class,-0.705548054,-0.696121216,-0.830689985,-1.06495275,-0.725718008,-0.728688817,-0.726561787,-0.959164733,-0.424330169,-0.427329079,-0.196400462,-0.353373866,-0.484800308,-0.490305771,-0.359070785,-0.51080435,-0.534694858,-0.538800555,-0.901792622,-1.003394849,-0.558399841,-0.560464806,-1.018078436,-1.098026247,-0.574178835,-0.574373067,-0.867603417,-0.996030955,-0.578924562,-0.579206732,-1.131925365,-0.936960135,0.025900583,-0.598850141,-0.555015454,-0.565528061,1,0,0,0,1,0,0,1,0,0
로마 위드 러브,181252,1class,-0.653137737,-0.645614899,-1.114191187,-1.018065191,-0.69565478,-0.692438419,-1.127286225,-1.009279442,-0.723986465,-0.712481204,-1.116582173,-1.000326863,-0.74891943,-0.736981034,-1.139562616,-0.979823822,-0.744635555,-0.734849451,-1.122777579,-0.96349689,-0.737068739,-0.729091155,-1.094723342,-0.954719369,-0.727949305,-0.721308895,-0.99491349,-0.846923256,-0.716200613,-0.711228149,-1.017290859,-0.85717717,-0.739785105,0.83745868,-1.362585964,-0.57664806,1,0,0,0,0,1,1,0,0,0
로보캅,979509,2class,-0.018346983,-0.033082166,0.506362983,0.55197851,0.149090849,0.14755363,0.419955356,0.524230653,0.322666254,0.293729698,0.379591143,0.387861831,0.265428385,0.221777703,0.270032544,0.293483793,0.134580539,0.091967574,0.158244597,0.284561156,0.099909116,0.059938391,0.281235222,0.322552486,0.071395016,0.034946998,0.365485579,0.398525433,0.033426287,0.001632172,-0.007767629,-0.055848271,-0.155523875,-0.354856325,0.150078425,-0.348688076,1,0,0,0,0,0,0,0,0,0
"로봇, 소리",476665,1class,-0.063305968,-0.107710173,0.494869691,0.396146329,-0.280862162,-0.313048775,0.442217825,0.308403306,-0.429759844,-0.45042434,0.189935371,0.170143229,-0.434130017,-0.454356331,0.15901431,0.111582705,-0.399481854,-0.420673802,0.237661066,0.106267149,-0.415233927,-0.434000437,0.102397106,0.022133939,-0.427243251,-0.442937674,0.278187243,0.122276793,-0.438688129,-0.453429269,-0.237036641,-0.464561002,-0.138724083,-0.192795027,-0.234746511,0.007151899,0,0,1,0,0,0,1,0,0,0
로빈슨 크루소,139392,1class,-0.702300842,-0.688281228,-1.232955204,-1.276636289,-0.77067519,-0.763421285,-1.168100751,-1.265198556,-0.825538927,-0.810123623,-1.155215757,-1.236033612,-0.805624923,-0.790512189,-0.705582244,-1.05769651,-0.770696304,-0.757249228,-0.611749865,-1.033941725,-0.767085636,-0.754728462,-0.923184741,-1.147986443,-0.761696101,-0.750122463,-0.856691125,-1.061265574,-0.743675874,-0.733655656,-0.754740862,-0.863475825,-0.249679394,-0.687397905,-1.400300076,-0.57108806,0,0,0,0,1,0,0,1,0,0
론 레인저,387947,1class,-0.413542111,-0.434290389,-0.305829651,-0.255452836,-0.403020115,-0.42514301,-0.32954776,-0.286291241,-0.367161337,-0.390536211,-0.487908409,-0.363298361,-0.390870561,-0.416824629,-0.544101176,-0.408559294,-0.429579637,-0.455368772,-0.494351606,-0.384976477,-0.433964172,-0.459835459,-0.466965058,-0.365714952,-0.434937015,-0.460668888,-0.372912846,-0.280447129,-0.445253414,-0.468916732,-0.551357061,-0.619927828,-0.577460268,-0.59178447,0.150078425,-0.448768069,1,0,0,1,0,0,0,0,0,0
론 서바이버,190611,1class,-0.544411035,-0.539147867,-0.704263773,-0.655376133,-0.634804497,-0.635358987,-0.771086725,-0.669835813,-0.700405922,-0.693743707,-0.793464931,-0.665375168,-0.69587543,-0.687811608,-0.772866023,-0.690922094,-0.669029662,-0.661841358,-0.694619224,-0.676730306,-0.666287973,-0.659821369,-0.715148566,-0.6207749,-0.662649286,-0.656488049,-0.627532993,-0.559358406,-0.649892222,-0.645207563,-0.318390162,-0.28889851,-0.709142444,-0.700888145,-0.555015454,-0.521048064,1,0,0,1,0,0,0,0,0,0
롤러코스터,270148,1class,-0.509719201,-0.519455907,-0.451411349,-0.134096801,-0.510896925,-0.530827881,-0.45570175,-0.156661193,-0.496652554,-0.514864354,-0.508981273,-0.20078476,-0.520893778,-0.539072017,-0.554193743,-0.263513983,-0.547643835,-0.564488113,-0.594485415,-0.271516655,-0.55011408,-0.566876718,-0.53631045,-0.250017656,-0.551797416,-0.567814281,-0.507497781,-0.267133941,-0.555340656,-0.570253637,-0.795417622,-0.717906907,-0.392314644,-0.121964725,0.820958812,1.680711781,0,0,1,1,0,0,1,0,0,0
루돌프와 많이있어,215993,1class,-0.647804152,-0.636497246,-0.715757065,-1.168381189,-0.668642281,-0.668363137,-0.693168084,-1.160291765,-0.700475498,-0.691120885,-0.652979174,-1.100812372,-0.694772683,-0.684682262,-0.53064442,-0.984579406,-0.667334496,-0.656561103,-0.463275596,-0.956639428,-0.654376358,-0.645815209,-0.539960208,-0.987587919,-0.63949331,-0.632910711,-0.372912846,-0.876212268,-0.632757919,-0.627384832,-0.791719735,-0.870474331,-0.615884137,-0.702738483,0.820958812,-0.548848062,0,1,0,0,1,0,0,1,0,0
루시,1974893,2class,0.392417508,0.450516718,-0.118105882,0.280306478,0.402492335,0.440902302,0.10085997,0.32844919,0.36574743,0.405478464,0.147789643,0.39344436,0.445656496,0.495956647,0.364229834,0.65669152,0.492538344,0.55588545,0.399946894,0.669202422,0.63222466,0.721725916,0.339631341,0.578927177,0.794549758,0.907483591,0.445509053,0.540976539,0.853231999,0.978340896,0.672643632,0.683193928,-0.297330335,-0.296171862,-0.555015454,0.446391868,1,0,0,0,0,1,0,0,0,0
루시드 드림,102170,1class,-0.503350273,-0.52694935,-0.041483935,-0.203049093,-0.60583811,-0.621410042,-0.114343895,-0.373156736,-0.693693274,-0.694000163,-0.206936894,-0.529533647,-0.727613984,-0.722094652,-0.241324172,-0.716483358,-0.718373179,-0.711067643,-0.218120409,-0.726602755,-0.715424219,-0.708234485,-0.229730823,-0.718065808,-0.710813907,-0.703628694,-0.292889372,-0.791673528,-0.705231661,-0.698960668,-1.290934519,-0.986649525,-0.721823457,-0.255024951,0.734560254,0.112791892,0,0,1,1,0,0,0,1,0,0
루퍼,571922,2class,-0.38976844,-0.422606181,-0.393944889,-0.192016726,-0.402820286,-0.422944653,-0.42972887,-0.204771314,-0.365099118,-0.377538479,-0.466835545,-0.26157229,-0.398120655,-0.409015664,-0.560922121,-0.321175439,-0.434944426,-0.446877106,-0.494351606,-0.275880494,-0.438326923,-0.450489859,-0.488863603,-0.251989769,-0.435033383,-0.44669527,-0.343813401,-0.144652616,-0.433703844,-0.445069472,-0.373858471,-0.243408223,-0.64760216,-0.697924559,-1.090974961,-0.443208069,1,0,0,0,0,1,0,1,0,0
리딕,132059,1class,-0.600923507,-0.604714454,-0.82302779,-0.708469398,-0.635976829,-0.646228133,-0.871267834,-0.722623307,-0.661321165,-0.664648884,-0.856683522,-0.80866006,-0.686786178,-0.687633503,-0.893976824,-0.810406142,-0.691707547,-0.692862048,-0.856905052,-0.755902819,-0.69060158,-0.69219225,-0.872088137,-0.752249101,-0.686301555,-0.688154663,-0.77666765,-0.667195225,-0.681414186,-0.683588642,-1.035780296,-0.890070147,-0.599487767,-0.060121541,-1.400300076,-0.537728063,1,0,0,1,0,0,0,1,0,0
리미트리스,121538,1class,-0.635387879,-0.631863269,-1.236786302,-1.055988952,-0.675369872,-0.676307999,-1.231177746,-1.051375798,-0.703016397,-0.698615154,-1.264092219,-1.084685068,-0.718704162,-0.714010332,-1.264037606,-1.05472427,-0.71529649,-0.711703366,-1.202194048,-0.987809709,-0.707273044,-0.704829345,-1.182317521,-0.985615806,-0.698573993,-0.696746957,-1.093124118,-0.887528477,-0.692266352,-0.691063984,-1.172602126,-0.915264767,-0.541899729,-0.697447956,-1.240175759,-0.548848062,1,0,0,1,0,0,0,0,1,0
리오 2,765961,2class,-0.365179044,-0.367392295,-0.16407905,-0.688473233,-0.477019175,-0.490442229,-0.318416526,-0.814166175,-0.403847129,-0.42124527,0.003791742,-0.523951118,-0.392760183,-0.411301165,0.06481702,-0.478704158,-0.198415761,-0.223646685,0.317077535,-0.269646438,-0.115849825,-0.144050372,0.153493711,-0.38412134,-0.172321535,-0.193930471,-0.609345839,-0.868224356,-0.210126077,-0.22763623,-0.532867624,-0.751499735,-0.295425537,0.234482905,0.118780396,-0.482128067,1,0,0,0,1,0,0,1,0,0
링컨,137505,1class,-0.647561003,-0.643973642,-1.014582657,-0.996000458,-0.693407809,-0.695247444,-1.03823635,-1.000592892,-0.713800606,-0.710452406,-1.074436446,-1.009631077,-0.727040181,-0.724161764,-1.072278837,-0.995873918,-0.726678745,-0.724700512,-1.05026689,-0.962250079,-0.723007729,-0.721960286,-1.02537795,-0.965894676,-0.717021198,-0.716595655,-0.94035203,-0.857573806,-0.707656597,-0.708220682,-0.984009874,-0.85647732,-0.674087312,-0.644215362,0.118780396,-0.354248076,1,0,0,0,0,0,1,0,0,0
링컨: 뱀파이어 헌터,345175,1class,-0.374912837,-0.348883204,-0.554850977,-0.143750122,-0.36496815,-0.341942933,-0.604118209,-0.170693312,-0.367436856,-0.339077376,-0.638930598,-0.226216278,-0.417667313,-0.392653512,-0.685397111,-0.273619599,-0.45868571,-0.438769346,-0.656637434,-0.277127305,-0.468126615,-0.448910639,-0.645803174,-0.253961882,-0.474470696,-0.455261202,-0.562059241,-0.173275969,-0.483439819,-0.465155284,-0.588335934,-0.579336495,0.204703764,-0.44345654,0.118780396,-0.521048064,1,0,0,0,0,1,0,0,0,0
마다가스카3 : 이번엔 서커스다!,1635088,2class,1.35352955,1.58293133,0.142408737,-0.171331039,0.446881113,0.563606182,-0.585566151,-0.745341975,-0.019461737,0.035441885,-0.660003462,-0.739188597,-0.000286917,0.026510992,0.105187287,-0.119063119,0.10793731,0.12611041,0.196226386,-0.062052367,0.027885086,0.048883356,-0.543609965,-0.699002049,-0.031790795,-0.008368818,-0.434749168,-0.592641375,-0.068530093,-0.044326558,-0.096516924,-0.309194176,0.188359678,-0.547523213,0.820958812,-0.565528061,1,0,0,0,1,0,0,1,0,0
마다가스카의 펭귄,1661388,2class,0.409806564,0.346008384,0.142408737,-0.381635531,0.796542658,0.793911114,0.386561653,-0.174034292,0.585550484,0.552835325,0.123204636,-0.273357627,0.441224948,0.401978422,0.276760922,-0.166024511,0.438418492,0.401669272,0.368870884,-0.107560977,0.376670611,0.344785375,0.146194196,-0.212547509,0.338283203,0.310433603,0.270912381,-0.110038329,0.306378658,0.281475247,0.251084481,-0.074744236,0.188359678,0.249229541,0.820958812,-0.509928065,1,0,0,0,1,0,0,1,0,0
마담 뺑덕,471248,1class,-0.165091166,-0.145493166,0.245848364,0.447171026,-0.08716083,-0.047724674,0.071176678,0.269647931,-0.213775096,-0.183819192,-0.157766879,0.024377213,-0.332824949,-0.309703062,-0.291787006,-0.094096303,-0.379426622,-0.362462177,-0.204308849,0.018990363,-0.384338883,-0.369269298,-0.105639069,0.050400892,-0.395350331,-0.380367985,-0.478398336,-0.632580937,-0.392316876,-0.375664588,-0.314692274,-0.510751139,-0.391679496,0.782906936,0.820958812,0.885631837,0,0,1,0,0,1,1,0,0,0
마담 프루스트의 비밀정원,143837,1class,-0.732812087,-0.718788122,-1.6697003,-1.350415242,-0.783153428,-0.774240337,-1.676427122,-1.35406864,-0.827083504,-0.809915992,-1.696085923,-1.325354065,-0.836049526,-0.818281653,-1.664376089,-1.279425613,-0.819581305,-0.803658355,-1.602729284,-1.257120936,-0.809917613,-0.795240075,-1.623938175,-1.27091482,-0.799838472,-0.786450263,-1.54416552,-1.177090305,-0.78249468,-0.771241919,-1.235466209,-0.936960135,-0.753496942,-0.72500901,-1.421801185,-0.521048064,0,0,0,0,1,0,1,0,0,0
마션,4881865,3class,1.447871259,1.540360005,2.034970817,1.81035785,2.840149437,3.066471923,2.163848745,2.059077139,2.934317834,3.08889014,2.153223831,2.002453061,2.53013617,2.630839106,1.968947953,1.805759503,2.054520966,2.134725973,1.781102879,1.673508871,1.90063378,1.98756417,2.007570503,1.786517705,1.80042471,1.872139441,2.144189174,1.922885399,1.709056989,1.790762745,2.166590097,2.096192224,0.868195181,0.719220283,0.118780396,0.657671853,1,0,0,0,0,0,0,0,0,0
마스터,7147879,4class,2.507238921,2.538860454,3.739809128,3.161133261,2.581485776,2.564942647,3.529280164,3.012593002,2.430894254,2.43208216,3.270085602,2.984978036,3.061938717,3.156998213,3.257432312,3.061828125,3.638189764,3.79484117,3.414319831,3.135395044,3.525623809,3.670197915,3.29228513,3.023032558,3.416063243,3.555655009,3.497313381,3.149029965,3.410652463,3.484045908,3.264862623,2.823336963,1.973639188,0.798336633,0.820958812,1.452751797,0,0,1,1,0,0,0,0,0,0
마야,265697,1class,-0.699916416,-0.685062536,-1.125684479,-1.260777261,-0.769001064,-0.760507959,-1.194073632,-1.282571655,-0.759973719,-0.747858036,-0.86370781,-1.102052934,-0.760636584,-0.749426507,-0.830057235,-1.061857646,-0.734433196,-0.724777294,-0.777488583,-1.042669403,-0.686951741,-0.680601665,-0.704199294,-1.025058066,-0.638085136,-0.635309548,-0.634807854,-0.93745293,-0.637399561,-0.634917407,-0.96182255,-0.917364319,-0.61647152,-0.763730764,-1.311774297,1.452751797,0,0,0,0,1,0,0,1,0,0
마이 리틀 자이언트,125800,1class,-0.705548054,-0.692329487,-1.34022593,-1.242849665,-0.749249034,-0.742779695,-1.372173382,-1.263862164,-0.797692012,-0.782812302,-1.411602264,-1.242236422,-0.80172232,-0.785948817,-1.361599085,-1.199175133,-0.778046006,-0.76302904,-1.323045197,-1.186052695,-0.755417876,-0.740888782,-1.321008305,-1.201233494,-0.747324049,-0.733661998,-1.26772079,-1.101205136,-0.733956299,-0.72211799,-1.039478183,-0.920863572,-0.674087312,-0.672518148,-0.077116342,-0.471008067,1,0,0,0,1,0,0,1,0,0
마이 리틀 히어로,186078,1class,-0.587589544,-0.582502921,-0.501215615,-0.447140209,-0.650786411,-0.655189724,-0.58185574,-0.483409096,-0.708011921,-0.706751902,-0.684588469,-0.530153927,-0.698374366,-0.699185252,-0.702218055,-0.56133243,-0.664428071,-0.668339017,-0.629014315,-0.5651407,-0.660880508,-0.66525872,-0.631204144,-0.555695171,-0.653075146,-0.658142506,-0.522047503,-0.442868016,-0.638319516,-0.645069641,-0.25182819,-0.20351674,1.61427584,0.220596457,0.820958812,-0.170768089,0,0,1,0,1,0,1,0,0,0
