영화명,최종관객수,Target,0누적관객수,0누적매출액,0스크린수,0상영횟수,1누적관객수,1누적매출액,1스크린수,1상영횟수,2누적관객수,2누적매출액,2스크린수,2상영횟수,3누적관객수,3누적매출액,3스크린수,3상영횟수,4누적관객수,4누적매출액,4스크린수,4상영횟수,5누적관객수,5누적매출액,5스크린수,5상영횟수,6누적관객수,6누적매출액,6스크린수,6상영횟수,7누적관객수,7누적매출액,7스크린수,7상영횟수,감독평균관객수,배우평균관객수,배급사개봉영화관객수합,기사수,대표국적_미국,대표국적_일본,대표국적_한국,등급_15세이상관람가,등급_전체관람가,등급_청소년관람불가,장르_B,장르_C,장르_D,장르_E
일대종사,101642,1class,-0.656753594,-0.647986353,-1.079711311,-0.949112899,-0.708288441,-0.706250304,-1.101313345,-0.977874224,-0.748741443,-0.740186803,-1.183312908,-1.0251381,-0.766211998,-0.757052578,-1.203482206,-1.004790638,-0.760065299,-0.752198028,-1.122777579,-0.970977757,-0.754663656,-0.747818152,-1.120271645,-0.977069983,-0.74756015,-0.741531733,-1.009463213,-0.882203202,-0.737211949,-0.732437603,-1.216976773,-0.920863572,-0.762419996,-0.744959652,-1.122663669,-0.343128076,0,0,0,0,0,0,0,0,0,0
잃어버린 세계를 찾아서 2: 신비의 섬,1149628,2class,-0.39110968,-0.351747867,-0.72341926,-0.341643201,-0.333332931,-0.280042118,-0.704299318,-0.309678105,-0.136075912,-0.066344581,-0.480884121,-0.165428748,-0.156830265,-0.089247405,-0.473453208,-0.155324447,-0.065033835,0.018538037,-0.387312017,-0.10008011,0.114753662,0.220156681,-0.328274275,-0.066611146,0.116448163,0.223780173,-0.44566146,-0.074092723,0.089038958,0.193458812,-0.140891572,0.156906302,-0.147547088,0.576526268,1.013626168,-0.537728063,1,0,0,0,1,0,0,0,0,0
자백,143944,1class,-0.54252075,-0.541478472,-1.328732638,-1.173897373,-0.652513825,-0.647381141,-1.309096387,-1.171651099,-0.726274109,-0.711569712,-1.288677226,-1.1194208,-0.753210798,-0.736533821,-1.290951118,-1.097524526,-0.751354984,-0.736652442,-1.278157627,-1.057631138,-0.747849024,-0.734035904,-1.258962428,-1.063185584,-0.743900584,-0.730623899,-1.198609607,-1.04395843,-0.732661752,-0.721185387,-1.094946492,-0.871174182,-0.694938109,-0.765038588,-1.39212129,-0.198568087,0,0,1,1,0,0,0,0,0,1
자칼이 온다,210278,1class,-0.509028972,-0.539377061,-0.711925968,-0.421627861,-0.5522705,-0.580220589,-0.704299318,-0.428617014,-0.569656779,-0.592704574,-0.818049939,-0.465644712,-0.600158859,-0.619591437,-0.840149801,-0.506643214,-0.619076782,-0.635486571,-0.808564593,-0.537087448,-0.621010777,-0.636825278,-0.79544323,-0.555695171,-0.618386355,-0.63389371,-0.711193898,-0.465500434,-0.617285043,-0.632269043,-0.891562691,-0.81938524,-0.463040691,0.177113694,-0.234746511,-0.348688076,0,0,1,1,0,0,1,0,0,0
잠베지아: 신비한 나무섬의 비밀,472692,1class,-0.013350669,0.01579173,-0.76556133,-0.933253872,-0.343946094,-0.336732509,-0.967738532,-1.108172468,-0.525985603,-0.525793891,-1.004193568,-1.084685068,-0.615582364,-0.615783162,-1.025180192,-1.052346478,-0.594469246,-0.598576031,-0.805111703,-0.916741469,-0.565548943,-0.571544982,-0.791793473,-0.913304996,-0.541025906,-0.549661037,-0.758480497,-0.850251552,-0.506433191,-0.517492677,-0.518076075,-0.626226483,-0.482661856,0.141108777,-0.234746511,-0.57664806,0,0,0,0,1,0,0,1,0,0
잡스,225343,1class,-0.476980401,-0.491140854,-0.275180872,-0.212702414,-0.504187097,-0.521528935,-0.325837349,-0.263572572,-0.521390834,-0.537976064,-0.551127,-0.486113982,-0.563442991,-0.578030952,-0.621477521,-0.530421134,-0.5898572,-0.60227503,-0.604844085,-0.516515062,-0.594066727,-0.605983999,-0.55090948,-0.483384361,-0.596544595,-0.607553609,-0.507497781,-0.418238619,-0.597396382,-0.607674328,-0.728855651,-0.772495252,-0.642446747,-0.67298491,0.734560254,-0.493248066,1,0,0,0,0,0,1,0,0,0
장고:분노의 추적자,260405,1class,-0.56729839,-0.573575795,-0.543357685,-0.567806721,-0.581321259,-0.592093408,-0.548462037,-0.56359263,-0.571677253,-0.575272679,-0.677564182,-0.610790447,-0.592155532,-0.595468745,-0.692125489,-0.624343918,-0.607188218,-0.61199824,-0.656637434,-0.61064931,-0.60726025,-0.612986227,-0.616605114,-0.596452173,-0.603192768,-0.609533895,-0.522047503,-0.494789447,-0.601386894,-0.60776491,-0.66229368,-0.711608252,-0.633346187,-0.015348406,0.150078425,-0.315328078,1,0,0,0,0,1,0,0,0,1
장난감이 살아있다,143100,1class,-0.716725053,-0.703003995,-0.99542717,-1.235264913,-0.765901487,-0.758214708,-1.019684293,-1.247157261,-0.819432978,-0.804048033,-1.158727901,-1.237274174,-0.799718685,-0.784203081,-0.850242368,-1.07552995,-0.757114067,-0.743795695,-0.732601013,-1.047033243,-0.753376418,-0.741212711,-0.959682316,-1.148643814,-0.747916711,-0.736591774,-0.889428001,-1.056605958,-0.728417838,-0.718287532,-0.732553538,-0.831282699,-0.735427499,-0.202277871,-1.430923108,-0.476568067,0,0,0,0,1,0,0,1,0,0
장수상회,1165969,2class,-0.206716661,-0.217158804,0.644282487,0.72160115,-0.237277142,-0.245139118,0.605475929,0.740726195,-0.17116425,-0.181795503,0.593831923,0.784841619,-0.195643221,-0.208292557,0.461791313,0.660258208,-0.246916922,-0.262149723,0.434475794,0.571951146,-0.237857598,-0.255331757,0.587814849,0.674245972,-0.236233858,-0.253278923,0.660117462,0.767300726,-0.225446912,-0.243043513,0.746601378,0.888250144,2.450864434,-0.765038588,0.820958812,0.813351842,0,0,1,0,0,0,1,0,0,0
장화신은 고양이,2080445,3class,0.149213869,0.306829959,0.130915445,0.418900586,0.105745625,0.252017412,0.115701616,0.428678608,0.459568658,0.631936332,0.260178249,0.527425038,0.474724159,0.634292165,0.165742688,0.456362544,0.306633158,0.441507976,0.058110788,0.330069766,0.275907594,0.407845466,0.142544438,0.417871281,0.233266403,0.360890614,-0.252877634,-0.199236685,0.203183919,0.325752797,-0.041048615,-0.058647673,-0.146303903,-0.668435187,0.820958812,-0.498808066,1,0,0,0,1,0,0,1,0,0
재심,2421011,3class,0.295016831,0.310537494,0.977587954,1.064983567,0.378579413,0.376365149,1.110091888,1.040746253,0.331697159,0.342479626,1.096068506,1.058385504,0.512535298,0.545632359,1.353301379,1.320689935,0.681883148,0.732483993,1.442719662,1.397963589,0.675584325,0.720270068,1.310466827,1.350680732,0.666010785,0.708626423,1.460352209,1.483550212,0.694673583,0.707051291,1.238420388,1.06811174,0.17419859,1.443488089,-1.432246253,1.263711811,0,0,1,1,0,0,1,0,0,0
잭 더 자이언트 킬러,956154,2class,0.138515325,0.115900062,-0.20622112,0.063106756,0.678123735,0.716018804,0.008099683,0.151377218,0.592274265,0.602585352,-0.041866129,0.122381598,0.371224811,0.368617466,-0.106756615,0.038465601,0.177285278,0.174155921,-0.304442658,-0.091975837,0.101121731,0.103064849,-0.26257864,-0.095535471,0.042873764,0.049511619,-0.180129021,0.014439974,-0.001964997,0.006809888,-0.126100022,-0.06704588,0.978429495,-0.202277871,1.013626168,-0.398728073,1,0,0,0,0,0,0,0,1,0
잭 라이언 : 코드네임 쉐도우,327589,1class,-0.416922663,-0.430587947,-0.336478429,-0.056870233,-0.416568551,-0.430302722,-0.370362286,-0.119242211,-0.361673218,-0.377606732,-0.350934796,-0.23427993,-0.38694366,-0.406052894,-0.40616943,-0.317608751,-0.434042329,-0.451760347,-0.477087156,-0.308297586,-0.444336698,-0.461051759,-0.397619667,-0.297348368,-0.468574192,-0.481772603,-0.878515709,-0.964744965,-0.479942888,-0.49140248,-0.680783116,-0.766196597,-0.198560312,-0.18861812,0.820958812,-0.471008067,1,0,0,0,0,0,0,0,0,0
잭 리처,784031,2class,-0.159726207,-0.184500813,-0.27901197,-0.115479682,-0.113396214,-0.13403542,-0.366651875,-0.137951702,0.028768029,-0.006644396,-0.343910508,-0.158605658,0.007566885,-0.037948353,-0.34224984,-0.193963567,-0.078563798,-0.12232174,-0.390764907,-0.196084575,-0.094453158,-0.136692983,-0.353822577,-0.156013603,-0.122816196,-0.160617181,-0.452936321,-0.433548785,-0.142271942,-0.176725441,-0.21115143,-0.188120028,0.702928267,1.358603496,0.820958812,-0.448768069,1,0,0,1,0,0,0,0,0,0
잭 리처: 네버 고 백,612328,2class,0.15167673,-0.023535749,0.713242239,0.505780474,-0.036453001,-0.149477953,0.497873997,0.403955351,-0.177977087,-0.246423404,0.520076901,0.353746381,-0.197717881,-0.23124096,0.333952134,0.329150673,-0.161724007,-0.179311567,0.406852674,0.338797445,-0.181817439,-0.19810974,0.372479158,0.306118211,-0.19683991,-0.210862361,0.554631973,0.386543564,-0.220353555,-0.231786157,0.025513356,-0.405773554,-0.538220519,1.358603496,-0.234746511,-0.43208807,1,0,0,1,0,0,0,0,0,0
저스틴,266475,1class,-0.470344793,-0.496725699,-0.627641826,-0.962903357,-0.415418422,-0.449460458,-0.585566151,-0.932436888,-0.54777388,-0.575462976,-0.751319204,-0.982338717,-0.612511494,-0.635703298,-0.759409267,-0.948318078,-0.591143136,-0.616290118,-0.608296975,-0.905520167,-0.566033989,-0.593173528,-0.572808025,-0.891611753,-0.572303277,-0.597334273,-0.609345839,-0.870221334,-0.566073834,-0.591394461,-0.314692274,-0.626226483,-0.615913183,-0.502614171,0.734560254,-0.559968061,0,0,0,0,1,0,0,1,0,0
전국노래자랑,978413,2class,0.09328966,-0.00797063,0.356950187,0.540946144,-0.137571135,-0.222974308,0.264118074,0.448724491,-0.266246187,-0.339368025,0.218032522,0.418875877,-0.243496834,-0.311127,0.108551476,0.338067393,-0.162518569,-0.234586379,0.140980147,0.277703694,-0.175122736,-0.245352484,0.204590315,0.409325458,-0.184010948,-0.251795561,0.296374396,0.509024889,-0.163437523,-0.232779875,0.617175323,0.883351191,-0.508894628,0.864599017,-0.234746511,-0.098488094,0,0,1,0,0,0,1,0,0,0
전설의 주먹,1744585,2class,0.156853445,0.070990024,0.586816027,0.353395908,0.069567616,-0.015406326,0.727919507,0.514207711,-0.018262255,-0.094576527,0.660562658,0.468498351,0.049469402,-0.013152967,0.643457515,0.51996848,0.165139825,0.106941333,0.679630981,0.536417025,0.148832154,0.090682257,0.719206118,0.500700027,0.133205317,0.076525285,0.827439273,0.60354852,0.128854841,0.073750192,1.145973205,0.939339236,-0.160621196,2.796220885,0.820958812,1.113591821,0,0,1,0,0,1,1,0,0,0
점박이:한반도의 공룡3D,1051192,2class,-0.472846872,-0.397590272,-0.800041206,-0.826377818,-0.50094542,-0.431788792,-0.771086725,-0.817507156,-0.272480155,-0.159081065,-0.540590568,-0.645526178,-0.170885617,-0.046654865,-0.254780928,-0.491782014,-0.257322403,-0.152234804,-0.618655645,-0.653040892,-0.283506574,-0.182698652,-0.583757297,-0.637866546,-0.309843191,-0.212020064,-0.583883825,-0.570674616,-0.323305911,-0.229168782,-0.425628893,-0.448464439,-0.116067891,-0.508665368,0.820958812,-0.482128067,0,0,1,0,1,0,0,1,0,0
점쟁이들,953682,2class,1.65109654,1.551428352,-0.072132714,0.102409563,0.755795216,0.667196217,-0.092081426,0.125317569,0.286982349,0.196759578,-0.140206159,0.105013733,0.103971271,0.023370276,-0.204318094,0.065810209,0.07649833,0.000963527,-0.1525155,0.070733029,0.025798322,-0.04295116,-0.058192222,0.118110105,-0.010809118,-0.073848188,0.001742512,0.193502346,-0.027604755,-0.087065815,0.288063354,0.490735022,0.232168103,-0.427476439,0.734560254,-0.265288082,0,0,1,1,0,0,1,0,0,0
정글북,2537438,3class,-0.128752195,-0.029604137,0.801357477,0.577490859,-0.032820546,0.097596622,0.739050742,0.551626694,0.499955869,0.661001555,1.247090695,0.882846004,0.721883406,0.871317735,1.316295301,0.856426048,0.510314436,0.633171225,0.679630981,0.526442536,0.446970327,0.566310735,0.814099812,0.606536759,0.410498816,0.528165443,0.940199624,0.730023801,0.376804261,0.494120762,0.691133069,0.51313024,-0.153580348,0.648291765,-0.077116342,-0.248608083,1,0,0,0,0,0,0,1,0,0
제 5침공,135874,1class,-0.601582362,-0.591905585,-0.700432676,-0.944286238,-0.647717919,-0.640948345,-0.726561787,-0.961837517,-0.681409016,-0.669552072,-0.775904212,-1.00466883,-0.699236004,-0.687668999,-0.742588323,-0.966745966,-0.69267536,-0.683572306,-0.680807664,-0.918611685,-0.671696771,-0.662822048,-0.675001234,-0.948145659,-0.674759103,-0.665526983,-0.740293343,-0.883534521,-0.672165055,-0.663765706,-1.083852831,-0.909665963,-0.70006964,-0.71217454,-0.555015454,-0.532168063,1,0,0,0,0,0,0,0,0,0
제로 다크 서티,108991,1class,-0.671334674,-0.664242485,-0.869000958,-0.8408578,-0.707227124,-0.706515517,-0.878688657,-0.826193705,-0.719121743,-0.712814988,-0.916389969,-0.867586747,-0.727085039,-0.721349636,-0.941075469,-0.859745326,-0.727061091,-0.722414577,-0.887981062,-0.830711493,-0.72414972,-0.720279667,-0.86843838,-0.833763105,-0.717739138,-0.714601334,-0.787579942,-0.718450996,-0.710185097,-0.707924169,-1.04317607,-0.877472837,-0.708939119,-0.665118281,-1.090974961,-0.482128067,1,0,0,1,0,0,0,0,0,0
제보자,1755181,2class,0.253877634,0.232732164,0.78220199,1.019475054,0.713786628,0.7454124,0.635159221,0.944526012,0.622915334,0.63252005,0.460370454,0.69800229,0.432328209,0.432261494,0.333952134,0.565146528,0.277731699,0.271500483,0.348153545,0.605615049,0.244899284,0.238240442,0.492921155,0.678190198,0.224861927,0.218519854,0.034479388,0.209478171,0.283864544,0.283240702,0.373114762,0.555121274,-0.228775668,0.346496323,-1.242022104,1.463871797,0,0,1,0,0,0,1,0,0,0
제이슨 본,2611966,3class,1.668164013,1.389697791,1.146156237,1.167722483,1.525298402,1.392045592,1.043304482,1.130952729,1.248538614,1.205899091,0.923973453,1.050321852,1.320482516,1.350219848,0.989968975,1.015143664,1.460728992,1.535846187,0.973126628,1.057584121,1.49430632,1.568260548,0.930892051,1.104166606,1.491199744,1.568463598,1.023860529,1.172687284,1.405599564,1.485793201,0.365718987,0.059627073,-0.043255668,0.719220283,-0.555015454,0.201751885,1,0,0,1,0,0,0,0,0,0
조선마술사,628576,2class,0.182642898,0.026336725,0.475714204,0.278927432,0.188119758,0.077215119,0.345747127,0.24225189,0.173938791,0.100496239,0.312860408,0.065315754,-0.009974269,-0.064463355,-0.036108648,-0.302153103,-0.079079068,-0.123280039,0.013223218,-0.348818951,-0.126879295,-0.164598359,-0.007095618,-0.387408195,-0.162301694,-0.19420607,0.052666541,-0.31106746,-0.186211648,-0.214396407,0.299157016,-0.080343041,0.066990911,0.17203631,-0.234746511,1.536151792,0,0,1,0,0,0,1,0,0,0
조선명탐정 : 사라진 놉의 딸,3872015,3class,0.196110201,0.210555868,1.02739222,1.129109199,0.220412195,0.215240586,1.024752425,1.092197354,0.173487941,0.164304324,0.878315582,1.039156795,0.430537647,0.426724097,0.936141952,1.116794271,0.590354644,0.584773366,1.049090207,1.165433293,0.572585299,0.56668225,0.96009011,1.112055058,0.623498134,0.618434908,1.02749796,1.292505972,0.841460979,0.85422634,1.567532356,1.914231076,1.259323672,0.348043656,2.323277266,0.757751846,0,0,1,0,0,0,1,0,0,0
조선미녀삼총사,480361,1class,-0.232239434,-0.286668252,-0.32115404,-0.047906435,-0.183745057,-0.225022571,-0.392624755,-0.260231592,-0.208659902,-0.244009295,-0.491420553,-0.420984486,-0.240539977,-0.278631209,-0.503730909,-0.497132046,-0.241096604,-0.28070494,-0.466728486,-0.523372524,-0.269986578,-0.306069554,-0.474264573,-0.447228956,-0.29985226,-0.331311559,-0.416562014,-0.399600156,-0.317215477,-0.345823344,-0.08912115,-0.182521223,-0.398360168,0.176351353,2.323277266,-0.370928075,0,0,1,0,0,0,1,0,0,0
조이,172253,1class,-0.591307367,-0.575251041,-0.382451597,-0.36715555,-0.630870077,-0.615646809,-0.377783109,-0.373156736,-0.64594497,-0.622419641,-0.400104811,-0.465024431,-0.666833933,-0.644556647,-0.480181586,-0.524476654,-0.672636557,-0.654177567,-0.449464037,-0.504670356,-0.670886584,-0.653710787,-0.393969909,-0.505734975,-0.666921993,-0.650618701,-0.33653854,-0.411582025,-0.661527728,-0.646794483,-0.603127483,-0.714407655,-0.71525897,-0.063342831,0.118780396,-0.509928065,1,0,0,0,0,0,1,0,0,0
조작된 도시,2514943,3class,0.621440085,0.634393889,1.146156237,1.013958871,0.800721313,0.876084576,1.243666701,1.120929787,1.137086943,1.221550099,1.710693695,1.415047032,1.142403827,1.215029404,1.635893249,1.330795551,0.950935102,0.996107961,1.311509844,1.25271008,0.956344785,0.995132794,1.503903972,1.405242525,0.898184885,0.937515081,0.80925212,0.670780117,0.849202926,0.890388563,1.29019081,1.032419361,1.52132607,0.635860744,0.820958812,1.230351813,0,0,1,1,0,0,0,0,0,0
존 윅,116402,1class,-0.605472741,-0.587758995,-0.577837561,-0.65951327,-0.660751239,-0.651305309,-0.659774381,-0.707254796,-0.717290515,-0.700727299,-0.716197765,-0.762759272,-0.724700115,-0.706921986,-0.732495756,-0.860934222,-0.707437492,-0.690178232,-0.684260554,-0.859388152,-0.704133569,-0.687948507,-0.649452932,-0.802209297,-0.698348734,-0.682824099,-0.576608963,-0.711128743,-0.693694211,-0.679658359,-1.298330293,-0.983150272,-0.712821009,-0.713104536,-1.362585964,-0.537728063,1,0,0,0,0,1,0,0,0,0
존 윅 - 리로드,276024,1class,-0.4234014,-0.462625607,-0.949454002,-0.707090352,-0.518010853,-0.538398296,-1.027105116,-0.748014759,-0.601514029,-0.600081419,-0.976096416,-0.735466911,-0.604489477,-0.590369528,-0.951168036,-0.708161086,-0.578113509,-0.558927137,-0.894886842,-0.691692041,-0.5785146,-0.559720091,-0.970631589,-0.702946275,-0.578844241,-0.560227777,-0.820316818,-0.737755118,-0.572542166,-0.553733309,-0.795417622,-0.730504218,-0.66190138,-0.713104536,-1.437257958,-0.504368065,1,0,0,0,0,1,0,0,0,0
존 카터: 바숨 전쟁의 서막,838126,2class,-0.402482766,-0.295948783,-0.037652838,-0.046527389,-0.383667745,-0.273194948,-0.080950192,-0.048413422,-0.126151657,0.008663538,-0.052402561,0.025617775,-0.083297599,0.035002802,-0.083207293,-0.029301471,-0.185786402,-0.086251828,-0.17323284,-0.124392929,-0.220593151,-0.124214503,-0.094689797,-0.090276502,-0.242130363,-0.14738621,-0.187403882,-0.118026241,-0.260652002,-0.169694239,-0.17047467,-0.081742742,0.236530227,-0.309785197,0.993231351,-0.498808066,1,0,0,0,0,0,0,1,0,0
좋아해줘,848148,2class,-0.09052294,-0.078427724,0.544673956,0.349948293,-0.113764789,-0.118240124,0.475611528,0.314417071,-0.206461314,-0.212098196,0.355006136,0.247678344,-0.182944809,-0.184843464,0.340680512,0.223933377,-0.131777072,-0.130652052,0.451740243,0.240922763,-0.137387741,-0.136514566,0.365179644,0.260759612,-0.139332431,-0.137620596,0.478245929,0.349266639,-0.129891658,-0.137308829,0.313948565,0.014836637,-0.299799279,-0.34546817,0.820958812,1.035751827,0,0,1,0,0,0,1,0,0,0
좋은 친구들,407253,1class,-0.140635109,-0.122190234,-0.474397933,-0.171331039,-0.285560374,-0.266057532,-0.503937099,-0.236844728,-0.370654029,-0.349618237,-0.523029848,-0.383767631,-0.436567275,-0.416457416,-0.544101176,-0.44244283,-0.466553669,-0.451066296,-0.573768075,-0.336350839,-0.465434875,-0.451057798,-0.52171142,-0.31181053,-0.471651939,-0.457177025,-0.620258131,-0.577996869,-0.469163436,-0.455602196,-0.359066922,-0.381978635,-0.524928886,0.073040615,0.820958812,-0.081808095,0,0,1,0,0,1,0,0,0,0
주먹왕 랄프,918626,2class,0.265548773,0.243938339,-0.489722323,-0.782248351,-0.184886305,-0.210525888,-0.830453308,-1.075430858,-0.424241112,-0.446279828,-0.811025651,-1.024517819,-0.455323319,-0.478744773,-0.577743065,-0.753339134,-0.413395656,-0.439393578,-0.518521836,-0.722238916,-0.412955276,-0.437518996,-0.554559238,-0.794320845,-0.318139253,-0.345344638,-0.50386035,-0.701809512,-0.331750769,-0.35660408,-0.42932678,-0.65981931,1.026511614,-0.748425091,0.150078425,-0.554408062,1,0,0,0,1,0,0,1,0,0
주온 : 끝의 시작,410644,1class,-0.372591158,-0.369274387,-0.524202199,-0.278896615,-0.423780173,-0.429032554,-0.466832984,-0.318364654,-0.456810815,-0.464746278,-0.508981273,-0.307473078,-0.445893898,-0.454804711,-0.466724831,-0.211797007,-0.410094937,-0.418896288,-0.432199587,-0.194837764,-0.413616218,-0.421847577,-0.466965058,-0.220435961,-0.410946253,-0.418788402,-0.387462569,-0.126679813,-0.42144365,-0.42810293,-0.595731708,-0.669617218,-0.684842226,-0.67668243,0.734560254,-0.521048064,0,1,0,1,0,0,0,0,1,0
주토피아,4706158,3class,-0.396709944,-0.380511641,0.326301408,-0.041700729,-0.396798759,-0.400170221,0.345747127,-0.066454717,-0.438545844,-0.443490796,0.232081098,-0.102160094,-0.341822617,-0.350931519,0.414692668,0.019443265,-0.217173108,-0.229476462,0.534609603,0.08195433,-0.196410134,-0.210700622,0.361529886,-0.007447756,-0.154830781,-0.172405358,0.525532528,0.133593002,-0.102440634,-0.133798919,0.495145042,-0.038352007,0.604677852,0.305016886,-0.077116342,-0.521048064,1,0,0,0,1,0,0,1,0,0
주피터 어센딩,309842,1class,-0.404490704,-0.340919316,0.284159338,0.278237909,-0.408304494,-0.345232604,0.241855605,0.248265655,-0.358071988,-0.283754784,0.147789643,0.15029424,-0.388655721,-0.323443356,0.00089743,0.037871153,-0.440239019,-0.385341398,-0.000588342,-0.01903738,-0.453307388,-0.400739287,0.044000987,0.006357035,-0.477750815,-0.427688642,-0.678457022,-0.852248531,-0.49008443,-0.443067048,-0.551357061,-0.72140616,-0.450594631,-0.699809802,1.013626168,-0.498808066,1,0,0,0,0,0,0,1,0,0
죽여주는 여자,121444,1class,-0.667765878,-0.657975774,-0.593161951,-0.851890166,-0.718191099,-0.711453209,-0.656063969,-0.883658571,-0.761423673,-0.746476888,-0.726734197,-0.95752748,-0.779882323,-0.764196061,-0.772866023,-0.953073662,-0.769426797,-0.756280345,-0.711883674,-0.863128585,-0.760542842,-0.749173573,-0.645803174,-0.85019738,-0.74893821,-0.740485509,-0.55842181,-0.760387537,-0.737134827,-0.730216848,-0.980311986,-0.865575377,-0.410959851,-0.436916766,-1.122663669,0.262911881,0,0,1,0,0,1,1,0,0,0
쥬라기 월드,5546792,4class,1.418403201,1.751232468,2.180552515,2.464715106,1.799779672,2.23036158,2.208373682,2.552874072,2.575742185,3.013067012,2.687069709,2.998003935,2.518931139,2.8963108,2.547588448,2.818104445,2.080925229,2.400591756,2.209261234,2.511989427,1.949916605,2.268967102,2.427292611,2.681857009,1.856503536,2.179146858,2.500657379,2.838832697,1.774123715,2.100476301,2.277526716,2.647674471,2.792545625,0.03780658,-0.555015454,-0.020648099,1,0,0,0,0,0,0,0,0,0
지.아이.조 2,1855917,2class,0.199263291,0.239330556,0.885641618,1.277356628,0.350123701,0.39118306,0.846652674,1.295997171,0.696885268,0.745326543,0.86777915,1.408223942,0.693303568,0.720217266,0.774660884,1.254111759,0.517156335,0.532567799,0.703801211,1.080026724,0.476143724,0.491457468,0.810450054,1.1791069,0.439062229,0.456249166,0.86745101,1.252566409,0.405654497,0.422964759,0.66154997,0.967333259,0.425450593,0.798336633,0.820958812,-0.248608083,1,0,0,1,0,0,0,0,0,0
지슬 - 끝나지 않은 세월2,144794,1class,-0.609308217,-0.60527273,-1.49730092,-1.249055371,-0.711570084,-0.710307836,-1.528010664,-1.253839222,-0.776799868,-0.766623566,-1.555600165,-1.237274174,-0.799655137,-0.788001437,-1.539901098,-1.202147373,-0.792122604,-0.781309238,-1.502595475,-1.18542929,-0.787460241,-0.777483251,-1.514445451,-1.197289268,-0.779875884,-0.770815947,-1.405943155,-1.095879861,-0.766382793,-0.75913431,-1.213278886,-0.909665963,-0.756135646,-0.737738208,-1.404446436,-0.43764807,0,0,1,1,0,0,1,0,0,0
집으로 가는 길,1854711,2class,0.030549443,-0.052563642,0.494869691,0.507849043,0.110785767,-0.00239921,0.924571315,0.758099294,0.103408672,-0.01792319,0.776463408,0.706065942,0.233923464,0.1146628,0.592994681,0.702464016,0.381047207,0.256376571,0.696895431,0.74338769,0.378642776,0.253619216,0.722855875,0.74524204,0.392569589,0.265973314,0.86381358,0.877800182,0.393673045,0.267716196,1.149671093,0.715387054,-0.053784019,-0.570143905,0.820958812,0.346311875,0,0,1,1,0,0,1,0,0,0
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,150226,1class,-0.736459318,-0.722868916,-1.003089365,-1.217337317,-0.788184689,-0.779786994,-0.978869767,-1.213079258,-0.777492841,-0.766388649,-0.51600556,-0.945742143,-0.764027064,-0.755300307,-0.540736987,-0.913840094,-0.765922956,-0.757078942,-1.09170157,-1.168597338,-0.766355401,-0.757608626,-1.11297213,-1.188743445,-0.764078794,-0.755420808,-1.15859787,-1.127165852,-0.75369953,-0.746465992,-1.006197197,-0.93136133,-0.716815212,-0.765038588,-1.334257439,-0.58220806,0,1,0,0,1,0,0,1,0,0
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,202538,1class,-0.61021022,-0.603312162,-0.658290605,-1.109771741,-0.666972595,-0.665537652,-0.648643146,-1.104831487,-0.669845561,-0.666796478,-0.617857735,-1.023277257,-0.673328926,-0.671523556,-0.614749143,-0.991118334,-0.682114551,-0.680285383,-0.649731654,-1.017109773,-0.68139503,-0.679767795,-0.6093056,-1.019141727,-0.679743727,-0.678016766,-0.547509518,-0.926136721,-0.671803683,-0.670917052,-0.580940159,-0.806787929,-0.69519759,-0.765038588,0.734560254,-0.554408062,0,1,0,0,1,0,0,1,0,0
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,272062,1class,-0.736161264,-0.725474138,-1.194644231,-1.221474454,-0.78771398,-0.782228998,-1.260861038,-1.237134319,-0.721465048,-0.726961031,-0.849659234,-0.917829501,-0.688464596,-0.701946769,-0.863699124,-0.883523246,-0.703428835,-0.712873895,-1.140042029,-1.12994619,-0.695476028,-0.705319056,-0.875737894,-0.946173546,-0.699184724,-0.70721209,-1.136773286,-1.091220246,-0.694718832,-0.702388399,-1.216976773,-0.963554456,-0.629830927,-0.617852591,-0.234746511,-0.58220806,0,1,0,0,1,0,0,1,0,0
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,119197,1class,-0.666440326,-0.657798032,-0.600824145,-1.089775576,-0.723715273,-0.721729442,-0.626380677,-1.103495095,-0.764991507,-0.753650737,-0.64946703,-1.067937484,-0.782614892,-0.76914753,-0.732495756,-1.058290958,-0.753247297,-0.740812229,-0.622108535,-1.029577885,-0.720345305,-0.708976794,-0.58010754,-1.030974405,-0.714357833,-0.704005754,-0.616620701,-0.976726833,-0.706548244,-0.697633745,-0.706668327,-0.849478814,-0.716815212,-0.723531302,0.734560254,-0.58220806,0,1,0,0,1,0,0,1,0,0
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,217320,1class,-0.723368504,-0.713652206,-1.037569241,-1.212510656,-0.778717215,-0.774103558,-1.086471699,-1.227111377,-0.73986917,-0.742114117,-0.804001363,-0.972414222,-0.714947346,-0.723923492,-0.816600479,-0.942373598,-0.725870741,-0.731470791,-1.095154459,-1.170467555,-0.729689107,-0.733948637,-1.08377407,-1.17888288,-0.720637399,-0.725391409,-0.914890015,-0.996696615,-0.713918903,-0.718801996,-0.984009874,-0.914564917,-0.629830927,-0.765038588,-0.234746511,-0.58220806,0,1,0,0,1,0,0,1,0,0
