순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
209,쉘 위 키스,2009.6.18,"163,668,500",0.0%,"23,287",40,"1,453",프랑스,프랑스,프리비젼엔터테인먼트
210,프로스트 VS 닉슨,2009.3.5,"148,227,500",0.0%,"22,114",76,"2,563",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
211,아스테릭스: 미션 올림픽 게임,2009.6.18,"134,805,000",0.0%,"21,355",115,"2,590",프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW)
212,"지금, 이대로가 좋아요",2009.4.23,"143,274,500",0.0%,"21,244",13,"1,061",한국,한국,"(주)스폰지이엔티,스폰지"
213,싸이보그 그녀,2009.5.14,"136,587,500",0.0%,"20,696",111,"2,707",한국,"한국,일본",(주)넥스트엔터테인먼트월드(NEW)
214,맘마미아!,2008.9.3,"103,873,000",0.0%,"20,462",6,230,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
215,날아라 펭귄,2009.9.24,"143,295,000",0.0%,"20,369",45,"2,060",한국,한국,스튜디오느림보
216,초코초코 대작전,2009.5.1,"118,717,500",0.0%,"20,159",35,863,일본,일본,롯데쇼핑㈜롯데엔터테인먼트
217,숏버스,2009.3.12,"126,391,900",0.0%,"18,600",52,"2,221",미국,미국,실버스푼
218,퀸 락 몬트리올,2009.7.30,"176,894,000",0.0%,"18,269",12,675,영국,영국,㈜씨에이엔
219,원 위크,2009.9.24,"134,438,600",0.0%,"18,179",23,"1,162",캐나다,캐나다,실버스푼
220,레인,2009.7.9,"126,776,200",0.0%,"17,915",18,"1,007",프랑스,프랑스,(주)스폰지이엔티
221,하늘과 바다,2009.10.28,"120,315,500",0.0%,"17,857",186,"3,769",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
222,여행자,2009.10.29,"125,927,600",0.0%,"17,204",59,"2,734",한국,"한국,프랑스",(주)영화사 진진
223,니코,2008.12.24,"104,760,500",0.0%,"17,135",110,"1,075",핀란드,"핀란드,덴마크,독일,아일랜드",롯데쇼핑㈜롯데엔터테인먼트
224,걸어도 걸어도,2009.6.18,"119,196,500",0.0%,"17,082",8,820,일본,일본,(주)영화사 진진
225,도쿄 마블 초콜릿,2009.1.29,"115,190,500",0.0%,"17,065",25,984,일본,일본,(주)영화사구안
226,롤라,2009.1.15,"108,695,500",0.0%,"16,493",24,"1,076",프랑스,"프랑스,캐나다",㈜메가박스
227,극장판파워레인저 엔진포스VS 와일드스피릿,2010.1.7,"115,089,000",0.0%,"15,421",64,379,일본,일본,씨제이엔터테인먼트
228,브로큰 임브레이스,2009.11.19,"108,712,000",0.0%,"14,329",6,666,스페인,스페인,유니버설픽쳐스인터내셔널 코리아(유)
229,마이 마이 신코 이야기,2009.12.10,"89,534,500",0.0%,"13,747",31,617,일본,일본,에이원엔터테인먼트
230,보트,2009.5.28,"93,059,500",0.0%,"13,737",51,"1,351",한국,"한국,일본",(주)스폰지이엔티
231,더 문,2009.11.26,"98,547,000",0.0%,"13,649",46,"1,391",영국,영국,(주)영화사구안
232,미어캣의 모험,2009.8.6,"95,740,500",0.0%,"13,592",62,981,영국,영국,예지림엔터테인먼트
233,판타스틱 Mr. 폭스,2009.12.24,"99,553,000",0.0%,"13,511",11,475,미국,"미국,영국",이십세기폭스코리아(주)
234,요시노 이발관,2009.6.25,"90,652,200",0.0%,"13,328",11,695,일본,일본,(주)스폰지이엔티
235,다우트,2009.2.12,"92,867,500",0.0%,"13,269",11,686,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
236,나의 판타스틱 데뷔작,2009.5.7,"79,428,000",0.0%,"12,747",74,"1,722",영국,"영국,독일,프랑스",예지림엔터테인먼트
237,더 폴: 오디어스와 환상의 문,2008.12.4,"83,847,000",0.0%,"12,360",8,698,인도,"인도,영국,미국",(주)영화사구안
238,세비지 그레이스,2009.7.9,"87,280,000",0.0%,"12,105",8,491,프랑스,프랑스,실버스푼
239,벨라,2009.10.1,"88,767,500",0.0%,"12,068",18,894,미국,"미국,멕시코","크로스픽쳐스(주),실버스푼"
240,세라핀,2009.6.4,"79,746,000",0.0%,"11,500",4,374,프랑스,프랑스,(주)영화사구안
241,트랜스포머,2007.6.28,"78,278,000",0.0%,"11,064",8,370,미국,미국,씨제이엔터테인먼트
242,하이 스쿨 뮤지컬: 졸업반,2009.2.19,"67,601,500",0.0%,"10,874",9,425,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
243,헬로우 마이 러브,2009.10.8,"79,848,000",0.0%,"10,783",39,"1,479",한국,한국,씨제이엔터테인먼트
244,로맨틱 아일랜드,2008.12.24,"69,806,000",0.0%,"10,396",86,"1,049",한국,한국,실버스푼
245,북극의 눈물,2009.10.15,"73,886,500",0.0%,"10,393",47,"1,529",한국,한국,실버스푼
246,룸바,2009.8.6,"63,109,000",0.0%,"8,918",14,811,프랑스,"프랑스,벨기에",(유)마스엔터테인먼트코리아
247,"히말라야, 바람이 머무는 곳",2009.6.11,"55,588,000",0.0%,"8,885",27,"1,157",한국,한국,한국예술영화관협회
248,엘레지,2009.3.19,"58,927,000",0.0%,"8,601",10,560,미국,미국,(주)누리픽쳐스
249,오이시맨,2009.2.19,"57,859,000",0.0%,"8,579",15,817,한국,"한국,일본",(주)스폰지이엔티
250,2009년 시네마테크의 친구들 영화제,,"46,777,000",0.0%,"8,435",1,78,기타,기타,
251,신부의 수상한 여행가방,2009.10.29,"62,607,000",0.0%,"8,326",15,950,일본,일본,씨제이엔터테인먼트
252,토끼와 리저드,2009.10.22,"58,881,500",0.0%,"8,323",61,"1,525",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
253,제10회 메가박스 유럽영화제,2009.10.21,"58,579,000",0.0%,"8,188",4,65,기타,기타,
254,우주의 신비,2008.7.3,"105,563,000",0.0%,"8,173",3,288,이스라엘,이스라엘,
255,"사랑을 부르는, 파리",2009.5.7,"56,141,000",0.0%,"8,171",16,702,프랑스,프랑스,소서러스어프렌티스(주)
256,디스 이즈 잉글랜드,2009.8.13,"60,318,500",0.0%,"8,126",3,240,영국,영국,㈜영화사 백두대간
257,디트로이트 메탈 시티,2009.5.21,"54,699,500",0.0%,"8,080",12,663,일본,일본,(주)영화사구안
258,스타트렉: 더 비기닝+박쥐+인사동 스캔들,,"55,185,000",0.0%,"7,977",32,784,기타,기타,
259,나무없는 산,2009.8.27,"55,227,500",0.0%,"7,721",35,"1,200",한국,한국,씨제이엔터테인먼트
260,반두비,2009.6.25,"52,279,000",0.0%,"7,689",21,923,한국,한국,㈜인디스토리
261,2009 일본 인디필름 페스티벌,,"51,640,500",0.0%,"7,661",4,400,일본,일본,
262,귀없는 토끼,2009.11.19,"58,781,000",0.0%,"7,423",25,704,독일,독일,씨제이엔터테인먼트
263,나는 행복합니다,2009.11.26,"53,168,000",0.0%,"7,383",54,"1,383",한국,한국,(주)영화사 진진
264,렛 미 인,2008.11.13,"50,688,500",0.0%,"7,239",5,328,스웨덴,스웨덴,"씨네그루(주)다우기술,(주)영화사구안"
265,하바나 블루스,2009.9.17,"53,168,700",0.0%,"7,036",11,630,스페인,스페인,소나무미디어
266,웰컴,2009.12.10,"51,091,000",0.0%,"6,942",16,612,프랑스,프랑스,실버스푼
267,용서는 없다,2010.1.7,"52,462,000",0.0%,"6,877",16,28,한국,한국,(주)시네마서비스
268,"마이 프렌즈, 마이 러브",2009.7.23,"48,288,000",0.0%,"6,654",2,171,프랑스,프랑스,(주)영화사구안
269,애니 레보비츠: 렌즈를 통해 들여다본 삶,2009.6.11,"43,580,500",0.0%,"6,355",4,460,미국,미국,(주)스폰지이엔티
270,미래를 걷는 소녀,2009.9.17,"45,124,500",0.0%,"6,302",22,756,일본,일본,(주)영화사구안
271,원스,2007.9.20,"44,740,500",0.0%,"6,216",4,194,아일랜드,아일랜드,(주)영화사 진진
272,타인의 취향,2001.7.14,"44,654,000",0.0%,"6,001",1,142,프랑스,프랑스,
273,레이첼 결혼하다,2009.2.26,"39,887,000",0.0%,"5,661",6,336,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
274,천국의 속삭임,2009.12.17,"41,519,000",0.0%,"5,534",8,295,이탈리아,이탈리아,㈜인디스토리
275,악마가 너의 죽음을 알기전에,2009.5.14,"40,901,000",0.0%,"5,524",2,135,미국,미국,"(유)영화사 화수분,(주)아펙스 엔터테인먼트"
276,시간의 춤,2009.12.3,"39,141,500",0.0%,"5,429",16,534,한국,한국,㈜인디스토리
277,"베로니카, 죽기로 결심하다",2009.11.19,"38,603,500",0.0%,"5,396",12,475,미국,미국,(주)성원아이컴
278,제8회 미장센단편영화제(2009),,"27,605,000",0.0%,"5,328",3,57,한국,한국,
279,하퍼스 바자 패션 필름 페스티벌,,"21,373,000",0.0%,"5,289",2,136,기타,기타,
280,도쿄 소나타,2009.3.19,"35,204,400",0.0%,"5,224",3,445,일본,"일본,홍콩,네덜란드",(주)스폰지이엔티
281,굿'바이,2008.10.30,"36,316,500",0.0%,"5,207",12,364,일본,일본,㈜케이디미디어
282,여름의 조각들,2009.3.26,"34,855,000",0.0%,"5,175",7,590,프랑스,프랑스,(주)영화사구안
282,장국영 영화제,,"22,052,000",0.0%,"5,175",2,195,홍콩,홍콩,
284,선샤인 클리닝,2009.9.3,"36,788,000",0.0%,"4,998",11,617,미국,미국,(주)영화사구안
285,비발디,2009.1.8,"32,207,000",0.0%,"4,898",14,467,프랑스,프랑스,미디어소프트
286,산타렐라 패밀리,2009.9.17,"34,847,500",0.0%,"4,767",16,661,스페인,스페인,이미지팩토리
287,보이 A,2009.5.21,"33,716,000",0.0%,"4,683",1,207,영국,영국,(주)영화사구안
288,시선 1318,2009.6.11,"29,746,500",0.0%,"4,654",14,498,한국,한국,㈜영화사 백두대간
289,플라스틱 시티,2009.7.30,"32,180,000",0.0%,"4,611",7,429,홍콩,"홍콩,일본,브라질,중국",(주)스폰지이엔티
290,카운테스,2009.12.3,"35,000,500",0.0%,"4,522",28,671,프랑스,"프랑스,독일","(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주)"
291,트라이앵글,2009.11.19,"33,850,000",0.0%,"4,504",58,"1,061",한국,한국,씨제이엔터테인먼트
292,칸 국제 광고제 페스티발 수상작,,"32,478,000",0.0%,"4,463",1,101,기타,기타,
293,2009 디자인영화제,,"31,202,500",0.0%,"4,387",1,80,기타,기타,
294,제노바,2009.11.19,"33,065,500",0.0%,"4,384",10,601,영국,영국,㈜영화사 백두대간
295,이스턴 프라미스,2008.12.11,"31,021,000",0.0%,"4,257",8,174,미국,미국,(유)마스엔터테인먼트코리아
296,미션,1986.12.24,"13,378,000",0.0%,"4,054",1,284,영국,영국,
297,SICAF2009 서울국제만화애니메이션페스티벌,,"20,773,000",0.0%,"4,000",3,81,기타,기타,
298,바더 마인호프,2009.7.23,"28,823,500",0.0%,"3,996",3,222,독일,독일,(유)마스엔터테인먼트코리아
299,로나의 침묵,2009.6.4,"27,374,000",0.0%,"3,966",4,322,벨기에,"벨기에,프랑스,이탈리아,독일",실버스푼
300,조용한 혼돈,2009.8.27,"28,972,500",0.0%,"3,931",4,398,이탈리아,"이탈리아,영국",(주)영화사 진진
301,엘라의 계곡,2009.12.10,"29,001,000",0.0%,"3,921",27,607,미국,미국,인터비스앤파트너스(주)
302,파이어프루프-사랑의 도전,2009.9.18,"19,843,000",0.0%,"3,874",3,272,미국,미국,"크로스픽쳐스(주),(주)허리우드극장"
303,블랙 아이스,2009.4.23,"28,083,000",0.0%,"3,871",2,125,핀란드,핀란드,프리비젼엔터테인먼트
304,안토니아스 라인,1997.1.11,"27,801,000",0.0%,"3,835",4,156,영국,"영국,네덜란드,벨기에",
305,황금시대,2009.9.10,"26,823,500",0.0%,"3,737",18,600,한국,한국,"㈜인디스토리,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)"
306,굿바이 칠드런,1989.12.24,"27,679,000",0.0%,"3,718",1,95,프랑스,"프랑스,서독",
307,미안하다 독도야,2008.12.31,"21,461,500",0.0%,"3,694",51,637,한국,한국,메가픽쳐스제이씨(주)
308,플래닛 비보이,2009.10.15,"25,093,000",0.0%,"3,596",13,480,미국,미국,(주)솔강
309,로큰롤 인생,2008.11.27,"18,421,500",0.0%,"3,528",5,276,영국,영국,(주)영화사 진진
310,러시아 모스필름 회고전,,"18,869,000",0.0%,"3,512",1,65,러시아,러시아,
311,친구사이?,2009.12.17,"23,516,700",0.0%,"3,491",8,173,한국,한국,청년필름(주)
312,저녁의 게임,2009.10.29,"24,486,500",0.0%,"3,448",13,415,한국,한국,한국예술영화관협회
313,아빠의 화장실,2009.6.25,"23,377,500",0.0%,"3,328",2,230,우루과이,"우루과이,브라질,프랑스",(주)영화사 진진
314,요시토모 나라와의 여행,2008.12.24,"22,321,000",0.0%,"3,296",2,173,일본,일본,(주)스폰지이엔티
315,피쉬 스토리,2009.7.30,"22,930,000",0.0%,"3,280",9,372,일본,일본,씨제이엔터테인먼트
316,살아있는 야생탐험,2009.5.11,"35,154,000",0.0%,"3,088",2,168,이스라엘,이스라엘,씨제이 씨지브이(CJ CGV)(주)
317,마터스: 천국을 보는 눈,2009.8.6,"23,570,000",0.0%,"2,922",3,175,프랑스,"프랑스,캐나다",(주)넥스트엔터테인먼트월드(NEW)
318,나의 마음은 지지 않았다,2009.2.26,"18,105,600",0.0%,"2,798",8,398,한국,한국,"㈜인디스토리,시네마달"
319,2009 시네바캉스 서울,,"14,229,000",0.0%,"2,660",1,62,기타,기타,
320,"바다 쪽으로, 한 뼘 더",2009.5.21,"17,160,000",0.0%,"2,568",6,248,한국,한국,㈜인디스토리
321,스페인 영화제,,"14,490,000",0.0%,"2,536",1,101,스페인,스페인,
322,물 좀 주소,2009.6.4,"16,315,500",0.0%,"2,455",10,245,한국,한국,(주)유니코리아문예투자
323,나다의 마지막 프로포즈_외국영화,2008.12.24,"13,622,000",0.0%,"2,449",1,79,기타,기타,
324,바시르와 왈츠를,2008.11.20,"16,189,000",0.0%,"2,368",2,148,이스라엘,"이스라엘,프랑스,독일",서울엠피필름(주)
325,더 코브: 슬픈 돌고래의 진실,2009.10.29,"16,165,500",0.0%,"2,365",2,293,미국,미국,(주)스폰지이엔티
326,일렉트릭 미스트,2009.12.17,"18,777,500",0.0%,"2,360",14,212,미국,미국,씨제이엔터테인먼트
327,사일런트 웨딩,2009.8.20,"16,998,500",0.0%,"2,348",3,184,루마니아,루마니아,프리비젼엔터테인먼트
328,전우치+아바타+셜록 홈즈,2009.12.23,"25,846,000",0.0%,"2,310",3,12,기타,기타,
329,제6회 메가박스 일본영화제,,"13,538,000",0.0%,"2,275",2,31,일본,일본,
330,공드리 월드,,"14,935,500",0.0%,"2,210",1,122,기타,기타,
331,서울독립영화제2009_한국,,"10,969,000",0.0%,"2,167",3,75,한국,한국,
332,사무엘 풀러 회고전,,"11,560,000",0.0%,"2,164",1,44,미국,미국,
333,어떤 방문,2009.11.12,"14,621,600",0.0%,"2,056",8,333,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
334,까칠한 그녀의 달콤한 연애비법,2009.10.22,"13,841,500",0.0%,"1,941",21,379,미국,"미국,캐나다",실버스푼
335,데이비드 린 회고전,,"10,194,000",0.0%,"1,930",1,52,미국,"미국,영국",
336,제6회 서울환경영화제,2009.5.21,"7,978,500",0.0%,"1,880",3,99,기타,기타,
337,할매꽃,2009.3.19,"11,350,700",0.0%,"1,863",12,336,한국,한국,"㈜인디스토리,시네마달"
338,24 시티,2009.1.29,"12,733,000",0.0%,"1,809",1,101,중국,중국,위드시네마
339,우리 시대의 프랑스 영화 특별전,,"9,715,000",0.0%,"1,783",1,51,프랑스,프랑스,
340,알제리 전투,2009.10.15,"9,316,000",0.0%,"1,771",1,90,이탈리아,"이탈리아,기타",실버스푼
341,제1회 서울국제건축영화제,2009.11.19,"9,697,500",0.0%,"1,766",1,34,기타,기타,
342,트릭스,2009.11.12,"13,051,000",0.0%,"1,750",7,290,폴란드,폴란드,프리비젼엔터테인먼트
343,약속해줘!,2009.8.13,"11,539,000",0.0%,"1,737",3,238,프랑스,프랑스,(주)스폰지이엔티
344,러브 매니지먼트,2009.12.31,"12,649,500",0.0%,"1,729",43,199,미국,미국,(주)싸이더스
345,시네마 디지털 서울 2009,,"8,982,000",0.0%,"1,710",5,92,기타,기타,
346,부에노스 아이레스 탱고 카페,2008.11.6,"11,419,000",0.0%,"1,703",3,142,미국,"미국,브라질,아르헨티나,영국",(주)영화사 진진
347,아스트로 보이-아톰의 귀환,2010.1.13,"13,232,000",0.0%,"1,654",6,6,미국,미국,㈜케이디미디어
348,웨딩드레스,2010.1.14,"11,564,000",0.0%,"1,652",6,9,한국,한국,(주)싸이더스
349,벤허,1972.9.7,"3,967,000",0.0%,"1,589",2,75,미국,미국,(주)팝엔터테인먼트
350,2009 중국영화제,,"7,640,500",0.0%,"1,521",2,39,중국,중국,
351,뽀롱뽀롱 뽀로로 특별전1,,"1,512,000",0.0%,"1,512",1,60,한국,한국,
352,로니를 찾아서,2009.6.4,"9,962,000",0.0%,"1,478",6,263,한국,한국,(주)영화사 진진
353,카모메 식당,2007.8.2,"8,604,000",0.0%,"1,454",2,56,일본,일본,"(주)엔케이컨텐츠,스폰지"
354,20세기 소년-제2장: 마지막 희망,2009.12.17,"10,248,500",0.0%,"1,448",11,240,일본,일본,㈜메가박스
355,현대 프랑스 코미디의 거장: 자크 타티 회고전,,"7,722,000",0.0%,"1,439",1,56,프랑스,프랑스,
356,제7회 서울기독교영화제,2009.9.17,"6,205,000",0.0%,"1,433",2,45,기타,기타,
357,뽀롱뽀롱 뽀로로 특별전2,,"1,431,000",0.0%,"1,431",1,58,한국,한국,
358,마다가스카,2005.7.14,"8,351,500",0.0%,"1,396",2,41,미국,미국,씨제이엔터테인먼트
359,오페라-아이다,2009.12.6,"27,444,000",0.0%,"1,392",1,11,미국,미국,(주)에이치엠엔
360,북극의 연인들,2008.12.4,"9,970,000",0.0%,"1,389",3,62,스페인,"스페인,프랑스",이미지팩토리
360,와이드스크린 영화 특별전,2009.10.23,"7,871,000",0.0%,"1,389",1,37,기타,기타,
362,80년대 일본 뉴웨이브 특별전,,"7,506,000",0.0%,"1,382",1,27,일본,일본,
363,적벽대전:거대한 전쟁의 시작,2008.7.10,"8,315,500",0.0%,"1,361",3,76,중국,중국,(주)쇼박스
364,굿바이 그레이스,2009.10.22,"9,898,000",0.0%,"1,341",2,114,미국,미국,(주)영화사구안
365,불꽃처럼 나비처럼+내 사랑 내 곁에+페임,,"14,170,000",0.0%,"1,304",2,15,기타,기타,
366,업(자막)+국가대표+해운대,2009.7.29,"13,744,000",0.0%,"1,262",2,10,기타,기타,
367,적벽대전1+적벽대전2,,"16,283,000",0.0%,"1,215",2,12,중국,중국,
368,제 1회 낙원음악영화축제,,"6,628,000",0.0%,"1,194",1,31,기타,기타,
369,2009 서울국제실험영화페스티벌,,"5,125,500",0.0%,"1,182",2,43,기타,기타,
370,오페라-라보엠(메트로폴리탄),,"23,294,000",0.0%,"1,173",1,9,미국,미국,
371,홍상수 감독전,,"7,659,000",0.0%,"1,170",1,84,한국,한국,
372,홈,2009.6.5,"5,129,000",0.0%,"1,159",7,122,프랑스,프랑스,씨제이엔터테인먼트
373,2009 부산국제어린이영화제,,"4,507,000",0.0%,"1,157",3,43,기타,기타,
374,2009 서울LGBT필름페스티벌,,"5,718,000",0.0%,"1,150",1,27,기타,기타,
375,우리도 사랑한다,2009.5.28,"6,888,000",0.0%,"1,145",1,98,독일,독일,실버스푼
376,야스쿠니,2009.8.6,"7,098,500",0.0%,"1,128",7,172,중국,"중국,한국,일본",실버스푼
377,3xFTM,2009.6.4,"7,298,000",0.0%,"1,127",5,165,한국,한국,"시네마달,미디어지따"
378,스트레인저: 무황인담,2009.3.12,"7,302,000",0.0%,"1,126",7,220,일본,일본,미디어소프트
378,11회 서울국제청소년영화제,,"4,916,500",0.0%,"1,126",5,97,기타,기타,
380,지.아이.조 : 전쟁의 서막+업(자막)+국가대표,2009.8.6,"12,326,000",0.0%,"1,118",2,8,기타,기타,
381,아비정전,1990.12.22,"6,529,000",0.0%,"1,107",2,103,홍콩,홍콩,
382,밤과 낮,2008.2.28,"7,583,000",0.0%,"1,100",2,84,한국,"한국,프랑스",(주)스폰지이엔티
383,보이 걸 씽,2009.3.12,"7,898,000",0.0%,"1,092",1,54,영국,"영국,캐나다",(주)영화사구안
384,단지 유령일 뿐,2009.3.19,"7,925,000",0.0%,"1,090",1,68,독일,독일,㈜세종커뮤니케이션스
385,좋아서 만든 영화,2009.12.17,"8,098,000",0.0%,"1,084",6,148,한국,한국,(주)영화사 진진
386,루키노 비스콘티 특별전,,"5,818,000",0.0%,"1,083",1,12,이탈리아,이탈리아,
387,뽀롱뽀롱 뽀로로 특별전3,,"1,064,000",0.0%,"1,064",1,29,한국,한국,
388,약탈자들,2009.6.18,"7,186,000",0.0%,"1,059",4,158,한국,한국,(주)영화사구안
389,미인도,2008.11.13,"3,057,000",0.0%,"1,058",3,79,한국,한국,씨제이엔터테인먼트
390,마담 버터플라이,,"20,866,000",0.0%,"1,047",1,11,프랑스,"프랑스,영국,독일",
391,안경,2007.11.29,"6,053,000",0.0%,"1,032",2,48,일본,일본,스폰지
392,퍼니 게임,2009.10.8,"7,419,000",0.0%,"1,027",2,193,미국,"미국,영국,프랑스",(주)스폰지이엔티
393,내 친구의 집은 어디인가,1996.8.17,"7,402,000",0.0%,"1,012",1,79,이란,이란,
394,고갈,2009.9.3,"6,539,500",0.0%,"1,011",4,134,한국,한국,"곡사,서울독립영화제"
395,메가 나이트,,"10,075,500",0.0%,990,13,71,기타,기타,
396,감자심포니,2009.12.10,"6,063,500",0.0%,988,9,153,한국,한국,(주)이모션픽처스
397,실버영화 기획전-청춘을 돌려다오,,"2,115,500",0.0%,983,1,82,기타,기타,
398,오페라-토스카,,"19,484,000",0.0%,978,1,11,이탈리아,이탈리아,
399,더 로드,2010.1.7,"6,252,000",0.0%,956,2,5,미국,미국,에스케이텔레콤(주)
400,다 큰 여자들,2009.10.8,"6,819,000",0.0%,929,2,132,일본,일본,(주)이모션픽처스
401,해피 고 럭키,2008.11.20,"6,793,500",0.0%,928,2,58,영국,영국,(주)스폰지이엔티
402,미후네,2008.11.20,"6,856,000",0.0%,919,1,25,덴마크,덴마크,㈜영화사 백두대간
403,타인의 삶,2007.3.22,"6,745,500",0.0%,913,2,37,독일,독일,"(주)유레카픽쳐스 ,(주)에스와이코마드,(주)에스에이치필름"
404,"좋은 놈, 나쁜 놈, 이상한 놈",2008.7.17,"6,705,000",0.0%,912,1,97,한국,한국,씨제이엔터테인먼트
405,시네마 상상마당 세 번째 음악영화제,,"6,114,600",0.0%,908,1,62,기타,기타,
406,명탐정 코난:베이커가의 망령,2008.5.1,"5,630,000",0.0%,906,1,32,일본,일본,투니버스(주)온미디어
407,셜록 홈즈+파르나서스 박사의 상상극장+전우치,,"9,592,000",0.0%,880,2,7,기타,기타,
408,살기 위하여,2009.4.16,"5,172,600",0.0%,865,6,172,한국,한국,시네마달
408,에반게리온:서+에반게리온:파,,"13,480,000",0.0%,865,2,8,일본,일본,
410,인디포럼 2009,,"4,160,000",0.0%,851,2,40,한국,한국,
410,인디다큐페스티발2009_국내신작전,,"4,177,000",0.0%,851,1,33,한국,한국,
412,더티댄싱,1988.1.1,"2,701,000",0.0%,842,1,107,미국,미국,(주)즐거운 시네마
413,불여우 열전,,"4,462,000",0.0%,831,3,158,,,
414,맨 어바웃 타운,2009.6.18,"5,769,000",0.0%,812,1,39,미국,미국,실버스푼
415,하쉬 타임,2009.9.17,"6,115,000",0.0%,810,1,37,미국,미국,실버스푼
416,2009 원더풀 하츠 공연 - 혁명 원년,,"9,142,000",0.0%,801,2,4,일본,일본,
417,폴라 익스프레스,2004.12.23,"6,417,000",0.0%,800,1,24,미국,미국,워너브러더스 코리아(주)
418,압록강은 흐른다,2009.6.4,"3,360,500",0.0%,797,1,22,한국,한국,주식회사 루믹스미디어
419,그는 당신에게 반하지 않았다+작전+벤자민 버튼의 시간은 거꾸로 간다,,"8,598,000",0.0%,791,2,9,기타,기타,
420,"사랑해, 도쿄",,"4,716,000",0.0%,786,1,65,기타,기타,
421,인디애니페스트 2009_한국,,"2,816,000",0.0%,781,1,22,한국,한국,
422,엑스맨 탄생: 울버린+박쥐+인사동 스캔들,2009.4.29,"8,402,000",0.0%,773,2,9,기타,기타,
423,해운대+해리포터와 혼혈왕자+차우,2009.7.22,"8,430,000",0.0%,767,2,8,기타,기타,
424,유어 프렌즈,2009.3.5,"4,998,000",0.0%,755,3,126,일본,일본,위드시네마
425,블루,2009.1.29,"5,082,500",0.0%,746,1,88,프랑스,"프랑스,폴란드",
426,연인들,2008.12.4,"4,732,500",0.0%,728,4,97,한국,한국,㈜인디스토리
427,애프터 러브,2010.1.21,"6,019,000",0.0%,721,1,4,이탈리아,이탈리아,라인트리엔터테인먼트
428,피아노의 숲,2008.10.30,"4,353,000",0.0%,719,9,165,일본,일본,"(주)이모션픽처스,THE 픽쳐스"
429,제3회 서울국제가족영상축제,,"3,555,500",0.0%,712,5,106,기타,기타,
430,"시네프랑스 2009년 7,8월-일상도 영화가 되는 곳, 파리",,"4,760,000",0.0%,702,1,16,프랑스,프랑스,
431,레저베이션 로드,2009.1.29,"4,863,500",0.0%,698,2,90,미국,미국,(주)영화사구안
432,중경삼림,1995.9.2,"4,330,000",0.0%,694,1,36,홍콩,홍콩,
433,여배우들+아바타+모범시민,2009.12.16,"7,444,000",0.0%,690,1,7,기타,기타,
434,지.아이.조 : 전쟁의 서막+불신지옥+퍼블릭 에너미,2009.8.12,"7,570,000",0.0%,687,1,8,기타,기타,
435,깐느 인 스폰지 2009,,"3,926,000",0.0%,684,2,76,기타,기타,
436,적벽대전 2+유감스러운 도시+작전명 발키리,2009.1.22,"7,388,000",0.0%,683,1,14,기타,기타,
437,구구는 고양이다,2008.10.16,"4,328,000",0.0%,665,3,49,일본,일본,씨제이엔터테인먼트
438,"어느 사랑의 노래 : 장 콕토, 장 주네 특별전",,"3,557,000",0.0%,653,1,14,프랑스,프랑스,
439,퍼펙트 겟어웨이+퍼블릭 에너미+지.아이.조 : 전쟁의 서막,,"7,030,000",0.0%,640,1,14,미국,미국,
440,애자+프로포즈+마이 시스터즈 키퍼,2009.9.9,"6,842,000",0.0%,639,1,15,기타,기타,
441,부에나 비스타 소셜 클럽,2001.3.1,"4,262,000",0.0%,636,2,22,독일,독일,오드
442,타이드랜드,2009.2.5,"4,408,500",0.0%,632,1,87,영국,"영국,캐나다",(유)마스엔터테인먼트코리아
443,할리우드 고전 특별전,,"3,394,000",0.0%,630,1,22,미국,미국,
444,오디션,,"3,301,000",0.0%,626,1,42,한국,한국,
445,예닌의 심장,,"1,848,000",0.0%,614,4,5,독일,독일,
446,사람을 찾습니다,2009.12.17,"3,834,000",0.0%,604,6,110,한국,한국,(주)키노아이디엠씨
447,줄리엣 비노쉬 특별전,,"4,120,500",0.0%,599,1,22,프랑스,프랑스,
447,로프트,2009.9.3,"4,029,000",0.0%,599,9,169,일본,일본,㈜미로비젼
449,전우치+파르나서스 박사의 상상극장+아바타,2009.12.24,"6,650,000",0.0%,588,1,3,기타,기타,
450,청담보살+2012+시간여행자의 아내,2009.11.11,"6,350,000",0.0%,587,2,8,기타,기타,
451,2007 [통합]영화제/기획전/회고전 등,,"4,307,000",0.0%,582,3,42,기타,기타,
452,태극기 휘날리며,2004.2.5,"1,185,000",0.0%,580,1,46,한국,한국,(주)쇼박스
453,어떤 개인 날,2009.3.12,"3,620,000",0.0%,578,2,49,한국,한국,씨제이엔터테인먼트
454,2009한국영화부활절,,"3,461,000",0.0%,577,1,50,한국,한국,
