순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
57,분노의 질주: 더 오리지널,2009.4.2,"4,529,170,675",0.4%,"675,213",289,"31,995",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
58,몬스터 vs 에이리언,2009.4.23,"4,547,715,000",0.4%,"661,366",328,"18,203",미국,미국,씨제이엔터테인먼트
59,명탐정 코난 : 칠흑의 추적자,2009.7.29,"4,185,938,500",0.4%,"651,815",192,"10,066",일본,일본,에이원엔터테인먼트
60,여고괴담 5,2009.6.18,"4,158,738,000",0.4%,"644,717",318,"31,631",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
61,실종,2009.3.19,"4,346,511,500",0.4%,"644,276",262,"31,373",한국,한국,(주)시너지하우스 (시너지)
62,페임,2009.9.24,"4,651,290,000",0.4%,"634,100",330,"28,383",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
63,핸드폰,2009.2.19,"4,221,938,000",0.4%,"622,486",357,"25,062",한국,한국,에스케이텔레콤(주)
64,홍길동의 후예,2009.11.26,"4,257,555,000",0.4%,"611,848",382,"25,163",한국,한국,에스케이텔레콤(주)
65,왓치맨,2009.3.5,"4,112,826,500",0.4%,"597,118",358,"21,521",미국,미국,씨제이엔터테인먼트
66,예스맨,2008.12.17,"3,899,559,500",0.4%,"576,894",237,"16,169",미국,미국,워너브러더스 코리아(주)
67,잉크하트 : 어둠의 부활,2009.1.29,"3,577,497,500",0.3%,"560,588",241,"19,492",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
68,이태원 살인사건,2009.9.10,"3,978,029,000",0.4%,"531,008",239,"25,470",한국,한국,(주)쇼박스
69,체인질링,2009.1.22,"3,555,713,500",0.3%,"519,127",171,"13,053",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
70,여배우들,2009.12.10,"3,749,546,500",0.3%,"509,309",275,"18,433",한국,한국,(주)쇼박스
71,13구역: 얼티메이텀,2009.4.16,"3,350,741,175",0.3%,"501,736",246,"22,442",프랑스,프랑스,㈜케이디미디어
72,오펀: 천사의 비밀,2009.8.20,"3,677,305,000",0.3%,"481,064",178,"16,555",미국,미국,워너브러더스 코리아(주)
73,퍼블릭 에너미,2009.8.12,"3,366,910,000",0.3%,"456,581",292,"15,294",미국,미국,
74,더 리더: 책 읽어주는 남자,2009.3.26,"2,932,126,500",0.3%,"450,158",242,"21,905",미국,"미국,독일",에스케이텔레콤(주)
75,오감도,2009.7.9,"3,074,373,500",0.3%,"438,808",302,"15,636",한국,한국,(주)시너지하우스 (시너지)
76,작은 영웅 데스페로,2009.2.12,"2,513,369,500",0.2%,"435,427",180,"11,934",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
77,10억,2009.8.6,"3,107,403,000",0.3%,"433,866",252,"12,744",한국,"한국,호주",(주)싸이더스
78,드래곤볼 에볼루션,2009.3.12,"2,655,733,500",0.2%,"419,187",279,"21,855",미국,미국,이십세기폭스코리아(주)
79,벼랑 위의 포뇨,2008.12.17,"2,464,019,000",0.2%,"400,286",308,"13,420",일본,일본,(주)쇼박스
80,파르나서스 박사의 상상극장,2009.12.23,"2,854,787,000",0.3%,"394,074",309,"12,586",미국,미국,(주)성원아이컴
81,집행자,2009.11.5,"2,929,022,000",0.3%,"391,053",274,"23,020",한국,한국,"(주)스폰지이엔티,실버스푼"
82,문프린세스 : 문에이커의 비밀,2009.2.19,"2,227,357,000",0.2%,"360,195",263,"16,739",영국,"영국,프랑스",(주)성원아이컴
83,잃어버린 세계를 찾아서,2008.12.17,"2,320,730,000",0.2%,"359,453",268,"14,970",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
84,국가대표 완결판-못 다한 이야기,2009.9.10,"2,647,781,500",0.2%,"357,436",82,"8,509",한국,한국,(주)쇼박스
85,크리스마스 캐롤,2009.11.26,"2,685,728,000",0.2%,"355,337",170,"11,076",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
86,펠햄 123,2009.6.11,"2,374,133,500",0.2%,"354,850",262,"18,180",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
87,바스터즈: 거친 녀석들,2009.10.28,"2,512,574,000",0.2%,"331,757",249,"15,844",미국,"미국,독일",유니버설픽쳐스인터내셔널 코리아(유)
88,프로포즈,2009.9.3,"2,442,083,500",0.2%,"323,707",169,"13,681",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
89,정승필 실종사건,2009.10.8,"2,296,093,000",0.2%,"318,852",261,"19,824",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
90,어글리 트루스,2009.9.17,"2,433,433,000",0.2%,"316,076",187,"14,264",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
91,퍼펙트 겟어웨이,2009.8.20,"2,303,965,000",0.2%,"310,779",226,"15,355",미국,미국,(주)시너지하우스 (시너지)
92,쇼퍼홀릭,2009.3.26,"2,073,278,500",0.2%,"306,459",180,"15,062",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
93,게이머,2009.10.1,"2,344,712,000",0.2%,"305,927",252,"16,357",미국,미국,(주)시너지하우스 (시너지)
94,주온-원혼의 부활,2009.7.9,"2,101,472,000",0.2%,"303,473",145,"9,338",일본,일본,(주)쇼박스
95,호우시절,2009.10.8,"2,139,360,500",0.2%,"287,712",313,"21,164",한국,"한국,중국",(주)넥스트엔터테인먼트월드(NEW)
96,파이널 데스티네이션 4,2009.10.1,"2,273,016,500",0.2%,"284,633",215,"15,137",미국,미국,워너브러더스 코리아(주)
97,드래그 미 투 헬,2009.6.11,"1,842,604,500",0.2%,"272,813",242,"15,011",미국,미국,㈜케이디미디어
98,지구가 멈추는 날,2008.12.24,"1,811,674,000",0.2%,"269,424",313,"14,498",미국,미국,이십세기폭스코리아(주)
99,요가학원,2009.8.20,"1,927,358,500",0.2%,"268,627",251,"15,251",한국,한국,(주)싸이더스
100,불신지옥,2009.8.12,"1,795,734,500",0.2%,"248,284",237,"10,821",한국,한국,(주)쇼박스
101,뉴욕은 언제나 사랑 중,2009.3.12,"1,660,430,500",0.2%,"243,432",222,"14,423",미국,미국,(주)싸이더스
102,인터내셔널,2009.2.26,"1,591,408,000",0.1%,"237,869",199,"12,465",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
103,세븐 파운즈,2009.2.5,"1,506,896,000",0.1%,"229,799",191,"10,038",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
104,디파이언스,2009.1.8,"1,524,555,000",0.1%,"228,465",163,"9,257",미국,미국,(주)엠플러스픽쳐스
105,극장판 도라에몽: 진구의 공룡대탐험,2009.7.15,"1,461,905,000",0.1%,"225,087",145,"6,214",일본,일본,대원미디어(주)
106,코렐라인: 비밀의 문,2009.5.21,"1,427,050,000",0.1%,"219,260",250,"8,583",미국,미국,
107,우리 집에 왜 왔니,2009.4.9,"1,411,607,500",0.1%,"217,478",225,"14,538",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
108,언데드,2009.2.26,"1,427,608,500",0.1%,"214,638",171,"12,028",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
109,케로로 더 무비: 드래곤 워리어,2009.4.30,"1,272,466,000",0.1%,"213,255",181,"5,303",일본,일본,에이원엔터테인먼트
110,나는 비와 함께 간다,2009.10.15,"1,616,115,000",0.1%,"212,067",218,"13,880",프랑스,프랑스,씨제이엔터테인먼트
111,말리와 나,2009.2.19,"1,415,054,000",0.1%,"210,270",210,"10,499",미국,미국,이십세기폭스코리아(주)
112,13일의 금요일,2009.3.12,"1,467,520,500",0.1%,"208,118",138,"9,648",미국,미국,씨제이엔터테인먼트
113,코코 샤넬,2009.8.27,"1,533,955,000",0.1%,"206,700",235,"13,435",프랑스,프랑스,에스케이텔레콤(주)
114,베드타임 스토리,2009.1.22,"1,306,578,000",0.1%,"205,962",214,"8,185",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
115,카오스,2009.3.26,"1,355,261,000",0.1%,"204,689",180,"12,879",영국,"영국,미국,캐나다",(주)싸이더스
116,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009.12.24,"1,280,539,000",0.1%,"194,018",79,"2,498",일본,일본,실버스푼
117,팬도럼,2009.10.22,"1,223,079,000",0.1%,"161,063",187,"11,825",독일,"독일,영국","(주)케이알씨지,(주)시너지하우스 (시너지)"
118,부산,2009.10.15,"1,172,970,000",0.1%,"158,943",203,"12,745",한국,한국,(주)싸이더스
119,스테이트 오브 플레이,2009.4.30,"980,130,500",0.1%,"147,737",209,"7,891",미국,미국,
120,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,2009.9.24,"1,016,823,500",0.1%,"146,748",104,"4,897",일본,일본,씨제이 씨지브이(CJ CGV)(주)
121,기프트,2009.3.26,"981,337,000",0.1%,"145,894",189,"11,150",미국,미국,(주)성원아이컴
122,펜트하우스 코끼리,2009.11.5,"1,077,396,000",0.1%,"142,781",233,"10,655",한국,한국,(주)시너지하우스 (시너지)
123,키친,2009.2.5,"931,460,100",0.1%,"141,109",179,"8,045",한국,한국,실버스푼
124,그랜 토리노,2009.3.19,"903,254,500",0.1%,"134,650",109,"7,503",미국,미국,워너브러더스 코리아(주)
125,썸머 워즈,2009.8.13,"937,158,500",0.1%,"131,956",100,"4,902",일본,일본,씨제이엔터테인먼트
126,링스 어드벤처,2009.6.24,"796,514,000",0.1%,"131,488",162,"5,685",스페인,스페인,(주)성원아이컴
127,파주,2009.10.28,"966,263,100",0.1%,"131,066",176,"11,194",한국,한국,(주)엠케이픽처스
128,블러디 발렌타인,2009.7.22,"1,216,344,000",0.1%,"129,278",230,"8,085",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
129,마이클 잭슨의 디스 이즈 잇,2009.10.28,"964,994,000",0.1%,"128,778",176,"9,931",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
130,아더와 미니모이-제1탄비밀원정대의출정,2009.7.9,"810,514,000",0.1%,"126,546",219,"6,339",프랑스,프랑스,롯데쇼핑㈜롯데엔터테인먼트
131,똥파리,2009.4.16,"840,739,700",0.1%,"122,494",75,"5,262",한국,한국,(주)영화사 진진
132,솔로이스트,2009.11.19,"887,880,500",0.1%,"121,572",176,"7,965",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
133,리틀 비버,2009.4.30,"722,601,000",0.1%,"120,364",169,"4,563",프랑스,프랑스,(주)쇼박스
134,소피의 연애 매뉴얼,2009.8.20,"883,317,500",0.1%,"119,338",188,"8,940",중국,"중국,한국",씨제이엔터테인먼트
135,마이 시스터즈 키퍼,2009.9.10,"857,395,500",0.1%,"118,939",170,"9,985",미국,미국,워너브러더스 코리아(주)
136,나는 갈매기,2009.9.26,"703,977,000",0.1%,"117,977",71,"3,344",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
137,구세주 2,2009.2.26,"773,088,000",0.1%,"117,006",228,"10,376",한국,한국,씨제이엔터테인먼트
138,하이 레인,2009.9.9,"878,046,000",0.1%,"115,736",159,"10,953",프랑스,프랑스,씨제이엔터테인먼트
139,엽문,2009.4.16,"715,878,500",0.1%,"108,277",168,"9,361",홍콩,홍콩,씨제이엔터테인먼트
140,앨빈과 슈퍼밴드2,2009.12.30,"701,678,000",0.1%,"105,763",228,"2,021",미국,미국,이십세기폭스코리아(주)
141,신부들의 전쟁,2009.4.2,"675,067,500",0.1%,"103,501",207,"11,351",미국,미국,이십세기폭스코리아(주)
142,바람,2009.11.26,"740,267,500",0.1%,"102,836",120,"4,829",한국,한국,(주)싸이더스
143,걸프렌즈,2009.12.17,"751,115,000",0.1%,"102,618",245,"7,938",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
144,블러드,2009.6.11,"690,891,500",0.1%,"102,372",229,"10,066",홍콩,"홍콩,프랑스,중국",(주)싸이더스
145,알파독,2009.1.29,"655,466,000",0.1%,"100,596",162,"5,303",미국,미국,(주)싸이더스
146,가필드-마법의 샘물,2009.2.19,"569,182,500",0.1%,"97,145",95,"4,305",미국,"미국,한국",㈜케이디미디어
147,9:나인,2009.9.9,"694,084,000",0.1%,"96,332",186,"7,723",미국,미국,에스케이텔레콤(주)
148,소명,2009.4.2,"601,528,000",0.1%,"95,805",21,"3,261",한국,한국,(주)영화사구안
149,천국의 우편배달부,2009.11.12,"634,964,500",0.1%,"94,694",105,"3,817",한국,한국,씨제이엔터테인먼트
150,S러버,2009.9.17,"717,509,000",0.1%,"93,508",198,"9,448",미국,미국,(주)싸이더스
151,나인,2009.12.31,"682,636,000",0.1%,"93,214",329,"2,668",미국,"미국,이탈리아",(주)시너지하우스 (시너지)
152,용의자 X의 헌신,2009.4.9,"624,766,000",0.1%,"93,080",144,"6,470",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
153,왼편 마지막 집,2009.9.3,"622,435,000",0.1%,"82,546",156,"7,216",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
154,뉴욕 아이 러브 유,2009.10.22,"638,301,000",0.1%,"82,356",93,"5,731",미국,미국,㈜케이디미디어
155,라르고 윈치,2009.8.20,"619,282,500",0.1%,"81,393",163,"6,237",프랑스,프랑스,(주)프라임엔터테인먼트
156,미쓰 루시힐,2009.4.9,"527,776,000",0.0%,"78,282",138,"6,835",미국,미국,(주)쇼박스
157,메디엄,2009.7.29,"566,108,000",0.1%,"77,848",156,"5,592",미국,미국,에스케이텔레콤(주)
158,나의 로맨틱 가이드,2009.8.27,"527,682,000",0.0%,"74,542",130,"5,411",미국,"미국,스페인",(주)성원아이컴
159,블룸 형제 사기단,2009.6.18,"494,990,500",0.0%,"74,339",144,"5,676",미국,미국,(주)시너지하우스 (시너지)
160,드림업,2009.9.3,"512,065,500",0.0%,"73,309",205,"7,004",미국,미국,㈜케이디미디어
161,트랩,2009.1.29,"494,741,500",0.0%,"71,979",164,"5,542",미국,미국,아이비젼엔터테인먼트(주)
162,트와일라잇,2008.12.10,"454,625,000",0.0%,"68,588",96,"2,829",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
163,4교시 추리영역,2009.8.12,"459,533,500",0.0%,"67,602",170,"4,904",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
164,내 남자의 아내도 좋아,2009.4.15,"446,990,000",0.0%,"66,147",132,"6,549",스페인,"스페인,미국",(주)씨지브이신도림
165,에반게리온: 파,2009.12.3,"473,672,500",0.0%,"62,521",34,"1,862",일본,일본,예지림엔터테인먼트
166,더 레슬러,2009.3.5,"399,922,000",0.0%,"58,677",145,"5,938",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
167,레볼루셔너리 로드,2009.2.19,"382,305,000",0.0%,"55,702",75,"3,206",미국,미국,씨제이엔터테인먼트
168,킬러들의 도시,2009.3.5,"377,680,000",0.0%,"54,879",85,"4,527",영국,"영국,미국",(주)시너지하우스 (시너지)
169,내 눈에 콩깍지,2009.11.5,"399,501,500",0.0%,"54,331",123,"5,005",한국,한국,씨제이엔터테인먼트
170,오스트레일리아,2008.12.10,"355,250,000",0.0%,"53,913",93,"1,857",미국,미국,이십세기폭스코리아(주)
171,킬 미,2009.11.5,"386,192,500",0.0%,"50,730",168,"6,377",한국,한국,(주)싸이더스
172,더블 스파이,2009.4.16,"332,882,000",0.0%,"50,346",126,"5,248",미국,"미국,독일",유니버설픽쳐스인터내셔널 코리아(유)
173,안나와 알렉스 : 두자매 이야기,2009.4.9,"317,478,500",0.0%,"47,336",99,"4,861",미국,미국,씨제이엔터테인먼트
174,에코,2009.5.28,"298,384,000",0.0%,"46,183",139,"4,301",미국,미국,(주)프라임엔터테인먼트
175,제독의 연인,2009.4.23,"295,327,000",0.0%,"44,712",82,"3,326",러시아,러시아,(주)싸이더스
176,부그와 엘리엇 2,2009.3.12,"270,052,500",0.0%,"44,607",73,"1,579",미국,미국,소서러스어프렌티스(주)
177,비카인드 리와인드,2009.1.8,"298,240,500",0.0%,"43,697",90,"3,839",미국,미국,(주)싸이더스
178,신주쿠 사건,2009.6.18,"287,059,000",0.0%,"43,462",104,"4,164",홍콩,홍콩,한국소니픽쳐스릴리징브에나비스타영화㈜
179,매란방,2009.4.16,"275,367,000",0.0%,"42,723",185,"6,628",중국,중국,에스케이텔레콤(주)
180,라스트프로포즈,2009.3.5,"268,282,000",0.0%,"40,973",154,"5,755",홍콩,홍콩,롯데쇼핑㈜롯데엔터테인먼트
181,블레임 : 인류멸망 2011,2009.2.26,"261,959,500",0.0%,"40,595",121,"3,557",일본,일본,(주)싸이더스
182,번 애프터 리딩,2009.3.26,"277,595,500",0.0%,"39,898",52,"2,857",미국,"미국,영국",(주)성원아이컴
183,토마스와 친구들 - 극장판,2009.4.9,"232,074,500",0.0%,"39,461",67,"2,131",영국,영국,(주)코카반
184,잘 알지도 못하면서,2009.5.14,"273,185,500",0.0%,"39,419",30,"2,260",한국,한국,(주)스폰지이엔티
185,탑 블레이드 더 무비,2009.1.15,"228,180,500",0.0%,"38,349",116,"3,517",일본,일본,"롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션"
186,언더월드: 라이칸의 반란,2009.9.3,"269,183,000",0.0%,"36,190",49,"2,753",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
187,마법의 세계 녹터나,2009.8.27,"231,883,000",0.0%,"35,424",151,"3,283",스페인,"스페인,프랑스",롯데쇼핑㈜롯데엔터테인먼트
188,처음 본 그녀에게 프로포즈하기,2009.9.9,"253,995,000",0.0%,"34,689",169,"5,926",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
189,임피 원더랜드 가다,2009.6.11,"211,487,500",0.0%,"34,474",64,"1,416",독일,독일,씨제이 씨지브이(CJ CGV)(주)
190,19-Nineteen,2009.11.12,"208,491,500",0.0%,"32,433",64,"1,874",한국,한국,씨제이엔터테인먼트
191,뮤턴트: 다크 에이지,2009.1.8,"212,833,500",0.0%,"31,233",102,"3,570",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
192,옹박: 더 레전드,2009.5.14,"197,570,000",0.0%,"30,565",172,"4,753",태국,태국,㈜케이디미디어
193,할로윈:살인마의 탄생,2009.5.14,"210,369,500",0.0%,"30,544",116,"3,229",미국,미국,(주)성원아이컴
194,사랑 후에 남겨진 것들,2009.2.19,"202,875,500",0.0%,"30,257",9,"1,113",독일,독일,(주)영화사 진진
195,언노운 우먼,2009.7.1,"228,159,000",0.0%,"30,091",20,"1,078",이탈리아,"이탈리아,프랑스",씨제이엔터테인먼트
196,나루토 질풍전 극장판-불의 의지를 잇는 자,2009.10.22,"187,958,500",0.0%,"29,606",67,"1,723",일본,일본,에이원엔터테인먼트
197,비상,2009.12.3,"221,371,000",0.0%,"28,964",165,"4,813",한국,한국,(주)성원아이컴
198,버터플라이,2009.1.15,"192,898,500",0.0%,"28,426",28,"1,333",프랑스,프랑스,"프리비젼엔터테인먼트,퍼스트런피쳐"
199,줄리 & 줄리아,2009.12.10,"207,424,000",0.0%,"27,945",32,"1,280",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
200,그루지 3,2009.8.27,"211,032,000",0.0%,"27,489",57,"2,223",미국,미국,㈜케이디미디어
201,러브 인 클라우즈,2008.12.31,"181,954,000",0.0%,"26,410",63,"1,659",호주,호주,예지림엔터테인먼트
202,다크 나이트,2008.8.6,"168,731,000",0.0%,"25,872",63,"1,021",미국,미국,워너브러더스 코리아(주)
203,낮술,2009.2.5,"176,818,100",0.0%,"25,251",13,"1,470",한국,한국,(주)영화사 진진
204,컴 아웃 파이팅,2009.10.22,"182,311,500",0.0%,"25,052",143,"4,411",미국,미국,
205,위대한 침묵,2009.12.3,"169,380,000",0.0%,"24,256",6,147,독일,"독일,프랑스,스위스",(주)영화사 진진
206,아부지,2009.7.15,"126,094,500",0.0%,"24,224",39,"1,394",한국,한국,실버스푼
207,해피 플라이트,2009.7.16,"165,981,000",0.0%,"24,022",16,"1,167",일본,일본,프리비젼엔터테인먼트
208,달콤한 거짓말,2008.12.18,"162,935,000",0.0%,"23,997",109,"1,709",한국,한국,씨제이엔터테인먼트
