순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
210,힛쳐,2007.8.1,"153,080,000",0.0%,"23,025",91,"2,124",미국,미국,(주)씨지브이신도림
211,초속5센티미터,2007.6.21,"154,055,500",0.0%,"22,888",3,559,일본,일본,"대원디지털엔터테인먼트,(주)팝엔터테인먼트"
212,혐오스런 마츠코의 일생,2007.4.12,"147,557,500",0.0%,"22,723",7,593,일본,일본,스폰지
213,기다리다 미쳐,2008.1.1,"140,953,500",0.0%,"21,650",179,585,한국,한국,(주)시네마서비스
214,스테이지 뷰티,2007.10.3,"141,693,000",0.0%,"21,114",21,"1,374",영국,영국,㈜메가박스
215,씨노이블,2007.6.28,"137,256,500",0.0%,"20,648",68,"2,815",미국,미국,㈜미로비젼
216,첫눈,2007.11.1,"125,580,000",0.0%,"19,734",34,"1,387",한국,"한국,일본",씨제이엔터테인먼트
217,팩토리 걸,2007.5.31,"118,770,000",0.0%,"17,671",12,792,미국,미국,스폰지
218,비상,2006.12.14,"98,431,600",0.0%,"17,615",7,337,한국,한국,(주)이모션픽처스
219,리버틴,2007.8.2,"110,843,000",0.0%,"16,381",10,670,영국,"영국,호주",프리비젼엔터테인먼트
220,포 미니츠,2007.10.25,"109,698,000",0.0%,"16,145",7,483,독일,독일,㈜세종커뮤니케이션스
221,플루토에서 아침을,2007.4.5,"98,566,000",0.0%,"15,027",9,605,영국,영국,프리비젼엔터테인먼트
222,나루토-대흥분! 초승달 섬의 애니멀 소동,2007.1.4,"76,978,000",0.0%,"14,663",32,651,일본,일본,"(주)디스테이션,(주)아미가스필름"
223,레이디 채털리,2007.7.11,"99,743,500",0.0%,"14,632",5,501,프랑스,프랑스,(주)영화사 진진
224,미스 리틀 선샤인,2006.12.21,"96,871,000",0.0%,"14,433",8,509,미국,미국,이십세기폭스코리아(주)
225,이브닝,2007.11.22,"83,383,000",0.0%,"12,894",60,"2,011",미국,미국,㈜미로비젼
226,펄스,2007.8.22,"79,482,000",0.0%,"12,043",11,644,미국,미국,(주)유니코리아문예투자
227,브리치,2007.8.30,"79,430,000",0.0%,"11,809",9,634,미국,미국,필름메신저
228,마법에 걸린 사랑,2008.1.10,"81,072,000",0.0%,"11,711",17,57,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
229,스틸라이프,2007.6.14,"71,392,500",0.0%,"10,416",3,229,홍콩,홍콩,위드시네마
230,마리 앙투아네트,2007.5.17,"68,711,500",0.0%,"10,077",2,317,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
231,이대근 이 댁은,2007.5.1,"62,578,000",0.0%,"9,960",57,"1,612",한국,한국,(주)프라임엔터테인먼트
232,Mr.로빈 꼬시기,2006.12.7,"36,882,000",0.0%,"9,701",4,76,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
233,결혼하고도 싱글로 남는법,2007.12.6,"65,710,500",0.0%,"9,381",6,378,프랑스,프랑스,예지림엔터테인먼트
234,크리스마스에 기적을 만날 확률,2007.12.12,"57,870,000",0.0%,"9,225",11,514,일본,일본,롯데쇼핑㈜롯데엔터테인먼트
235,세브란스,2007.11.8,"58,526,000",0.0%,"8,767",60,"1,625",영국,영국,㈜미로비젼
236,보랏 - 카자흐스탄 킹카의 미국 문화 빨아들이기,2007.1.25,"57,989,000",0.0%,"8,694",19,511,미국,미국,이십세기폭스필름코퍼레이션
237,사랑해도 참을 수 없는 101가지,2007.1.25,"52,766,000",0.0%,"8,483",22,562,미국,미국,프리비젼엔터테인먼트
238,웨스트 32번가,2007.11.22,"56,277,500",0.0%,"8,321",21,"1,154",한국,"한국,미국",씨제이엔터테인먼트
239,파리의 연인들,2007.2.8,"52,659,100",0.0%,"8,078",6,396,프랑스,프랑스,(주)영화사 진진
240,애프터 미드나잇,2007.8.23,"56,066,500",0.0%,"8,050",1,117,이탈리아,이탈리아,㈜인디스토리
241,도로로,2007.10.25,"49,297,500",0.0%,"7,725",52,"1,338",일본,일본,이십세기폭스필름코퍼레이션
242,숨,2007.4.26,"49,269,800",0.0%,"7,510",12,651,한국,한국,스폰지
243,사쿠란,2007.9.6,"51,643,500",0.0%,"7,494",8,532,일본,"일본,미국",프리비젼엔터테인먼트
244,이토록 뜨거운 순간,2007.12.20,"51,457,500",0.0%,"7,239",9,316,미국,미국,스폰지
245,다즐링 주식회사,2007.12.13,"49,485,500",0.0%,"6,986",4,219,미국,미국,이십세기폭스필름코퍼레이션
246,미필적 고의에 의한 여름휴가,2007.7.5,"47,909,000",0.0%,"6,961",1,149,독일,독일,㈜세종커뮤니케이션스
247,포도나무를 베어라,2007.2.22,"41,322,500",0.0%,"6,951",7,531,한국,한국,씨제이엔터테인먼트
248,귀를 기울이면,2007.11.22,"47,062,000",0.0%,"6,936",1,176,일본,일본,대원미디어(주)
249,챔피언 마빡이,2007.8.8,"39,700,500",0.0%,"6,825",57,809,한국,한국,"쿠즈엔터테인먼트,야바다바두"
250,파라노이드 파크,2007.11.22,"46,491,000",0.0%,"6,699",6,349,프랑스,"프랑스,미국",스폰지
251,별빛 속으로,2007.8.9,"43,537,000",0.0%,"6,660",23,597,한국,한국,"(주)스폰지이엔티,스폰지"
252,아내의 애인을 만나다,2007.4.26,"41,944,500",0.0%,"6,575",8,668,한국,한국,씨제이엔터테인먼트
253,캐쉬백,2007.5.3,"44,258,500",0.0%,"6,466",1,143,영국,영국,스폰지
254,하나,2007.4.19,"43,608,800",0.0%,"6,432",8,458,일본,일본,(주)영화사 진진
255,제6회 미장센단편영화제(2007),,"20,122,000",0.0%,"6,427",3,57,,,
256,씨 인사이드,2007.3.1,"40,941,000",0.0%,"6,255",5,394,스페인,"스페인,프랑스,이탈리아",스폰지
257,거친 녀석들,2007.8.30,"40,520,500",0.0%,"6,102",19,786,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
258,2007 칸국제광고제 수상작 필름 페스티벌,2007.10.4,"40,995,500",0.0%,"6,004",1,72,기타,기타,
259,열세살 수아,2007.6.14,"32,568,500",0.0%,"5,999",34,"1,136",한국,한국,스폰지
260,네티비티 스토리-위대한 탄생,2006.12.21,"33,739,500",0.0%,"5,805",18,189,미국,미국,(주)시네마서비스
261,동경심판,2007.3.1,"33,207,000",0.0%,"5,797",32,592,중국,중국,씨제이엔터테인먼트
262,마이 베스트 프렌드,2007.5.3,"38,558,500",0.0%,"5,763",4,383,프랑스,프랑스,(주)유레카픽쳐스
263,안경,2007.11.29,"39,915,000",0.0%,"5,644",6,257,일본,일본,스폰지
264,준벅,2007.6.28,"38,659,000",0.0%,"5,623",3,274,미국,미국,프리비젼엔터테인먼트
265,여름 궁전,2007.9.13,"37,574,000",0.0%,"5,544",5,276,중국,"중국,프랑스",(주)유레카픽쳐스
266,내 여자의 남자친구,2007.3.22,"33,006,500",0.0%,"5,396",26,881,한국,한국,스폰지
267,호랑이와 눈,2007.9.13,"35,261,500",0.0%,"5,230",2,233,이탈리아,이탈리아,(주)영화사 진진
268,벡실,2007.11.8,"31,743,000",0.0%,"5,193",13,490,일본,일본,씨제이 씨지브이(CJ CGV)(주)
269,2007 [통합]패키지영화,,"56,245,500",0.0%,"5,034",2,127,기타,기타,
270,낯선 여인과의 하루,2007.1.25,"34,090,000",0.0%,"4,971",1,150,영국,영국,위드시네마
271,인랜드 엠파이어,2007.7.26,"33,461,000",0.0%,"4,891",3,260,폴란드,폴란드,(주)유레카픽쳐스
272,쓰리 타임즈,2007.2.14,"33,250,500",0.0%,"4,799",2,182,대만,대만,스폰지
273,SICAF2007서울국제만화애니페스티벌,2007.5.23,"26,963,000",0.0%,"4,778",3,85,기타,기타,
274,Full Moon day 씨네큐브 영화축제,2007.9.20,"32,895,000",0.0%,"4,774",1,47,기타,기타,
275,가까이서 본 기차,2007.5.10,"31,871,000",0.0%,"4,601",1,125,체코,체코,㈜영화사 백두대간
276,메리 크리스마스,2007.12.20,"29,459,000",0.0%,"4,236",1,61,프랑스,"프랑스,독일,영국,벨기에,루마니아,노르웨이",위드시네마
277,여름이 가기 전에,2007.1.25,"27,597,000",0.0%,"4,077",6,395,한국,한국,(주)이모션픽처스
278,경의선,2007.5.10,"26,929,000",0.0%,"3,992",10,418,한국,한국,(주)쇼박스
279,판타스틱4,2005.8.11,"23,249,500",0.0%,"3,988",6,236,미국,미국,이십세기폭스코리아(주)
280,2007 시네바캉스 서울,2007.7.19,"21,344,000",0.0%,"3,880",1,88,기타,기타,
281,알래스카,2007.7.19,"26,725,500",0.0%,"3,865",1,105,독일,독일,㈜영화사 백두대간
282,내셔널 트레져,2004.12.31,"21,688,000",0.0%,"3,678",4,109,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
283,영원한 여름,2007.8.2,"24,774,500",0.0%,"3,646",3,231,대만,대만,위드시네마
284,은하해방전선,2007.11.29,"21,177,500",0.0%,"3,335",6,350,한국,한국,㈜인디스토리
285,나비효과 2,2007.3.8,"22,862,500",0.0%,"3,195",5,128,미국,미국,
286,우리에게 내일은 없다,2007.5.17,"21,079,500",0.0%,"3,181",3,179,한국,한국,스폰지
287,엘 토포,2007.3.15,"20,981,000",0.0%,"3,109",2,193,멕시코,멕시코,위드시네마
288,아메리칸 뉴 시네마 특별전,2007.6.22,"17,332,000",0.0%,"3,108",1,43,기타,기타,
289,제 4회 롯데시네마 삼색 영화제,2007.11.26,"14,221,500",0.0%,"2,966",4,121,기타,기타,
290,에릭 로메르 회고전,2007.10.5,"16,731,000",0.0%,"2,961",1,48,기타,기타,
291,황혼의 사무라이,2007.2.8,"19,554,000",0.0%,"2,889",4,230,일본,일본,프리비젼엔터테인먼트
292,푸치니 초급과정,2007.9.6,"20,058,500",0.0%,"2,841",2,169,미국,미국,㈜메가박스
293,줄 위의 종달새,2007.5.17,"19,544,500",0.0%,"2,816",1,98,프랑스,프랑스,㈜영화사 백두대간
294,랑페르,2006.12.14,"19,524,500",0.0%,"2,792",1,55,프랑스,"프랑스,벨기에,일본,이탈리아",㈜영화사 백두대간
295,스팀보이,2005.8.4,"16,035,500",0.0%,"2,778",3,127,일본,일본,대원씨앤에이홀딩스
296,폭력의 역사,2007.7.26,"18,558,000",0.0%,"2,757",4,206,미국,미국,㈜미로비젼
297,클럽 진주군,2007.2.1,"17,616,000",0.0%,"2,752",2,242,일본,일본,프리비젼엔터테인먼트
298,후회하지 않아,2006.11.16,"16,929,300",0.0%,"2,716",2,72,한국,한국,씨제이엔터테인먼트
299,웰컴 투 스폰지하우스 3,2007.10.1,"13,225,000",0.0%,"2,645",2,119,기타,기타,
300,아르헨티나 할머니,2007.12.12,"17,297,500",0.0%,"2,607",7,308,일본,일본,프리비젼엔터테인먼트
301,홀리 마운틴,2007.3.15,"17,340,000",0.0%,"2,563",2,167,멕시코,멕시코,위드시네마
302,2006 [통합]영화제/기획전/회고전 등,,"13,636,000",0.0%,"2,529",1,66,,,
303,서울국제영화제,2007.9.6,"12,046,000",0.0%,"2,525",4,135,기타,기타,
304,스탠리 큐브릭 특별전,2007.11.26,"14,143,000",0.0%,"2,475",1,17,기타,기타,
305,저수지에서 건진 치타,2007.10.25,"16,136,000",0.0%,"2,464",8,463,한국,한국,"㈜인디스토리,아트플러스시네마네트워크"
306,데드 걸,2007.11.8,"16,918,500",0.0%,"2,450",5,287,미국,미국,씨제이 씨지브이(CJ CGV)(주)
307,플러쉬,2006.11.23,"10,642,500",0.0%,"2,378",9,162,미국,"미국,영국",씨제이엔터테인먼트
308,CGV 한국단편 애니메이션영화제2007[4.12-4.18],,"7,128,000",0.0%,"2,376",3,80,한국,한국,
309,시네프랑스,,"13,607,400",0.0%,"2,328",1,41,기타,기타,
310,카모메 식당,2007.8.2,"15,549,000",0.0%,"2,319",2,110,일본,일본,"(주)엔케이컨텐츠,스폰지"
311,싸이보그지만 괜찮아,2006.12.7,"11,583,500",0.0%,"2,311",4,38,한국,한국,씨제이엔터테인먼트
312,내 남자 길들이기,2007.1.18,"15,992,000",0.0%,"2,302",1,67,독일,독일,프리비젼엔터테인먼트
313,J-무비페스티벌 (버라이어티 나인 J - 무비페스티벌),2007.8.24,"13,699,000",0.0%,"2,294",3,176,기타,기타,
314,대통령의 죽음,2006.12.28,"13,568,000",0.0%,"2,277",29,274,영국,영국,(주)프라임엔터테인먼트
315,2007 아시아나국제단편영화제,2007.11.1,"9,531,000",0.0%,"2,213",2,26,기타,기타,
316,파란자전거,2007.4.19,"13,805,000",0.0%,"2,205",20,345,한국,한국,(주)프라임엔터테인먼트
317,"시네마정동-디워,기담,화려한 휴가",2007.8.1,"23,650,000",0.0%,"2,124",2,17,기타,기타,
318,서울독립영화제2007,,"10,497,000",0.0%,"2,120",3,118,한국,한국,
319,무시시,2007.9.20,"14,055,000",0.0%,"2,097",4,155,일본,일본,스폰지
320,익사일,2007.7.5,"13,771,500",0.0%,"2,088",5,309,홍콩,홍콩,(주)이모션픽처스
321,프로듀서스,2007.1.26,"14,387,500",0.0%,"2,068",1,73,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
322,레인 오버 미,2007.9.6,"14,244,000",0.0%,"2,046",1,88,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
323,박치기 LOVE & PEACE,2007.10.11,"13,380,000",0.0%,"2,017",6,295,일본,일본,(주)쇼박스
324,골든 에이지 + 라 비앙 로즈 + 베오울프,2007.11.21,"13,731,500",0.0%,"2,007",6,204,기타,기타,
325,천년을 흐르는 사랑,2007.3.8,"12,629,000",0.0%,"1,991",2,132,미국,미국,이십세기폭스필름코퍼레이션
326,모짜르트와 고래,2007.6.29,"13,357,000",0.0%,"1,954",2,92,미국,미국,(주)부귀영화
327,소녀X소녀,2007.1.25,"12,643,000",0.0%,"1,952",2,100,한국,한국,씨제이엔터테인먼트
328,입술은 안돼요,2007.9.6,"12,862,500",0.0%,"1,898",3,240,프랑스,프랑스,(주)이모션픽처스
329,꿀벌대소동,2008.1.3,"13,189,000",0.0%,"1,897",8,10,미국,미국,씨제이엔터테인먼트
330,괜찮아 울지마,2007.8.30,"11,804,500",0.0%,"1,868",1,92,한국,한국,(주)유레카픽쳐스
331,헤저드,2007.4.19,"12,263,000",0.0%,"1,849",1,98,일본,일본,프리비젼엔터테인먼트
332,브로크백 마운틴,2006.3.1,"12,393,500",0.0%,"1,817",1,37,미국,미국,씨제이엔터테인먼트
333,말라 노체,2007.3.29,"11,971,000",0.0%,"1,793",1,126,미국,미국,스폰지
334,뒤로가는 연인들,2007.10.25,"12,347,500",0.0%,"1,765",1,69,미국,미국,㈜영화사 백두대간
335,P.S. 아이 러브 유,2008.1.3,"10,253,500",0.0%,"1,691",6,14,미국,미국,(주)쇼박스
336,마미야 형제,2007.3.8,"11,255,500",0.0%,"1,686",2,138,일본,일본,스폰지
337,이리나 팜,2007.8.9,"11,593,500",0.0%,"1,683",3,97,벨기에,벨기에,㈜세종커뮤니케이션스
338,장 피에르 멜빌 회고전,2007.12.18,"8,971,000",0.0%,"1,668",1,24,기타,기타,
339,다마모에,2007.6.14,"10,399,000",0.0%,"1,638",2,251,일본,일본,㈜씨네콰논코리아
340,썸머 스톰,2007.8.15,"10,801,500",0.0%,"1,598",2,126,독일,독일,위드시네마
341,페이지 터너,2007.10.3,"10,403,000",0.0%,"1,575",3,227,프랑스,프랑스,프리비젼엔터테인먼트
342,푸른 눈의 평양 시민,2007.8.23,"10,383,000",0.0%,"1,534",1,83,영국,영국,(주)영화사 진진
343,더티댄싱,1988.1.1,"5,292,000",0.0%,"1,477",2,70,미국,미국,(주)즐거운 시네마
343,킹덤 오브 헤븐,2005.5.4,"10,389,000",0.0%,"1,477",2,66,미국,미국,이십세기폭스필름코퍼레이션
345,리틀 칠드런,2007.2.15,"9,819,500",0.0%,"1,454",1,104,미국,미국,(주)영화사 진진
346,황금나침반 + 나는 전설이다 + 내셔널 트레져 : 비밀의 책,2007.12.18,"16,062,000",0.0%,"1,436",2,15,기타,기타,
347,보리밭을 흔드는 바람,2006.11.2,"7,235,300",0.0%,"1,424",3,59,영국,"영국,독일,아일랜드,이탈리아",(주)동숭아트센터
348,상하이의 밤,2007.12.6,"8,896,000",0.0%,"1,422",10,230,일본,일본,대원디지털엔터테인먼트
349,"그렇다면,심기일전",,"6,630,000",0.0%,"1,360",1,32,한국,한국,
350,명랑한 갱이 지구를 움직인다,2007.11.8,"8,319,500",0.0%,"1,331",11,317,일본,일본,씨네가
351,시네마디지털서울 2007,2007.7.20,"7,449,000",0.0%,"1,319",3,66,기타,기타,
352,방황의 날들,2007.9.7,"8,363,500",0.0%,"1,284",3,190,한국,한국,위드시네마
353,2007CJ중국영화제,2007.9.5,"3,854,000",0.0%,"1,248",2,20,중국,중국,
354,달은 어디에 떠 있는가,2007.5.3,"6,471,000",0.0%,"1,239",2,181,일본,일본,㈜씨네콰논코리아
355,사령(死靈) - 리케의 저주,2007.8.23,"7,820,500",0.0%,"1,222",7,116,태국,태국,프리비젼엔터테인먼트
356,프리츠 랑의 아메리카 특별전,2007.9.13,"6,482,000",0.0%,"1,215",1,30,기타,기타,
357,킹스 앤 퀸,2007.3.2,"8,170,000",0.0%,"1,206",1,154,프랑스,프랑스,(주)이모션픽처스
358,유레루,2006.8.10,"5,753,700",0.0%,"1,169",1,26,일본,일본,프리비젼엔터테인먼트
359,칼라스 포에버,2007.12.27,"8,022,000",0.0%,"1,159",1,26,이탈리아,이탈리아,판씨네마(주)
360,헤드윅,2002.8.9,"5,882,000",0.0%,"1,158",2,18,미국,미국,㈜씨네월드
361,천상고원,2007.5.31,"7,151,000",0.0%,"1,100",2,173,한국,한국,이모션픽처스
362,만덜레이,2007.7.26,"7,504,000",0.0%,"1,088",2,51,스웨덴,스웨덴,스폰지
363,일루미나타,2007.12.27,"7,646,500",0.0%,"1,053",1,26,미국,미국,㈜영화사 백두대간
364,"안녕, 쿠로",2007.8.15,"6,722,000",0.0%,"1,041",2,156,일본,일본,㈜씨네콰논코리아
365,"시네마정동-화려한휴가,라따뚜이,다이하드4",2007.7.25,"11,528,000",0.0%,"1,034",1,14,기타,기타,
366,공포사운드페스티발,2007.7.18,"1,017,000",0.0%,"1,017",1,45,기타,기타,
367,카뮈 따윈 몰라,2007.4.19,"6,720,000",0.0%,994,2,136,일본,일본,(주)이모션픽처스
368,가을날의 재회,2007.9.4,"5,550,000",0.0%,986,1,24,기타,기타,
369,중경삼림,1995.9.2,"9,127,000",0.0%,984,2,30,홍콩,홍콩,
369,관타나모로 가는 길,2007.8.23,"6,449,000",0.0%,984,1,63,영국,영국,스폰지
371,변신,2007.7.12,"6,465,500",0.0%,977,2,99,일본,일본,미디어소프트
372,판타스틱 자살소동,2007.11.8,"6,125,500",0.0%,975,2,110,한국,한국,㈜인디스토리
373,영광의 날들,2007.8.30,"6,188,500",0.0%,954,1,57,프랑스,프랑스,프리비젼엔터테인먼트
374,파프리카,2007.11.2,"6,283,000",0.0%,934,1,85,일본,일본,한국소니픽쳐스릴리징브에나비스타영화㈜
375,호주영화제,,"5,442,000",0.0%,907,1,30,기타,기타,
376,파리에서,2007.12.13,"6,264,000",0.0%,905,3,75,프랑스,프랑스,스폰지
377,화양연화,2000.10.20,"6,540,000",0.0%,887,1,24,홍콩,"홍콩,프랑스",
378,"시네마정동-해리포터와불사조기사단,다이하드4,트랜스포머",2007.7.17,"9,892,000",0.0%,886,2,10,미국,미국,
379,알렉산드르 소쿠로프 특별전,2007.10.30,"4,877,000",0.0%,883,1,24,러시아,러시아,
380,애니충격전,2007.4.30,"3,205,000",0.0%,858,1,35,한국,한국,
381,13 자메티,2007.6.29,"5,831,000",0.0%,856,2,129,프랑스,프랑스,(주)이모션픽처스
382,루키노 비스콘티 회고전,2007.12.7,"5,585,000",0.0%,837,1,24,기타,기타,
383,용이간다,2007.10.11,"5,472,000",0.0%,833,4,140,일본,일본,씨제이엔터테인먼트
384,오! 마이 보스!,2007.6.14,"5,513,800",0.0%,828,1,87,스웨덴,스웨덴,(주)영화사 진진
385,우리 생애 최고의 순간,2008.1.10,"6,504,000",0.0%,813,3,3,한국,한국,(주)싸이더스
385,살결,2007.5.10,"5,522,500",0.0%,813,3,121,한국,한국,㈜인디스토리
387,숏버스,2009.3.12,"4,434,000",0.0%,809,1,34,미국,미국,실버스푼
388,하워드 혹스 회고전,2007.8.10,"5,049,000",0.0%,804,1,37,미국,미국,
389,무비온스타일,2007,"3,590,000",0.0%,800,1,7,미국,"미국,기타",
390,미남이시네요,2007.9.21,"5,214,000",0.0%,778,1,105,프랑스,프랑스,(주)이모션픽처스
391,스파이더 릴리,2007.6.21,"5,375,000",0.0%,773,1,37,홍콩,홍콩,㈜영화사 백두대간
391,무지개 여신,2006.11.30,"4,568,000",0.0%,773,1,27,일본,일본,(주)동아수출공사
393,노리코의 식탁,2007.2.1,"5,159,000",0.0%,766,1,50,일본,일본,프리비젼엔터테인먼트
394,눈에게 바라는 것,2007.2.22,"5,034,000",0.0%,755,2,125,일본,일본,프리비젼엔터테인먼트
394,경계,2007.11.8,"5,036,500",0.0%,755,4,120,한국,"한국,프랑스,몽고",(주)스폰지이엔티
396,하얀물개,,"1,775,000",0.0%,750,1,28,한국,한국,
397,나는 섹스중독자,2007.1.18,"4,872,000",0.0%,742,2,83,미국,미국,(주)이모션픽처스
398,창문을 마주보며,2007.1.4,"5,005,500",0.0%,730,1,30,포르투갈,포르투갈,스폰지
399,"시네마정동-해리포터와불사조기사단,해부학교실,트랜스포머",2007.7.12,"8,092,000",0.0%,724,2,6,기타,기타,
400,상어,2007.5.10,"4,838,000",0.0%,722,3,155,한국,한국,㈜인디스토리
401,라울 월쉬 회고전,2007.12.4,"3,645,000",0.0%,719,1,29,기타,기타,
402,"시네마정동-오션스13 ,러브앤트러블,슈렉3",2007.6.14,"8,004,000",0.0%,718,1,14,기타,기타,
403,호스텔,2007.12.6,"4,985,000",0.0%,713,1,33,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
404,검은 땅의 소녀와,2007.11.15,"4,675,000",0.0%,708,3,69,한국,한국,(주)스폰지이엔티
405,사이에서,2006.9.7,"3,587,100",0.0%,696,1,11,한국,한국,"필름메신저,씨제이 씨지브이(CJ CGV)(주)"
406,내 남자의 유통기한,2006.6.29,"3,308,100",0.0%,681,1,11,독일,독일,㈜세종커뮤니케이션스
407,왕립우주군-오네아미스의 날개,2007.10.18,"4,693,000",0.0%,680,4,133,일본,일본,(주)이모션픽처스
408,필름포럼 기획전,2007.7.10,"4,648,000",0.0%,678,1,19,기타,기타,
409,용의주도 미스신 + 내사랑 + 황금나침반,2007.12.21,"7,568,000",0.0%,673,1,6,기타,기타,
410,황금나침반 + 용의주도 미스신 + 나는 전설이다,2007.12.18,"7,522,000",0.0%,671,1,7,기타,기타,
411,제5회 기독교 영화제,2007.10.1,"2,853,500",0.0%,668,1,18,기타,기타,
412,데이 워치,2007.11.8,"4,453,000",0.0%,667,2,65,러시아,러시아,이십세기폭스필름코퍼레이션
413,와일드 이노선스,2007.5.17,"4,375,000",0.0%,662,1,102,프랑스,프랑스,(주)이모션픽처스
414,허스,2007.8.2,"4,180,000",0.0%,645,2,114,한국,한국,(주)스폰지이엔티
415,이브의 유혹 - 그녀만의 테크닉,2007.8.20,"3,970,000",0.0%,633,3,38,한국,한국,㈜화인웍스
416,가족상속괴담,2007.7.26,"4,263,500",0.0%,629,2,48,대만,대만,㈜스튜디오이쩜영
417,마법사들,2006.3.30,"2,968,400",0.0%,621,1,7,한국,한국,(주)드림컴스
418,커버넌트,2007.5.17,"4,063,000",0.0%,613,1,21,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
419,가족의 탄생,2006.5.18,"3,234,000",0.0%,609,6,59,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
419,"시네마정동-즐거운인생,본얼티메이텀,사랑",2007.9.19,"6,726,000",0.0%,609,1,8,기타,기타,
421,"시네마정동-트랜스포머,오션스13,러브앤트러블",2007.6.28,"6,696,000",0.0%,600,1,7,기타,기타,
422,러브러브 프라하,2006.11.2,"2,813,500",0.0%,594,1,16,체코,체코,㈜세종커뮤니케이션스
423,트리스탄과 이졸데,2007.7.5,"3,952,000",0.0%,584,1,45,미국,미국,(주)쇼타임
424,벌이 날다,1999.12.24,"3,028,500",0.0%,582,1,50,한국,한국,
425,삼거리극장,2006.11.23,"3,687,000",0.0%,578,2,38,한국,한국,"씨제이엔터테인먼트,(주)시네마서비스"
426,2007. It Movie! 놓칠 수 없는 한국영화상영전,,"3,347,000",0.0%,569,1,56,한국,한국,
427,2007 인디애니페스트,2007.9.13,"2,150,000",0.0%,552,1,25,기타,기타,
428,트랜스아메리카,2006.11.16,"2,621,000",0.0%,548,2,11,미국,미국,인터비스앤파트너스(주)
429,딕시칙스 - 셧업 앤 싱,2007.10.3,"3,511,500",0.0%,544,2,79,미국,미국,스폰지
430,디어 평양,2006.11.23,"3,303,900",0.0%,543,1,86,일본,일본,㈜씨네콰논코리아
431,개와 늑대 사이의 시간,2007.6.21,"3,145,000",0.0%,535,2,62,한국,한국,스폰지
432,"시네마정동-다이하드4,화려한휴가,해리포터와불사조기사단",2007.7.27,"5,982,000",0.0%,531,2,8,기타,기타,
433,나 없는 내 인생,2006.10.12,"2,513,300",0.0%,529,1,7,스페인,"스페인,캐나다",데이지엔터테인먼트
434,천국의 나날들,2007.2.23,"3,244,000",0.0%,520,1,58,헝가리,헝가리,(주)코랄픽쳐스
435,오프 로드,2007.8.30,"3,108,000",0.0%,517,3,98,한국,한국,"(주)스폰지이엔티,스폰지"
436,어린이 영화제 B,2007.11.1,"510,000",0.0%,510,1,14,기타,기타,
436,퍼펙트 스트레인저,2007.8.29,"3,565,000",0.0%,510,1,8,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
438,희극지왕 이즈츠,2007.10.3,"2,501,000",0.0%,509,2,98,일본,일본,
439,"시네마정동-만남의광장,디워,스타더스트",2007.8.14,"5,484,000",0.0%,505,2,9,기타,기타,
440,베이컨시,2007.9.28,"3,500,000",0.0%,500,1,2,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
441,레이,2005.2.25,"2,506,000",0.0%,499,1,12,미국,미국,UIP코리아
442,밝은 미래,2004.4.23,"2,490,000",0.0%,498,1,9,일본,일본,㈜미로비젼
443,거지의 오페라,2007.5.24,"3,390,500",0.0%,497,1,28,체코,체코,㈜영화사 백두대간
444,어린이 영화제 A,2007.11.1,"496,000",0.0%,496,1,12,기타,기타,
444,"시네마정동-스타더스트,만남의광장,판타스틱 4 : 실버서퍼의 위협",2007.8.14,"5,464,000",0.0%,496,1,8,기타,기타,
446,애플시드,2007.11.22,"2,706,000",0.0%,489,1,68,일본,일본,㈜스튜디오이쩜영
447,시카고,2003.3.28,"2,428,000",0.0%,485,1,11,미국,미국,코리아픽쳐스(주)
447,마이클 클레이튼 + 어거스트 러쉬 + 열한번째 엄마,2007.11.29,"5,318,000",0.0%,485,1,13,기타,기타,
447,투야의 결혼,2007.11.1,"3,307,000",0.0%,485,1,52,중국,중국,스폰지
450,KBS 프리미어 영화 페스티벌,2007.11.4,"3,177,000",0.0%,483,1,73,기타,기타,
451,다큐플러스 인 나다,,"2,309,800",0.0%,477,1,16,한국,한국,
452,친밀한 타인들,2006.5.25,"2,261,900",0.0%,475,1,13,프랑스,프랑스,(주)유레카픽쳐스
453,"시네마정동-판타스틱4:실버서퍼의 위협,라따뚜이, 디워",2007.8.8,"5,218,000",0.0%,472,1,6,기타,기타,
454,박치기!,2006.2.14,"2,305,800",0.0%,469,1,23,일본,일본,프리비젼엔터테인먼트
455,색화동,2007.11.15,"3,023,500",0.0%,462,8,164,한국,한국,(주)프리머스시네마
