순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
49,뮌헨,2006.2.10,"4,861,581,300",0.5%,"763,078",164,"13,142",미국,미국,씨제이엔터테인먼트
50,무극,2006.1.26,"4,308,635,500",0.5%,"685,561",190,"15,084",중국,중국,쇼이스트(주)
51,싸이보그지만 괜찮아,2006.12.7,"3,972,165,300",0.4%,"674,222",289,"18,884",한국,한국,씨제이엔터테인먼트
52,Mr.로빈 꼬시기,2006.12.7,"3,953,478,200",0.4%,"670,540",301,"20,034",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
53,데스노트,2006.11.2,"3,703,565,500",0.4%,"646,602",177,"16,934",일본,일본,UIP코리아
54,여교수의 은밀한 매력,2006.3.16,"3,926,917,300",0.4%,"606,398",203,"16,021",한국,한국,(주)엠케이픽처스
55,가을로,2006.10.26,"3,653,445,400",0.4%,"601,733",255,"18,905",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
56,작업의 정석,2005.12.21,"3,822,698,100",0.4%,"595,700",203,"12,969",한국,한국,(주)쇼박스
57,천하장사 마돈나,2006.8.31,"3,552,058,700",0.4%,"575,315",172,"16,269",한국,한국,씨제이엔터테인먼트
58,카,2006.7.20,"3,283,728,000",0.4%,"573,577",211,"13,088",미국,미국,브에나비스타인터내셔널코리아
59,조폭마누라3,2006.12.28,"3,391,163,500",0.4%,"568,506",372,"8,644",한국,"한국,홍콩",(주)쇼박스
60,원피스 - 기계태엽성의 메카거병,2006.10.26,"3,347,587,500",0.4%,"568,322",126,"13,541",일본,일본,(주)엠케이픽처스
61,"연애, 그 참을 수 없는 가벼움",2006.9.7,"3,611,679,500",0.4%,"565,843",203,"15,706",한국,한국,씨제이엔터테인먼트
62,백만장자의 첫사랑,2006.2.9,"3,375,971,500",0.4%,"563,023",208,"15,040",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
63,신데렐라,2006.8.17,"3,334,168,500",0.4%,"555,582",181,"14,364",한국,한국,(주)쇼박스
64,디파티드,2006.11.23,"3,416,653,400",0.4%,"552,968",210,"15,316",미국,미국,워너브러더스 코리아(주)
65,언더월드2 - 에볼루션,2006.2.23,"3,533,524,500",0.4%,"552,194",146,"15,213",미국,미국,(주)쇼박스
66,스승의 은혜,2006.8.3,"3,474,239,000",0.4%,"550,215",156,"12,244",한국,한국,쇼이스트(주)
67,아파트,2006.7.6,"3,460,497,800",0.4%,"540,539",204,"17,115",한국,한국,(주)쇼박스
68,올드미스다이어리,2006.12.21,"3,030,707,500",0.3%,"515,842",179,"10,130",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
69,치킨리틀,2006.1.26,"2,979,885,000",0.3%,"501,914",183,"12,124",미국,미국,브에나비스타인터내셔널코리아
70,애정결핍이 두 남자에게 미치는 영향,2006.11.16,"2,928,135,400",0.3%,"499,612",247,"18,626",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
71,뻔뻔한 딕&제인,2006.3.30,"3,031,937,700",0.3%,"483,033",149,"15,099",미국,미국,소니픽쳐스릴리징코리아
72,다세포소녀,2006.8.10,"2,862,468,600",0.3%,"476,724",199,"12,552",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
73,판의 미로 - 오필리아와 세 개의 열쇠,2006.11.30,"2,783,458,500",0.3%,"471,298",175,"13,189",스페인,"스페인,멕시코",(주)프라임엔터테인먼트
74,사랑을 놓치다,2006.1.26,"2,961,381,000",0.3%,"468,184",146,"10,662",한국,한국,(주)시네마서비스
75,열혈남아,2006.11.9,"2,834,514,800",0.3%,"466,046",218,"16,390",한국,한국,씨제이엔터테인먼트
76,호로비츠를 위하여,2006.5.25,"2,813,074,600",0.3%,"462,623",206,"13,560",한국,한국,(주)쇼박스
77,프레스티지,2006.11.2,"2,861,257,500",0.3%,"458,956",119,"10,376",미국,"미국,영국",워너브러더스 코리아(주)
78,해피 피트,2006.12.21,"2,744,952,500",0.3%,"456,644",207,"8,611",미국,"미국,호주",워너브러더스 코리아(주)
79,브이 포 벤데타,2006.3.16,"2,809,650,200",0.3%,"436,255",130,"10,799",미국,미국,워너브러더스 코리아(주)
80,태풍,2005.12.14,"2,837,117,700",0.3%,"436,064",211,"10,477",한국,한국,씨제이엔터테인먼트
81,플라이 대디,2006.8.3,"2,560,456,300",0.3%,"431,231",220,"12,531",한국,한국,"(주)시네마서비스,씨제이엔터테인먼트"
82,사랑 따윈 필요 없어,2006.11.9,"2,564,487,300",0.3%,"425,358",274,"15,178",한국,한국,(주)쇼박스
83,마이애미 바이스,2006.8.17,"2,711,759,500",0.3%,"420,706",211,"11,291",미국,미국,UIP코리아
84,원탁의 천사,2006.8.24,"2,355,829,200",0.3%,"401,662",179,"12,742",한국,한국,(주)쇼박스
85,아이스케키,2006.8.24,"2,246,093,000",0.3%,"392,808",189,"13,162",한국,한국,(주)엠케이픽처스
86,쏘우 2,2006.2.16,"2,476,201,400",0.3%,"388,105",113,"10,319",미국,미국,㈜미로비젼
87,쏘우 3,2006.11.30,"2,406,433,500",0.3%,"386,547",180,"13,064",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
88,야연,2006.9.21,"2,365,238,200",0.3%,"377,110",187,"11,656",중국,중국,롯데쇼핑㈜롯데엔터테인먼트
89,로망스,2006.3.16,"2,376,146,100",0.3%,"371,700",173,"13,304",한국,한국,씨제이엔터테인먼트
90,도마뱀,2006.4.27,"2,307,824,200",0.3%,"364,848",253,"13,919",한국,한국,(주)시네마서비스
91,스텝 업,2006.11.23,"2,133,857,500",0.2%,"363,402",147,"11,936",미국,미국,㈜스튜디오이쩜영
92,럭키 넘버 슬레븐,2006.6.22,"2,238,839,400",0.3%,"360,516",120,"9,578",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
93,파이널 데스티네이션,2006.5.11,"2,299,753,200",0.3%,"359,517",131,"10,677",미국,미국,㈜미로비젼
94,모노폴리,2006.6.1,"2,195,709,100",0.2%,"358,299",136,"11,297",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
95,누가 그녀와 잤을까?,2006.11.16,"2,068,632,100",0.2%,"353,360",212,"14,953",한국,한국,씨제이엔터테인먼트
96,BB프로젝트,2006.9.28,"2,073,130,500",0.2%,"349,173",136,"12,364",홍콩,홍콩,브에나비스타인터내셔널코리아
97,잔혹한 출근,2006.11.2,"2,076,522,300",0.2%,"348,508",240,"13,124",한국,한국,씨제이엔터테인먼트
98,뚝방전설,2006.9.7,"2,132,943,200",0.2%,"338,737",180,"13,465",한국,한국,(주)쇼박스
99,환생,2006.6.8,"1,957,831,400",0.2%,"321,769",95,"8,468",일본,일본,(주)쇼박스
100,강적,2006.6.22,"1,956,841,000",0.2%,"318,142",235,"12,049",한국,한국,(주)쇼박스
101,원초적 본능 2,2006.3.30,"1,999,601,100",0.2%,"313,300",185,"12,151",미국,미국,(주)시네마서비스
102,무인 곽원갑,2006.3.23,"1,926,775,700",0.2%,"308,428",162,"12,343",중국,중국,쇼이스트(주)
103,플러쉬,2006.11.23,"1,681,230,800",0.2%,"306,225",188,"10,108",미국,"미국,영국",씨제이엔터테인먼트
104,월드 트레이드 센터,2006.10.15,"1,806,296,500",0.2%,"302,030",162,"8,905",미국,미국,UIP코리아
105,인사이드 맨,2006.4.21,"1,882,493,500",0.2%,"295,895",122,"7,609",미국,미국,UIP코리아
106,오멘,2006.6.6,"1,857,061,800",0.2%,"292,333",111,"8,527",미국,미국,이십세기폭스코리아(주)
107,그해 여름,2006.11.30,"1,744,090,200",0.2%,"290,564",283,"13,164",한국,한국,(주)쇼박스
108,유실물,2006.7.27,"1,732,887,500",0.2%,"284,426",114,"7,917",일본,일본,씨제이엔터테인먼트
109,식스틴블럭,2006.4.20,"1,776,130,000",0.2%,"280,753",128,"8,904",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
110,드리머,2006.4.13,"1,706,200,100",0.2%,"276,760",188,"10,797",미국,미국,쇼이스트(주)
111,청연,2005.12.29,"1,745,406,400",0.2%,"272,383",154,"6,066",한국,한국,코리아픽쳐스(주)
112,웨딩 크래셔,2006.3.1,"1,678,859,200",0.2%,"265,472",133,"10,035",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
113,착신아리 파이널,2006.6.22,"1,614,661,900",0.2%,"261,133",142,"9,266",일본,"일본,한국",씨제이엔터테인먼트
114,겁나는 여친의 완벽한 비밀,2006.8.17,"1,592,536,000",0.2%,"251,788",101,"6,881",미국,미국,이십세기폭스코리아(주)
115,아이스 에이지 2,2006.4.20,"1,564,015,900",0.2%,"250,536",162,"9,024",미국,미국,이십세기폭스코리아(주)
116,가부와 메이 이야기,2006.2.9,"1,435,503,000",0.2%,"249,924",84,"6,295",일본,일본,"(주)엠케이픽처스 ,에이원엔터테인먼트"
117,잘 살아보세,2006.9.28,"1,415,274,100",0.2%,"236,799",197,"12,595",한국,한국,
118,저스트 프렌드,2006.12.7,"1,442,038,000",0.2%,"236,382",138,"9,312",미국,미국,㈜스튜디오이쩜영
119,"생, 날선생",2006.5.25,"1,438,331,800",0.2%,"234,261",157,"8,096",한국,한국,(주)시네마서비스
120,앤트 불리,2006.9.28,"1,450,969,500",0.2%,"230,712",95,"5,773",미국,미국,워너브러더스 코리아(주)
121,"두뇌유희프로젝트, 퍼즐",2006.9.14,"1,450,490,000",0.2%,"228,385",181,"10,574",한국,한국,(주)시네마서비스
122,파이스토리,2006.7.6,"1,306,741,500",0.1%,"228,118",112,"5,676",한국,"한국,미국",씨제이엔터테인먼트
123,국경의 남쪽,2006.5.4,"1,431,751,800",0.2%,"227,304",228,"12,643",한국,한국,씨제이엔터테인먼트
124,13구역,2006.8.24,"1,416,115,000",0.2%,"222,568",72,"6,324",프랑스,프랑스,(주)프라임엔터테인먼트
125,"사랑하니까, 괜찮아",2006.8.17,"1,296,756,200",0.1%,"219,824",155,"8,194",한국,한국,(주)시네마서비스
126,내니맥피-우리 유모는 마법사,2006.2.3,"1,295,880,000",0.1%,"216,138",80,"5,297",영국,영국,UIP코리아
127,게드전기 : 어스시의 전설,2006.8.10,"1,228,276,500",0.1%,"205,490",143,"6,164",일본,일본,(주)쇼박스
128,브로크백 마운틴,2006.3.1,"1,328,322,900",0.1%,"204,275",45,"4,849",미국,미국,씨제이엔터테인먼트
129,사랑할 때 이야기하는 것들,2006.11.30,"1,251,587,700",0.1%,"200,836",195,"10,418",한국,한국,(주)시네마서비스
130,가족의 탄생,2006.5.18,"1,222,259,500",0.1%,"200,595",149,"7,890",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
131,어느 멋진 순간,2006.11.16,"1,206,230,500",0.1%,"193,013",130,"7,649",미국,미국,이십세기폭스코리아(주)
132,앙코르,2006.3.9,"1,191,720,100",0.1%,"186,143",108,"6,258",미국,미국,이십세기폭스코리아(주)
133,가필드 2,2006.7.27,"1,045,727,100",0.1%,"185,231",97,"5,015",미국,미국,이십세기폭스코리아(주)
134,패스트 앤 퓨리어스 도쿄 드리프트,2006.7.20,"1,104,122,500",0.1%,"179,396",131,"6,815",미국,미국,UIP코리아
135,사일런트 힐,2006.11.9,"1,033,560,500",0.1%,"163,978",139,"6,116",미국,"미국,일본,프랑스,캐나다",㈜미로비젼
136,조용한 세상,2006.12.14,"937,877,400",0.1%,"161,142",172,"7,351",한국,한국,(주)프라임엔터테인먼트
137,공필두,2006.5.11,"958,576,600",0.1%,"160,208",164,"8,269",한국,한국,(주)쇼박스
138,해변의 여인,2006.8.31,"1,009,387,200",0.1%,"159,571",141,"6,989",한국,한국,㈜미로비젼
139,엑소시즘 오브 에밀리 로즈,2006.4.13,"982,131,300",0.1%,"158,667",113,"6,368",미국,미국,소니픽쳐스릴리징코리아
140,손님은 왕이다,2006.2.23,"975,730,600",0.1%,"152,791",147,"7,447",한국,한국,(주)시네마서비스
141,투 브라더스,2006.1.20,"874,112,000",0.1%,"144,571",95,"4,235",프랑스,"프랑스,영국",씨제이엔터테인먼트
142,가디언,2006.11.2,"882,188,000",0.1%,"143,126",102,"4,998",미국,미국,브에나비스타인터내셔널코리아
143,구타유발자들,2006.5.31,"934,380,300",0.1%,"143,061",123,"5,497",한국,한국,(주)프라임엔터테인먼트
144,크래쉬,2006.4.6,"906,159,500",0.1%,"142,639",84,"5,164",미국,미국,(주)스튜디오이쩜영
145,구미호 가족,2006.9.28,"877,984,800",0.1%,"141,610",140,"8,104",한국,한국,(주)엠케이픽처스
146,파이어월,2006.2.17,"890,321,000",0.1%,"139,423",110,"5,879",미국,미국,워너브러더스 코리아(주)
147,그루지 2,2006.11.16,"781,766,000",0.1%,"137,352",142,"7,213",미국,미국,(주)프라임엔터테인먼트
148,레이크 하우스,2006.8.31,"850,334,000",0.1%,"133,961",137,"7,180",미국,미국,워너브러더스 코리아(주)
149,포켓몬 레인저와 바다의 왕자 마나피,2006.7.20,"733,628,000",0.1%,"133,578",107,"4,767",일본,일본,"(주)이수C&E,(주)쇼박스"
150,DOA,2006.10.19,"786,441,700",0.1%,"129,753",158,"8,042",독일,"독일,영국",(주)시네마서비스
151,해리포터와 불의 잔,2005.12.1,"834,042,900",0.1%,"129,310",102,"2,792",미국,미국,워너브러더스 코리아(주)
152,매치 포인트,2006.4.13,"845,348,600",0.1%,"127,743",68,"4,019",영국,"영국,미국",씨제이엔터테인먼트
153,센티넬,2006.9.7,"806,982,500",0.1%,"127,722",91,"5,468",미국,미국,이십세기폭스코리아(주)
154,에디슨 시티,2006.4.6,"788,697,000",0.1%,"127,638",81,"5,733",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
155,연리지,2006.4.13,"696,954,300",0.1%,"114,641",165,"8,009",한국,한국,(주)쇼박스
156,레이디 인 더 워터,2006.10.13,"675,177,000",0.1%,"110,267",74,"4,435",미국,미국,워너브러더스 코리아(주)
157,마이 캡틴 김대출,2006.4.20,"663,144,000",0.1%,"107,904",165,"6,327",한국,한국,(주)스튜디오이쩜영
158,2006 [통합]영화제/기획전/회고전 등,,"565,972,200",0.1%,"103,539",15,"2,245",,,
159,아치와 씨팍,2006.6.28,"640,343,800",0.1%,"100,088",121,"5,898",한국,한국,㈜스튜디오이쩜영
160,울트라바이올렛,2006.7.20,"578,938,700",0.1%,"93,095",86,"3,857",미국,미국,㈜스튜디오이쩜영
161,메종 드 히미코,2006.1.26,"578,223,500",0.1%,"87,693",8,"1,383",일본,일본,스폰지
162,카리스마 탈출기,2006.3.30,"532,419,300",0.1%,"86,027",141,"6,003",한국,한국,씨제이엔터테인먼트
163,퍼햅스 러브,2006.1.5,"529,429,500",0.1%,"83,231",104,"3,973",홍콩,홍콩,쇼이스트(주)
164,시리아나,2006.3.30,"524,490,200",0.1%,"82,488",90,"4,112",미국,미국,워너브러더스 코리아(주)
165,개구리중사 케로로,2006.5.4,"449,656,500",0.1%,"78,679",37,"2,095",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
166,뎀,2006.4.20,"479,138,000",0.1%,"77,145",71,"3,474",프랑스,프랑스,(주)누리픽쳐스
167,나나,2006.3.30,"438,060,500",0.0%,"71,312",87,"3,570",일본,일본,(주)엠케이픽처스
168,폴라 익스프레스,2004.12.23,"901,774,000",0.1%,"70,273",2,538,미국,미국,워너브러더스 코리아(주)
169,플라이트93,2006.9.8,"414,868,500",0.0%,"66,717",60,"3,412",미국,미국,UIP코리아
170,달콤한 백수와 사랑만들기,2006.4.7,"418,436,500",0.0%,"63,860",95,"4,370",미국,미국,UIP코리아
171,이온 플럭스,2006.6.22,"389,991,900",0.0%,"61,817",85,"3,448",미국,미국,UIP코리아
172,얼음왕국 : 북극의 여름이야기(다큐),2006.7.13,"356,013,000",0.0%,"60,347",99,"2,684",프랑스,"프랑스,캐나다",(주)프라임엔터테인먼트
173,무도리,2006.9.21,"363,899,000",0.0%,"59,806",127,"5,059",한국,한국,씨제이엔터테인먼트
174,"키리쿠, 키리쿠",2006.5.4,"296,929,700",0.0%,"57,325",35,"1,264",프랑스,프랑스,(주)동숭아트센터
175,2월 29일 - 어느날 갑자기 첫번째 이야기,2006.7.21,"354,839,000",0.0%,"56,958",20,962,한국,한국,씨제이엔터테인먼트
176,네티비티 스토리-위대한 탄생,2006.12.21,"346,546,200",0.0%,"56,847",126,"2,779",미국,미국,(주)시네마서비스
177,스윙걸즈,2006.3.23,"345,465,500",0.0%,"55,644",71,"2,668",일본,일본,데이지엔터테인먼트
178,팀 버튼의 크리스마스 악몽,1995.1.14,"472,436,000",0.1%,"53,541",26,"1,844",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
179,자투라:스페이스 어드벤쳐,2006.2.23,"277,369,000",0.0%,"50,217",15,"1,364",미국,미국,소니픽쳐스릴리징코리아
180,하프 라이트,2006.6.28,"311,997,500",0.0%,"50,174",77,"3,147",미국,미국,㈜미로비젼
181,러닝 스케어드,2006.6.8,"305,452,000",0.0%,"47,988",100,"3,059",미국,미국,㈜스튜디오이쩜영
182,밴디다스,2006.6.22,"282,118,100",0.0%,"45,790",95,"2,845",프랑스,프랑스,(주)누리픽쳐스
183,유레루,2006.8.10,"286,514,300",0.0%,"44,516",7,"1,278",일본,일본,프리비젼엔터테인먼트
184,당신이 그녀라면,2006.1.12,"278,353,000",0.0%,"43,841",54,"1,693",미국,미국,이십세기폭스코리아(주)
185,와일드,2006.4.20,"244,378,900",0.0%,"41,882",105,"2,931",미국,미국,브에나비스타인터내셔널코리아
186,무지개 여신,2006.11.30,"253,644,000",0.0%,"40,958",47,"2,012",일본,일본,(주)동아수출공사
187,후회하지 않아,2006.11.16,"245,974,600",0.0%,"39,025",8,869,한국,한국,씨제이엔터테인먼트
188,크립,2006.6.15,"247,362,800",0.0%,"38,899",61,"2,617",영국,"영국,독일",(주)엠케이픽처스
189,썬데이 서울,2006.2.9,"227,157,000",0.0%,"36,865",84,"2,748",한국,한국,(주)시네마서비스
190,네번째 층 - 어느날 갑자기 두번째 이야기,2006.7.27,"196,646,000",0.0%,"31,738",17,657,한국,한국,씨제이엔터테인먼트
191,행운을 돌려줘!,2006.5.25,"194,735,800",0.0%,"31,213",74,"1,738",미국,미국,이십세기폭스필름코퍼레이션
192,카사노바,2006.3.10,"196,850,800",0.0%,"29,815",19,"1,158",미국,미국,브에나비스타인터내셔널코리아
193,스위트 룸,2006.4.6,"184,151,500",0.0%,"28,822",62,"2,055",캐나다,"캐나다,영국,미국",㈜미로비젼
194,시간,2006.8.24,"182,139,100",0.0%,"27,923",12,"1,140",한국,한국,스폰지
195,핑크 팬더,2006.4.13,"166,601,100",0.0%,"27,354",84,"2,840",미국,미국,이십세기폭스코리아(주)
196,안소니 짐머,2006.5.11,"172,876,400",0.0%,"27,323",57,"2,300",프랑스,프랑스,씨제이엔터테인먼트
197,전차남,2006.9.7,"167,086,000",0.0%,"27,039",86,"2,578",일본,일본,(주)엠케이픽처스
198,귀향,2006.9.21,"176,741,500",0.0%,"25,942",8,755,스페인,스페인,(주)스폰지이엔티
199,콘스탄트 가드너,2006.5.4,"168,262,700",0.0%,"25,792",28,996,영국,영국,스폰지
200,폭력써클,2006.10.19,"158,054,900",0.0%,"24,674",108,"3,305",한국,한국,(주)쇼박스
201,비상,2006.12.14,"119,542,000",0.0%,"21,375",12,545,한국,한국,(주)이모션픽처스
202,사이에서,2006.9.7,"109,238,600",0.0%,"21,016",7,760,한국,한국,"필름메신저,씨제이 씨지브이(CJ CGV)(주)"
203,수면의 과학,2006.12.21,"149,540,000",0.0%,"20,796",7,236,프랑스,프랑스,(주)스폰지이엔티
204,D-day-어느날 갑자기 세번째 이야기,2006.8.3,"120,192,500",0.0%,"19,812",14,484,한국,한국,씨제이엔터테인먼트
205,2005 [통합]패키지영화,,"119,137,500",0.0%,"18,545",7,296,기타,기타,
206,2006 [통합]패키지영화,,"169,180,000",0.0%,"17,729",14,248,기타,기타,
207,클림트,2006.6.29,"116,782,000",0.0%,"17,481",9,588,독일,"독일,영국,프랑스, 오스트리아",(주)스폰지이엔티
208,에이트 빌로우,2006.4.6,"106,692,500",0.0%,"17,232",29,"1,095",미국,미국,브에나비스타인터내셔널코리아
209,내 남자의 유통기한,2006.6.29,"108,237,600",0.0%,"15,725",2,287,독일,독일,㈜세종커뮤니케이션스
210,삼거리극장,2006.11.23,"94,279,400",0.0%,"15,394",57,"1,499",한국,한국,"씨제이엔터테인먼트,(주)시네마서비스"
211,알리바이,2006.1.12,"89,590,000",0.0%,"14,327",40,922,미국,미국,미디어라인코리아
212,일본 인디필름 페스티벌,,"80,707,000",0.0%,"13,464",2,224,일본,일본,
213,오래된 정원,2007.1.4,"56,142,000",0.0%,"13,400",12,66,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
214,내 청춘에게 고함,2006.7.13,"81,684,000",0.0%,"12,640",8,620,한국,"한국,일본",(주)이모션픽처스
215,타임 투 리브,2006.2.9,"84,884,500",0.0%,"12,481",6,421,프랑스,프랑스,스폰지
216,노스 컨츄리,2006.4.27,"79,418,600",0.0%,"12,213",35,"1,133",미국,미국,워너브러더스 코리아(주)
217,열두명의 웬수들2,2006.1.26,"70,268,000",0.0%,"11,957",45,896,미국,미국,이십세기폭스코리아(주)
218,내 곁에 있어줘,2006.4.27,"80,212,500",0.0%,"11,954",5,445,싱가포르,싱가포르,씨제이엔터테인먼트
219,미스 리틀 선샤인,2006.12.21,"74,311,000",0.0%,"11,409",7,323,미국,미국,이십세기폭스코리아(주)
220,보리밭을 흔드는 바람,2006.11.2,"76,142,400",0.0%,"11,262",3,271,영국,"영국,독일,아일랜드,이탈리아",(주)동숭아트센터
221,사이렌,2006.7.20,"69,179,500",0.0%,"11,198",16,465,일본,일본,(주)아미가스필름
