순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1245,우리 부모가 휴가를 떠난 해,,"285,000",0.0%,39,1,6,브라질,브라질,
1245,家家호호,,"143,000",0.0%,39,1,1,한국,한국,
1245,투게더,2003.3.14,"196,000",0.0%,39,1,6,중국,중국,㈜씨네월드
1251,"베르나데트처럼 행복한, 영혼의 울림, 비디오 팜므를 소개합니다",,"152,000",0.0%,38,1,1,,,
1251,고래사냥2,1985.12.21,"187,000",0.0%,38,1,2,한국,한국,
1251,올드 플레이스+21세기의 기원,2008.8.22,"262,000",0.0%,38,1,5,프랑스,프랑스,
1251,경마장 가는 길,1991.12.21,"184,000",0.0%,38,1,2,한국,한국,
1251,앤드류 부자스키 스페셜-뮤추얼 어프리시에이션,2008.3.25,"226,000",0.0%,38,1,2,미국,미국,
1251,보리밭을 흔드는 바람,2006.11.2,"258,500",0.0%,38,1,8,영국,"영국,독일,아일랜드,이탈리아",(주)동숭아트센터
1251,그 섬에 가고 싶다,1993.12.24,"196,000",0.0%,38,1,2,한국,한국,
1251,"나의 사랑, 나의 신부",1990.12.29,"196,000",0.0%,38,1,2,한국,한국,
1251,SIFF2008_장편초청2,,"184,000",0.0%,38,1,2,한국,한국,
1251,SIFF2008-단편경쟁4,,"188,000",0.0%,38,1,2,한국,한국,
1251,AISFF2008 폐막작-국제경쟁 수상작,,"266,000",0.0%,38,1,1,기타,기타,
1262,SIFF2008_촛불영상,,"179,000",0.0%,37,1,2,한국,한국,
1262,사랑의 찬가,2006.9.7,"204,000",0.0%,37,1,5,프랑스,프랑스,(주)유레카픽쳐스
1262,야나기마치 미츠오 스페셜,2008.1.19,"218,000",0.0%,37,1,2,일본,일본,
1262,컨벤셔니어즈,,"187,000",0.0%,37,1,7,미국,미국,
1262,단편영화 감독 특별전_유지태,,"211,400",0.0%,37,1,2,한국,한국,
1262,할매꽃,2009.3.19,"170,000",0.0%,37,1,7,한국,한국,"㈜인디스토리,시네마달"
1262,After 2000_단편 애니 걸작선,,"216,000",0.0%,37,1,2,한국,한국,
1262,택시 블루스,2007.12.21,"241,000",0.0%,37,1,12,한국,한국,㈜인디스토리
1262,오토 프레민저 스페셜-워싱턴 정가,2008.2.15,"240,000",0.0%,37,1,3,미국,미국,
1271,달이 찰 때까지,,"178,000",0.0%,36,1,2,일본,일본,
1271,시녀들,,"169,000",0.0%,36,1,2,기타,기타,
1271,2008 인디애니페스트-경쟁2 일반,,"133,000",0.0%,36,1,2,한국,한국,
1271,보다 멀리 2,,"180,000",0.0%,36,1,3,한국,한국,
1271,치즈와 구더기,,"174,000",0.0%,36,1,4,일본,일본,
1271,색화동,2007.11.15,"214,000",0.0%,36,1,10,한국,한국,(주)프리머스시네마
1271,저수지에서 건진 치타,2007.10.25,"195,000",0.0%,36,1,4,한국,한국,"㈜인디스토리,아트플러스시네마네트워크"
1271,슈리 인 더 스카이,,"163,000",0.0%,36,1,2,브라질,"브라질,독일,포르투갈",
1279,시그라프 07 BEST AT,,"171,000",0.0%,35,1,2,기타,기타,
1279,파이란,2001.4.28,"165,000",0.0%,35,1,10,한국,한국,(주)튜브엔터테인먼트
1279,천년학,2007.4.12,"180,000",0.0%,35,1,2,한국,한국,(주)프라임엔터테인먼트
1279,존 케이지 스페셜 1,2008.9.4,"172,000",0.0%,35,1,2,기타,기타,
1279,인디밴드공연+너를보내는숲,2008.4.24,"206,000",0.0%,35,1,1,일본,일본,
1279,봄바람을 만난 발칙한 여인들,,"175,000",0.0%,35,1,1,한국,한국,
1285,웰니스,,"165,000",0.0%,34,1,2,미국,미국,
1285,SIFF2008_장편경쟁2,,"164,000",0.0%,34,1,2,한국,한국,
1285,네온 속으로 노을지다,1995.2.25,"186,000",0.0%,34,1,2,한국,한국,
1285,대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,2000.12.30,"174,000",0.0%,34,1,7,한국,한국,
1285,시간,2006.8.24,"170,000",0.0%,34,1,15,한국,한국,스폰지
1285,EX-Live 1-무비 콘서트 III,2008.9.4,"151,000",0.0%,34,1,1,기타,기타,
1285,SIFF2008_다큐멘터리 특별초청,2008.12.13,"170,000",0.0%,34,1,2,기타,기타,
1292,카고 200,,"158,000",0.0%,33,1,2,러시아,러시아,
1292,AISFF 프로그램3,2008.5.29,"165,000",0.0%,33,1,3,기타,기타,
1292,파노라마4_색다른 시선,2008.5.22,"164,000",0.0%,33,1,1,기타,기타,
1292,휴일없는 삶,,"219,000",0.0%,33,1,3,싱가포르,싱가포르,
1292,디워,2007.8.1,"150,000",0.0%,33,1,5,한국,한국,(주)쇼박스
1292,히든,2006.3.30,"221,000",0.0%,33,1,7,프랑스,프랑스,(주)스폰지이엔티
1292,비밀결사 매의 발톱단: 총통은 두 번 죽지 않는다,,"171,000",0.0%,33,1,5,일본,일본,
1292,양쯔강을 따라서,,"66,000",0.0%,33,1,2,캐나다,캐나다,
1292,EX-Now 경쟁 4,2008.9.4,"164,000",0.0%,33,1,2,기타,기타,
1292,비키 상영 묶음13,2008.8.17,"131,600",0.0%,33,1,2,기타,기타,
1292,"하루, 48시간",,"186,000",0.0%,33,9,17,프랑스,프랑스,
1303,초대받은 사람들,1981.10.24,"149,000",0.0%,32,1,9,한국,한국,
1303,출산+캬카라바아,2008.5.16,"198,000",0.0%,32,1,6,일본,일본,
1303,2008 인디애니페스트-애니메이션 수프2,,"117,000",0.0%,32,1,2,기타,기타,
1303,10월의 단편 상상극장 : 웃음의 영화관,,"189,600",0.0%,32,1,4,한국,한국,
1303,매미 소녀,,"160,000",0.0%,32,1,11,중국,중국,
1303,중앙대학교졸업작품전-섹션6,2008.12.12,"96,000",0.0%,32,1,2,한국,한국,
1303,SIFF2008-단편경쟁8,,"160,000",0.0%,32,1,2,한국,한국,
1303,SIFF2008_장편초청7,,"155,000",0.0%,32,1,2,한국,한국,
1303,하나와 앨리스,2004.11.17,"223,500",0.0%,32,1,4,일본,일본,"(주)팝엔터테인먼트,쇼이스트(주)"
1303,박사가 사랑한 수식,2006.11.9,"192,000",0.0%,32,1,2,일본,일본,(주)스폰지이엔티
1303,녹차의 맛,2006.11.23,"209,000",0.0%,32,1,7,일본,일본,(주)스폰지이엔티
1303,지금 사랑하는 사람과 살고 있습니까?,2007.8.15,"158,000",0.0%,32,1,7,한국,한국,(주)시네마서비스
1303,영국 채널 4 스페셜 1,2008.5.21,"273,000",0.0%,32,1,2,잉글랜드,잉글랜드,
1303,쉼터를 만나다(개막작),,"128,000",0.0%,32,1,1,한국,한국,
1303,인디포럼2008-포럼 기획2,2008.5.30,"160,000",0.0%,32,1,1,한국,한국,
1303,After 2000_방황하는 사람들,,"185,400",0.0%,32,1,4,한국,한국,
1319,중앙대학교졸업작품전-섹션1,,"93,000",0.0%,31,1,2,한국,한국,
1319,4월 독립애니메이션 정기상영회,,"154,000",0.0%,31,1,1,한국,한국,
1319,히어로즈,2008.6.5,"145,000",0.0%,31,1,2,프랑스,프랑스,
1319,해피 뉴 라이프,,"140,000",0.0%,31,1,2,헝가리,헝가리,
1319,아드만 키즈 스페셜,,"151,000",0.0%,31,1,2,잉글랜드,잉글랜드,
1324,풀메탈 빌리지,2008.8.28,"120,000",0.0%,30,1,2,독일,독일,
1324,독,2009.8.20,"146,000",0.0%,30,1,1,한국,한국,㈜인디스토리
1324,SIFF2008-단편경쟁5,,"150,000",0.0%,30,1,2,한국,한국,
1324,비바 토날: 댄스의 시대,,"162,000",0.0%,30,1,2,대만,대만,
1324,꿈꾸는 카메라,2006.4.21,"180,000",0.0%,30,1,2,미국,미국,(주)동숭아트센터
1324,AISFF 프로그램2,2008.5.29,"150,000",0.0%,30,1,3,기타,기타,
1324,SIFF2008_장편경쟁1,,"144,000",0.0%,30,1,2,한국,한국,
1331,내 마음의 풍금,1999.3.27,"174,000",0.0%,29,1,4,한국,한국,
1331,69 식스티 나인,2005.3.25,"175,000",0.0%,29,1,4,일본,일본,스폰지
1331,세브란스,2007.11.8,"116,000",0.0%,29,1,5,영국,영국,㈜미로비젼
1331,Tea Time with 인디애니박스,,"203,000",0.0%,29,1,1,한국,한국,
1331,애국자,2008.5.13,"150,000",0.0%,29,1,2,독일,독일,
1331,인디포럼2008-국내신작 3,2008.5.30,"145,000",0.0%,29,1,2,한국,한국,
1331,베스트 폴란드 애니메이션,,"141,000",0.0%,29,1,2,폴란드,폴란드,
1338,아웃 오브 플레이스,,"140,000",0.0%,28,1,3,일본,일본,
1338,9.11-8.15 일본심중,,"140,000",0.0%,28,1,3,일본,일본,
1338,2008 인디애니페스트-비경쟁,,"112,000",0.0%,28,1,2,한국,한국,
1338,나는 아무것도 두렵지 않아,,"122,000",0.0%,28,1,2,칠레,"칠레,스페인,베네수엘라",
1338,달빛 속삭임,2006.4.20,"139,000",0.0%,28,1,3,일본,일본,㈜인디스토리
1338,에로틱 번뇌 보이,2008.3.7,"119,000",0.0%,28,1,2,한국,한국,
1338,남성의 증명,2008.4.24,"106,000",0.0%,28,1,7,한국,한국,
1338,백수와 고용,,"111,000",0.0%,28,1,2,한국,한국,
1346,Indi-Visual 제이 로젠블라트 1,2008.9.4,"119,000",0.0%,27,1,1,미국,미국,
1346,상실의 파편+왜놈에게,2008.9.20,"129,000",0.0%,27,1,4,일본,일본,
1346,중앙대학교졸업작품전-섹션10,2008.12.12,"81,000",0.0%,27,1,1,한국,한국,
1346,SIFF2008_장편경쟁5,,"135,000",0.0%,27,1,2,한국,한국,
1346,해피엔드,1999.12.11,"162,000",0.0%,27,1,8,한국,한국,
1346,소년 코스믹,2008.7.22,"72,000",0.0%,27,1,3,브라질,브라질,
1346,별빛 속으로,2007.8.9,"189,000",0.0%,27,1,11,한국,한국,"(주)스폰지이엔티,스폰지"
1346,퍼니 하 하,,"157,000",0.0%,27,1,2,미국,미국,
1346,내친구 부치 리카+길 위에서,2008.6.4,"133,000",0.0%,27,1,2,미국,"미국,호주",
1346,왈츠,,"129,000",0.0%,27,1,2,이탈리아,이탈리아,
1346,세상의 중심에서 사랑을 외치다,2004.10.8,"127,000",0.0%,27,1,8,일본,일본,(주)동아수출공사
1357,그림자+하리마노,2008.9.20,"127,500",0.0%,26,1,3,일본,일본,
1357,다카다와타루 스타일로,,"129,000",0.0%,26,1,3,일본,일본,
1357,보다 깊이 2,,"130,000",0.0%,26,1,3,한국,한국,
1357,SIFF2008_국내 기획1,,"126,000",0.0%,26,1,2,한국,한국,
1357,화엄경,1993.6.26,"130,000",0.0%,26,1,2,한국,한국,
1357,파졸리니,,"123,000",0.0%,26,1,2,이탈리아,이탈리아,
1357,중앙대학교졸업작품전-섹션2,,"78,000",0.0%,26,1,2,한국,한국,
1357,섬이 되다,,"138,000",0.0%,26,1,4,한국,한국,
1357,알렉산더 클루게 특별전-서펀틴 갤러리 프로그램,2008.5.13,"138,000",0.0%,26,1,2,독일,독일,
1357,에코,,"126,000",0.0%,26,1,2,덴마크,덴마크,
1357,유랑,,"117,000",0.0%,26,1,2,러시아,러시아,
1357,여섯 개의 시선,2003.11.14,"136,000",0.0%,26,1,6,한국,한국,영화사청어람(주)
1369,Lab Program 1,2008.9.4,"125,000",0.0%,25,1,2,기타,기타,
1369,유러피언 애니_페스티벌 인 서울_오로라 스페셜 1,2008.9.5,"72,000",0.0%,25,1,4,영국,영국,
1369,인디포럼2008-일본 독립영화 특별전3,2008.5.30,"125,000",0.0%,25,1,2,일본,일본,
1369,디어 평양,2006.11.23,"75,000",0.0%,25,1,1,일본,일본,㈜씨네콰논코리아
1369,완벽한 도미요리,,"96,000",0.0%,25,1,5,한국,한국,
1369,보다 깊이 1,,"125,000",0.0%,25,1,3,한국,한국,
1375,Romance 단편4,,"117,000",0.0%,24,1,3,한국,한국,
1375,스콜피온,,"140,000",0.0%,24,10,19,프랑스,프랑스,
1375,EX-Now 경쟁 3,2008.9.4,"120,000",0.0%,24,1,2,기타,기타,
1375,EIDF-다큐멘터리 정신상 수상작,2008.9.11,"48,000",0.0%,24,1,2,기타,기타,
1375,배우 임지규를 만나다,,"120,000",0.0%,24,1,1,한국,한국,
1375,비카인드 리와인드,2009.1.8,"161,500",0.0%,24,1,4,미국,미국,(주)싸이더스
1375,다섯은 너무 많아,2005.11.25,"168,000",0.0%,24,1,2,한국,한국,"(사)한국독립영화협회,아트플러스시네마네트워크"
1375,작은 여자 큰 여자 그 사이에 낀 남자-에피소드2,,"114,000",0.0%,24,1,2,한국,한국,
1375,벡 : 전갈을 찾아라,,"96,000",0.0%,24,1,1,스웨덴,스웨덴,
1375,인디포럼2008-국내신작 4,2008.5.30,"120,000",0.0%,24,1,2,한국,한국,
1375,마추카,,"113,000",0.0%,24,1,1,칠레,"칠레,스페인,영국,프랑스",
1375,마지막 농사꾼,,"128,000",0.0%,24,1,2,대만,대만,
1375,금요단편극장-백 투1.9.9.8,,"113,000",0.0%,24,1,1,한국,한국,
1388,HD 컬렉션1,,"115,000",0.0%,23,1,1,한국,한국,
1388,사자굴,,"175,000",0.0%,23,1,3,아르헨티나,아르헨티나,
1388,"배, 산에 오르다",,"110,000",0.0%,23,1,3,일본,일본,
1388,SIFF2008_장편초청4,,"115,000",0.0%,23,1,2,한국,한국,
1388,금요단편극장-2008년 영화제가 사랑한 'Short Films',,"113,000",0.0%,23,1,2,한국,한국,
1388,달팽이+따뜻한 포옹,2008.5.30,"138,000",0.0%,23,1,3,일본,일본,
1388,SIFF2008_장편경쟁4,,"111,000",0.0%,23,1,2,한국,한국,
1388,보더랜드,,"137,000",0.0%,23,1,6,멕시코,"멕시코,미국",
1388,레이디 채털리,2007.7.11,"120,000",0.0%,23,1,1,프랑스,프랑스,(주)영화사 진진
1388,SIFF2008_장편경쟁10,,"115,000",0.0%,23,1,2,한국,한국,
1398,살기 위하여,2009.4.16,"107,000",0.0%,22,1,6,한국,한국,시네마달
1398,나의 화려한 인생,,"88,000",0.0%,22,1,1,호주,호주,
1398,인디포럼2008-국내신작 5,2008.5.30,"110,000",0.0%,22,1,2,한국,한국,
1398,위험한 소유,,"110,000",0.0%,22,1,2,미국,미국,
1398,흑야,2008.3.13,"119,000",0.0%,22,1,11,일본,"일본,태국,홍콩",(주)부귀영화
1398,스카우트,2007.11.14,"104,000",0.0%,22,1,1,한국,한국,씨제이엔터테인먼트
1398,괜찮아 울지마,2007.8.30,"139,000",0.0%,22,1,6,한국,한국,(주)유레카픽쳐스
1398,내 곁에 있어줘,2006.4.27,"131,000",0.0%,22,1,2,싱가포르,싱가포르,씨제이엔터테인먼트
1398,박치기!,2006.2.14,"66,000",0.0%,22,1,2,일본,일본,프리비젼엔터테인먼트
1398,SIFF2008_장편초청5,,"108,000",0.0%,22,1,2,한국,한국,
1398,SIFF2008_장편경쟁7,,"106,000",0.0%,22,1,2,한국,한국,
1398,중앙대학교졸업작품전-섹션4,2008.12.12,"66,000",0.0%,22,1,2,한국,한국,
1398,After 2000_신기한 로맨스,,"124,200",0.0%,22,1,2,한국,한국,
1398,프랑스 영화 2X50,,"150,000",0.0%,22,1,3,프랑스,프랑스,
1398,밤을 걸고,,"88,000",0.0%,22,1,1,일본,일본,
1413,Romance 단편5,,"105,000",0.0%,21,1,3,한국,한국,
1413,르로이,,"84,000",0.0%,21,1,2,독일,독일,
1413,나의 장례일기,,"104,000",0.0%,21,1,3,일본,일본,
1413,츠치모토 노리아키의 다큐멘터리와 삶,,"99,000",0.0%,21,1,4,일본,일본,
1413,2008 인디애니페스트-개막작 섹션,,"84,000",0.0%,21,1,1,한국,한국,
1413,작가를 만나다-이지상,2008.9.27,"91,000",0.0%,21,1,2,한국,한국,
1413,애니충격감독열전-정민영,,"113,000",0.0%,21,1,4,한국,한국,
1413,보다 깊이 3,,"105,000",0.0%,21,1,3,한국,한국,
1413,아름다운 청년 전태일,1995.11.18,"118,000",0.0%,21,1,2,한국,한국,
1413,천국의 아이들,2001.3.16,"133,000",0.0%,21,1,6,미국,미국,
1413,좋아해,2006.11.16,"126,000",0.0%,21,1,1,일본,일본,(주)스폰지이엔티
1413,초롤케의 딸,,"88,000",0.0%,21,1,3,한국,한국,㈜인디스토리
1413,4월 실험영화 정기상영회,2008.4.18,"105,000",0.0%,21,1,2,기타,기타,
1413,"라라 선샤인, 잘 있어요, 이젠",,"84,000",0.0%,21,1,1,한국,한국,
1413,블러프,,"116,000",0.0%,21,10,10,콜롬비아,콜롬비아,
1428,EX-Now 경쟁 2,2008.9.4,"100,000",0.0%,20,1,2,기타,기타,
1428,우리는 하나,,"46,000",0.0%,20,1,2,영국,영국,
1428,AA,,"185,000",0.0%,20,1,2,일본,일본,
1428,2008 인디애니페스트-경쟁4 학생,,"77,000",0.0%,20,1,2,한국,한국,
1428,아빠의 화장실,2009.6.25,"97,000",0.0%,20,1,2,우루과이,"우루과이,브라질,프랑스",(주)영화사 진진
1428,AISFF2008 개막작,,"140,000",0.0%,20,1,1,기타,기타,
1428,벌이 날다,1999.12.24,"123,000",0.0%,20,1,5,한국,한국,
1428,밝은 미래,2004.4.23,"129,000",0.0%,20,1,7,일본,일본,㈜미로비젼
1428,아무도 모른다,2005.4.1,"117,000",0.0%,20,1,5,일본,일본,(주)동숭아트센터
1428,영광의 날들,2007.8.30,"111,000",0.0%,20,1,4,프랑스,프랑스,프리비젼엔터테인먼트
1428,아메리칸 좀비,,"140,000",0.0%,20,1,1,한국,"한국,미국",
1428,정기상영회,2008.1.15,"100,000",0.0%,20,1,1,기타,기타,
1428,벚꽃편지+달팽이:나의 할머니,2008.5.15,"136,000",0.0%,20,1,3,일본,일본,
1428,시선 1318,2009.6.11,"80,000",0.0%,20,1,1,한국,한국,㈜영화사 백두대간
1428,단편영화 감독 특별전_원신연,,"110,600",0.0%,20,1,2,한국,한국,
1443,존 케이지 스페셜 3,2008.9.4,"90,000",0.0%,19,1,1,기타,기타,
1443,Lab Program 3,2008.9.4,"95,000",0.0%,19,1,1,기타,기타,
1443,EXiS2008 폐막식,,"93,000",0.0%,19,1,1,한국,한국,
1443,지상의 별처럼,2012.9.6,"64,000",0.0%,19,1,2,인도,인도,(주)엣나인필름
1443,Scream 단편2,,"90,500",0.0%,19,1,3,한국,한국,
1443,"10,000 BC + 어메이징 그레이스 + 댄 인 러브",2008.3.27,"200,000",0.0%,19,1,2,기타,기타,
1443,파노라마2_삶에 관한 이야기,2008.5.21,"92,000",0.0%,19,1,1,기타,기타,
1443,안달루시아,,"85,000",0.0%,19,1,2,프랑스,프랑스,
1443,1번가의 기적,2007.2.14,"88,000",0.0%,19,1,4,한국,한국,씨제이엔터테인먼트
1452,헬렌 힐 추모전 1,2008.9.4,"90,000",0.0%,18,1,1,캐나다,캐나다,
1452,서영주 단편영화 배우 3인방_서영주,,"108,000",0.0%,18,1,2,한국,한국,
1452,유러피언 애니_페스티벌 인 서울_오로라 스페셜 2,2008.9.5,"50,000",0.0%,18,1,4,영국,영국,
1452,SIFF2008_국내 기획2,,"86,000",0.0%,18,1,2,한국,한국,
1452,경쟁단편_학생1,,"85,000",0.0%,18,1,2,스페인,스페인,
1452,Scream 단편3,,"77,500",0.0%,18,1,3,한국,한국,
1452,강을 건너는 사람들,2007.11.30,"123,000",0.0%,18,1,7,한국,한국,(주)영화사 진진
1452,4월 금요단편극장-꽃보다 애니메이션,,"88,000",0.0%,18,1,1,한국,한국,
1452,거울 속의 투영,,"86,000",0.0%,18,1,1,러시아,러시아,
1452,장가,2008.7.22,"90,000",0.0%,18,1,5,중국,중국,
1452,순간 그리고 순간 : 디지털 삼인삼색2006,,"114,000",0.0%,18,1,6,한국,한국,
1463,After 2000_진실의 이면,,"116,400",0.0%,17,1,2,한국,한국,
1463,Scream 단편1,,"82,000",0.0%,17,1,3,한국,한국,
1463,애니충격 감독열전-희로애락 블루스-원종식,2008.9.26,"86,000",0.0%,17,1,4,한국,한국,
1463,야마시타x닝하오,2008.10.24,"85,000",0.0%,17,1,3,일본,"일본,중국",
1463,피도 눈물도 없이,2002.2.28,"102,000",0.0%,17,1,4,한국,한국,(주)시네마서비스
1463,미안해,2005.5.5,"88,000",0.0%,17,1,4,일본,일본,㈜인디스토리
1463,블랙북,2007.3.29,"72,000",0.0%,17,1,2,네덜란드,네덜란드,(주)프라임엔터테인먼트
1463,달은 어디에 떠 있는가,2007.5.3,"51,000",0.0%,17,1,1,일본,일본,㈜씨네콰논코리아
1463,스트로베리 쇼트케이크,,"116,000",0.0%,17,1,5,일본,일본,
1463,원더풀타운,,"84,000",0.0%,17,1,3,태국,태국,
1463,다큐플러스 인 나다-사랑의 동화,2008.4.16,"81,000",0.0%,17,1,1,기타,기타,
1463,인디다큐페스티발2008-전장에서 나는,,"93,000",0.0%,17,1,5,한국,한국,
1463,슬로브핫의 딸들,,"68,000",0.0%,17,1,1,한국,한국,
1463,키란의 자유(Provoked : A True Story),,"68,000",0.0%,17,1,1,인도,인도,
1463,그녀의 방(폐막작),,"68,000",0.0%,17,1,1,,,
1463,라라 선샤인,2009.10.22,"81,000",0.0%,17,1,1,한국,한국,(주)푸른곰팡이필름
1463,색깔있는 그들의 애니메이션,,"100,000",0.0%,17,1,4,한국,한국,
1463,내가 정말 미소 짓고 있었을까,,"34,000",0.0%,17,1,2,이스라엘,이스라엘,
1481,존 케이지 스페셜 4,2008.9.4,"78,000",0.0%,16,1,2,기타,기타,
1481,워킹 맨,,"66,000",0.0%,16,1,2,프랑스,프랑스,
1481,After 2000_빛의 속도,,"92,400",0.0%,16,1,2,한국,한국,
1481,2008 인디애니페스트-경쟁5 학생,,"60,000",0.0%,16,1,2,한국,한국,
1481,미로스페이스 개관 2주년 영화제_한국영화,,"64,000",0.0%,16,1,5,한국,한국,
1481,목두기 비디오,2005.7.15,"79,000",0.0%,16,1,3,한국,한국,(주)동숭아트센터
1481,"라스트 라이프, 라스트 러브",2005.9.2,"106,000",0.0%,16,1,7,태국,"태국,일본",(주)영화랑
1481,빵과 우유,,"62,000",0.0%,16,1,6,한국,한국,
1481,다큐플러스 인 나다-어떤 나라,2008.2.27,"68,000",0.0%,16,1,1,영국,영국,
1481,힐링 히스토리-송환,,"75,000",0.0%,16,1,3,한국,한국,
1481,인터넷애니메이션,,"80,000",0.0%,16,1,1,기타,기타,
1481,영국 채널 4 스페셜 2,2008.5.24,"80,000",0.0%,16,1,1,잉글랜드,잉글랜드,
1481,어바웃 더 바디 / 악한의 슬픈 이야기 / 땀녀,,"64,000",0.0%,16,1,1,기타,기타,
1481,에그,,"71,000",0.0%,16,1,2,터키,터키,
1481,Indi-Visual 진 리오타,2008.9.4,"80,000",0.0%,16,1,1,미국,미국,
1496,EX-Choice 4 선택극,2008.9.4,"75,000",0.0%,15,1,1,기타,기타,
1496,단편영화 배우 3인방_유형근,,"86,000",0.0%,15,1,2,한국,한국,
1496,란포지옥,,"96,000",0.0%,15,1,5,일본,일본,
1496,더 퀸,2007.2.15,"81,000",0.0%,15,1,1,영국,영국,(주)씨지브이신도림
1496,언니,,"86,000",0.0%,15,1,2,한국,한국,
1496,도시락,2009.8.6,"77,000",0.0%,15,1,5,한국,한국,청년필름(주)
1496,지상의 밤,2008.4.17,"107,000",0.0%,15,1,1,일본,"일본,미국,독일,이탈리아,핀란드",
1496,삼국지:용의 부활+워터호스+천일의 스캔들,2008.4.18,"160,000",0.0%,15,1,1,기타,기타,
1496,인디포럼2008-일본 독립영화 특별전1,2008.5.30,"75,000",0.0%,15,1,2,일본,일본,
1496,그림자+따뜻한 포옹,2008.5.16,"103,000",0.0%,15,1,3,일본,일본,
1496,섬.알렉산더 소쿠로프,,"75,000",0.0%,15,1,1,러시아,러시아,
1496,핸드메이드 필름,,"72,000",0.0%,15,1,4,기타,기타,
1496,Fighter 단편1-여명준 단편전,,"68,000",0.0%,15,1,3,한국,한국,
1496,Fighter 단편2,,"72,500",0.0%,15,1,3,한국,한국,
1510,헐리우드 차이니즈,,"69,000",0.0%,14,1,2,미국,미국,
1510,실험영화 정기상영회-데이비드 개튼 특별전,2008.7.15,"70,000",0.0%,14,1,1,미국,미국,
1510,라다크의 아이스하키 소녀들,,"56,000",0.0%,14,1,2,스웨덴,스웨덴,
1510,반신반의,,"70,000",0.0%,14,1,3,일본,일본,
1510,아버지를 마지막으로 본 것은 언제입니까?,2010.5.27,"69,000",0.0%,14,1,1,아일랜드,아일랜드,프리비젼엔터테인먼트
1510,왕가위 스폐셜-중경삼림,2008.3.8,"83,000",0.0%,14,1,2,홍콩,홍콩,
1510,폴락,2001.11.9,"70,000",0.0%,14,1,2,미국,미국,
1510,마지막 수업,2003.4.21,"90,000",0.0%,14,1,2,프랑스,프랑스,(주)동숭아트센터
1510,8명의 여인들,2004.2.27,"65,000",0.0%,14,1,3,프랑스,프랑스,무비즈엔터테인먼트㈜
1510,데브라 윙거를 찾아서,2006.4.21,"98,000",0.0%,14,1,1,미국,미국,(주)동숭아트센터
1510,하나,2007.4.19,"66,000",0.0%,14,1,1,일본,일본,(주)영화사 진진
1510,화려한 휴가,2007.7.25,"70,000",0.0%,14,1,6,한국,한국,씨제이엔터테인먼트
1510,오다기리 죠의 도쿄타워,2007.10.25,"84,000",0.0%,14,1,1,일본,일본,스폰지
1510,데스 센텐스,2007.12.6,"70,000",0.0%,14,1,8,미국,미국,"영화사청어람(주),(주)엠엔에프씨"
1510,실험영화 정기상영회-이자벨라 프루스카:올덴호프 특별전,2008.2.12,"70,000",0.0%,14,1,1,기타,기타,
1510,우중산책,,"52,000",0.0%,14,1,4,한국,한국,
1510,"쉼터를 만나다, 팬케익 만들기",,"56,000",0.0%,14,1,1,기타,기타,
1510,인디포럼2008-일본 독립영화 특별전2,2008.5.30,"70,000",0.0%,14,1,2,일본,일본,
1510,리버스 샷: 감독들의 반란,,"66,000",0.0%,14,1,1,독일,독일,
1529,EX-Retro 에비게일 차일드 2,2008.9.4,"65,000",0.0%,13,1,1,미국,미국,
1529,단편영화 배우 3인방-이채은,,"73,000",0.0%,13,1,2,한국,한국,
1529,지구에서 사는 법,2009.9.24,"65,000",0.0%,13,1,1,한국,한국,㈜인디스토리
1529,멜로디의 미소,2008.10.29,"91,000",0.0%,13,1,1,프랑스,프랑스,프리비젼엔터테인먼트
1529,자토이치,2004.1.30,"56,000",0.0%,13,1,7,일본,일본,인터비스앤파트너스(주)
1529,최고의 적,,"55,000",0.0%,13,1,1,이탈리아,이탈리아,
1529,힐링 히스토리-숨결,2008.3.6,"62,000",0.0%,13,1,3,한국,한국,
1529,다큐플러스 인 나다-트린T민하 단편모음,2008.4.9,"62,000",0.0%,13,1,1,기타,기타,
1529,북 오브 레버레이션,,"52,000",0.0%,13,1,1,호주,호주,
1529,인디포럼2008-일본 독립영화 특별전6,,"65,000",0.0%,13,1,2,일본,일본,
1529,여자를 사랑한 트랜스젠더,,"65,000",0.0%,13,1,1,캐나다,캐나다,
1529,8월의 일요일들,2006.9.29,"65,000",0.0%,13,1,4,한국,한국,㈜인디스토리
1541,비키 상영 묶음2,2008.8.17,"48,000",0.0%,12,1,1,기타,기타,
1541,얀 사우덱,,"60,000",0.0%,12,1,1,체코,체코,
1541,크레이지 스톤,2008.9.25,"55,000",0.0%,12,1,3,중국,중국,
1541,로스트 맨,2009.8.6,"56,000",0.0%,12,1,1,프랑스,프랑스,(주)영화사 진진
1541,중앙대학교졸업작품전-섹션5,2008.12.12,"36,000",0.0%,12,1,2,한국,한국,
1541,서울아트시네마 애니충격 감독열전 12월-마시마 리이치로,,"62,000",0.0%,12,1,5,일본,일본,
1541,야스쿠니,2009.8.6,"60,000",0.0%,12,1,2,중국,"중국,한국,일본",실버스푼
1541,나의 즐거운 일기,2001.11.5,"83,000",0.0%,12,1,2,이탈리아,이탈리아,
1541,칠판,2003.11.14,"80,000",0.0%,12,1,5,이란,이란,㈜영화사 백두대간
