,movieCd,movieNm,star_score,star_user_count
587,20090303.0,트랜스포머: 패자의 역습,7.72,2603
588,20070061.0,트랜스포머,9.17,1210
589,20070209.0,화려한 휴가,8.45,1743
590,20070056.0,스파이더맨 3,10.0,10
591,20070057.0,캐리비안의 해적: 세상의 끝에서,9.76,2664
592,20070063.0,해리 포터와 불사조 기사단,9.22,1703
593,20070060.0,다이 하드 4 : 죽어도 산다,9.13,455
594,20070015.0,그놈 목소리,9.18,800
595,20090926.0,식객2 : 김치전쟁,8.6,271
596,20070435.0,식객,8.97,658
597,20147247.0,300: 제국의 부활,8.48,280
598,20070033.0,300,8.95,487
599,20070116.0,슈렉3,9.18,330
600,20070014.0,1번가의 기적,8.45,300
601,20070550.0,나는 전설이다,9.51,493
602,20070551.0,황금 나침반,8.98,310
603,20070434.0,바르게 살자,9.22,200
604,20070104.0,극락도 살인사건,8.81,266
605,20070466.0,세븐 데이즈,9.62,16
606,20090340.0,걸어도 걸어도,9.6,5
607,20070422.0,본 얼티메이텀,9.48,482
608,20070585.0,어거스트 러쉬,9.38,508
609,20070582.0,"색, 계",8.61,88
610,20060421.0,바람피기 좋은 날,7.22,140
611,20070637.0,색즉시공 시즌2,6.63,199
612,20070115.0,밀양,8.47,227
613,20070421.0,권순분여사 납치사건,8.16,276
614,20070020.0,복면달호,7.9,828
615,20070058.0,오션스 써틴,8.5,124
616,20070497.0,궁녀,0.0,0
617,20070205.0,검은 집,5.33,3
618,20070089.0,만남의 광장,7.79,145
619,20070380.0,즐거운 인생,8.33,6
620,20070128.0,황진이,5.33,6
621,20060417.0,최강로맨스,7.29,476
622,20070151.0,못말리는 결혼,8.22,159
623,20070084.0,이장과 군수,9.14,205
624,20140704.0,비밀은 없다,8.74,182
625,20070034.0,그 여자 작사 그 남자 작곡,9.53,105
626,20070367.0,지금 사랑하는 사람과 살고 있습니까?,7.15,136
627,20070264.0,라따뚜이,8.71,313
628,20070521.0,베오울프,8.01,136
629,20070083.0,향수 : 어느 살인자의 이야기,9.17,29
630,20070072.0,우아한 세계,9.09,239
631,20070021.0,김관장 대 김관장 대 김관장,7.18,255
632,20060345.0,에라곤,7.92,230
633,20070381.0,마이 파더,7.95,397
634,20070383.0,상사부일체,3.37,692
635,20090329.0,내 사랑 내 곁에,9.74,931
636,20070352.0,러시 아워 3,9.81,262
637,20060423.0,드림걸즈,9.08,101
638,20070379.0,두 얼굴의 여친,8.14,338
639,20070103.0,리핑 10개의 재앙,8.51,72
640,20070262.0,기담,7.69,187
641,20100286.0,귀 鬼,7.91,23
642,20060430.0,행복을 찾아서,9.34,149
643,20070294.0,디스터비아,8.95,120
644,20070250.0,해부학 교실,7.67,212
645,20101281.0,일루셔니스트,10.0,13
646,20119707.0,월드 인베이젼,8.7,377
647,20070424.0,인베이젼,8.38,85
648,20070640.0,용의주도 미스신,9.08,291
649,20070520.0,레지던트 이블 3 - 인류의 멸망,9.18,522
650,20070097.0,동갑내기 과외하기 레슨 2,6.69,354
651,20070113.0,더블타겟,10.0,5
652,20060425.0,사랑방 선수와 어머니,5.08,290
653,20159059.0,앨빈과 슈퍼밴드: 악동 어드벤처,9.57,286
654,20070562.0,앨빈과 슈퍼밴드,9.42,129
655,20113311.0,앨빈과 슈퍼밴드3,9.67,144
656,20090861.0,앨빈과 슈퍼밴드2,9.61,242
657,20070254.0,샴,0.0,0
658,20070586.0,마고리엄의 장난감 백화점,8.79,150
659,20060422.0,비밀의 숲 테라비시아,8.91,80
660,20070462.0,내니 다이어리,9.18,57
661,20147950.0,유아 넥스트,7.94,377
662,20060408.0,천년여우 여우비,8.85,436
663,20150020.0,사울의 아들,9.07,42
664,20060413.0,블러드 다이아몬드,8.47,77
665,20070107.0,내 생애 최악의 남자,5.66,151
666,20070071.0,넘버23,9.28,173
667,20070110.0,날아라 허동구,8.72,97
668,20070374.0,사랑의 레시피,8.67,30
669,20110312.0,미확인 동영상 : 절대클릭금지,8.52,565
670,20060397.0,클릭,9.5,28
671,20113890.0,고스트 라이더 : 복수의 화신,8.61,147
672,20070088.0,고스트 라이더,7.64,126
673,20060230.0,전설의 고향,7.02,200
674,20070610.0,싸움,7.62,378
675,20070545.0,열한번째 엄마,8.66,145
676,20060420.0,쏜다,8.03,110
677,20070635.0,헤어스프레이,10.0,2
678,20060409.0,미스 포터,9.4,73
679,20060375.0,샬롯의 거미줄,9.17,18
680,20070042.0,좋지 아니한가,8.87,137
681,20070504.0,스카우트,0.0,0
682,20071060.0,걸스카우트,8.15,39
683,20060391.0,묵공,8.59,295
684,20070117.0,서핑 업,9.29,41
685,20070096.0,눈부신 날에,8.86,132
686,20070317.0,1408,8.72,140
687,20070025.0,한니발 라이징,8.84,110
688,20070092.0,메신져 - 죽은자들의 경고,7.98,52
689,20151111.0,빌리와 용감한 녀석들: 치킨 히어로,9.55,143
690,20080379.0,포비든 킹덤: 전설의 마스터를 찾아서,9.47,254
691,20123483.0,문라이즈 킹덤 ,8.48,103
692,20070261.0,에반 올마이티,8.86,196
693,20070234.0,디센트,8.19,59
694,20100763.0,디센트: Part 2,6.7,84
695,20060282.0,브레이크 업 : 이별후애(愛),8.75,28
696,20070305.0,두 사람이다,9.04,141
697,20070064.0,"심슨가족, 더무비",9.54,490
698,20070456.0,비커밍 제인,9.31,68
699,20070642.0,아메리칸 갱스터,9.63,65
700,20070108.0,철없는 그녀의 아찔한 연애코치,8.0,23
701,20070454.0,원스,9.44,117
702,20080011.0,원스어폰어타임,8.02,146
703,20070013.0,아버지의 깃발,8.88,184
704,20060398.0,록키 발보아,9.47,268
705,20070124.0,닌자거북이 TMNT,9.1,68
706,20070029.0,블랙북,9.0,30
707,20080034.0,잠수종과 나비,9.9,10
708,20070474.0,더 버터플라이,8.05,20
709,20070348.0,죽어도 해피엔딩,7.59,92
710,20070643.0,헨젤과 그레텔,8.4,10
711,20070641.0,가면,10.0,2
712,20070555.0,골든 에이지,9.06,52
713,20070303.0,조디악,9.17,6
714,20122843.0,차이니즈 조디악,7.46,551
715,20070047.0,뷰티풀 선데이,8.57,72
716,20070257.0,므이,7.57,115
717,20153385.0,히트맨: 에이전트 47,8.47,259
718,20060403.0,언니가 간다,5.62,120
719,20070449.0,브레이브 원,0.0,0
720,20070543.0,로스트 라이온즈,9.48,48
721,20070208.0,택시 4,7.89,70
722,20070085.0,미스터 빈의 홀리데이,9.16,147
723,20070099.0,천년학,8.25,60
724,20070370.0,라파예트,9.48,66
725,20070499.0,마이클 클레이튼,8.35,23
726,20070102.0,빼꼼의 머그잔 여행,10.0,16
727,20070358.0,어머니는 죽지 않는다,7.54,28
728,20070391.0,미스터 브룩스,8.24,33
729,20070148.0,쉬즈 더 맨,8.49,59
730,20070465.0,블랙 달리아,9.58,81
731,20070037.0,페인티드 베일,9.5,20
732,20070091.0,마을금고 연쇄습격사건,7.81,43
733,20070173.0,눈물이 주룩주룩,8.62,116
734,20070268.0,파워레인저매직포스&트레저포스,6.25,69
735,20070522.0,라 비앙 로즈,9.0,24
736,20070055.0,로빈슨 가족,10.0,1
737,20070495.0,거침없이 쏴라! 슛뎀업 ,8.54,28
738,20070293.0,꽃미남 연쇄 테러 사건,4.75,3528
739,20070453.0,아드레날린24,7.27,66
740,20149248.0,선샤인 온 리스,8.55,220
741,20149397.0,할리데이,9.06,50
742,20070355.0,데쓰 프루프,8.48,52
743,20070049.0,굿셰퍼드,9.2,25
744,20070204.0,뜨거운녀석들,8.97,36
745,20070130.0,내일의 기억,8.85,20
746,20070100.0,상성: 상처받은 도시,8.94,32
747,20070636.0,데스 센텐스 ,9.29,28
748,20070393.0,브라보 마이 라이프,8.47,62
749,20070192.0,데스워터,6.64,104
750,20070353.0,"다만, 널 사랑하고 있어",9.29,219
751,20070008.0,스쿠프,8.76,42
752,20060418.0,"사랑해, 파리",9.36,50
753,20070216.0,시간을 달리는 소녀,8.89,75
754,20070420.0,척 앤 래리,9.33,24
755,20070035.0,훌라걸스,9.14,43
756,20070050.0,마하 2.6: 풀스피드,7.75,81
757,20070226.0,"뉴욕에서 온 남자, 파리에서 온 여자",6.22,9
758,20070068.0,타인의 삶,8.85,28
759,20060404.0,허니와 클로버,9.5,142
760,20070179.0,황색 눈물,9.69,123
761,20070044.0,리틀 러너,8.75,28
762,20070309.0,나누와 실라의 대모험,8.92,26
763,20070500.0,펀치레이디,6.87,63
764,20070054.0,우리 학교,8.01,146
765,20070040.0,태양의 노래,8.97,192
766,20070602.0,마녀배달부 키키,9.37,39
767,20060039.0,렌트,9.29,21
768,20070202.0,초속5센티미터,9.1,151
769,20070122.0,혐오스런 마츠코의 일생,7.85,66
770,20070661.0,기다리다 미쳐,8.48,170
771,20070463.0,스테이지 뷰티,9.25,4
772,20060263.0,씨노이블,9.45,47
773,20070541.0,첫눈,8.54,251
774,20070137.0,팩토리 걸 ,8.4,5
775,20070263.0,리버틴,9.08,52
776,20070215.0,포 미니츠,8.84,19
777,20070105.0,플루토에서 아침을,8.0,1
778,20060402.0,나루토-대흥분! 초승달 섬의 애니멀 소동,7.7,80
779,20070252.0,레이디 채털리,4.5,4
780,20070604.0,이브닝,9.17,12
781,20070354.0,펄스,7.52,27
782,20070373.0,브리치,8.79,19
783,20070566.0,마법에 걸린 사랑,9.5,119
784,20070175.0,마리 앙투아네트,9.31,32
785,20072152.0,"좋은 놈, 나쁜 놈, 이상한 놈 ",9.31,816
786,20080046.0,추격자,7.5,6
787,20151803.0,쿵푸팬더3,9.36,222
788,20080653.0,쿵푸 팬더,9.32,403
789,20110511.0,쿵푸팬더 2,9.46,621
790,20081169.0,맘마미아!,8.96,119
791,20081672.0,과속스캔들,8.91,741
792,20080736.0,강철중: 공공의 적 1-1,9.43,229
793,20121621.0,아이언맨 3,9.67,3270
794,20090933.0,아이언맨 2,9.23,722
795,20080396.0,아이언맨,9.09,281
796,20070675.0,인디아나 존스 4 : 크리스탈 해골의 왕국,9.66,369
797,20080996.0,미이라 3:황제의 무덤,8.67,395
798,20112703.0,다크 나이트 라이즈,9.57,1806
799,20081056.0,다크 나이트,9.69,185
800,20070382.0,우리 생애 최고의 순간,9.3,521
801,20081001.0,신기전,8.9,243
802,20149520.0,모스트 원티드 맨,9.0,38
803,20080873.0,핸콕,9.54,200
804,20143642.0,테이큰 3,8.9,422
805,20128447.0,테이큰 2,9.59,291
806,20080337.0,테이큰,9.08,14
807,20081611.0,미인도,7.23,134
808,20081366.0,이글 아이,9.26,145
809,20081484.0,007 퀀텀 오브 솔러스,9.4,77
810,20080968.0,눈에는 눈 이에는 이,8.84,157
811,20081395.0,아내가 결혼했다,7.98,128
812,20080764.0,님은 먼 곳에,9.1,196
813,20080047.0,점퍼,9.32,174
814,20081058.0,고死 : 피의 중간고사,8.69,798
815,20071064.0,무방비도시,10.0,4
816,20080914.0,적벽대전:거대한 전쟁의 시작,7.67,302
817,20071675.0,더 게임,10.0,5
818,20080479.0,나니아 연대기:캐스피언 왕자 ,9.6,289
819,20081057.0,월ㆍE,9.26,321
820,20081243.0,영화는 영화다,9.1,186
821,20081723.0,지구가 멈추는 날,8.86,326
822,20100361.0,이클립스,9.42,1601
823,20090828.0,뉴 문,9.45,1058
824,20081697.0,트와일라잇,9.53,377
825,20070563.0,꿀벌대소동,8.97,158
826,20080637.0,서양 골동 양과자점 앤티크,9.36,341
827,20080148.0,"10,000 BC",8.59,79
828,20081686.0,벼랑 위의 포뇨,9.51,376
829,20070548.0,6년째 연애중,8.96,178
830,20113653.0,잃어버린 세계를 찾아서 2: 신비의 섬,9.03,138
831,20081696.0,잃어버린 세계를 찾아서,9.44,161
832,20100285.0,섹스 앤 더 시티 2,8.86,74
833,20080709.0,섹스 앤 더 시티,9.02,40
834,20080291.0,삼국지:용의 부활,8.91,137
835,20080032.0,밴티지 포인트,9.0,55
836,20072151.0,바보,9.39,19
837,20110162.0,바보야,7.94,16
838,20081673.0,오스트레일리아,9.48,81
839,20072148.0,GP 506,9.35,226
840,20080663.0,크로싱,10.0,11
841,20080226.0,숙명,0.0,0
842,20080476.0,스피드 레이서,9.18,11
843,20072686.0,모던보이,9.6,121
844,20080890.0,순정만화,9.24,535
845,20080394.0,비스티 보이즈,9.32,123
846,20080009.0,스위니 토드 : 어느 잔혹한 이발사 이야기,9.76,322
847,20080946.0,님스 아일랜드,8.86,87
848,20080641.0,라스베가스에서만 생길 수 있는 일,9.4,20
849,20080230.0,천일의 스캔들,9.17,23
850,20080038.0,스파이더위크가의 비밀,9.23,123
851,20081244.0,울학교 이티,8.89,140
852,20081535.0,눈먼자들의 도시,9.54,125
853,20080393.0,호튼,8.68,38
854,20080741.0,고고 70,9.05,74
855,20081444.0,바디 오브 라이즈,9.87,46
856,20070660.0,뜨거운 것이 좋아,8.43,7
857,20162065.0,클로버필드 10번지,8.78,403
858,20070672.0,클로버필드,9.03,237
859,20081565.0,뱅크 잡,8.89,28
860,20071067.0,슈퍼맨이었던 사나이,8.7,281
861,20081391.0,미쓰 홍당무,8.22,70
862,20124746.0,언더월드 4: 어웨이크닝,9.14,93
863,20080254.0,어웨이크,8.7,30
864,20081716.0,쌍화점,9.13,381
865,20080750.0,달콤한 거짓말,7.99,77
866,20081132.0,아기와 나,9.78,23
867,20081002.0,멋진 하루,9.57,55
868,20080013.0,명장,8.5,104
869,20110501.0,삼국지: 명장 관우,8.21,347
870,20080829.0,해프닝,9.45,76
871,20080962.0,극장판 도라에몽:진구의 마계대모험 7인의 마법사,8.64,133
872,20071003.0,P.S. 아이 러브 유,9.93,28
873,20080965.0,CJ7:장강7호,9.12,150
874,20071014.0,엘라의 모험 : 해피엔딩의 위기,9.06,72
875,20081094.0,미드나잇 미트 트레인,8.58,40
876,20080743.0,1724 기방난동사건,7.6,63
877,20080659.0,88분,7.9,21
878,20080349.0,버킷 리스트:죽기전에 꼭 하고싶은것들,9.27,47
879,20080363.0,스트리트 킹,7.5,2
880,20080963.0,스페이스 침스:우주선을 찾아서,8.69,77
881,20080397.0,가루지기,0.0,0
882,20080014.0,마지막 선물,9.41,145
883,20080142.0,마이 뉴 파트너,10.0,1
884,20081623.0,맥스 페인,7.48,63
885,20081390.0,공작부인:세기의 스캔들,9.2,15
886,20080874.0,노크:낯선 자들의 방문,8.73,71
887,20081096.0,엑스파일:나는 믿고싶다,9.62,64
888,20080141.0,27번의 결혼리허설,8.96,23
889,20081334.0,바빌론 A.D.,8.18,40
890,20161286.0,아이스 에이지: 지구 대충돌,9.31,147
891,20080514.0,페넬로피,10.0,4
892,20080015.0,라듸오 데이즈,8.81,111
893,20080364.0,킬위드미,9.43,46
894,20071047.0,"대한이, 민국씨",7.89,70
895,20080065.0,어톤먼트,9.92,38
896,20081247.0,방콕 데인저러스,0.0,0
897,20080331.0,도레미파솔라시도,8.67,824
898,20080348.0,연의 황후,8.71,38
899,20081158.0,미러,8.52,44
900,20134073.0,디스커넥트,8.98,448
901,20081618.0,커넥트,7.85,54
902,20081212.0,20세기 소년,8.15,219
903,20080236.0,나의 특별한 사랑이야기,8.73,11
904,20080836.0,겟 스마트,9.62,37
905,20080258.0,댄 인 러브,9.42,31
906,20080024.0,오퍼나지 - 비밀의 계단,9.45,60
907,20081059.0,케로로 더 무비:케로로 VS 케로로 천공대결전,9.43,122
908,20080021.0,찰리윌슨의 전쟁,8.33,24
909,20081393.0,데스 레이스,9.11,38
910,20080145.0,마이 블루베리 나이츠,9.2,30
911,20081446.0,화피,8.72,36
912,20081738.0,니코,8.62,24
913,20122523.0,니코: 산타비행단의 모험,9.54,235
914,20081445.0,굿'바이,9.0,4
915,20081276.0,황시,9.23,31
916,20136860.0,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,8.22,106
917,20139821.0,슈퍼히어로,7.78,65
918,20080478.0,프라이스리스,9.64,11
919,20080472.0,명탐정 코난:베이커가의 망령,9.4,108
920,20080252.0,데스 디파잉:어느 마술사의 사랑,8.73,11
921,20080654.0,겟 썸,8.76,38
922,20080350.0,내가 숨쉬는 공기,8.38,47
923,20141114.0,쿼바디스,9.25,56
924,20110322.0,오늘,9.31,101
925,20088397.0,미스터 노바디,8.2,827
926,20080328.0,미운 오리 새끼의 모험,8.86,7
927,20080078.0,람보 4 : 라스트 블러드,8.61,114
928,20080055.0,워터호스,9.75,40
929,20081173.0,스타워즈 : 클론 전쟁,8.88,49
930,20080146.0,허밍,7.0,6
931,20081361.0,하우 투 루즈 프렌즈,9.85,13
932,20071066.0,말할 수 없는 비밀,9.25,1106
933,20081403.0,그 남자의 책 198쪽,9.71,65
934,20071065.0,써티 데이즈 오브 나이트,8.38,40
935,20080365.0,패솔로지,9.93,15
936,20080837.0,둠스데이:지구 최후의 날,8.43,105
937,20080887.0,비몽,7.5,5
938,20155563.0,어린왕자,9.54,230
939,20080008.0,어린 왕자,0.0,0
940,20081136.0,렛 미 인,9.71,39
941,20080878.0,알이씨(Rec),8.36,42
942,20080992.0,100 피트,8.31,26
943,20081263.0,외톨이,8.7,23
944,20081364.0,내 친구의 사생활,8.33,9
945,20080017.0,에반게리온 : 서(序),9.27,265
946,20081519.0,너를 잊지 않을 거야,9.57,97
947,20081363.0,더 클럽,7.22,9
948,20080105.0,집결호,7.61,69
949,20081213.0,미스 페티그루의 어느 특별한 하루,10.0,10
950,20080661.0,위 오운 더 나잇,8.56,9
951,20081170.0,썸머 솔스티스,8.07,15
952,20081331.0,동키호테,9.5,10
953,20080054.0,주노,7.18,45
954,20081700.0,트로픽 썬더 ,9.34,50
955,20080071.0,노인을 위한 나라는 없다,8.9,40
956,20080079.0,사랑보다 황금,7.71,7
957,20072673.0,흑심모녀,7.21,33
958,20081386.0,언더 더 쎄임 문,8.45,11
959,20050086.0,사과,6.5,2
960,20164521.0,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,9.78,222
961,20165201.0,언더 워터,8.6,62
962,20080088.0,쿵푸 덩크,8.62,61
963,20080516.0,서울이 보이냐,9.88,33
964,20080029.0,3:10 투 유마,9.53,36
965,20081168.0,스마트 피플,9.12,25
966,20081621.0,와인 미라클,8.2,5
967,20081092.0,누들,8.95,19
968,20080828.0,도화선,9.08,59
969,20081392.0,구구는 고양이다,9.96,27
970,20080329.0,식코,9.29,69
971,20080513.0,갓파 쿠와 여름방학을,9.38,89
972,20080289.0,비투스,8.64,12
973,20081552.0,피아노의 숲,9.49,79
974,20080656.0,날나리 종부전,7.06,89
975,20081620.0,"연공:안녕, 사랑하는 모든 것",8.94,84
976,20080848.0,돼지코 아기공룡 임피의 모험,8.62,16
977,20080225.0,브레이브 스토리,9.48,27
978,20070291.0,무림여대생,6.53,104
979,20080994.0,소림소녀,6.67,139
980,20081333.0,인 블룸,3.0,1
981,20080227.0,아임 낫 데어,9.9,63
982,20080728.0,남주기 아까운 그녀,8.67,3
983,20070686.0,MR. 후아유,9.0,4
984,20080845.0,크로우즈 제로,9.04,114
985,20080080.0,연을 쫓는 아이,10.0,7
986,20080026.0,어크로스 더 유니버스,8.5,18
987,20080030.0,"화성아이, 지구아빠",9.21,28
988,20080877.0,플래닛 테러,8.23,26
989,20070203.0,방울토마토,9.64,42
990,20081453.0,이스턴 프라미스,9.38,13
991,20080223.0,내겐 너무 사랑스러운 그녀,9.62,8
992,20080875.0,카운터페이터,10.0,4
993,20080256.0,어웨이 프롬 허,9.0,2
994,20090412.0,명탐정 코난 : 칠흑의 추적자,9.89,1330
995,20147909.0,추적자,9.0,3
996,20126306.0,장고:분노의 추적자,8.23,456
997,20081129.0,텐텐,1.0,1
998,20081452.0,더 폴: 오디어스와 환상의 문,9.17,13
999,20080143.0,데어 윌 비 블러드,9.4,11
1000,20080253.0,그레이시 스토리,5.78,9
1001,20072687.0,경축! 우리사랑,4.83,6
1002,20080395.0,할람 포,8.89,9
1003,20081567.0,맨데이트: 신이 주신 임무,5.72,50
1004,20080517.0,페르세폴리스,8.33,6
1005,20080995.0,마을에 부는 산들바람,9.57,24
1006,20081518.0,마이 쎄시 걸,7.27,11
1007,20090074.0,해운대,7.72,1235
1008,20090307.0,국가대표,8.14,926
1009,20122222.0,더 헌트,8.77,192
1010,20090834.0,아바타,8.74,1447
1011,20148168.0,아바타 정글의 비밀,4.11,74
1012,20100796.0,아바타-스페셜 에디션,8.74,1447
1013,20090238.0,터미네이터 : 미래전쟁의 시작,8.91,781
1014,20090297.0,거북이 달린다,9.01,128
1015,20130821.0,투 마더스,8.11,393
1016,20090379.0,해리 포터와 혼혈 왕자,9.58,2201
1017,20081727.0,워낭소리,9.29,361
1018,20090015.0,적벽대전 2 : 최후의 결전,9.05,284
1019,20090427.0,지.아이.조 : 전쟁의 서막,8.83,246
1020,20090605.0,굿모닝 프레지던트,8.83,224
1021,20090077.0,전우치,8.86,985
1022,20153801.0,"안녕, 전우치! 도술로봇대결전",9.02,231
1023,20081003.0,박쥐,9.0,22
1024,20090282.0,박물관이 살아있다 2,9.56,308
1025,20090484.0,애자,9.26,186
1026,20090156.0,그림자 살인,6.0,421
1027,20071013.0,작전명 발키리,9.27,194
1028,20090024.0,벤자민 버튼의 시간은 거꾸로 간다,9.21,282
1029,20090308.0,불꽃처럼 나비처럼,8.35,276
1030,20090014.0,유감스러운 도시,6.52,259
1031,20150566.0,극장판 꼬마버스 타요의 에이스 구출작전,9.7,292
1032,20163201.0,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,9.75,8
1033,20090023.0,작전,9.2,153
1034,20090678.0,닌자 어쌔신,9.06,1279
1035,20090590.0,청담보살,8.91,182
1036,20090222.0,엑스맨 탄생: 울버린,9.07,203
1037,20090225.0,인사동 스캔들,9.01,137
1038,20112621.0,셜록홈즈 : 그림자 게임,9.24,279
1039,20090856.0,셜록 홈즈,8.85,278
1040,20090161.0,슬럼독 밀리어네어,9.62,64
1041,20090235.0,스타 트렉: 더 비기닝,9.05,124
1042,20090206.0,노잉,8.99,172
1043,20162299.0,시크릿 인 데어 아이즈,7.4,89
1044,20149270.0,테레즈 라캥,9.29,28
1045,20090305.0,백야행,8.72,212
1046,20081809.0,트랜스포터-라스트 미션,9.35,162
1047,20090012.0,그는 당신에게 반하지 않았다,8.62,71
1048,20090408.0,아이스 에이지 3: 공룡시대,9.59,123
1049,20090579.0,디스트릭트 9,8.87,341
1050,20090826.0,모범시민,9.39,124
1051,20090554.0,써로게이트,9.14,50
1052,20090664.0,시간 여행자의 아내,9.55,238
1053,20090237.0,김씨표류기,8.89,258
1054,20090157.0,푸시,8.69,101
1055,20090085.0,슬픔보다 더 슬픈 이야기,7.76,180
1056,20090176.0,분노의 질주: 더 오리지널,9.65,115
1057,20090195.0,몬스터 vs 에이리언,9.03,75
1058,20090327.0,여고괴담 5,7.77,224
1059,20090562.0,정승필 실종사건,8.7,74
1060,20155761.0,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,9.49,287
1061,20090042.0,핸드폰,0.0,0
1062,20090815.0,홍길동의 후예,8.4,168
1063,20090043.0,왓치맨,9.43,120
1064,20090019.0,잉크하트 : 어둠의 부활,9.29,116
1065,20090510.0,이태원 살인사건,8.82,129
1066,20090018.0,체인질링,8.95,44
1067,20090455.0,오펀: 천사의 비밀,9.19,70
1068,20090426.0,퍼블릭 에너미,9.66,117
1069,20090065.0,더 리더: 책 읽어주는 남자,8.88,25
1070,20090319.0,오감도,7.32,160
1071,20090044.0,작은 영웅 데스페로,9.38,94
1072,20090389.0,10억,8.81,277
1073,20090082.0,드래곤볼 에볼루션,5.06,793
1074,20090089.0,파르나서스 박사의 상상극장,9.73,441
1075,20090025.0,문프린세스 : 문에이커의 비밀,8.91,129
1076,20090287.0,펠햄 123,9.1,39
1077,20090578.0,바스터즈: 거친 녀석들,8.98,97
1078,20090517.0,처음 본 그녀에게 프로포즈하기,10.0,1
1079,20100128.0,프로포즈 데이,9.52,21
1080,20090449.0,프로포즈,9.38,16
1081,20090092.0,라스트프로포즈,9.42,50
1082,20090513.0,어글리 트루스,9.65,26
1083,20090090.0,쇼퍼홀릭,9.45,33
1084,20090555.0,게이머,9.5,70
1085,20090345.0,주온-원혼의 부활,8.71,108
1086,20090557.0,호우시절,9.21,58
1087,20090288.0,드래그 미 투 헬,9.07,77
1088,20090304.0,요가학원,7.71,150
1089,20090434.0,불신지옥,8.2,120
1090,20090087.0,뉴욕은 언제나 사랑 중,9.75,115
1091,20090063.0,인터내셔널,9.0,16
1092,20090026.0,세븐 파운즈,8.19,48
1093,20081790.0,디파이언스,7.8,21
1094,20090403.0,극장판 도라에몽: 진구의 공룡대탐험,9.34,71
1095,20090284.0,코렐라인: 비밀의 문,9.25,85
1096,20090193.0,우리 집에 왜 왔니,9.81,624
1097,20090580.0,나는 비와 함께 간다,9.58,155
1098,20090027.0,말리와 나,9.38,37
1099,20090091.0,13일의 금요일,9.32,98
1100,20090462.0,코코 샤넬,9.87,38
1101,20111926.0,샤넬과 스트라빈스키,4.0,2
1102,20090017.0,베드타임 스토리,8.92,25
1103,20090174.0,카오스,8.76,38
1104,20090860.0,포켓 몬스터 DP: 아르세우스 초극의 시공으로,9.57,219
1105,20090613.0,팬도럼,8.84,31
1106,20145182.0,4등,9.53,124
1107,20141224.0,경성학교: 사라진 소녀들,8.78,228
1108,20090214.0,스테이트 오브 플레이,8.92,13
1109,20090570.0,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,9.5,170
1110,20090146.0,펜트하우스 코끼리,7.6,55
1111,20090022.0,키친,8.79,154
1112,20090064.0,그랜 토리노,9.11,58
1113,20090445.0,썸머 워즈,9.64,286
1114,20090343.0,링스 어드벤처,9.22,55
1115,20090667.0,파주,8.69,70
1116,20090061.0,블러디 발렌타인,8.76,75
1117,20090604.0,마이클 잭슨의 디스 이즈 잇,9.7,210
1118,20090035.0,똥파리,8.67,98
1119,20090682.0,솔로이스트,8.56,57
1120,20090227.0,리틀 비버,9.28,71
1121,20090454.0,소피의 연애 매뉴얼,9.23,115
1122,20090469.0,마이 시스터즈 키퍼,9.72,32
1123,20090556.0,나는 갈매기,9.06,278
1124,20090511.0,하이 레인,8.63,27
1125,20161781.0,엽문3: 최후의 대결,9.48,127
1126,20100311.0,엽문2,9.58,279
1127,20090088.0,신부들의 전쟁,9.62,8
1128,20090875.0,걸프렌즈,7.27,56
1129,20090029.0,알파독,7.74,23
1130,20090501.0,9:나인,9.39,135
1131,20090188.0,소명,8.87,15
1132,20136742.0,소명 하늘의 별,8.68,22
1133,20100158.0,소명 2-모겐족의 월드컵,9.57,21
1134,20119990.0,소명 3 : 히말라야의 슈바이처,10.0,18
1135,20090801.0,천국의 우편배달부,9.68,647
1136,20090529.0,S러버,7.95,19
1137,20090192.0,용의자 X의 헌신,9.67,207
1138,20090485.0,왼편 마지막 집,7.07,28
1139,20090599.0,뉴욕 아이 러브 유,9.61,56
1140,20090460.0,라르고 윈치,7.58,53
1141,20090190.0,미쓰 루시힐,8.62,8
1142,20090411.0,메디엄,8.88,17
1143,20090428.0,나의 로맨틱 가이드,6.89,9
1144,20090333.0,블룸 형제 사기단,8.62,21
1145,20090453.0,드림업,9.45,58
1146,20090330.0,4교시 추리영역,8.77,221
1147,20090203.0,내 남자의 아내도 좋아,6.59,41
1148,20090811.0,에반게리온: 파,9.34,200
1149,20090068.0,더 레슬러,9.74,34
1150,20090028.0,레볼루셔너리 로드,9.59,55
1151,20090086.0,킬러들의 도시,7.45,20
1152,20090724.0,내 눈에 콩깍지,8.76,75
1153,20081729.0,킬 미,8.85,47
1154,20090205.0,더블 스파이,6.33,3
1155,20090191.0,안나와 알렉스 : 두자매 이야기,6.75,32
1156,20140456.0,에코,8.68,63
1157,20132601.0,에코 플래닛 3D : 지구 구출 특급 대작전,9.23,22
1158,20090219.0,제독의 연인,6.7,10
1159,20090103.0,부그와 엘리엇 2,8.88,8
