,movieCd,movieNm,showTm,watchGradeNm,actor_1,actor_2,actor_3,companyNm
0,20070316,디워,90,12세이상관람가,브룩스 아만다,베어 제이슨,,㈜영구아트
1,20122021,트랜스포머: 사라진 시대,165,12세이상관람가,마크 월버그,니콜라 펠츠,잭 레이너,씨제이이앤엠(주)
2,20110659,트랜스포머 3,152,12세이상관람가,조쉬 더하멜,존 말코비치,로지 헌팅턴-휘틀리,씨제이이앤엠(주)
3,20090303,트랜스포머: 패자의 역습,149,12세이상관람가,샤이아 라보프,메간 폭스,,드림웍스 SKG
4,20070061,트랜스포머,135,12세이상관람가,샤이아 라보프,메간 폭스,,드림웍스픽쳐스
5,20070209,화려한 휴가,125,12세이상관람가,김상경,안성기,이요원,기획시대(주)
6,20070056,스파이더맨 3,139,12세이상관람가,토비 맥과이어,커스틴 던스트,,콜럼비아 픽쳐스 코포레이션
7,20070057,캐리비안의 해적: 세상의 끝에서,168,12세이상관람가,조니 뎁,올랜도 블룸,,제리 브룩하이머 필름
8,20070063,해리 포터와 불사조 기사단,137,전체관람가,다니엘 래드클리프,루퍼트 그린트,,워너 브러더스 픽쳐스
9,20070060,다이 하드 4 : 죽어도 산다,128,12세이상관람가,브루스 윌리스,매기 큐,,샤이엔 엔터프라이지즈
10,20070015,그놈 목소리,122,12세이상관람가,설경구,김남주,김영철,영화사 집
11,20090926,식객2 : 김치전쟁,119,전체관람가,김정은,진구,왕지혜,㈜이룸영화사
12,20070435,식객,114,12세이상관람가,김강우,이하나,이민호,쇼이스트(주)
13,20147247,300: 제국의 부활,102,청소년관람불가,레나 헤디,에바 그린,설리반 스탭플턴,워너브러더스 코리아(주)
14,20080560,엄마 찾아 삼만리,90,청소년관람불가,,,,(주)선우프로덕션
15,19940299,맥스 3000,87,고등학생이상관람가,랜스 헨릭슨,앨리 쉬디,,(주)미도영화사
16,20070033,300,116,청소년관람불가,제라드 버틀러,레나 헤디,,워너 브러더스 픽쳐스
17,20060387,미녀는 괴로워,120,12세이상관람가,김아중,주진모,김현숙,리얼라이즈픽쳐스(주)
18,20100321,섹시한 미녀는 괴로워,91,15세이상관람가,패리스 힐튼,조엘 무어,,퍼플 픽처스
19,20070116,슈렉3,92,전체관람가,카메론 디아즈,마이크 마이어스,,드림웍스 애니메이션
20,20070014,1번가의 기적,113,15세이상관람가,하지원,임창정,강예원,(주)두사부필름
21,20070550,나는 전설이다,97,12세이상관람가,윌 스미스,알리스 브라가,,워너 브러더스 픽쳐스
22,20143261,해적왕의 황금나침반,90,전체관람가,발레리아 아이젠바트,퀴린 에틀,유스투스 쉴린겐지펜,와이드 릴리즈(주)
23,20070551,황금 나침반,113,전체관람가,다니엘 크레이그,니콜 키드먼,,뉴라인 시네마
24,20070434,바르게 살자,102,15세이상관람가,정재영,손병호,주진모,필름있수다
25,20070104,극락도 살인사건,112,15세이상관람가,박해일,박솔미,송혁조,(주)두엔터테인먼트 
26,20070466,세븐 데이즈,125,청소년관람불가,김윤진,김미숙,박희순,(주)영화사윤앤준
27,20134561,세븐데이즈,108,청소년관람불가,클로드 르고트,레미 기라드,,(주)미디어데이
28,20166866,트럭걸의 사랑이야기,65,청소년관람불가,미나토 리쿠,,,(주)영진크리에이티브
29,20090340,걸어도 걸어도,114,전체관람가,나츠카와 유이,요우,하야기 료가,(주)영화사 진진
30,20162583,불륜관계,90,15세이상관람가,방조명,범문방,,(주)케이알씨지
31,20140281,"사랑해, 매기",107,15세이상관람가,유지니오 델베즈,,,와이드 릴리즈(주)
32,20070422,본 얼티메이텀,115,12세이상관람가,맷 데이먼,줄리아 스타일즈,,유니버셜 픽쳐스
33,20070585,어거스트 러쉬,113,전체관람가,프레디 하이모어,조나단 리스 메이어스,케리 러셀,사우스포우 엔터테인먼트
34,20060319,박물관이 살아있다!,108,전체관람가,벤 스틸러,로빈 윌리엄스,,이십세기폭스필름코퍼레이션
35,20070582,"색, 계",157,청소년관람불가,탕웨이,양조위,,씨제이엔터테인먼트
36,20060421,바람피기 좋은 날,103,청소년관람불가,윤진서,김혜수,김도연,(주)아이필름홀딩스
37,20070637,색즉시공 시즌2,112,청소년관람불가,임창정,송지효,최성국,(주)두사부필름
38,20070115,밀양,141,15세이상관람가,전도연,송강호,조영진,파인하우스필름㈜
39,20141110,밀양 아리랑,102,15세이상관람가,,,,오지필름
40,20070421,권순분여사 납치사건,120,15세이상관람가,김서현,강성진,유해진,(주)어나더썬데이
41,20070020,복면달호,108,12세이상관람가,차태현,임채무,이소연,(주)인앤인픽쳐스
42,20060407,마파도2,129,12세이상관람가,김수미,김영찬,이유진,코리아 엔터테인먼트
43,20070058,오션스 써틴,121,12세이상관람가,조지 클루니,브래드 피트,맷 데이먼,워너브러더스 코리아(주)
44,20070497,궁녀,118,청소년관람불가,박진희,윤세아,김남진,(주)영화사아침
45,20154452,궁녀-방탕한 왕과 음란한 궁녀들,85,청소년관람불가,요시자와 아키호,미히로,,(주)영진크리에이티브
46,19600084,낙화암과 삼천궁녀,,청소년관람불가,변기종,노능걸,,명신영화사
47,20070205,검은 집,103,청소년관람불가,김혜정,황정민,유선,씨제이엔터테인먼트
48,20060412,허브,114,12세이상관람가,강혜정,정경호,배종옥,케이엠컬쳐㈜
49,20070089,만남의 광장,107,12세이상관람가,임창정,박진희,김수미,(주)씨와이필름
50,20070380,즐거운 인생,112,전체관람가,김상호,김윤석,주진모,(주)영화사아침
51,20070549,내셔널 트레져:비밀의 책,124,12세이상관람가,니콜라스 케이지,존 보이트,다이앤 크루거,제리 브룩하이머 필름
52,20070128,황진이,141,15세이상관람가,송혜교,유지태,류승룡,(주)씨네이천
53,20060417,최강로맨스,109,15세이상관람가,정현,이동욱,현영,㈜더드림앤드픽쳐스
54,20070151,못말리는 결혼,116,15세이상관람가,김수미,김애경,유진,(주)컬처캡미디어
55,20070084,이장과 군수,113,12세이상관람가,차승원,유해진,김응수,(주)싸이더스
56,20140704,비밀은 없다,102,청소년관람불가,손예진,김주혁,,(주)영화사거미
57,20155748,행복까지 30일,91,전체관람가,아이시와리아 라제시,,,예지림엔터테인먼트
58,19990055,행복한 장의사,101,18세관람가,김수현,임창정,김지영,(주)우노필름
59,19890041,행복은 성적순이 아니잖아요,103,연소자관람가,이미연,김보성,최수훈,(주)우노필름
60,20090076,나는 행복합니다,113,15세이상관람가,현빈,이보영,조선영,블루스톰(주)
61,20070034,그 여자 작사 그 남자 작곡,103,12세이상관람가,휴 그랜트,드류 베리모어,,캐슬 락 엔터테인먼트
62,20070367,지금 사랑하는 사람과 살고 있습니까?,117,청소년관람불가,박용우,한채영,이동건,(주)씨네이천
63,20070264,라따뚜이,115,전체관람가,패튼 오스왈트,루 로마노,피터 손,픽사 애니메이션 스튜디오
64,19990190,전사 베오울프,92,15세 미만인 자는 관람할 수 없는 등급 ,크리스토퍼 램버트,로나 미트라,올리버 코튼,쿠쉬너-록케 컴퍼니
65,20070521,베오울프,113,15세이상관람가,레이 윈스톤,안젤리나 졸리,,이미지무버
66,20070083,향수 : 어느 살인자의 이야기,146,15세이상관람가,벤 위쇼,더스틴 호프만,,(주)누리픽쳐스
67,20070072,우아한 세계,120,15세이상관람가,송강호,박지영,오달수,(주)루씨필름
68,20070021,김관장 대 김관장 대 김관장,103,15세이상관람가,권오중,최성국,조원희,(주)태원엔터테인먼트
69,20060345,에라곤,103,12세이상관람가,에드워드 스펠리어스,시에나 길로리,에드 스피리어스,이십세기폭스필름코퍼레이션
70,20070381,마이 파더,105,15세이상관람가,김영철,다니엘 헤니,안석환,시네라인투(주)
71,20060357,조폭마누라3,115,15세이상관람가,최령,이범수,서기,(주)쇼박스
72,20070383,상사부일체,110,15세이상관람가,손창민,박상면,김성민,(주)두손시네마
73,20070306,스타더스트,128,12세이상관람가,클레어 데인즈,찰리 콕스,,파라마운트 픽쳐스
74,20090329,내 사랑 내 곁에,121,12세이상관람가,하지원,김명민,남능미,영화사 집
75,20030435,내사랑 싸가지,95,12세관람가,김재원,진태현,하지원,제이웰엔터테인먼트(주)
76,19850017,내사랑 짱구,95,국민학생관람불가,김희애,이희성,이성규,화풍흥업
77,19590001,히로시마 내사랑,87,18세관람가,엠마누엘 리바,오카다 에이지,,화풍흥업
78,20070352,러시 아워 3,90,15세이상관람가,성룡,크리스 터커,,뉴라인 시네마
79,20135769,극장판 슈타인즈 게이트: 부하영역의 데자뷰,90,12세이상관람가,미야노 마모루,하나자와 카나,세키 토모카즈,에이원엔터테인먼트
80,20060390,데자뷰,126,12세이상관람가,덴젤 워싱턴,발 킬머,,한국소니픽쳐스릴리징브에나비스타영화㈜
81,20060423,드림걸즈,129,15세이상관람가,비욘세 놀즈,제이미 폭스,,드림웍스 SKG
82,20070379,두 얼굴의 여친,117,15세이상관람가,봉태규,정려원,진태현,㈜화인웍스
83,20070103,리핑 10개의 재앙,99,15세이상관람가,힐러리 스웽크,안나소피아 롭,,워너 브러더스 픽쳐스
84,20070262,기담,98,15세이상관람가,김보경,김응수,이동규,영화사 도로시(주)
85,19830107,귀문기담,70,연소자관람불가,김유행,이은숙,윤도리,세경진흥(주)
86,20100286,귀 鬼,109,15세이상관람가,한예리,배수빈,정인영,청년필름(주)
87,20161407,리턴 투 센더,95,15세이상관람가,로자먼드 파이크,실로 페르난데즈,닉 놀테,(주)디스테이션
88,20060430,행복을 찾아서,117,전체관람가,윌 스미스,탠디 뉴튼,,콜럼비아 픽쳐스 필름 프로덕션
89,20070059,판타스틱 4: 실버 서퍼의 위협,93,12세이상관람가,제시카 알바,이안 그루퍼드,,이십세기폭스필름코퍼레이션
90,20070294,디스터비아,104,12세이상관람가,샤이아 라보프,사라 로머,,드림웍스 SKG
91,20070250,해부학 교실,110,15세이상관람가,한지민,홍희자,오태경,영화사청어람(주)
92,20101281,일루셔니스트,80,전체관람가,에디스 란킨,장-클로드 돈다,,(주)에스와이코마드
93,20060405,데스노트 : 라스트 네임,139,12세이상관람가,후지와라 다쓰야,마츠야마 켄이치,,롯데쇼핑㈜롯데엔터테인먼트
94,20140082,인베이젼 스펙터,78,청소년관람불가,조던 그레이엄,조 패트론,,(주)도키엔터테인먼트
95,20149847,에일리언 인베이젼,85,15세이상관람가,노엘 클락,안토니아 캠벨-휴즈,로라 하드독,(주)포커스엔터테인먼트
96,20119707,월드 인베이젼,116,12세이상관람가,아론 에크하트,미쉘 로드리게즈,브리짓 모나핸,한국소니픽쳐스릴리징브에나비스타영화㈜
97,20070424,인베이젼,93,15세이상관람가,니콜 키드먼,다니엘 크레이그,,빌리지 로드쇼 픽쳐스
98,20070640,용의주도 미스신,108,15세이상관람가,한예슬,이종혁,권오중,(주)로드픽쳐스
99,20070520,레지던트 이블 3 - 인류의 멸망,94,청소년관람불가,밀라 요보비치,오데드 페르,,㈜스튜디오이쩜영
100,20070097,동갑내기 과외하기 레슨 2,125,12세이상관람가,이청아,박기웅,신선주,(주)프라임엔터테인먼트
101,19890164,더블타켓,101,고등학생이상관람가,,,,(주)프라임엔터테인먼트
102,20070113,더블타겟,125,청소년관람불가,대니 글로버,마크 월버그,,파라마운트 픽쳐스
103,20060425,사랑방 선수와 어머니,107,12세이상관람가,정준호,김원희,고은아,(주)태원엔터테인먼트
104,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,92,전체관람가,저스틴 롱,제이슨 리,매튜 그레이 거블러,이십세기폭스코리아(주)
105,20070562,앨빈과 슈퍼밴드,91,전체관람가,저스틴 롱,제시 맥카트니,제이슨 리,이십세기폭스필름코퍼레이션
106,20113311,앨빈과 슈퍼밴드3,,전체관람가,저스틴 롱,제이슨 리,매튜 그레이 거블러,이십세기폭스코리아(주)
107,20090861,앨빈과 슈퍼밴드2,88,전체관람가,저스틴 롱,매튜 그레이 거블러,제이슨 리,이십세기폭스코리아(주)
108,20070254,샴,93,15세이상관람가,위타야 와수크리파산,마샤 왓타나파니크,,롯데쇼핑㈜롯데엔터테인먼트
109,20070586,마고리엄의 장난감 백화점,93,전체관람가,나탈리 포트만,더스틴 호프만,,㈜스튜디오이쩜영
110,20060422,비밀의 숲 테라비시아,94,전체관람가,조쉬 허처슨,안나소피아 롭,,롯데쇼핑㈜롯데엔터테인먼트
111,20070462,내니 다이어리,104,12세이상관람가,스칼렛 요한슨,로라 린니,,(주)프라임엔터테인먼트
112,20158542,넥스트 제네레이션 패트레이버 6,92,12세이상관람가,,,,(주)도키엔터테인먼트
113,20158541,넥스트 제네레이션 패트레이버 5,92,12세이상관람가,,,,(주)도키엔터테인먼트
114,20051193,미친 섹스,76,청소년관람불가,크리스토퍼 조너,세실리 A. 모슬리,,(주)캔들미디어
115,20144003,넥스트 투모로우 2,88,12세이상관람가,제프 파헤이,,,스크린조이
116,20143590,넥스트 제네레이션 패트레이버4,92,12세이상관람가,,,,(주)도키엔터테인먼트
117,20140148,넥스트 제네레이션 패트레이버 3,94,15세이상관람가,마노 에리나,카케이 토시오,후쿠시 세이지,(주)도키엔터테인먼트
118,20147950,유아 넥스트,94,청소년관람불가,샤니 빈슨,AJ 보웬,조 스완버그,㈜영화사 백두대간
119,20060408,천년여우 여우비,85,전체관람가,손예진,공형진,류덕환,선우애니메이션
120,20164061,남편 아들의 끝없는 욕망,64,청소년관람불가,,,,(주)영진크리에이티브
121,20070111,아들,103,전체관람가,차승원,류덕환,김지영,필름있수다
122,20150020,사울의 아들,107,청소년관람불가,게자 뢰리히,,,그린나래미디어(주)
123,19490025,애국자의 아들,,청소년관람불가,유계선,,,그린나래미디어(주)
124,19910095,장군의 아들 2,103,고등학생이상관람가,박상민,이일재,신현준,태흥영화(주)
125,19920038,장군의 아들 3,110,고등학생이상관람가,박상민,이일재,오연수,태흥영화(주)
126,19900042,장군의 아들,108,고등학생이상관람가,김형일,이일재,방은희,태흥영화(주)
127,20060413,블러드 다이아몬드,142,청소년관람불가,레오나르도 디카프리오,제니퍼 코넬리,자이몬 훈수,워너브러더스 코리아(주)
128,20070107,내 생애 최악의 남자,109,15세이상관람가,탁재훈,김선아,염정아,(주)씨케이픽쳐스
129,20070071,넘버23,98,15세이상관람가,짐 캐리,버지니아 매드슨,,뉴라인 시네마
130,20070110,날아라 허동구,98,전체관람가,권오중,최우혁,정진영,(주)타이거픽쳐스
131,20070374,사랑의 레시피,104,전체관람가,캐서린 제타-존스,아론 에크하트,,캐슬 락 엔터테인먼트
132,20130254,우리동네 포르노스타,97,청소년관람불가,메디 사둔,프랑크 가스탐비드,지브 포크티에,(주)소나무픽쳐스
133,20072520,우리 동네,120,청소년관람불가,류덕환,김호연,오만석,(주)오브젝트필름
134,20110312,미확인 동영상 : 절대클릭금지,93,15세이상관람가,박보영,주원,강별,(주)에이디사공육
135,20060397,클릭,107,12세이상관람가,아담 샌들러,케이트 베킨세일,,한국소니픽쳐스릴리징브에나비스타영화㈜
136,20113890,고스트 라이더 : 복수의 화신,95,15세이상관람가,니콜라스 케이지,이드리스 엘바,,롯데쇼핑㈜롯데엔터테인먼트
137,20070088,고스트 라이더,110,15세이상관람가,니콜라스 케이지,에바 멘데스,,콜럼비아 픽쳐스 코포레이션
138,20060230,전설의 고향,92,12세이상관람가,박신혜,양금석,재희,윈텍필름(주)
139,20070610,싸움,102,15세이상관람가,설경구,김태희,김도연,(주)시네마서비스
140,20070545,열한번째 엄마,106,12세이상관람가,김혜수,김영찬,류승룡,(주)씨스타픽쳐스
141,20060420,쏜다,115,15세이상관람가,감우성,김수로,이진영,시오필름(주)
142,20070635,헤어스프레이,115,12세이상관람가,니키 블론스키,존 트라볼타,잭 애프론,뉴라인 시네마
143,20060409,미스 포터,92,전체관람가,르네 젤위거,이완 맥그리거,,롯데쇼핑㈜롯데엔터테인먼트
144,20060375,샬롯의 거미줄,113,전체관람가,줄리아 로버츠,다코타 패닝,,파라마운트 픽쳐스
145,20070042,좋지 아니한가,117,15세이상관람가,천호진,문희경,김혜수,(주)무사이필름
146,20060383,부그와 엘리엇(애니),86,전체관람가,마틴 로렌스,애쉬튼 커처,,한국소니픽쳐스릴리징브에나비스타영화㈜
147,20070023,어깨 너머의 연인,100,청소년관람불가,이미연,이태란,김준성,어뮤즈
148,20070504,스카우트,99,12세이상관람가,임창정,엄지원,박철민,㈜두루미필름
149,20071060,걸스카우트,99,15세이상관람가,나문희,김선아,고준희,(주)보경사
150,20060183,스카우트맨,113,18세관람가,마츠모토 미쿠,나카이즈미 히데오,,아르고픽쳐스
151,19970109,레인저 스카우트,90,연소자관람가,다니엘 스턴,,,이십세기폭스필름코퍼레이션
152,20060391,묵공,132,12세이상관람가,유덕화,안성기,시원,(주)에스씨에스엔터테인먼트
153,20060396,올드미스다이어리,108,12세이상관람가,예지원,최찬숙,지현우,(주)싸이더스
154,20070117,서핑 업,85,전체관람가,샤이아 라보프,제프 브리지스,백윤식,소니 픽쳐스 엔터테인먼트
155,20070457,카핑 베토벤,104,12세이상관람가,에드 해리스,다이앤 크루거,,㈜미로비젼
156,20070096,눈부신 날에,113,15세이상관람가,박신양,서신애,예지원,(주)아이필름홀딩스
157,20060389,오래된 정원,112,12세관람가,지진희,염정아,김응수,(주)MBC씨앤아이
158,20070593,쏘우 4,108,청소년관람불가,토빈 벨,쇼니 스미스,,롯데쇼핑㈜롯데엔터테인먼트
159,20070196,러브 & 트러블,90,15세이상관람가,브리트니 머피,샌티에고 카브레라,,(주)프라임엔터테인먼트
160,20060419,아포칼립토,137,청소년관람불가,루디 영블러드,달리아 헤르난데즈,,터치스톤 픽처스
161,20070317,1408,94,15세이상관람가,존 쿠삭,사무엘 L. 잭슨,,디멘션 필름즈
162,20070025,한니발 라이징,117,청소년관람불가,공리,가스파르 울리엘,,(주)프라임엔터테인먼트
163,20070092,메신져 - 죽은자들의 경고,90,12세관람가,크리스틴 스튜어트,페넬로페 앤 밀러,,(주)프라임엔터테인먼트
164,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,,12세관람가,폴 지아마티,존 굿맨,벨라 쏜,(주)영화사 빅
165,20150385,닌자터틀 : 어둠의 히어로,112,12세이상관람가,메간 폭스,스티븐 아멜,로라 린니,롯데쇼핑㈜롯데엔터테인먼트
166,20151111,빌리와 용감한 녀석들: 치킨 히어로,84,전체관람가,브루노 비치어,안젤리카 베일,오마 카파로,(주)박수엔터테인먼트
167,20158923,배트맨 v 슈퍼맨: 섹시히어로즈의 탄생,63,청소년관람불가,라이언 드릴러,브리트니 엠버,,(주)픽쳐레스크
168,20157192,슈퍼히어로 어벤져,85,12세이상관람가,캐스퍼 반 디엔,로렌 파킨슨,루 페리그노,(주)케이알씨지
169,20080379,포비든 킹덤: 전설의 마스터를 찾아서,105,12세이상관람가,이연걸,성룡,마이클 안가라노,(주)시네마서비스
170,20151813,바이킹덤-신과의 전쟁 무삭제판,115,청소년관람불가,도미닉 퍼셀,나타샤 맬스,,스크린조이
171,20123483,문라이즈 킹덤,94,15세이상관람가,브루스 윌리스,에드워드 노튼,빌 머레이,(주)영화사 진진
172,20070261,에반 올마이티,95,전체관람가,스티브 카렐,모건 프리먼,,유니버셜 픽쳐스
173,20070234,디센트,98,청소년관람불가,슈어나 맥도널드,나탈리 잭슨 멘도자,,롯데쇼핑㈜롯데엔터테인먼트
174,20100763,디센트: Part 2,93,청소년관람불가,슈어나 맥도널드,나탈리 잭슨 멘도자,크리스틴 커밍스,셀라도르
175,20060282,브레이크 업 : 이별후애(愛),105,15세관람가,제니퍼 애니스턴,빈스 본,,유니버셜 픽쳐스
176,20070305,두 사람이다,84,청소년관람불가,윤진서,이새별,이기우,영화사행복
177,20070064,"심슨가족, 더무비",86,12세이상관람가,댄 카스텔라네타,줄리 캐브너,,이십세기폭스필름코퍼레이션
178,19989022,바벨,97,전체관람가,미첼 데이비드 로스펀,,,영성프로덕션
179,20070010,마강호텔,98,15세이상관람가,김석훈,송요셉,김성은,(주)마인엔터테인먼트 
180,20070456,비커밍 제인,120,12세이상관람가,앤 해서웨이,줄리 월터스,제임스 맥어보이,콜럼비아 픽쳐스 코포레이션
181,20070642,아메리칸 갱스터,156,청소년관람불가,덴젤 워싱턴,러셀 크로우,,유니버셜 픽쳐스
182,20070108,철없는 그녀의 아찔한 연애코치,98,15세이상관람가,다이안 키튼,맨디 무어,,㈜스튜디오이쩜영
183,20070454,원스,86,전체관람가,글렌 하사드,마르케타 이글로바,,(주)영화사 진진
184,20080011,원스어폰어타임,110,12세이상관람가,박용우,서민균,이보영,윈엔터테인먼트
185,20080975,원스 어폰 어 타임 인 아메리카,251,국민학생관람불가,엘리자베스 맥거번,트리트 윌리엄스,조 페시,워너 브러더스 픽쳐스
186,20080973,옛날 옛적 서부에서,165,,헨리 폰다,클라우디아 카르디날레,제이슨 로바즈,워너 브러더스 픽쳐스
187,20147881,일대고수,107,15세이상관람가,더스틴 응유엔,로저 유언,응오 탄 반,(주)소나무픽쳐스
188,20070013,아버지의 깃발,132,15세이상관람가,라이언 필립,제시 브래포드,,드림웍스 SKG
189,20060358,007 카지노 로얄,145,15세이상관람가,다니엘 크레이그,,,한국소니픽쳐스릴리징브에나비스타영화㈜
190,20167024,수줍은 내 약혼녀,68,청소년관람불가,우치무라 마사토,,,(주)플라이어
191,20152963,수어사이드 스쿼드,,청소년관람불가,윌 스미스,자레드 레토,마고 로비,워너브러더스 코리아(주)
192,20166262,특수부대 사이보그 솔저,85,청소년관람불가,크리스틴 퀸트롤,다리오 딕,,(주)케이알씨지
193,20163098,카이: 거울 호수의 전설,96,전체관람가,김영은,박고운,강진아,주식회사 다다쇼
194,20060398,록키 발보아,102,12세이상관람가,실베스터 스탤론,버트 영,,이십세기폭스필름코퍼레이션
195,20070124,닌자거북이 TMNT,87,전체관람가,사라 미셀 겔러,장쯔이,제임스 아놀드 테일러,롯데쇼핑㈜롯데엔터테인먼트
196,20070029,블랙북,134,청소년관람불가,세바스티안 코치,캐리스 밴 허슨,,(주)프라임엔터테인먼트
197,20080034,잠수종과 나비,111,12세이상관람가,엠마누엘 자이그너,마티유 아말릭,,(주)유레카픽쳐스 
198,20070474,더 버터플라이,94,15세이상관람가,피어스 브로스넌,제라드 버틀러,,롯데쇼핑㈜롯데엔터테인먼트
199,20070348,죽어도 해피엔딩,94,15세이상관람가,예지원,정경호,정두홍,(주)싸이더스
200,20070643,헨젤과 그레텔,116,12세이상관람가,천정명,은원재,심은경,(주)바른손이앤에이
201,20142070,헨젤과 그레텔 2014,90,청소년관람불가,스테파니 그레코,브렌트 리딕,디 윌라스 스톤,스크린조이
202,20133981,헨젤과 그레텔: 마녀 사냥꾼 3D,87,청소년관람불가,제레미 레너,젬마 아터튼,팜케 얀센,씨제이이앤엠(주)
203,20164690,폭유녀의 가면정사,62,청소년관람불가,카야마 나츠코,,,(주)도키엔터테인먼트
204,20070641,가면,99,청소년관람불가,김강우,김원중,김민선,(주)디알엠엔터테인먼트
205,20154806,가면무도회,144,12세이상관람가,프란체스코 멜리,,,(주)케빈앤컴퍼니
206,20060370,중천,102,12세이상관람가,정우성,김태희,정욱,(주)나비픽처스
207,20070555,골든 에이지,114,12세이상관람가,케이트 블란쳇,클라이브 오웬,,워킹 타이틀 필름
208,20070303,조디악,156,15세이상관람가,제이크 질렌할,마크 러팔로,로버트 다우니 주니어,워너 브러더스 픽쳐스
209,20122843,차이니즈 조디악,123,12세이상관람가,성룡,권상우,,롯데쇼핑㈜롯데엔터테인먼트
210,20070047,뷰티풀 선데이,117,청소년관람불가,박용우,남궁민,김응수,시네라인투(주)
211,20070257,므이,95,15세이상관람가,차예련,조안,이준,(주)빌리픽쳐스
212,20153385,히트맨: 에이전트 47,98,15세이상관람가,루퍼트 프렌드,재커리 퀸토,한나 웨어,이십세기폭스코리아(주)
213,20153285,히트맨 인 런던,93,청소년관람불가,게리 다니엘스,미키 루크,에릭 로버츠,(주)무브먼트 픽쳐스
214,20148615,히트맨 NO.2 : 살인면허,96,청소년관람불가,루크 고스,,,스크린조이
215,19990163,이연걸의 히트맨,103,15세 미만인 자는 관람할 수 없는 등급 ,이연걸,양영기,증지위,차이나 스타 엔터테인먼트
216,19920136,히트맨,90,고등학생이상관람가,포레스트 휘테커,셰릴린 펜,,(주)우진필림
217,20060403,언니가 간다,112,12세이상관람가,고소영,조안,오달수,시오필름(주)
218,20070449,브레이브 원,122,15세이상관람가,조디 포스터,테렌스 하워드,번 코엔,빌리지 로드쇼 프로덕션
219,20070543,로스트 라이온즈,91,15세이상관람가,로버트 레드포드,톰 크루즈,메릴 스트립,이십세기폭스필름코퍼레이션
220,20070208,택시 4,91,12세이상관람가,프레더릭 디팡달,사미 나세리,,㈜스튜디오이쩜영
221,20060348,로맨틱 홀리데이,135,15세이상관람가,카메론 디아즈,케이트 윈슬렛,,UIP코리아
222,20070085,미스터 빈의 홀리데이,89,전체관람가,로완 앳킨슨,윌렘 데포,줄리 페리어,워킹 타이틀 필름
223,20070099,천년학,110,12세이상관람가,조재현,오정해,조경화,영화사키노투(주)
224,20070043,스모킹 에이스,,청소년관람불가,벤 애플렉,앤디 가르시아,,워킹 타이틀 필름
225,20070005,신나는 동물농장(애니),89,전체관람가,케빈 제임스,커트니 콕스,,유니버설픽쳐스인터내셔널 코리아(유)
226,20070370,라파예트,121,15세이상관람가,장 르노,제임스 프랭코,,㈜미로비젼
227,20070499,마이클 클레이튼,119,15세이상관람가,조지 클루니,톰 윌킨슨,,캐슬 락 엔터테인먼트
228,20070102,빼꼼의 머그잔 여행,76,전체관람가,이선,박상호,김태균,(합)알지애니메이션스튜디오
229,20070358,어머니는 죽지 않는다,93,12세이상관람가,조영민,하명중,노민우,HMJ필름
230,20070391,미스터 브룩스,120,청소년관람불가,케빈 코스트너,데미 무어,,메트로-골드윈-마이어
231,20070148,쉬즈 더 맨,104,12세이상관람가,아만다 바인즈,채닝 테이텀,로라 램지,드림웍스 SKG
232,20070465,블랙 달리아,120,청소년관람불가,조쉬 하트넷,스칼렛 요한슨,,㈜스튜디오이쩜영
233,20070037,페인티드 베일,124,15세이상관람가,에드워드 노튼,나오미 왓츠,,(주)프라임엔터테인먼트
234,20113911,해피 피트 2,100,전체관람가,일라이저 우드,핑크,로빈 윌리엄스,워너브러더스 코리아(주)
235,20060318,해피 피트,108,전체관람가,로빈 윌리엄스,,,빌리지 로드쇼 픽쳐스
236,20070091,마을금고 연쇄습격사건,111,15세이상관람가,최령,백윤식,이문식,필름큐엔터테인먼트
237,20070173,눈물이 주룩주룩,117,12세이상관람가,츠마부키 사토시,나가사와 마사미,,㈜미로비젼
238,20070268,파워레인저매직포스&트레저포스,72,전체관람가,하시모토 아츠시,마츠모토 히로야,,대원미디어(주)
239,20070522,라 비앙 로즈,128,12세이상관람가,마리옹 꼬띠아르,장 피에르 마틴,,(주)프라임엔터테인먼트
240,20070055,로빈슨 가족,101,전체관람가,폴 버처,안젤라 바셋,,한국소니픽쳐스릴리징브에나비스타영화㈜
241,20070495,거침없이 쏴라! 슛뎀업,86,청소년관람불가,클라이브 오웬,모니카 벨루치,,뉴라인 시네마
242,20070206,두 번째 사랑,104,청소년관람불가,하정우,파미가 베라,데이비드 맥기니스,나우필름(주)
243,20070293,꽃미남 연쇄 테러 사건,80,12세이상관람가,권병길,이새별,김기범,SM픽쳐스
244,20070453,아드레날린24,87,청소년관람불가,제이슨 스타뎀,에프렌 라미레즈,,영화사청어람(주)
245,20070041,텍사스 전기톱 연쇄살인사건 : 0,84,청소년관람불가,테일러 핸들리,조다나 브루스터,,롯데쇼핑㈜롯데엔터테인먼트
246,20149248,선샤인 온 리스,100,12세이상관람가,피터 뮬란,조지 맥케이,제인 호록스,(주)팝엔터테인먼트
247,20156353,설지,98,12세이상관람가,다나,강은탁,이미소,(주)영화사 통 
248,20050082,이터널 선샤인,107,15세관람가,짐 캐리,케이트 윈슬렛,커스틴 던스트,포커스피쳐스
