,movieCd,movieNm,showTm,watchGradeNm,actor_1,actor_2,actor_3,companyNm
468,20159604,지구 최후의 날 2015,81,15세이상관람가,블레어 베스튼,재클린 부다,,(주)소나무픽쳐스
469,20080514,페넬로피,89,12세이상관람가,크리스티나 리치,,,씨제이엔터테인먼트
470,20080015,라듸오 데이즈,111,12세이상관람가,류승범,이종혁,김사랑,(주)싸이더스
471,20080364,킬위드미,100,청소년관람불가,다이안 레인,빌리 버크,콜린 행크스,(주)엠플러스픽쳐스
472,20071047,"대한이, 민국씨",102,15세이상관람가,최성국,송요셉,공형진,(주)퍼니필름
473,20080065,어톤먼트,122,15세이상관람가,키이라 나이틀리,제임스 맥어보이,,유니버설픽쳐스인터내셔널 코리아(유)
474,20081247,방콕 데인저러스,98,15세이상관람가,니콜라스 케이지,양채니,사크릿 얌냠,(주)싸이더스
475,20080331,도레미파솔라시도,105,12세이상관람가,장근석,정의철,차예련,(주)홍상자엔터테인먼트
476,20080348,연의 황후,94,15세이상관람가,진혜림,여명,견자단,씨제이엔터테인먼트
477,19930252,거울속의 정사,87,연소자관람불가,제프 코너웨이,델리아 셰퍼드,,영상의 샘
478,20136015,두 미 러브,85,청소년관람불가,리지에 브로체레,크리스틴 아망거,패트릭 조코,(주)케이앤엔터테인먼트
479,20081158,미러,111,청소년관람불가,키퍼 서덜랜드,폴라 패튼,,이십세기폭스코리아(주)
480,20134073,디스커넥트,115,청소년관람불가,제이슨 베이트먼,알렉산더 스카스가드,폴라 패튼,(주)영화사 빅
481,20081618,커넥트,110,15세이상관람가,고천락,서희원,장가휘,에스케이텔레콤(주)
482,20132964,플라이 미 투 더 문,105,15세이상관람가,다이앤 크루거,대니 분,,(주)누리픽쳐스
483,20081212,20세기 소년,141,12세이상관람가,카라사와 토시아키,토요카와 에츠시,토키와 타카코,㈜메가박스
484,20119154,20세기 소년 ; 최종장 - 우리들의 깃발,155,12세이상관람가,,,,㈜메가박스
485,20090889,20세기 소년-제2장: 마지막 희망,140,15세이상관람가,카라사와 토시아키,후지키 나오히토,토요카와 에츠시,㈜메가박스
486,20080236,나의 특별한 사랑이야기,111,15세이상관람가,라이언 레놀즈,아일라 피셔,레이첼 웨이즈,유니버설픽쳐스인터내셔널 코리아(유)
487,20080836,겟 스마트,110,12세이상관람가,스티브 카렐,앤 해서웨이,,워너브러더스 코리아(주)
488,20080258,댄 인 러브,98,12세이상관람가,줄리엣 비노쉬,스티브 카렐,,씨제이엔터테인먼트
489,20080024,오퍼나지 - 비밀의 계단,104,15세이상관람가,벨렌 루에다,로저 프린셉,,(주)프라임엔터테인먼트
490,20081059,케로로 더 무비:케로로 VS 케로로 천공대결전,96,전체관람가,와타나베 쿠미코,코자쿠라 에츠코,,투니버스(주)온미디어
491,20080021,찰리윌슨의 전쟁,97,15세이상관람가,줄리아 로버츠,필립 세이모어 호프만,톰 행크스,유니버설픽쳐스인터내셔널 코리아(유)
492,20081172,꽃보다 남자,130,12세이상관람가,마츠다 쇼타,마츠모토 준,이노우에 마오,롯데쇼핑㈜롯데엔터테인먼트
493,20081393,데스 레이스,104,청소년관람불가,제이슨 스타뎀,조안 알렌,타이레스 깁슨,유니버설픽쳐스인터내셔널 코리아(유)
494,20080145,마이 블루베리 나이츠,94,12세이상관람가,주드 로,노라 존스,,(주)쇼박스
495,20081681,쏘우 V,92,청소년관람불가,토빈 벨,코스타스 맨다이어,스콧 패터슨,(주)성원아이컴
496,20135141,화피 2,127,15세이상관람가,천쿤,주신,조미,(주)팝엔터테인먼트
497,20081446,화피,103,15세이상관람가,조미,주신,천쿤,(주)시너지하우스 (시너지)
498,20081738,니코,80,전체관람가,한누-펙카 뵤르크만,장근석,,롯데쇼핑㈜롯데엔터테인먼트
499,20122523,니코: 산타비행단의 모험,76,전체관람가,카리 히타라티,카리 케토넨,엘레나 크니틸라,씨너스엔터테인먼트(주)
500,20081718,로맨틱 아일랜드,107,15세이상관람가,이선균,이수경,이민기,㈜스토리팩토리
501,20081445,굿'바이,130,12세이상관람가,모토키 마사히로,히로스에 료코,야마자키 츠토무,㈜케이디미디어
502,20081276,황시,124,12세이상관람가,조나단 리스 메이어스,주윤발,양자경,씨제이엔터테인먼트
503,20148348,슈퍼히어로의 진실,106,15세이상관람가,크리스 벨,,,(주)수키픽쳐스
504,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,89,전체관람가,이노우에 마사히로,오자와 료타,,롯데쇼핑㈜롯데엔터테인먼트
505,20139821,슈퍼히어로,67,전체관람가,,,,(주)영화사 빅
506,20080478,프라이스리스,104,15세이상관람가,오드리 토투,,,㈜케이디미디어
507,20080472,명탐정 코난:베이커가의 망령,106,12세이상관람가,타카야마 미나미,야마자키 와카나,,투니버스(주)온미디어
508,20080252,데스 디파잉:어느 마술사의 사랑,96,15세이상관람가,캐서린 제타-존스,가이 피어스,,롯데쇼핑㈜롯데엔터테인먼트
509,20080654,겟 썸,112,12세이상관람가,숀 패리스,엠버 허드,캠 지갠뎃,㈜스튜디오이쩜영
510,20080350,내가 숨쉬는 공기,95,청소년관람불가,케빈 베이컨,브렌든 프레이저,앤디 가르시아,롯데쇼핑㈜롯데엔터테인먼트
511,20164825,에브리바디 원츠 썸!!,117,청소년관람불가,블레이크 제너,조이 도이치,글렌 포웰,(주)디스테이션
512,20165784,악령의 집,79,청소년관람불가,피터 폰다,테렌스 하워드,,(주)나우콘텐츠
513,20141114,쿼바디스,105,12세이상관람가,이종윤,안석환,남명렬,주식회사 단유필름
514,20110322,오늘,119,15세이상관람가,송혜교,남지현,송상우,(주)포시즌스카이컴퍼니 
515,20088397,미스터 노바디,139,15세이상관람가,자레드 레토,사라 폴리,다이앤 크루거,(주)팝엔터테인먼트
516,20080328,미운 오리 새끼의 모험,84,전체관람가,저스틴 그렉,모건 C.존스,,(주)드림팩트엔터테인먼트
517,20080078,람보 4 : 라스트 블러드,91,청소년관람불가,실베스터 스탤론,줄리 벤즈,,(주)스튜디오이쩜영
518,20080055,워터호스,111,전체관람가,에밀리 왓슨,벤 채플린,,한국소니픽쳐스릴리징브에나비스타영화㈜
519,20081173,스타워즈 : 클론 전쟁,98,전체관람가,,,,워너브러더스 코리아(주)
520,20080146,허밍,96,12세이상관람가,이천희,한지혜,김수현,㈜더드림앤드픽쳐스
521,20081361,하우 투 루즈 프렌즈,110,15세이상관람가,사이몬 페그,커스틴 던스트,,롯데쇼핑㈜롯데엔터테인먼트
522,20071066,말할 수 없는 비밀,101,12세이상관람가,주걸륜,계륜미,황추생,(주)엔케이컨텐츠
523,20061223,소년은 울지 않는다,98,15세이상관람가,송창의,이완,박그리나,(주)엠케이픽처스 
524,20081403,그 남자의 책 198쪽,97,12세이상관람가,이동욱,유진,김현주,(주)디에스피미디어
525,20071065,써티 데이즈 오브 나이트,112,청소년관람불가,조쉬 하트넷,멜리사 조지,,㈜케이디미디어
526,20080365,패솔로지,95,청소년관람불가,마일로 벤티밀리아,마이클 웨스톤,,롯데쇼핑㈜롯데엔터테인먼트
527,20080837,둠스데이:지구 최후의 날,104,청소년관람불가,알렉산더 시디그,로나 미트라,,영화사청어람(주)
528,20080887,비몽,95,청소년관람불가,이나영,오다기리 조,진태현,(주)김기덕 필름
529,20071063,더 재킷,102,15세이상관람가,키이라 나이틀리,애드리언 브로디,,롯데쇼핑㈜롯데엔터테인먼트
530,20020218,디 아이,98,15세관람가,주준위,이심결,,코리아픽쳐스(주)
531,20040569,디 아이2,90,15세관람가,원려기,서기,,어플러스엔터테인먼트
532,20155563,어린왕자,106,전체관람가,제프 브리지스,레이첼 맥아담스,맥켄지 포이,씨네그루(주)다우기술
533,20080008,어린 왕자,92,12세이상관람가,탁재훈,강수한,조안,(주)앤알커뮤니케이션
534,20081136,렛 미 인,114,15세이상관람가,카레 헤레브란트,리나 레안데르손,,씨네그루(주)다우기술
535,20080878,알이씨(Rec),78,청소년관람불가,마누엘라 벨라스코,,,유니버설픽쳐스인터내셔널 코리아(유)
536,20080992,100 피트,96,15세이상관람가,팜케 얀센,바비 카나베일,에드 웨스트윅,(주)싸이더스
537,20081263,외톨이,117,15세이상관람가,정유석,고은아,채민서,영화사다물(주)
538,20081364,내 친구의 사생활,113,15세이상관람가,맥 라이언,아네트 베닝,에바 멘데스,(주)엠플러스픽쳐스
539,20080017,에반게리온 : 서(序),98,12세이상관람가,미츠이시 코토노,하야시바라 메구미,야마구치 유리코,(주)태원엔터테인먼트
540,20081519,너를 잊지 않을 거야,108,전체관람가,하라 히데코,이태성,오나가 마키,롯데쇼핑㈜롯데엔터테인먼트
541,20081363,더 클럽,107,청소년관람불가,휴 잭맨,이완 맥그리거,미쉘 윌리엄스,(주)시너지하우스 (시너지)
542,20080105,집결호,124,12세이상관람가,장한위,,,(주)시네마서비스
543,20081213,미스 페티그루의 어느 특별한 하루,91,12세이상관람가,에이미 아담스,프란시스 맥도먼드,,(주)넥스트엔터테인먼트월드(NEW)
544,20080661,위 오운 더 나잇,116,청소년관람불가,호아킨 피닉스,에바 멘데스,마크 월버그,유니버설픽쳐스인터내셔널 코리아(유)
545,20081170,썸머 솔스티스,90,15세이상관람가,엘리자베스 하노이스,숀 애쉬모어,,㈜케이디미디어
546,20081331,동키호테,83,전체관람가,,,,(주)팝엔터테인먼트
547,19880020,아스팔트 위의 동키호테,110,중학생이상관람가,최재성,최수지,박중훈,(주)삼영필림
548,19890020,내사랑 동키호테,98,고등학생이상관람가,박중훈,최재성,김지연,예필림
549,20081744,볼트,96,전체관람가,존 트라볼타,마일리 사이러스,수지 에스먼,한국소니픽쳐스릴리징브에나비스타영화㈜
550,19950282,성룡의 썬더볼트,110,고등학생이상관람가,성룡,원영의,왕민덕,골든하베스트
551,20040793,"제니, 주노",102,15세관람가,김혜성,박민지,김유나,(주)컬처캡미디어
552,20080054,주노,95,12세이상관람가,엘렌 페이지,마이클 세라,,㈜미로비젼
553,20000031,주노명 베이커리,108,18세관람가,최민수,황신혜,이미연,(주)시네마서비스
554,20080834,당신이 잠든 사이에,98,15세이상관람가,예지원,김선영,탁재훈,케이엠컬쳐㈜
555,19950185,당신이 잠든 사이에,103,고등학생이상관람가,빌 풀만,피터 보일,피터 갤러거,카라반 픽쳐스
556,20081700,트로픽 썬더,106,청소년관람불가,벤 스틸러,로버트 다우니 주니어,매튜 매커너히,씨제이엔터테인먼트
557,20080071,노인을 위한 나라는 없다,122,청소년관람불가,조슈 브롤린,하비에르 바르뎀,토미 리 존스,파라마운트 밴티지
558,20080079,사랑보다 황금,112,12세이상관람가,케이트 허드슨,매튜 매커너히,,워너브러더스 코리아(주)
559,20072673,흑심모녀,93,12세이상관람가,심혜진,김수미,이상우,㈜이룸영화사
560,20081386,언더 더 쎄임 문,103,전체관람가,아드리안 알론소,케이트 델 카스틸로,유지니오 델베즈,(주)유니코리아문예투자
561,20050086,사과,118,15세이상관람가,문소리,김태우,이선균,영화사청어람(주)
562,20165201,언더 워터,86,15세이상관람가,블레이크 라이블리,오스카 제나다,,유니버설픽쳐스인터내셔널 코리아(유)
563,20166682,워하우스: 죽음의 표식,80,15세이상관람가,조셉 모건,맷 라이언,,(주)나우콘텐츠
564,20150258,홀리워킹데이,83,전체관람가,,,,홍시픽쳐스
565,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,94,전체관람가,토마츠 하루카,유키 아오이,세키 토모카즈,씨제이이앤엠(주)
566,20080088,쿵푸 덩크,98,15세이상관람가,채탁연,주걸륜,,(주)싸이더스
567,20080228,어메이징 그레이스,118,전체관람가,이안 그루퍼드,로몰라 가레이,마이클 갬본,이십세기폭스코리아(주)
568,20080516,서울이 보이냐,84,전체관람가,유승호,오수아,이창훈,(주)라인픽처스 
569,20080871,잘못된 만남,104,15세이상관람가,정웅인,성지루,최종원,(주)씨네라가픽쳐스 
570,20080029,3:10 투 유마,122,15세이상관람가,러셀 크로우,크리스찬 베일,,(주)시네마서비스
571,20081168,스마트 피플,94,12세이상관람가,데니스 퀘이드,애쉬튼 홈즈,사라 제시카 파커,씨제이엔터테인먼트
572,20080268,스페어,98,15세이상관람가,정우,임준일,김수현,(주)필름더데이즈
573,20081621,와인 미라클,108,15세이상관람가,알란 릭맨,빌 풀만,,롯데쇼핑㈜롯데엔터테인먼트
574,20081092,누들,100,전체관람가,밀리 아비탈,바오치 첸,,프리비젼엔터테인먼트
575,20080828,도화선,87,청소년관람불가,견자단,고천락,예성,㈜스튜디오이쩜영
576,20081392,구구는 고양이다,115,전체관람가,코이즈미 쿄코,카세 료,우에노 주리,씨제이엔터테인먼트
577,20080329,식코,123,12세이상관람가,마이클 무어,,,(주)스폰지이엔티
578,20080513,갓파 쿠와 여름방학을,138,전체관람가,요코카와 다카히로,도미자와 가자토,,㈜메가박스
579,20080289,비투스,121,전체관람가,테오 게오르규,,,이미지팩토리
580,20081552,피아노의 숲,100,전체관람가,우에토 아야,카미키 류노스케,,(주)이모션픽처스
581,20080656,날나리 종부전,110,12세이상관람가,박정아,박진우,장민호,(주)필름캔 
582,20081620,"연공:안녕, 사랑하는 모든 것",118,15세이상관람가,아라가키 유이,미우라 하루마,,(주)성원아이컴
583,20080848,돼지코 아기공룡 임피의 모험,78,전체관람가,,,,(유)마스엔터테인먼트코리아
584,20080225,브레이브 스토리,112,전체관람가,마츠 다카코,웬츠 에이지,,예지림엔터테인먼트
585,20070291,무림여대생,115,15세이상관람가,신민아,온주완,유건,포도필름
586,20070638,더 시크릿,92,15세이상관람가,올리비아 썰비,데이비드 듀코브니,,(주)프라임엔터테인먼트
587,20081698,4요일: 자살을 부르는 요일,80,청소년관람불가,정운택,임예원,단소영,(주)재하엔터테인먼트
588,20080994,소림소녀,108,12세이상관람가,시바사키 코우,나카무라 토오루,,㈜케이디미디어
589,20081333,인 블룸,90,청소년관람불가,우마 서먼,에반 레이첼 우드,,㈜케이디미디어
590,20080227,아임 낫 데어,135,15세이상관람가,케이트 블란쳇,벤 위쇼,크리스찬 베일,(주)스폰지이엔티
591,20080728,남주기 아까운 그녀,101,15세이상관람가,패트릭 뎀시,미셸 모나한,,한국소니픽쳐스릴리징브에나비스타영화㈜
592,20070686,MR. 후아유,90,15세이상관람가,매튜 맥퍼딘,루퍼트 그레이브즈,,필름메신저
593,20080845,크로우즈 제로,129,15세이상관람가,오구리 슌,야베 쿄스케,,(주)쇼박스
594,20080080,연을 쫓는 아이,127,12세이상관람가,제케리아 에브라히미,아흐마드 칸 마흐미드제다,,씨제이엔터테인먼트
595,20080026,어크로스 더 유니버스,132,15세이상관람가,짐 스터게스,에반 레이첼 우드,,한국소니픽쳐스릴리징브에나비스타영화㈜
596,20080030,"화성아이, 지구아빠",107,전체관람가,존 쿠삭,아만다 피트,,뉴라인 시네마
597,20080877,플래닛 테러,105,청소년관람불가,로즈 맥고완,프레디 로드리게스,조슈 브롤린,롯데쇼핑㈜롯데엔터테인먼트
598,20070203,방울토마토,100,12세이상관람가,신구,김향기,김영호,(주)P&J시네마
599,20081453,이스턴 프라미스,100,청소년관람불가,비고 모텐슨,나오미 왓츠,,(유)마스엔터테인먼트코리아
600,20081627,매직 아워,136,12세이상관람가,사토 코이치,츠마부키 사토시,아야세 하루카,씨제이엔터테인먼트
601,20080223,내겐 너무 사랑스러운 그녀,106,15세관람가,패트리샤 클락슨,라이언 고슬링,,(주)누리픽쳐스
602,20080875,카운터페이터,98,15세이상관람가,오거스트 딜,칼 마르코비치,,미디어소프트
603,20080256,어웨이 프롬 허,110,12세이상관람가,고든 핀센트,줄리 크리스티,,(유)마스엔터테인먼트코리아
604,20090412,명탐정 코난 : 칠흑의 추적자,110,전체관람가,다이고,타카야마 미나미,야마자키 와카나,에이원엔터테인먼트
605,20147909,추적자,91,청소년관람불가,양동근,오자와 히토시,이기우,스크린조이
606,20126306,장고:분노의 추적자,165,청소년관람불가,레오나르도 디카프리오,제이미 폭스,크리스토프 왈츠,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
607,20081129,텐텐,101,12세이상관람가,오다기리 조,미우라 토모카즈,,(주)스폰지이엔티
608,20081452,더 폴: 오디어스와 환상의 문,117,12세이상관람가,리 페이스,카틴카 언타루,,(주)영화사구안
609,20080143,데어 윌 비 블러드,158,15세이상관람가,폴 다노,다니엘 데이 루이스,,한국소니픽쳐스릴리징브에나비스타영화㈜
610,20080253,그레이시 스토리,96,12세이상관람가,칼리 슈로더,엘리자베스 슈,더못 멀로니,㈜미로비젼
611,20072687,경축! 우리사랑,100,15세이상관람가,김해숙,기주봉,김영민,(주)아이비픽쳐스
612,20080395,할람 포,95,청소년관람불가,제이미 벨,소피아 마일즈,,(주)영화사 진진
613,20081567,맨데이트: 신이 주신 임무,87,청소년관람불가,재희,유다인,심원철,메가픽쳐스제이씨(주)
614,20080517,페르세폴리스,95,12세이상관람가,다니엘 다리우,까뜨린느 드뇌브,,(주)스폰지이엔티
615,20080052,밤과 낮,144,청소년관람불가,김영호,박은혜,황수정,(주)영화사봄
616,20080995,마을에 부는 산들바람,121,전체관람가,카호,오카다 마사키,나츠카와 유이,(주)스폰지이엔티
617,20081518,마이 쎄시 걸,92,15세이상관람가,제시 브래포드,,,(주)쇼박스
618,20080677,우린 액션배우다,110,12세이상관람가,권귀덕,곽진석,전세진,독립영화단체앞에있다
619,20090074,해운대,129,12세이상관람가,설경구,하지원,박중훈,(주)제이케이필름
620,20090307,국가대표,137,12세이상관람가,하정우,성동일,김지석,케이엠컬쳐㈜
621,20090527,국가대표 완결판-못 다한 이야기,144,12세이상관람가,하정우,성동일,김지석,케이엠컬쳐㈜
622,20125527,코알라,104,15세이상관람가,박진주,박영서,송유하,어뮤즈
623,20122222,더 헌트,115,15세이상관람가,매즈 미켈슨,토마스 보 라센,알렉산드라 라파포르,(주)엣나인필름
624,20127526,러시안 소설,140,15세이상관람가,강신효,경성환,김인수,(주) 루스이소니도스
625,20111031,돼지의 왕,96,청소년관람불가,김꽃비,김혜나,박희본,주식회사 다다쇼
626,20141141,걸 아바타,69,청소년관람불가,하네다 아이,,,(주)영진크리에이티브
627,20090834,아바타,162,12세이상관람가,샘 워싱턴,조 샐다나,시고니 위버,이십세기폭스필름코퍼레이션
628,20148168,아바타 정글의 비밀,83,전체관람가,이장원,김하영,,(주)팝엔터테인먼트
629,20100796,아바타-스페셜 에디션,170,,샘 워싱턴,조 샐다나,,이십세기폭스코리아(주)
630,20090238,터미네이터 : 미래전쟁의 시작,115,15세이상관람가,크리스찬 베일,샘 워싱턴,문 블러드굿,더 할사이온 컴퍼니
631,20081737,7급 공무원,112,12세이상관람가,김하늘,강지환,유승목,(주)하리마오픽쳐스
632,20090297,거북이 달린다,117,15세이상관람가,김윤석,정경호,견미리,(주)씨네이천
633,20090248,마더,128,청소년관람불가,김혜자,원빈,진구,(주)바른손이앤에이
634,20149269,아이 킬드 마이 마더,100,청소년관람불가,자비에 돌란,앤 도벌,수잔 클레망,(주)엣나인필름
635,20150831,세컨드 마더,112,12세이상관람가,레지나 카세,카밀라 마르딜라,미셀 조엘사스,(주)블룸즈베리리소시스리미티드
636,20140093,마더 데레사의 편지,114,전체관람가,줄리엣 스티븐슨,룻거 하우어,막스 본 시도우,씨제이이앤엠(주)
637,20134907,마더스 데이,112,청소년관람불가,레베카 드 모네이,제이미 킹,데보라 앤 울,데이지엔터테인먼트
638,20130821,투 마더스,111,청소년관람불가,나오미 왓츠,로빈 라이트,자비에르 사무엘,(주)싸이더스
639,20090379,해리 포터와 혼혈 왕자,153,전체관람가,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트,워너 브러더스 픽쳐스
640,20081727,워낭소리,77,전체관람가,최원균,이삼순,최종만,스튜디오느림보
641,20090015,적벽대전 2 : 최후의 결전,141,15세이상관람가,금성무,양조위,조미,(주)쇼박스
642,20090427,지.아이.조 : 전쟁의 서막,117,15세이상관람가,채닝 테이텀,버튼 페레즈,시에나 밀러,파라마운트 픽쳐스
643,20090605,굿모닝 프레지던트,132,전체관람가,한동학,장동건,이순재,소란플레이먼트(주)
644,20090077,전우치,136,12세이상관람가,강동원,임수정,김윤석,영화사 집
645,20153801,"안녕, 전우치! 도술로봇대결전",88,전체관람가,김율,김새해,정선혜,(주)얼리버드픽쳐스
646,20081003,박쥐,133,청소년관람불가,송강호,김옥빈,신하균,(주)모호필름
647,19910119,영구와 황금박쥐,83,연소자관람가,심형래,이현두,,(주)모호필름
648,20090282,박물관이 살아있다 2,104,전체관람가,벤 스틸러,에이미 아담스,로빈 윌리엄스,이십세기폭스코리아(주)
649,20090234,천사와 악마,138,15세이상관람가,톰 행크스,이완 맥그리거,,콜럼비아 픽쳐스 코포레이션
650,20090266,천사와 악마+김씨표류기+스타트렉: 더 비기닝,380,,,,,콜럼비아 픽쳐스 코포레이션
651,20090484,애자,110,15세이상관람가,김성태,최강희,김영애,시리우스픽쳐스(주)
652,20090156,그림자 살인,111,15세이상관람가,송요셉,황정민,류덕환,씨제이엔터테인먼트
653,20071013,작전명 발키리,120,12세이상관람가,톰 크루즈,빌 나이,케네스 브래너,유나이티드 아티스트
654,20090051,차우,121,12세이상관람가,엄태웅,정유미,윤제문,(주)영화사수작
655,20090024,벤자민 버튼의 시간은 거꾸로 간다,166,12세이상관람가,브래드 피트,케이트 블란쳇,,파라마운트 픽쳐스
656,20090308,불꽃처럼 나비처럼,124,15세이상관람가,최경원,조승우,수애,(주)싸이더스
657,20090014,유감스러운 도시,121,15세이상관람가,정준호,최경원,정웅인,(주)주머니이엔티
658,20156250,인천상륙작전,116,12세이상관람가,이정재,이범수,리암 니슨,(주)태원엔터테인먼트
659,20150566,극장판 꼬마버스 타요의 에이스 구출작전,48,전체관람가,,,,(주)아이코닉스
660,20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,68,전체관람가,하성용,정재헌,엄상현,와이드 릴리즈(주)
661,20090023,작전,119,15세이상관람가,박용하,박희순,김민정,(주)영화사비단길
662,20161976,22분: 아덴만 구출작전,83,청소년관람불가,마카르 자포로스키,,,(주)소나무픽쳐스
663,20090678,닌자 어쌔신,98,청소년관람불가,정지훈,나오미 해리스,,워너 브러더스 픽쳐스
664,20090590,청담보살,119,15세이상관람가,임창정,박예진,이준혁,(주)전망좋은 영화사
665,20090222,엑스맨 탄생: 울버린,107,12세이상관람가,휴 잭맨,리브 슈라이버,다니엘 헤니,이십세기폭스필름코퍼레이션
666,20090336,킹콩을 들다,120,전체관람가,이범수,조안,김민영,(주)알지엔터웍스
667,20081791,마다가스카 2,89,전체관람가,데이빗 쉼머,크리스 록,제이다 핀켓 스미스,드림웍스 애니메이션
668,20090225,인사동 스캔들,109,15세이상관람가,김래원,엄정화,임하룡,(주)쌈지
669,20158465,셜록홈즈-비밀의 열쇠,89,12세이상관람가,벤 사이더,가레스 데이비드-로이드,,(주)케이알씨지
670,20112621,셜록홈즈 : 그림자 게임,128,15세이상관람가,로버트 다우니 주니어,주드 로,,워너브러더스 코리아(주)
671,20100084,셜록홈즈: 공포의 밤,60,15세이상관람가,,,,워너브러더스 코리아(주)
672,20090856,셜록 홈즈,128,12세이상관람가,로버트 다우니 주니어,주드 로,,워너브러더스 코리아(주)
673,20090161,슬럼독 밀리어네어,120,15세이상관람가,데브 파텔,프리다 핀토,,씨제이엔터테인먼트
674,20090235,스타 트렉: 더 비기닝,126,12세이상관람가,크리스 파인,재커리 퀸토,칼 어번,씨제이엔터테인먼트
675,20090206,노잉,121,12세이상관람가,니콜라스 케이지,로즈 번,챈들러 캔터베리,(주)넥스트엔터테인먼트월드(NEW)
676,20162299,시크릿 인 데어 아이즈,111,15세이상관람가,치웨텔 에지오포,니콜 키드먼,줄리아 로버츠,판씨네마(주)
677,20090311,시크릿,110,청소년관람불가,차승원,송윤아,류승룡,(주)그린피쉬픽쳐스 
678,20149270,테레즈 라캥,107,청소년관람불가,엘리자베스 올슨,오스카 아이삭,톰 펠튼,판씨네마(주)
679,20152402,업사이드 다운,65,12세이상관람가,,,,프로젝트 투게더
680,20090305,백야행,135,청소년관람불가,한석규,손예진,고수,(주)시네마서비스
681,20081809,트랜스포터-라스트 미션,103,15세이상관람가,제이슨 스타뎀,나탈리아 루다코바,,TF1 필름 프로덕션
682,20090012,그는 당신에게 반하지 않았다,129,15세이상관람가,제니퍼 코넬리,드류 베리모어,벤 애플렉,뉴라인 시네마
683,20090408,아이스 에이지 3: 공룡시대,94,전체관람가,데니스 리어리,퀸 라티파,존 레귀자모,블루스카이스튜디오
684,20153316,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,71,전체관람가,양동근,,,㈜스토리셋
685,20162966,블랙번: 죽음의 숲,85,청소년관람불가,로슬린 먼로,사라 린드,,주식회사 루믹스미디어
686,20162818,블랙옵스 vs 좀비닌자,92,15세이상관람가,코럼 엘리스,아담 T 퍼킨스,,(주)도키엔터테인먼트
687,20156188,블랙스톤,92,청소년관람불가,원태희,,,테디베어 필름
688,20158922,블랙홀,111,12세이상관람가,나탈리 디스틀러,이지 스틸,딘 케인,주식회사 루믹스미디어
689,20157781,우먼 인 블랙: 죽음의 천사,98,15세이상관람가,피비 폭스,제레미 어바인,헬렌 맥크로리,(주)영화사오원
690,20090579,디스트릭트 9,112,청소년관람불가,샬토 코플리,제이슨 코프,,한국소니픽쳐스릴리징브에나비스타영화㈜
691,20080870,마린보이,118,15세이상관람가,김강우,조재현,박시연,리얼라이즈픽쳐스(주)
692,20090826,모범시민,107,15세이상관람가,제라드 버틀러,제이미 폭스,,(주)시너지하우스 (시너지)
693,20090554,써로게이트,88,15세이상관람가,브루스 윌리스,라다 미첼,,한국소니픽쳐스릴리징브에나비스타영화㈜
694,20090664,시간 여행자의 아내,107,12세이상관람가,에릭 바나,레이첼 맥아담스,,뉴라인 시네마
695,20090237,김씨표류기,116,12세이상관람가,정재영,구교환,정려원,반짝반짝영화사(주)
696,20090157,푸시,111,15세이상관람가,크리스 에반스,다코타 패닝,카밀라 벨,서미트 엔터티인먼트
697,20090085,슬픔보다 더 슬픈 이야기,105,15세이상관람가,권상우,이보영,이범수,(주)코어콘텐츠미디어
698,20090176,분노의 질주: 더 오리지널,106,15세이상관람가,빈 디젤,폴 워커,미쉘 로드리게즈,유니버설픽쳐스인터내셔널 코리아(유)
699,20090195,몬스터 vs 에이리언,94,전체관람가,리즈 위더스푼,르네 젤위거,휴 로리,드림웍스 애니메이션
700,20090327,여고괴담 5,88,15세이상관람가,오연서,장경아,손은서,(주)씨네이천
701,20166041,크리피: 일가족 연쇄 실종 사건,130,15세이상관람가,니시지마 히데토시,다케우치 유코,카가와 테루유키,(주)영화사 진진
702,20090562,정승필 실종사건,100,15세이상관람가,김선영,이범수,김민선,화이트리 시네마
703,20098251,실종자,96,청소년관람불가,사이먼 베이커,파즈 베가,,스크린조이
704,20144242,엘리노어 릭비: 그 여자,105,15세이상관람가,제시카 차스테인,제임스 맥어보이,,(주)이수C&E
705,20144241,엘리노어 릭비: 그 남자,96,15세이상관람가,제임스 맥어보이,제시카 차스테인,,(주)이수C&E
706,20155761,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,92,12세이상관람가,,,,씨제이이앤엠(주)
707,20090528,페임,106,12세이상관람가,케이 파나베이커,애셔 북,월터 페레즈,레이크쇼어 엔터테인먼트
708,20090042,핸드폰,137,청소년관람불가,엄태웅,박용우,박솔미,(주)씨네토리
709,20090815,홍길동의 후예,117,12세이상관람가,서민균,이범수,이시영,시오필름(주)
710,20090043,왓치맨,161,청소년관람불가,제프리 딘 모건,빌리 크루덥,재키 얼 헤일리,파라마운트 픽쳐스
711,20090019,잉크하트 : 어둠의 부활,106,전체관람가,브렌든 프레이저,시에나 길로리,엘리자 베넷,뉴라인 시네마
712,20090510,이태원 살인사건,99,15세이상관람가,정진영,장근석,신승환,선필름
