,movieCd,movieNm,director,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyNm
0,20030371,태극기 휘날리며,강제규,2004,20040205,장편,한국,전쟁,강제규필름
1,20090263,디트로이트 메탈 시티,리 토시오 ,2008,20090521,장편,일본,코미디,토호 컴퍼니
2,20040555,트로이,볼프강 페터젠,2004,20040521,장편,미국,사극,플랜 비 엔터테인먼트
3,20040673,내 머리 속의 지우개,이재한,2004,20041105,장편,한국,멜로/로맨스,(주)싸이더스
4,20040649,귀신이 산다,김상진,2004,20040917,장편,한국,코미디,(주)시네마서비스
5,20161301,에이지 오브 투모로우,제임스 콘델릭,2014,20160114,장편,미국,SF,씨네굿
6,20159748,투모로우랜드,브래드 버드,2014,20150527,장편,미국,액션,월트 디즈니 픽쳐스
7,20144003,넥스트 투모로우 2,R.D. 브라운슈타인,2013,20141127,장편,미국,액션,월트 디즈니 픽쳐스
8,20149315,아이스 투모로우,제이슨 부케,2013,20140618,장편,캐나다,SF,월트 디즈니 픽쳐스
9,20148807,엣지 오브 투모로우,더그 라이만,2014,20140604,장편,미국,액션,월트 디즈니 픽쳐스
10,20130389,넥스트 투모로우,트레비스 포트,2011,20130711,장편,미국,SF,월트 디즈니 픽쳐스
11,20040628,우리 형,안권태,2004,20041008,장편,한국,드라마,(주)진인사필름
12,20040598,해리포터와 아즈카반의 죄수,알폰소 쿠아론,2004,20040716,장편,미국,드라마,워너브러더스사㈜
13,20040566,슈렉2,켈리 애스버리,2004,20040618,장편,미국,애니메이션,드림웍스픽쳐스
14,20030410,실미도,강우석,2003,20031224,장편,한국,전쟁,(주)시네마서비스
15,20135661,어메이징 스파이더맨 2,마크 웹,2014,20140423,장편,미국,액션,(주)시네마서비스
16,20040491,스파이더맨 2,샘 레이미,2004,20040630,장편,미국,SF,콜럼비아트라이스타
17,20040596,바람의 파이터,양윤호,2004,20040812,장편,한국,액션,아이비젼엔터테인먼트(주)
18,20128531,오페라의 유령 2 : 러브 네버 다이,브렛 설리반,2012,20120906,장편,미국,뮤지컬,아이비젼엔터테인먼트(주)
19,20040721,오페라의 유령,조엘 슈마허,2004,20041208,장편,미국,뮤지컬,워너 브러더스 픽쳐스
20,20040568,내 여자친구를 소개합니다,곽재용,2004,20040603,장편,한국,멜로/로맨스,(주)아이필름홀딩스
21,20040576,늑대의 유혹,김태균,2004,20040722,장편,한국,드라마,(주)싸이더스
22,20166041,크리피: 일가족 연쇄 실종 사건 ,구로사와 기요시,2016,20160811,장편,일본,공포(호러),(주)싸이더스
23,20150972,굿바이 싱글,김태곤,2016,20160629,장편,한국,코미디,호두앤유 엔터테인먼트(주)
24,20060123,가족의 탄생,김태용,2006,20060518,장편,한국,드라마,블루스톰(주)
25,20030108,바람난 가족,임상수,2003,20030814,장편,한국,드라마,(주)명필름
26,20040554,가족,이정철,2004,20040903,장편,한국,드라마,튜브픽쳐스(주)
27,20040617,시실리 2km,신정원,2004,20040813,장편,한국,코미디,한맥영화(주)
28,20040597,"아이, 로봇",알렉스 프로야스,2004,20040730,장편,미국,SF,이십세기폭스필름코퍼레이션
29,20148622,패밀리 S다이어리,힐데 반 미에그헴,2013,20140424,장편,네덜란드,멜로/로맨스,이십세기폭스필름코퍼레이션
30,20040641,S 다이어리,권종관,2004,20041022,장편,한국,코미디,(주)아이필름홀딩스
31,20040613,알포인트,공수창,2004,20040820,장편,한국,전쟁,씨앤필름(주)
32,19920222,연인,장 자끄 아노 ,1991,19920620,장편,프랑스,멜로/로맨스,씨앤필름(주)
33,20070023,어깨 너머의 연인,이언희,2007,20071018,장편,한국,드라마,어뮤즈
34,20060068,"달콤, 살벌한 연인",손재곤,2006,20060406,장편,한국,스릴러,(주)싸이더스
35,20158954,연인들,도미니크 그라프,2014,20151231,장편,독일,드라마,(주)싸이더스
36,20040743,브리짓 존스의 일기2 : 열정과 애정,비번 키드론,2004,20041208,장편,영국,멜로/로맨스,워킹 타이틀 필름
37,20040481,어린 신부,김호준,2004,20040402,장편,한국,코미디,(주)컬처캡미디어
38,19950268,터미널 포스,윌리엄 메사,1995,19950819,장편,미국,SF,(주)컬처캡미디어
39,19960339,터미널 러시 ,다미안 리,1996,19961130,장편,미국,액션,(주)컬처캡미디어
40,20040631,터미널,스티븐 스필버그,2004,20040827,장편,미국,드라마,(주)컬처캡미디어
41,20040756,하울의 움직이는 성,미야자키 하야오,2004,20041223,장편,일본,애니메이션,지브리 스튜디오
42,20040700,나비효과,에릭 브레스,2004,20041112,장편,미국,드라마,필름엔진
43,20119767,나비효과: 레버레이션,세스 그로스먼,2009,20110310,장편,미국,드라마,필름엔진
44,20070080,나비효과 2,존 R. 레오네티,2006,20070308,장편,미국,SF,㈜미로비젼
45,20040682,역도산,송해성,2004,20041215,장편,한국,드라마,(주)싸이더스
46,20040487,범죄의 재구성,최동훈,2004,20040415,장편,한국,스릴러,(주)싸이더스
47,20040580,반 헬싱,스티븐 소머즈,2004,20040730,장편,미국,액션,유니버셜 픽쳐스
48,20040695,이프 온리,길 정거 ,2004,20041029,장편,미국,코미디,인터미디어필름
49,20040657,여선생 VS 여제자,장규성,2004,20041117,장편,한국,코미디,(주)좋은영화
50,20040525,패션 오브 크라이스트,멜 깁슨 ,2004,20040402,장편,미국,드라마,아이콘프로덕션
51,20040488,아라한 장풍대작전,류승완,2004,20040430,장편,한국,액션,(주)싸이더스
52,20040573,킹 아더,안톤 후쿠아,2004,20040723,장편,미국,사극,제리 브룩하이머 필름
53,20040585,내 남자의 로맨스,박제현,2004,20040716,장편,한국,드라마,메이필름(주)
54,20040483,효자동 이발사,임찬상,2004,20040505,장편,한국,드라마,영화사청어람(주)
55,20040583,아는 여자,장진,2004,20040625,장편,한국,드라마,필름있수다
56,20040595,"달마야, 서울 가자",육상효,2004,20040709,장편,한국,코미디,(주)타이거픽쳐스
57,20040612,신부수업,허인무,2004,20040805,장편,한국,드라마,기획시대(주)
58,20139323,브레이크 블레이드3: 운명의 장난,아미노 테츠로,2010,20130619,장편,일본,애니메이션,기획시대(주)
59,20040717,블레이드 3,데이빗 S. 고이어,2004,20041215,장편,미국,액션,뉴라인 시네마
60,20040619,슈퍼스타 감사용,김종현,2004,20040917,장편,한국,드라마,(주)싸이더스
61,20040745,인크레더블,브래드 버드,2004,20041215,장편,미국,애니메이션,월트 디즈니 픽쳐스
62,20080830,인크레더블 헐크,루이스 리테리어,2008,20080612,장편,미국,액션,월트 디즈니 픽쳐스
63,20161978,분신사바 3,안병기,2014,20160310,장편,중국,공포(호러),월트 디즈니 픽쳐스
64,20149511,분신사바 2,안병기,2013,20140716,장편,중국,공포(호러),월트 디즈니 픽쳐스
65,20140164,분신사바-저주의 시작,안병기,2012,20140930,장편,중국,스릴러,월트 디즈니 픽쳐스
66,20040593,분신사바,안병기,2004,20040805,장편,한국,공포(호러),(주)소프트랜드 영상 사업부 에이포스트 픽쳐스
67,20030433,말죽거리 잔혹사,유하,2003,20040116,장편,한국,액션,(주)싸이더스
68,20040655,콜래트럴,마이클 만,2004,20041015,장편,미국,액션,드림웍스 SKG
69,20010067,콜래트럴 데미지,앤드류 데이비스,2002,20020207,장편,미국,액션,드림웍스 SKG
70,20040567,투 가이즈,박헌수,2004,20040709,장편,한국,코미디,(주)에스씨에스엔터테인먼트
71,20020129,화성의 유령들,존 카펜터 ,2001,20020426,장편,미국,공포(호러),(주)에스씨에스엔터테인먼트
72,19990069,유령,민병천,1999,19990731,장편,한국,액션,(주)우노필름
73,20165784,악령의 집,알렉스 머킨,2014,20160617,장편,미국,스릴러,(주)우노필름
74,20164522,굿나잇 레인의 악령,알리 비잔,2014,20160526,장편,미국,공포(호러),(주)우노필름
75,20163643,헌팅 인 살렘: 악령의 마을,쉐인 반 다이크,2011,20160512,장편,미국,공포(호러),(주)우노필름
76,20040659,돈 텔 파파,이상훈 ,2003,20040903,장편,한국,코미디,기획시대(주)
77,20040624,누구나 비밀은 있다,장현수,2004,20040730,장편,한국,코미디,(주)태원엔터테인먼트
78,20040651,꽃피는 봄이 오면,류장하,2004,20040923,장편,한국,드라마,(주)씨즈엔터테인먼트
79,20040642,80일간의 세계 일주,프랑코 코라시,2004,20040917,장편,미국,코미디,(주)쇼박스
80,20040515,인어 공주,박흥식,2004,20040630,장편,한국,드라마,나우필름(주)
81,20156222,농염한 인어공주,쿠로사바 아키라,2003,20151007,장편,일본,멜로/로맨스,나우필름(주)
82,19970306,인어공주 ,존 머스커,1989,19911221,장편,미국,애니메이션,월트디즈니
83,20081342,"나는, 인어공주",페기 홈즈,2007,20081023,장편,러시아,드라마,월트디즈니
84,20030413,목포는 항구다,김지훈,2003,20040220,장편,한국,드라마,기획시대(주)
85,20040734,노트북,닉 카사베츠,2004,20041126,장편,미국,멜로/로맨스,뉴라인 시네마
86,20030316,반지의 제왕 : 왕의 귀환,피터 잭슨,2003,20031217,장편,미국,판타지,뉴라인 시네마
87,19940183,비버리 힐빌리즈,페넬로페 스피리스,1993,19940514,장편,미국,코미디,뉴라인 시네마
88,20081148,풀메탈 빌리지,조성형,2006,20080828,장편,독일,다큐멘터리,뉴라인 시네마
89,20040650,빌리지,M. 나이트 샤말란,2004,20040924,장편,미국,공포(호러),터치스톤 픽처스
90,20040498,그놈은 멋있었다,이환경,2004,20040722,장편,한국,코미디,엘티 픽쳐스
91,20040615,본 슈프리머시,폴 그린그래스,2004,20040820,장편,미국,액션,유니버셜 픽쳐스
92,20040696,레지던트 이블 2-아포칼립스,알렉산더 윗,2004,20041105,장편,미국,액션,(주)태원엔터테인먼트
93,20040625,얼굴 없는 미녀,김인식,2004,20040806,장편,한국,스릴러,(주)아이필름홀딩스
94,20040656,세상의 중심에서 사랑을 외치다,유키사다 이사오,2004,20041008,장편,일본,멜로/로맨스,도호쿠신샤
95,20040670,맨 온 파이어,토니 스콧,2004,20040924,장편,미국,액션,폭스2000픽처스
96,20030430,라스트 사무라이,에드워드 즈윅,2003,20040109,장편,미국,액션,폭스2000픽처스
97,20040446,그녀를 믿지 마세요,배형준,2004,20040220,장편,한국,코미디,㈜영화사시선
98,20030435,내사랑 싸가지,신동엽,2004,20040116,장편,한국,코미디,제이웰엔터테인먼트(주)
99,20040618,리딕 - 헬리온 최후의 빛,데이빗 토히,2004,20040813,장편,미국,SF,라다 픽쳐스
100,20119137,가필드 펫 포스 3D,마크 A.Z. 디페,2009,20110127,장편,미국,애니메이션,라다 픽쳐스
101,20090062,가필드-마법의 샘물,마크 A.Z. 디페,2008,20090219,장편,미국,애니메이션,라다 픽쳐스
102,20060194,가필드 2,팀 힐,2006,20060727,장편,미국,애니메이션,이십세기폭스필름코퍼레이션
103,20040616,가필드,피터 휴잇,2004,20040819,장편,미국,코미디,이십세기폭스필름코퍼레이션
104,20040706,알렉산더,올리버 스톤,2004,20041231,장편,미국,전쟁,워너브러더스사㈜
105,19960326,화니와 알렉산더 ,잉마르 베리만,1982,19961116,장편,스웨덴,드라마,고몽
106,20132963,알렉산더 : 절대 영웅의 탄생,이고르 카리오노프,2008,20130917,장편,러시아,액션,고몽
107,20080585,알렉산더 클루게 특별전-서펀틴 갤러리 프로그램,세르게이 M. 에이젠슈테인,,20080513,장편,독일,드라마,고몽
108,20080584,알렉산더 클루게 특별전-단편모음,세르게이 M. 에이젠슈테인,,20080513,장편,독일,드라마,고몽
109,20113951,페이스메이커,김달중,2011,20120118,장편,한국,드라마,(주)드림캡쳐
110,20150977,좋아해줘,박현진,2015,20160217,장편,한국,멜로/로맨스,리양필름주식회사
111,20137561,할매-시멘트정원,김지곤,2012,20130829,장편,한국,다큐멘터리,'탁주'조합
112,20126528,할매,김지곤,2011,20130829,장편,한국,다큐멘터리,'탁주'조합
113,20164825,에브리바디 원츠 썸!!,리차드 링클레이터,2016,20160714,장편,미국,코미디,'탁주'조합
114,20165465,썸머타임: 아름다운 계절,까뜨린느 꼬르시니,2015,20160623,장편,프랑스,멜로/로맨스,'탁주'조합
115,20165428,인썸니악: 사라진기억,몬티 미란다,2013,20160614,장편,미국,범죄,'탁주'조합
116,20153182,썸니아,마이크 플래너건,2015,20160525,장편,미국,판타지,'탁주'조합
117,20090683,500일의 썸머,마크 웹,2009,20100121,장편,미국,드라마,스네이크 프리뷰
118,19990059,텔미썸딩,장윤현,1999,19991113,장편,한국,스릴러,쿠앤씨필름
119,20060164,착신아리 파이널,아소 마나부,2006,20060622,장편,일본,공포(호러),씨제이엔터테인먼트
120,20050072,착신아리2,츠카모토 렌페이,2004,20050429,장편,일본,공포(호러),가도가와픽쳐스
121,20040482,맹부삼천지교,김지영,2004,20040326,장편,한국,코미디,코리아 엔터테인먼트
122,20144721,따라지 : 비열한 거리,신동엽,2014,20150608,장편,한국,멜로/로맨스,디에스미디어
123,20040484,하류인생,임권택,2004,20040521,장편,한국,액션,태흥영화(주)
124,20040614,인형사,정용기,2004,20040730,장편,한국,공포(호러),(주)필마픽쳐스 
125,20040748,폴라 익스프레스,로버트 저메키스,2004,20041223,장편,미국,애니메이션,캐슬 락 엔터테인먼트
126,20098251,실종자,드로 소레프,2009,20150723,장편,미국,스릴러,캐슬 락 엔터테인먼트
127,20130667,포가튼 : 잊혀진 소녀,알렉스 슈미트,2012,20130905,장편,독일,드라마,캐슬 락 엔터테인먼트
128,20040715,포가튼,조셉 루벤,2004,20041203,장편,미국,스릴러,레볼루션 스튜디오
129,20040559,나두야 간다,정연원,2004,20040625,장편,한국,코미디,화이트리 시네마
130,20040669,캣우먼,피토프,2004,20040924,장편,미국,액션,워너브러더스사㈜
131,20040526,첫키스만 50번째,피터 시걸,2004,20040415,장편,미국,코미디,콜럼비아 픽쳐스 필름 프로덕션
132,20040471,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,강석범,2004,20040312,장편,한국,코미디,㈜제니스엔터테인먼트
133,20080010,에이리언 VS 프레데터2 ,콜린 스트라우스,2007,20080117,장편,미국,SF,㈜제니스엔터테인먼트
134,20040648,에이리언 VS 프레데터,폴 W.S. 앤더슨,2004,20040903,장편,미국,SF,데이비스 엔터테인먼트 필름웍스
135,20040637,쓰리 몬스터,박찬욱,2004,20040820,옴니버스,한국,공포(호러),(주)영화사봄
136,20040610,화씨 911,마이클 무어,2004,20040722,장편,미국,다큐멘터리,도그 잇 도그 필름
137,20040676,스텝포드 와이프,프랭크 오즈,2004,20041001,장편,미국,코미디,스캇 루딘 프로덕션
138,20040752,까불지마,오지명,2004,20041203,장편,한국,드라마,제이유프로덕션(주)
139,20040569,디 아이2,대니 팽,2004,20040526,장편,홍콩,공포(호러),어플러스엔터테인먼트
140,20040570,옹박 - 무에타이의 후예,프라챠 핀카엡,2003,20040526,장편,태국,액션,사하몽콜 필름 인터내셔널
141,20030420,동해물과 백두산이,안진우,2003,20031231,장편,한국,코미디,(주)영화사샘
142,20040442,피터 팬,P.J. 호건,2003,20040116,장편,미국,어드벤처,(주)영화사샘
143,20020124,피터팬의 리턴 투 네버랜드,로빈 버드 ,2002,20020502,장편,미국,드라마,월트디즈니
144,20060081,피터팬의 공식,조창호,2005,20060413,장편,한국,드라마,(주)엘제이필름
145,19920388,피터팬,해밀턴 러스트,1992,19921218,장편,미국,가족,월트디즈니
146,20040467,사랑할 때 버려야 할 아까운 것들,낸시 마이어스,2003,20040213,장편,미국,코미디,월트디즈니
147,20040556,킬 빌2,쿠엔틴 타란티노,2004,20040514,장편,미국,액션,미라맥스 필름즈
148,20070549,내셔널 트레져:비밀의 책,존 터틀타웁,2007,20071219,장편,미국,액션,제리 브룩하이머 필름
149,20040755,내셔널 트레져,존 터틀타웁,2004,20041231,장편,미국,액션,터치스톤 픽처스
150,20040720,택시: 더 멕시멈,팀 스토리,2004,20041117,장편,미국,액션,이십세기폭스필름코퍼레이션
151,20040443,페이첵,오우삼,2003,20040122,장편,미국,액션,이십세기폭스필름코퍼레이션
152,20040685,프린세스 다이어리 2,게리 마샬,2004,20041029,장편,미국,멜로/로맨스,월트디즈니컴퍼니코리아(주)
153,20040690,2046,왕가위 ,2004,20041015,장편,홍콩,드라마,아르떼
154,20040456,어깨동무,조진규,2004,20040312,장편,한국,코미디,(주)씨케이픽쳐스
155,20040489,여자는 남자의 미래다,홍상수,2004,20040505,장편,한국,드라마,미라신코리아(주)
156,20040623,헬보이,길예르모 델 토로 ,2004,20040820,장편,미국,SF,레볼루션 스튜디오
157,20081332,헬보이 2 : 골든 아미,길예르모 델 토로 ,2008,20080925,장편,미국,SF,레볼루션 스튜디오
158,20000119,트라이어드,장예모,1995,20000325,장편,중국,드라마,레볼루션 스튜디오
159,20028551,빅 팻 라이어,숀 레비,2002,20031128,장편,미국,코미디,씨앤필름(주)
160,20161980,좀비 : 새벽의 저주,글렌 밀러,2014,20160225,장편,미국,공포(호러),씨앤필름(주)
161,20040553,새벽의 저주,잭 스나이더,2004,20040514,장편,미국,공포(호러),유니버셜 픽쳐스
162,20040689,비포 선셋,리차드 링클레이터,2004,20041022,장편,미국,드라마,캐슬 락 엔터테인먼트
163,20040738,"DMZ, 비무장지대",이규형,2004,20041126,장편,한국,드라마,이규형시네마(주)
164,20158981,하나와 앨리스: 살인사건,이와이 슌지,2015,20150527,장편,일본,애니메이션,필름매니아(주)
165,20040704,하나와 앨리스,이와이 슌지,2004,20041117,장편,일본,드라마,록웰아이즈 (ロックウェルアイズ)
166,20040499,저지 걸,케빈 스미스,2004,20040409,장편,미국,멜로/로맨스,록웰아이즈 (ロックウェルアイズ)
167,20040716,모터사이클 다이어리,월터 살레스,2004,20041112,장편,영국,드라마,록웰아이즈 (ロックウェルアイズ)
168,20040581,퀸카로 살아남는 법,마크 S. 워터스,2004,20040903,장편,미국,코미디,파라마운트 픽쳐스
169,20040672,발레 교습소,변영주,2004,20041203,장편,한국,드라마,좋은영화
170,20040591,데스티네이션 2,데이비드 R. 엘리스,2003,20040611,장편,미국,공포(호러),뉴라인 시네마
171,20040496,아홉살 인생,윤인호,2004,20040326,장편,한국,드라마,(주)황기성 사단
172,19969014,쉘 위 댄스,수오 마사유키,1996,20000513,장편,일본,멜로/로맨스,알타미라픽쳐스
173,20040711,화이트 칙스,키넌 아이보리 웨이언스,2004,20041117,장편,미국,코미디,레볼루션 스튜디오
174,20040731,엑소시스트: 더 비기닝,레니 할린,2004,20041117,장편,미국,공포(호러),모건 크릭 프로덕션즈
175,20040462,빅 피쉬,팀 버튼 ,2003,20040305,장편,미국,판타지,더 자눅 컴퍼니
176,20040688,빈집,김기덕,2004,20041015,장편,한국,드라마,(주)김기덕 필름
177,20040723,사랑에 빠지는 아주 특별한 법칙,피터 호윗,2004,20041112,장편,아일랜드,멜로/로맨스,아이리시드림타임
178,20040680,21 그램,알레한드로 곤잘레스 이냐리투,2003,20041023,장편,미국,드라마,아이리시드림타임
179,20040608,거미숲,송일곤,2004,20040903,장편,한국,미스터리,(주)오크필름
180,20136810,러브액츄얼리: 크리스마스 에디션,리차드 커티스,2003,20131218,장편,미국,멜로/로맨스,(주)오크필름
181,20030404,러브 액츄얼리,리차드 커티스,2003,20031205,장편,미국,멜로/로맨스,(주)오크필름
182,20040663,노 브레인 레이스,제리 주커,2001,20040924,장편,미국,코미디,알파빌필름즈
183,20162222,극장판 울트라맨 우주 몬스터 대결전,사카모토 코이치,2009,20160413,장편,일본,액션,알파빌필름즈
184,20158192,고스트 헌터: 얼음 몬스터의 부활,토비 바우만,2015,20160225,장편,독일,어드벤처,알파빌필름즈
185,20154242,몬스터 호텔 2,젠디 타타코브스키,2015,20151224,장편,미국,애니메이션,(주)영화사봄
186,20129156,몬스터 호텔,젠디 타타코브스키,2011,20130117,장편,미국,애니메이션,(주)영화사봄
187,20155441,몬스터 헌트,라맨 허,2015,20151112,장편,중국,판타지,(주)영화사봄
188,20040441,빙우,김은숙 ,2003,20040116,장편,한국,드라마,쿠앤필름(주)
189,20040455,무간도3 - 종극무간,유위강,2003,20040702,장편,홍콩,드라마,미디어 아시아 필름즈
190,20040579,블러디 선데이,폴 그린그래스,2002,20040618,장편,영국,드라마,보드스캐넌에이린
191,20149307,로코왕국의 전설: 엘프킹을 찾아서,위성준,2013,20140626,장편,중국,애니메이션,보드스캐넌에이린
192,20040736,엘프,존 파브로,2004,20041215,장편,미국,코미디,뉴라인 시네마
193,20040461,콜드 마운틴,안소니 밍겔라,2003,20040220,장편,미국,전쟁,뉴라인 시네마
194,20040766,여고생 시집가기,오덕환,2004,20041223,장편,한국,코미디,(주)더존필름
195,20040582,내 남자 친구는 왕자님,마사 쿨리지,2004,20040618,장편,미국,멜로/로맨스,파라마운트 픽쳐스
196,20040472,귀여워,김수현,2004,20041126,장편,한국,드라마,튜브픽쳐스(주)
197,20040654,진주 귀걸이를 한 소녀,피터 웨버,2003,20040903,장편,영국,멜로/로맨스,아처엔터테인먼트
198,20040750,신석기 블루스,김도혁,2004,20041230,장편,한국,코미디,㈜팝콘필름
199,20040486,마지막 늑대,구자홍,2004,20040401,장편,한국,코미디,제네시스픽쳐스(주)
200,20040600,프레디 대 제이슨-13일의 금요일11,우인태,2004,20040827,장편,미국,공포(호러),뉴라인 시네마
201,20040694,완벽한 그녀에게 딱 한가지 없는 것,게리 위닉,2004,20041105,장편,미국,코미디,(주)김기덕 필름
202,20040586,돌려차기,남상국,2004,20040723,장편,한국,코미디,(주)씨네이천
203,20040739,신암행어사,안태근,2004,20041126,장편,한국,애니메이션,캐릭터플랜(주)
204,20030434,안녕! 유에프오,김진민,2004,20040130,장편,한국,드라마,우리영화(주)
205,20040703,"조제, 호랑이 그리고 물고기들",이누도 잇신 ,2003,20041029,장편,일본,드라마,아스믹에이스엔터테인먼트
206,20040524,테이킹 라이브즈,D.J. 카루소,2004,20040415,장편,미국,스릴러,워너브러더스사㈜
207,20040522,폴리와 함께,존 햄버그,2004,20040402,장편,미국,멜로/로맨스,워너브러더스사㈜
208,20040509,모나리자 스마일,마이크 뉴웰,2003,20040319,장편,미국,드라마,레볼루션 스튜디오
209,20113920,토르: 마법망치의 전설,오스카 요나손,2011,20120209,장편,아이슬란드,애니메이션,㈜월드시네마
210,20040565,망치,안태근,2004,20040806,장편,한국,애니메이션,캐릭터플랜(주)
211,20040476,사랑도 통역이 되나요?,소피아 코폴라,2003,20040220,장편,미국,멜로/로맨스,아메리칸조이트로프
212,20040607,갓센드,닉 햄,2004,20040903,장편,미국,공포(호러),아메리칸조이트로프
213,20030426,더 캣,보 웰치,2003,20031231,장편,미국,판타지,아메리칸조이트로프
214,20030439,그녀를 모르면 간첩,박한준,2003,20040130,장편,한국,코미디,(주)엠쓰리엔터테인먼트
215,20040519,히달고,조 존스톤,2004,20040319,장편,미국,액션,터치스톤 픽처스
216,20040732,팜므 파탈,브라이언 드 팔마,2002,20041117,장편,프랑스,범죄,워너 브러더스 픽쳐스
217,19930074,가면의 정사,볼프강 페터젠,1991,19930122,장편,미국,스릴러,워너 브러더스 픽쳐스
218,20040512,헌티드,윌리엄 프리드킨,2003,20040312,장편,미국,액션,알파빌필름즈
219,20040550,헌티드 맨션,롭 민코프,2003,20040415,장편,미국,코미디,월트디즈니컴퍼니코리아(주)
220,20000134,헌티드 힐,윌리엄 말론,1999,20000408,장편,미국,공포(호러),데이비스 엔터테인먼트 필름웍스
221,20040447,스쿨 오브 락,리차드 링클레이터,2003,20040227,장편,미국,코미디,데이비스 엔터테인먼트 필름웍스
222,20151141,허니문,리 자니악,2014,20150723,장편,미국,공포(호러),데이비스 엔터테인먼트 필름웍스
223,20132743,허니,세미 카플라노글루,2010,20130926,장편,터키,드라마,데이비스 엔터테인먼트 필름웍스
224,20040746,서바이빙 크리스마스,마이크 미첼,2004,20041224,장편,미국,코미디,드림웍스픽쳐스
225,20040533,인 더 컷,제인 캠피온,2003,20040430,장편,미국,스릴러,Pathe Cinema
226,20070146,섹스 앤 이노센트,사미르,2005,20070419,장편,스위스,드라마,Pathe Cinema
227,20000204,섹슈얼 이노센스,마이크 피기스,1999,20000726,장편,미국,드라마,Pathe Cinema
228,20040588,레이디킬러,조엘 코엔,2004,20040604,장편,미국,코미디,터치스톤 픽처스
229,20040521,더티 댄싱 - 하바나 나이트,가이 퍼랜드,2004,20040423,장편,미국,멜로/로맨스,라이온스 게이트 필름즈
230,20030440,자토이치,기타노 다케시,2003,20040130,장편,일본,액션,라이온스 게이트 필름즈
231,20040528,고티카,마티유 카소비츠,2003,20040402,장편,미국,공포(호러),다크 캐슬 엔터테인먼트
232,19950048,런어웨이,김성수,1995,19951230,장편,한국,액션,㈜익영영화
233,20155323,런어웨이-72,크리스찬 세스마,2015,20150924,장편,미국,액션,㈜익영영화
234,20142068,런어웨이 걸,데릭 마티니,2011,20141030,장편,미국,코미디,㈜익영영화
235,20148614,런어웨이걸의 정사,아사오 마사히로,2011,20140416,장편,일본,멜로/로맨스,㈜익영영화
236,20100330,런어웨이즈,플로리아 시지스몬디,2010,20100624,장편,미국,드라마,리버 로드 엔터테인먼트
237,20040448,타임라인,리차드 도너,2003,20040227,장편,미국,SF,파라마운트 픽쳐스
238,20040730,영 아담,데이빗 맥킨지,2003,20041203,장편,영국,드라마,UK Film Council
239,20040584,대단한 유혹,장 프랑소아 풀리오,2003,20040625,장편,캐나다,코미디,맥스 필름즈 프로덕션즈
240,20040549,천공의 성 라퓨타,미야자키 하야오,1986,20040430,장편,일본,애니메이션,지브리 스튜디오
241,20040647,도마 안중근,서세원,2004,20040910,장편,한국,드라마,(주)소스원프로덕션
242,20040666,나쁜 교육,페드로 알모도바르,2004,20040917,장편,스페인,드라마,까날 플러스 에스파냐
243,20040543,스쿠비-두2 : 몬스터 대소동,라자 고스넬,2004,20040430,장편,미국,코미디,워너브러더스사㈜
244,20030350,올드보이,박찬욱,2003,20031121,장편,한국,스릴러,(주)에그필름
245,20070468,딕시칙스 - 셧업 앤 싱,바바라 코플,2006,20071003,장편,미국,다큐멘터리,(주)에그필름
246,20040532,셧업,프랑시스 베베르,2003,20040827,장편,프랑스,코미디,유니온 제너럴 시네마토그래픽 (UGC)
247,20040513,내 생애 최고의 데이트,로버트 루케틱,2004,20040319,장편,미국,멜로/로맨스,드림웍스픽쳐스
248,20040479,휴먼 스테인,로버트 벤튼,2003,20040305,장편,미국,드라마,미라맥스 필름즈
249,20040464,8명의 여인들,프랑소와 오종,2002,20040227,장편,프랑스,코미디,미라맥스 필름즈
250,20030436,브라더 베어,애론 블레이즈,2003,20040116,장편,미국,드라마,미라맥스 필름즈
251,20040712,미치고 싶을 때,파티 아킨,2004,20041112,장편,독일,드라마,미라맥스 필름즈
252,20040544,스타스키와 허치,토드 필립스,2004,20040430,장편,미국,액션,디멘션 필름즈
253,20060007,열두명의 웬수들2,아담 쉥크만,2005,20060126,장편,미국,코미디,이십세기폭스필름코퍼레이션
254,20040460,열두명의 웬수들 ,숀 레비,2003,20040213,장편,미국,코미디,이십세기폭스필름코퍼레이션
255,20040677,웨일 라이더,니키 카로,2002,20041008,장편,뉴질랜드,드라마,판도라 필름
256,19900261,소오강호,서극,1990,19900804,장편,홍콩,SF,판도라 필름
257,19930261,소림사강호영패 ,원화평,1993,19931211,장편,홍콩,액션,판도라 필름
258,20070010,마강호텔,최성철,2006,20070222,장편,한국,코미디,(주)마인엔터테인먼트 
259,20100979,검우강호,오우삼,2010,20101014,장편,홍콩,액션,베이징
260,19870135,용재강호 ,우인태,1986,19871007,장편,홍콩,액션,베이징
261,20148555,수호지-강호의 장청,류신의,2012,20140417,장편,중국,액션,베이징
262,20159582,엘리펀트 송,찰스 비네임,2014,20150611,장편,캐나다,미스터리,베이징
263,20135365,코비: 블루 엘리펀트의 전설,타위랍 스리우티윙스,2009,20131205,장편,태국,애니메이션,베이징
264,20135601,엘리펀트 화이트,프라챠 핀카엡,2011,20130228,장편,미국,액션,베이징
