,movieCd,movieNm,director,openDt,prdtYear,repNationNm,repGenreNm,showTm,watchGradeNm,actor_1,actor_2,actor_3,companyNm
1116,20081611,미인도,전윤수,20081113,2008,한국,사극,108,청소년관람불가,김민선,김영호,김남길,㈜이룸영화사
1117,20081366,이글 아이,D.J. 카루소,20081009,2008,미국,액션,117,12세이상관람가,샤이아 라보프,미셸 모나한,도니 제프콧,씨제이엔터테인먼트
1120,20081484,007 퀀텀 오브 솔러스,마크 포스터,20081105,2008,미국,액션,106,15세이상관람가,다니엘 크레이그,올가 쿠릴렌코,매티유 아맬릭,한국소니픽쳐스릴리징브에나비스타영화㈜
1121,20080968,눈에는 눈 이에는 이,곽경택,20080731,2008,한국,범죄,101,15세이상관람가,한석규,차승원,송영창,(주)태원엔터테인먼트
1122,20081395,아내가 결혼했다,정윤수,20081023,2008,한국,멜로/로맨스,119,청소년관람불가,손예진,김주혁,주상욱,(주)주피터필름
1123,20080764,님은 먼 곳에,이준익,20080724,2008,한국,드라마,126,15세이상관람가,수애,정진영,정경호,(주)타이거픽쳐스
1124,20080047,점퍼,더그 라이만,20080214,2008,미국,SF,88,15세이상관람가,레이첼 빌슨,헤이든 크리스텐슨,제이미 벨,이십세기폭스필름코퍼레이션
1125,20081058,고死 : 피의 중간고사,창,20080807,2008,한국,공포(호러),85,15세이상관람가,이범수,남규리,김범,(주)코어콘텐츠미디어
1126,20071064,무방비도시,이상기,20080110,2007,한국,범죄,112,15세이상관람가,김명민,손예진,김해숙,쌈지아이비젼영상사업단
1127,20080914,적벽대전:거대한 전쟁의 시작,오우삼,20080710,2008,중국,액션,132,15세이상관람가,양조위,금성무,장첸,(주)쇼박스
1128,20072172,원스 어폰 어 타임 인 멕시코 ,로버트 로드리게즈,20031024,2003,미국,액션,101,18세관람가,안토니오 반데라스,셀마 헤이엑,조니 뎁,브에나비스타인터내셔널코리아
1129,20071675,더 게임,윤인호,20080130,2007,한국,스릴러,116,15세이상관람가,변희봉,손현주,신하균,(주)프라임엔터테인먼트
1130,20010233,스파이더 게임,리 타마호리,20010817,2001,미국,미스터리,103,15세관람가,모니카 포터,모건 프리먼,,UIP코리아
1131,20080479,나니아 연대기:캐스피언 왕자 ,앤드류 아담슨,20080515,2008,미국,어드벤처,145,전체관람가,조지 헨리,,,한국소니픽쳐스릴리징브에나비스타영화㈜
1132,20081057,월ㆍE,앤드류 스탠튼,20080806,2008,미국,애니메이션,104,전체관람가,엘리사 나이트,벤 버트,,한국소니픽쳐스릴리징브에나비스타영화㈜
1133,20081243,영화는 영화다,장훈,20080911,2008,한국,액션,112,청소년관람불가,소지섭,강지환,홍수현,(주)김기덕 필름
1134,20081723,지구가 멈추는 날,스콧 데릭슨,20081224,2008,미국,SF,106,12세이상관람가,키아누 리브스,제니퍼 코넬리,,이십세기폭스코리아(주)
1136,20100361,이클립스,데이빗 슬레이드,20100707,2010,미국,판타지,124,12세이상관람가,크리스틴 스튜어트,로버트 패틴슨,테일러 로트너,서미트 엔터티인먼트
1137,20090828,뉴 문,크리스 웨이츠,20091202,2009,미국,판타지,130,12세이상관람가,로버트 패틴슨,크리스틴 스튜어트,,(주)넥스트엔터테인먼트월드(NEW)
1138,20081697,트와일라잇,캐서린 하드윅,20081210,2008,미국,액션,121,12세이상관람가,크리스틴 스튜어트,로버트 패틴슨,,(주)넥스트엔터테인먼트월드(NEW)
1141,20070563,꿀벌대소동,스티브 히크너,20080103,2007,미국,가족,88,전체관람가,제리 사인펠드,르네 젤위거,,씨제이엔터테인먼트
1142,20080637,서양 골동 양과자점 앤티크,민규동,20081113,2008,한국,드라마,109,15세이상관람가,주지훈,김재욱,유아인,영화사 집
1143,20080148,"10,000 BC",롤랜드 에머리히,20080313,2008,미국,어드벤처,109,15세이상관람가,스티븐 스트레이트,카밀라 벨,,워너브러더스 코리아(주)
1144,20081686,벼랑 위의 포뇨,미야자키 하야오,20081217,2008,일본,애니메이션,100,전체관람가,야마구치 토모코,아마미 유키,,(주)쇼박스
1145,20070548,6년째 연애중,박현진,20080205,2007,한국,멜로/로맨스,112,15세이상관람가,김하늘,윤계상,차현정,(주)피카소필름
1146,20113653,잃어버린 세계를 찾아서 2: 신비의 섬,브레드 페이튼,20120119,2011,미국,액션,94,전체관람가,드웨인 존슨,마이클 케인,조쉬 허처슨,워너브러더스 코리아(주)
1147,20081696,잃어버린 세계를 찾아서,에릭 브리빅 ,20081217,2008,미국,SF,92,전체관람가,브렌든 프레이저,조쉬 허처슨,,롯데쇼핑㈜롯데엔터테인먼트
1148,20100285,섹스 앤 더 시티 2,마이클 패트릭 킹,20100610,2010,미국,드라마,144,청소년관람불가,사라 제시카 파커,크리스틴 데이비스,킴 캐트럴,뉴라인 시네마
1149,20080709,섹스 앤 더 시티,마이클 패트릭 킹,20080605,2008,미국,멜로/로맨스,143,청소년관람불가,사라 제시카 파커,킴 캐트럴,신시아 닉슨,에스케이텔레콤(주)
1150,20080291,삼국지:용의 부활,이인항,20080403,2007,중국,사극,101,15세이상관람가,유덕화,매기 큐,적룡,(주)태원엔터테인먼트
1151,20080032,밴티지 포인트,피트 트래비스,20080228,2008,미국,스릴러,90,15세이상관람가,데니스 퀘이드,매튜 폭스,포레스트 휘테커,한국소니픽쳐스릴리징브에나비스타영화㈜
1152,20165381,탐정사무소-평강공주와 바보온달 무삭제판,이동현,20160615,2016,한국,스릴러,71,청소년관람불가,강현중,조영택,주연서,(주)매니아22 
1153,20072151,바보,김정권,20080228,2008,한국,드라마,99,12세이상관람가,차태현,하지원,박희순,(주)와이어투와이어필름
1154,19840018,바보선언,이장호,19840301,1984,한국,드라마,97,연소자관람불가,김명곤,김선미,이희성,(주)화천공사
1155,20110162,바보야,강성옥,20110421,2011,한국,다큐멘터리,73,전체관람가,안성기,,,㈜포춘미디어
1156,20100265,바보들의 행진 ,하길종,19750531,1975,한국,코미디,105,12세이상관람가,윤문섭,하재영,이영옥,(주)화천공사
1157,20081673,오스트레일리아,바즈 루어만,20081210,2008,미국,사극,166,12세이상관람가,휴 잭맨,니콜 키드먼,,이십세기폭스코리아(주)
1158,20072148,GP 506,공수창,20080403,2007,한국,공포(호러),120,청소년관람불가,천호진,조현재,이영훈,(주)보코픽쳐스
1159,20155883,태평륜,오우삼,20160721,2014,중국,드라마,128,15세이상관람가,금성무,송혜교,장쯔이,(유)영화사 화수분
1160,20080663,크로싱,김태균,20080626,2008,한국,드라마,112,12세이상관람가,차인표,신명철,주다영,(주)캠프비
1161,20098173,크로싱 오버,웨인 크라머,20140529,2009,미국,드라마,107,청소년관람불가,해리슨 포드,짐 스터게스,앨리스 이브,데이지엔터테인먼트
1162,20161403,여인의 숙명 - 야쿠자의 여자,카이하라 쿠리스 료,20160116,2015,일본,성인물(에로),71,청소년관람불가,요시자와 아키호,,,(주)예당씨앤에스
1163,20080226,숙명,김해곤,20080320,2008,한국,드라마,123,청소년관람불가,송승헌,권상우,김인권,엠케이디케이
1164,19900088,이조여인 숙명사 청상계,윤석봉,19910831,1990,한국,드라마,92,연소자관람불가,곽은경,한국남,방희,와이에스비
1165,20090641,예스맨 프로젝트,앤디 비츨바움,20100325,2009,프랑스,다큐멘터리,86,12세이상관람가,앤디 비츨바움,마이크 보난노,레지 와츠,아르떼 프랑스
1166,20080476,스피드 레이서,앤디 워쇼스키,20080508,2008,미국,액션,133,12세이상관람가,정지훈,매튜 폭스,,워너브러더스 코리아(주)
1167,20072686,모던보이,정지우,20081002,2008,한국,드라마,121,12세이상관람가,이새별,박해일,김혜수,(주)시네마서비스글로벌
1168,20080890,순정만화,류장하,20081127,2008,한국,멜로/로맨스,113,12세이상관람가,유지태,이연희,채정안,㈜렛츠필름
1169,20080394,비스티 보이즈,윤종빈,20080430,2008,한국,드라마,132,청소년관람불가,하정우,이정민,윤계상,(주)와이어투와이어필름
1170,20080009,스위니 토드 : 어느 잔혹한 이발사 이야기,팀 버튼 ,20080117,2007,미국,뮤지컬,116,청소년관람불가,조니 뎁,헬레나 본햄 카터,,워너브러더스 코리아(주)
1171,20080946,님스 아일랜드,마크 레빈,20080717,2008,미국,코미디,91,전체관람가,제라드 버틀러,,,롯데쇼핑㈜롯데엔터테인먼트
1172,20080641,라스베가스에서만 생길 수 있는 일,톰 바우건,20080529,2008,미국,멜로/로맨스,98,15세이상관람가,카메론 디아즈,애쉬튼 커처,,이십세기폭스코리아(주)
1173,20080230,천일의 스캔들,저스틴 채드윅,20080320,2008,미국,사극,115,15세이상관람가,나탈리 포트만,스칼렛 요한슨,에릭 바나,유니버설픽쳐스인터내셔널 코리아(유)
1174,20080038,스파이더위크가의 비밀,마크 S. 워터스,20080214,2007,미국,어드벤처,95,전체관람가,프레디 하이모어,사라 볼거,,씨제이엔터테인먼트
1175,20081244,울학교 이티,박광춘,20080911,2008,한국,드라마,120,15세이상관람가,김수로,이한위,백성현,㈜커리지필름
1176,20081535,눈먼자들의 도시,페르난도 메이렐레스,20081120,2008,캐나다,드라마,120,청소년관람불가,줄리안 무어,마크 러팔로,,(주)싸이더스
1177,20080393,호튼,지미 헤이워드,20080430,2008,미국,애니메이션,86,전체관람가,짐 캐리,스티브 카렐,,이십세기폭스코리아(주)
1178,20080833,다찌마와리,류승완,20080814,2007,한국,액션,99,12세이상관람가,임원희,공효진,박시연,(주)외유내강
1179,20080741,고고 70,최호,20081003,2008,한국,드라마,118,15세이상관람가,곽선영,조승우,신민아,(주)보경사
1180,20081444,바디 오브 라이즈,리들리 스콧,20081023,2008,미국,스릴러,128,15세이상관람가,레오나르도 디카프리오,러셀 크로우,마크 스트롱,워너브러더스 코리아(주)
1181,20070660,뜨거운 것이 좋아,권칠인,20080117,2007,한국,드라마,114,15세이상관람가,이미숙,김민희,안소희,(주)시네마서비스
1182,20162065,클로버필드 10번지,댄 트라첸버그,20160407,2016,미국,미스터리,103,15세이상관람가,메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어,롯데쇼핑㈜롯데엔터테인먼트
1183,20070672,클로버필드,맷 리브스,20080124,2008,미국,SF,85,15세이상관람가,리지 캐플란,오데뜨 유스트만,마이클 스탈 데이비드,씨제이엔터테인먼트
1184,20081565,뱅크 잡,로저 도널드슨,20081030,2008,영국,범죄,111,15세이상관람가,제이슨 스타뎀,세프론 버로우스,스티븐 캠벨 무어,(주)싸이더스
1185,20071067,슈퍼맨이었던 사나이,정윤철,20080131,2007,한국,드라마,102,전체관람가,홍희자,황정민,전지현,씨제이엔터테인먼트
1186,20140281,"사랑해, 매기",유지니오 델베즈,20160727,2014,멕시코,코미디,107,15세이상관람가,유지니오 델베즈,,,와이드 릴리즈(주)
1187,20163902,트럭걸 나미,조조 히데오,20160519,2012,일본,멜로/로맨스,65,청소년관람불가,요시자와 아키호,,,(주)영진크리에이티브
1188,20148229,유부녀 트럭걸,타이나카 요조,20160415,2012,일본,멜로/로맨스,72,청소년관람불가,엔도 시호리,,,(주)영진크리에이티브
1189,20161702,죽음의 트럭,마이클 바파로,20160204,2015,캐나다,스릴러,83,15세이상관람가,안나 허치슨,,,(주)이놀미디어
1190,20081391,미쓰 홍당무,이경미,20081016,2008,한국,드라마,100,청소년관람불가,공효진,이종혁,서우,(주)모호필름
1191,20158909,미스트리스 아메리카,노아 바움백,20151210,2015,미국,코미디,84,15세이상관람가,그레타 거윅,롤라 커크,,이십세기폭스코리아(주)
1192,20150381,마이 미스트리스,스티븐 랜스,20150521,2014,호주,멜로/로맨스,100,청소년관람불가,엠마누엘 베아르,,,(주)티에스앤컴퍼니
1193,20090858,일렉트릭 미스트,베르트랑 타베르니에,20091217,2009,미국,미스터리,105,15세이상관람가,토미 리 존스,존 굿맨,,씨제이엔터테인먼트
1194,19980105,미스트 라이얼,헤이우드 골드,19980304,1996,미국,드라마,92,15세 미만인 자는 관람할 수 없는 등급 ,빌 풀만,,,(주)동아수출공사
1195,20128568,어웨이크닝,닉 머피,20131212,2011,영국,공포(호러),107,15세이상관람가,레베카 홀,도미닉 웨스트,이멜다 스턴톤,(주)나이너스엔터테인먼트
1196,20124746,언더월드 4: 어웨이크닝,만스 말린드,20120222,2011,미국,액션,88,청소년관람불가,케이트 베킨세일,테오 제임스,인디아 아이슬리,한국소니픽쳐스릴리징브에나비스타영화㈜
1197,20080254,어웨이크,조비 해롤드 ,20080327,2007,미국,스릴러,84,15세이상관람가,헤이든 크리스텐슨,제시카 알바,,(주)프라임엔터테인먼트
1198,20081716,쌍화점,유하,20081230,2008,한국,드라마,133,청소년관람불가,조인성,주진모,송지효,오퍼스픽쳐스
1199,20080750,달콤한 거짓말,정정화,20081218,2008,한국,멜로/로맨스,113,12세이상관람가,김선아,박진희,조한선,씨제이엔터테인먼트
1200,20081132,아기와 나,김진영,20080814,2008,한국,드라마,98,12세이상관람가,장근석,문 메이슨,송하윤,(주)프라임엔터테인먼트
1201,20081002,멋진 하루,이윤기,20080925,2008,한국,드라마,123,12세이상관람가,전도연,하정우,김혜옥,(주)스폰지이엔티
1202,20080013,명장,진가신,20080130,2007,중국,액션,126,청소년관람불가,이연걸,유덕화,,롯데쇼핑㈜롯데엔터테인먼트
1203,20110501,삼국지: 명장 관우,맥조휘,20110519,2010,홍콩,전쟁,110,15세이상관람가,견자단,강문,,(주)넥스트엔터테인먼트월드(NEW)
1204,20080829,해프닝,M. 나이트 샤말란,20080612,2008,미국,SF,90,청소년관람불가,주이 디샤넬,존 레귀자모,마크 월버그,이십세기폭스코리아(주)
1205,20080962,극장판 도라에몽:진구의 마계대모험 7인의 마법사,테라모토 유키요,20080717,2007,일본,애니메이션,115,전체관람가,미즈타 와사비,,,대원미디어(주)
1206,20071003,P.S. 아이 러브 유,리차드 라그라브네스,20080103,2007,미국,멜로/로맨스,125,15세이상관람가,힐러리 스웽크,제라드 버틀러,,(주)쇼박스
1207,20080965,CJ7:장강7호,주성치,20080821,2008,홍콩,SF,88,전체관람가,주성치,서교,,㈜스튜디오이쩜영
1208,20071014,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,20080124,2007,독일,애니메이션,87,전체관람가,사라 미셀 겔러,프레디 프린즈 주니어,시고니 위버,(주)쇼박스
1209,20081094,미드나잇 미트 트레인,기타무라 류헤이,20080821,2008,미국,공포(호러),97,청소년관람불가,브래들리 쿠퍼,레슬리 빕,,롯데쇼핑㈜롯데엔터테인먼트
1210,20080743,1724 기방난동사건,여균동,20081203,2008,한국,사극,103,15세이상관람가,이정재,김석훈,김옥빈,(주)싸이더스
1211,20080659,88분,존 애브넛,20080529,2007,미국,드라마,106,15세이상관람가,알 파치노,알리시아 위트,,(주)프라임엔터테인먼트
1212,20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,롭 라이너,20080409,2007,미국,코미디,96,12세이상관람가,잭 니콜슨,모건 프리먼,,워너브러더스 코리아(주)
1213,20080363,스트리트 킹,데이비드 에이어,20080417,2008,미국,범죄,108,청소년관람불가,키아누 리브스,포레스트 휘테커,,이십세기폭스코리아(주)
1214,20080963,스페이스 침스:우주선을 찾아서,커크 드 미코,20080717,2008,미국,애니메이션,81,전체관람가,앤디 샘버그,셰릴 하인즈,신동현,(주)성원아이컴
1215,20080397,가루지기,신한솔,20080430,2008,한국,드라마,120,청소년관람불가,봉태규,김영애,김예원,(주)프라임엔터테인먼트
1216,20080014,마지막 선물,김영준 ,20080205,2007,한국,드라마,107,15세이상관람가,신현준,허준호,조수민,(주)태원엔터테인먼트
1217,20080142,마이 뉴 파트너,김종현,20080306,2007,한국,액션,110,15세이상관람가,안성기,조한선,정석용,케이엠컬쳐㈜
1218,19850102,마이 뉴 파트너 ,끌로드 지디,19850928,1984,프랑스,액션,103,국민학생관람불가,필립 느와레,알버트 시모노,,케이엠컬쳐㈜
1219,19940150,마이 뉴 파트너 2,끌로드 지디,19940414,1990,프랑스,드라마,95,고등학생이상관람가,필립 느와레,티에리 레미띠,,오를리 필름즈
1220,20081623,맥스 페인,존 무어,20081120,2008,미국,범죄,100,15세이상관람가,밀라 쿠니스,마크 월버그,,이십세기폭스코리아(주)
1221,20081390,공작부인:세기의 스캔들,사울 딥,20081016,2008,미국,사극,110,15세이상관람가,키이라 나이틀리,랄프 파인즈,,(주)넥스트엔터테인먼트월드(NEW)
1222,20080874,노크:낯선 자들의 방문,브라이언 버티노 ,20080702,2008,미국,공포(호러),85,15세이상관람가,스캇 스피드맨,리브 타일러,젬마 워드,영화사청어람(주)
1223,20081096,엑스파일:나는 믿고싶다,크리스 카터,20080813,2008,미국,SF,104,15세이상관람가,데이비드 듀코브니,,,이십세기폭스필름코퍼레이션
1224,20080141,27번의 결혼리허설,앤 플레쳐,20080306,2008,미국,멜로/로맨스,110,15세이상관람가,캐서린 헤이글,제임스 마스던,번 코엔,이십세기폭스필름코퍼레이션
1225,20081334,바빌론 A.D.,마티유 카소비츠,20081002,2007,미국,SF,90,12세이상관람가,빈 디젤,멜라니 티에리,양자경,이십세기폭스코리아(주)
1226,20161286,아이스 에이지: 지구 대충돌,마이크 트메이어,20160720,2016,미국,애니메이션,94,전체관람가,존 레귀자모,레이 로마노,제니퍼 로페즈,이십세기폭스코리아(주)
1227,20030033,지구를 지켜라,장준환,20030404,2003,한국,코미디,117,18세관람가,신하균,백윤식,황정민,(주)싸이더스
1228,20159604,지구 최후의 날 2015,리차드 로리,20151210,2014,미국,SF,81,15세이상관람가,블레어 베스튼,재클린 부다,,(주)소나무픽쳐스
1229,20080514,페넬로피,마크 팔란스키,20080515,2006,미국,코미디,89,12세이상관람가,크리스티나 리치,,,씨제이엔터테인먼트
1230,20080015,라듸오 데이즈,하기호,20080131,2007,한국,코미디,111,12세이상관람가,류승범,이종혁,김사랑,(주)싸이더스
1231,20080364,킬위드미,그레고리 호블릿,20080417,2008,미국,범죄,100,청소년관람불가,다이안 레인,빌리 버크,콜린 행크스,(주)엠플러스픽쳐스
1232,20071047,"대한이, 민국씨",최진원,20080214,2007,한국,코미디,102,15세이상관람가,최성국,송요셉,공형진,(주)퍼니필름
1233,20080065,어톤먼트,조 라이트,20080221,2007,미국,멜로/로맨스,122,15세이상관람가,키이라 나이틀리,제임스 맥어보이,,유니버설픽쳐스인터내셔널 코리아(유)
1234,20081247,방콕 데인저러스,옥사이드 팽 천,20080911,2008,미국,액션,98,15세이상관람가,니콜라스 케이지,양채니,사크릿 얌냠,(주)싸이더스
1235,20080331,도레미파솔라시도,강건향 ,20080403,2006,한국,드라마,105,12세이상관람가,장근석,정의철,차예련,(주)홍상자엔터테인먼트
1236,20080348,연의 황후,정소동,20080409,2008,홍콩,사극,94,15세이상관람가,진혜림,여명,견자단,씨제이엔터테인먼트
1237,19930252,거울속의 정사,그레고리 다크,19931127,1993,미국,스릴러,87,연소자관람불가,제프 코너웨이,델리아 셰퍼드,,영상의 샘
1238,20136015,두 미 러브,루 비질,20130306,2011,프랑스,드라마,85,청소년관람불가,리지에 브로체레,크리스틴 아망거,패트릭 조코,(주)케이앤엔터테인먼트
1239,20081158,미러,알렉산더 아야,20080918,2008,미국,공포(호러),111,청소년관람불가,키퍼 서덜랜드,폴라 패튼,,이십세기폭스코리아(주)
1240,20134073,디스커넥트,헨리 알렉스 루빈,20131107,2012,미국,드라마,115,청소년관람불가,제이슨 베이트먼,알렉산더 스카스가드,폴라 패튼,(주)영화사 빅
1241,20081618,커넥트,진목승,20081120,2008,홍콩,액션,110,15세이상관람가,고천락,서희원,장가휘,에스케이텔레콤(주)
1242,20132964,플라이 미 투 더 문,파스칼 쇼메유,20131121,2012,프랑스,코미디,105,15세이상관람가,다이앤 크루거,대니 분,,(주)누리픽쳐스
1243,20081212,20세기 소년,츠츠미 유키히코,20080911,2008,일본,SF,141,12세이상관람가,카라사와 토시아키,토요카와 에츠시,토키와 타카코,㈜메가박스
1244,20119154,20세기 소년 ; 최종장 - 우리들의 깃발,츠츠미 유키히코,20110113,2009,일본,애니메이션,155,12세이상관람가,,,,㈜메가박스
1245,20090889,20세기 소년-제2장: 마지막 희망,츠츠미 유키히코,20091217,2008,일본,SF,140,15세이상관람가,카라사와 토시아키,후지키 나오히토,토요카와 에츠시,㈜메가박스
1246,20080236,나의 특별한 사랑이야기,아담 브룩스,20080409,2007,미국,코미디,111,15세이상관람가,라이언 레놀즈,아일라 피셔,레이첼 웨이즈,유니버설픽쳐스인터내셔널 코리아(유)
1247,20080836,겟 스마트,피터 시걸,20080619,2008,미국,범죄,110,12세이상관람가,스티브 카렐,앤 해서웨이,,워너브러더스 코리아(주)
1248,20080258,댄 인 러브,피터 헤지스,20080327,2007,미국,코미디,98,12세이상관람가,줄리엣 비노쉬,스티브 카렐,,씨제이엔터테인먼트
1249,20080024,오퍼나지 - 비밀의 계단,후안 안토니오 바요나,20080214,2007,스페인,드라마,104,15세이상관람가,벨렌 루에다,로저 프린셉,,(주)프라임엔터테인먼트
1250,20081059,케로로 더 무비:케로로 VS 케로로 천공대결전,사토 준이치,20080807,2008,일본,애니메이션,96,전체관람가,와타나베 쿠미코,코자쿠라 에츠코,,투니버스(주)온미디어
1251,20080021,찰리윌슨의 전쟁,마이크 니콜스,20080206,2007,미국,코미디,97,15세이상관람가,줄리아 로버츠,필립 세이모어 호프만,톰 행크스,유니버설픽쳐스인터내셔널 코리아(유)
1252,20081393,데스 레이스,폴 W.S. 앤더슨,20081016,2008,미국,SF,104,청소년관람불가,제이슨 스타뎀,조안 알렌,타이레스 깁슨,유니버설픽쳐스인터내셔널 코리아(유)
1253,20080145,마이 블루베리 나이츠,왕가위 ,20080306,2007,홍콩,멜로/로맨스,94,12세이상관람가,주드 로,노라 존스,,(주)쇼박스
1254,20135141,화피 2,오이선,20140129,2012,중국,액션,127,15세이상관람가,천쿤,주신,조미,(주)팝엔터테인먼트
1255,20081446,화피,진가상,20081023,2008,홍콩,스릴러,103,15세이상관람가,조미,주신,천쿤,(주)시너지하우스 (시너지)
1256,20081738,니코,마이클 헤트너,20081224,2008,핀란드,애니메이션,80,전체관람가,한누-펙카 뵤르크만,장근석,,롯데쇼핑㈜롯데엔터테인먼트
1257,20122523,니코: 산타비행단의 모험,캐리 주스넌,20121225,2012,핀란드,애니메이션,76,전체관람가,카리 히타라티,카리 케토넨,엘레나 크니틸라,씨너스엔터테인먼트(주)
1258,20081445,굿'바이,타키타 요지로,20081030,2008,일본,드라마,130,12세이상관람가,모토키 마사히로,히로스에 료코,야마자키 츠토무,㈜케이디미디어
1259,20081276,황시,로저 스포티스우드,20080918,2008,호주,전쟁,124,12세이상관람가,조나단 리스 메이어스,주윤발,양자경,씨제이엔터테인먼트
1260,20148348,슈퍼히어로의 진실,크리스 벨,20140410,2008,미국,다큐멘터리,106,15세이상관람가,크리스 벨,,,(주)수키픽쳐스
1261,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,20140123,2012,일본,액션,89,전체관람가,이노우에 마사히로,오자와 료타,,롯데쇼핑㈜롯데엔터테인먼트
1262,20139821,슈퍼히어로,에두와르도 슐츠,20130731,2012,페루,애니메이션,67,전체관람가,,,,(주)영화사 빅
1263,20080478,프라이스리스,피에르 살바도리,20080508,2006,프랑스,코미디,104,15세이상관람가,오드리 토투,,,㈜케이디미디어
1264,20080472,명탐정 코난:베이커가의 망령,카네수구 코다마 ,20080501,2002,일본,애니메이션,106,12세이상관람가,타카야마 미나미,야마자키 와카나,,투니버스(주)온미디어
1265,20080252,데스 디파잉:어느 마술사의 사랑,질리안 암스트롱,20080327,2007,영국,드라마,96,15세이상관람가,캐서린 제타-존스,가이 피어스,,롯데쇼핑㈜롯데엔터테인먼트
1266,20080654,겟 썸,제프 와드로,20080522,2008,미국,액션,112,12세이상관람가,숀 패리스,엠버 허드,캠 지갠뎃,㈜스튜디오이쩜영
1267,20080350,내가 숨쉬는 공기,지호 리,20080409,2007,미국,범죄,95,청소년관람불가,케빈 베이컨,브렌든 프레이저,앤디 가르시아,롯데쇼핑㈜롯데엔터테인먼트
1268,20141114,쿼바디스,김재환,20141210,2014,한국,다큐멘터리,105,12세이상관람가,이종윤,안석환,남명렬,주식회사 단유필름
1269,20110322,오늘,이정향,20111027,2011,한국,드라마,119,15세이상관람가,송혜교,남지현,송상우,(주)포시즌스카이컴퍼니 
1270,20088397,미스터 노바디,자코 반 도마엘,20131024,2009,캐나다,판타지,139,15세이상관람가,자레드 레토,사라 폴리,다이앤 크루거,(주)팝엔터테인먼트
1271,20080328,미운 오리 새끼의 모험,마이클 헤그너,20080403,2006,프랑스,애니메이션,84,전체관람가,저스틴 그렉,모건 C.존스,,(주)드림팩트엔터테인먼트
1272,20080078,람보 4 : 라스트 블러드,실베스터 스탤론,20080228,2008,미국,액션,91,청소년관람불가,실베스터 스탤론,줄리 벤즈,,(주)스튜디오이쩜영
1273,20080055,워터호스,제이 러셀,20080320,2007,미국,어드벤처,111,전체관람가,에밀리 왓슨,벤 채플린,,한국소니픽쳐스릴리징브에나비스타영화㈜
1274,20081173,스타워즈 : 클론 전쟁,데이브 필로니 ,20080904,2008,미국,애니메이션,98,전체관람가,,,,워너브러더스 코리아(주)
1275,20080146,허밍,박대영,20080313,2007,한국,멜로/로맨스,96,12세이상관람가,이천희,한지혜,김수현,㈜더드림앤드픽쳐스
1276,20081361,하우 투 루즈 프렌즈,로버트 B. 웨이드,20081016,2008,영국,코미디,110,15세이상관람가,사이몬 페그,커스틴 던스트,,롯데쇼핑㈜롯데엔터테인먼트
1277,20071066,말할 수 없는 비밀,주걸륜,20080110,2007,대만,멜로/로맨스,101,12세이상관람가,주걸륜,계륜미,황추생,(주)엔케이컨텐츠
1278,20061223,소년은 울지 않는다,배형준,20081106,2006,한국,액션,98,15세이상관람가,송창의,이완,박그리나,(주)엠케이픽처스 
1279,20081403,그 남자의 책 198쪽,김정권,20081023,2008,한국,멜로/로맨스,97,12세이상관람가,이동욱,유진,김현주,(주)디에스피미디어
1280,20071065,써티 데이즈 오브 나이트,데이빗 슬레이드,20080110,2007,미국,공포(호러),112,청소년관람불가,조쉬 하트넷,멜리사 조지,,㈜케이디미디어
1281,20080365,패솔로지,마크 쉬홀르만 ,20080417,2008,미국,공포(호러),95,청소년관람불가,마일로 벤티밀리아,마이클 웨스톤,,롯데쇼핑㈜롯데엔터테인먼트
1282,20080837,둠스데이:지구 최후의 날,닐 마샬,20080619,2008,미국,SF,104,청소년관람불가,알렉산더 시디그,로나 미트라,,영화사청어람(주)
1283,20080887,비몽,김기덕,20081009,2008,한국,드라마,95,청소년관람불가,이나영,오다기리 조,진태현,(주)김기덕 필름
1284,20071063,더 재킷,존 메이버리,20080110,2007,미국,스릴러,102,15세이상관람가,키이라 나이틀리,애드리언 브로디,,롯데쇼핑㈜롯데엔터테인먼트
1285,20020218,디 아이,대니 팽,20020814,2002,중국,공포(호러),98,15세관람가,주준위,이심결,,코리아픽쳐스(주)
1286,20155563,어린왕자,마크 오스본,20151223,2015,프랑스,애니메이션,106,전체관람가,제프 브리지스,레이첼 맥아담스,맥켄지 포이,씨네그루(주)다우기술
1287,20080008,어린 왕자,최종현,20080117,2007,한국,드라마,92,12세이상관람가,탁재훈,강수한,조안,(주)앤알커뮤니케이션
1288,20081136,렛 미 인,토마스 알프레드슨 ,20081113,2008,스웨덴,공포(호러),114,15세이상관람가,카레 헤레브란트,리나 레안데르손,,씨네그루(주)다우기술
1289,20080878,알이씨(Rec),하우메 발라게로,20080710,2007,스페인,공포(호러),78,청소년관람불가,마누엘라 벨라스코,,,유니버설픽쳐스인터내셔널 코리아(유)
1290,20080992,100 피트,에릭 레드 ,20080724,2008,미국,공포(호러),96,15세이상관람가,팜케 얀센,바비 카나베일,에드 웨스트윅,(주)싸이더스
1291,20081263,외톨이,박재식,20080918,2008,한국,공포(호러),117,15세이상관람가,정유석,고은아,채민서,영화사다물(주)
